TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Lhandxrot,Lhandyrot,Lhandzrot,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,Rhandxrot,Rhandyrot,Rhandzrot,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat,HMDxrot,HMDyrot,HMDzrot
0,1.25,1,-1.64,0,0,1,0,0,180,0,0.75,1,-1.64,0,0,1,0,0,180,0,1.133643,0.8598258,-2.270215,0.02442506,-0.004026636,0.9996642,-0.007664206,0.8667212,177.1971,359.5172
0.07875,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.138768,0.8644028,-2.270092,0.03146493,-0.0003099734,0.9995042,0.001176617,359.8641,176.3938,359.9688
0.1899181,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.136308,0.8670863,-2.268329,0.02471656,-2.172581E-05,0.9996791,0.005543625,359.3649,177.1673,0.01321328
0.301239,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.136087,0.8682901,-2.26742,0.02349227,0.003504786,0.9996918,0.007218535,359.1825,177.3047,0.4209741
0.4117653,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.137958,0.8688165,-2.266621,0.02530679,0.005647619,0.9996334,0.007806054,359.1222,177.0945,0.669663
0.5225871,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.138999,0.8684983,-2.266127,0.02617166,0.005177511,0.999613,0.007880989,359.1127,176.9957,0.6167908
0.6349952,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.137998,0.8688385,-2.265707,0.02284588,0.004514522,0.9997001,0.007575756,359.1439,177.3777,0.5370717
0.7465846,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.13748,0.8687644,-2.265958,0.02093029,0.001921821,0.9997536,0.00714265,359.1863,177.5996,0.237326
0.8515342,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.137111,0.8690603,-2.266249,0.02018183,0.001506973,0.9997708,0.006997976,359.2017,177.6858,0.1888495
0.9594267,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.138888,0.8690913,-2.2665,0.02266843,0.002552481,0.9997168,0.006781965,359.2297,177.4,0.3100564
1.070698,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.140197,0.868522,-2.266882,0.02462249,0.0004518554,0.9996715,0.007111754,359.1866,177.1776,0.07183509
1.175794,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.138295,0.8682852,-2.266772,0.01979972,0.0002269208,0.9997889,0.005496249,359.3708,177.7307,0.03847038
1.281914,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.13604,0.8690145,-2.266573,0.01523065,-0.0002564734,0.9998631,0.006474751,359.2577,178.2547,359.9819
1.393038,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.13704,0.8695655,-2.266714,0.01717132,0.002744493,0.9998233,0.007142968,359.187,178.0298,0.3285302
1.503772,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.137541,0.8691692,-2.266577,0.0170142,0.001254555,0.9998267,0.007456212,359.1481,178.049,0.1582914
1.614396,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.13595,0.8676034,-2.265939,0.01348791,0.0015018,0.9998987,0.004288351,359.511,178.4536,0.178711
1.7145,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.135916,0.8677595,-2.265672,0.0135436,0.001100697,0.9998971,0.004599104,359.4747,178.4473,0.1332611
