TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat
0,-0.25,1,-2.4,1,0,0,0,0.25,1,-2.4,1,0,0,0,-0.5758045,1.20806,-1.884248,0.9589623,-0.2581677,0.1134942,0.02932309
0.0948966,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5739666,1.205029,-1.87915,0.9641634,-0.2385152,0.1133958,0.02531426
0.2061338,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.573718,1.203955,-1.876927,0.9661689,-0.2308834,0.112208,0.02489768
0.3170845,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5728364,1.201706,-1.873945,0.9696913,-0.2156891,0.1121979,0.02426345
0.4280732,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5709433,1.196874,-1.868878,0.9749143,-0.1875904,0.1175091,0.02331715
0.5394837,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5682403,1.189268,-1.86238,0.9819511,-0.1431048,0.1218702,0.02099639
0.6397478,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5663537,1.184201,-1.855969,0.9858395,-0.1133691,0.1219432,0.01994353
0.7431342,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5655677,1.187186,-1.852778,0.9864945,-0.1226718,0.1074592,0.01525725
0.8542037,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5635482,1.190854,-1.852688,0.9864663,-0.1332175,0.09539876,0.006044095
0.9543879,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5614376,1.191045,-1.85288,0.9866837,-0.1348978,0.09083239,0.002719082
1.06539,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5599142,1.189432,-1.853164,0.9872172,-0.1310111,0.09076021,0.000932104
1.165482,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5595441,1.189004,-1.853491,0.9873987,-0.1302396,0.08989703,-8.383471E-05
1.276153,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.559669,1.189625,-1.853047,0.9871387,-0.132639,0.0892396,-0.0007103636
1.387287,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5599432,1.189573,-1.851192,0.9872603,-0.1316796,0.08931757,0.0003081228
1.487251,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5601588,1.189044,-1.849579,0.987479,-0.1303594,0.08882108,0.001554463
1.598215,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5599298,1.188262,-1.848969,0.9878014,-0.1275346,0.08931907,0.00233892
1.698461,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5587697,1.187419,-1.848973,0.9882517,-0.1199221,0.09452549,0.006501278
1.809695,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5532663,1.188879,-1.846063,0.9879873,-0.1166589,0.1008939,0.009599312
1.909938,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5441996,1.185748,-1.841064,0.9882972,-0.09849469,0.1164521,-0.002524315
2.020763,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5393165,1.177253,-1.838674,0.985975,-0.07224616,0.1501855,-0.008840944
2.131349,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5412509,1.173966,-1.840563,0.9848714,-0.05744132,0.1634651,0.002843695
2.231489,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5434669,1.173528,-1.84334,0.9858993,-0.04939689,0.1596559,0.008522116
2.3424,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5432664,1.168023,-1.841837,0.9875819,-0.0264556,0.1546189,-0.00866689
2.453407,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5413737,1.154246,-1.841918,0.9867147,0.02565074,0.1597384,-0.01483015
2.553635,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5415502,1.153213,-1.843779,0.9874187,0.03128858,0.1541481,-0.01624346
2.664631,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5458765,1.151024,-1.848982,0.9892358,0.05111993,0.1353275,-0.02204144
2.764728,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5465797,1.152714,-1.854402,0.98992,0.04320518,0.1335952,-0.01855206
2.875463,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5475106,1.155314,-1.855808,0.9931876,0.03664235,0.1089124,-0.01933592
2.986495,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5520866,1.158042,-1.857296,0.9959438,0.02957286,0.08432551,-0.01052204
3.086702,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5530341,1.15991,-1.857414,0.9974268,0.03166761,0.06391631,-0.007188783
3.197577,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5525771,1.162822,-1.858783,0.9957722,0.0244567,0.08842409,0.004573047
3.308746,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5521804,1.163882,-1.859221,0.9931881,0.01803585,0.1143989,0.01284822
3.420093,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.5587771,1.164765,-1.85478,0.993844,0.007148396,0.1102472,0.008277062
