TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Lhandxrot,Lhandyrot,Lhandzrot,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,Rhandxrot,Rhandyrot,Rhandzrot,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat,HMDxrot,HMDyrot,HMDzrot,lshoulder_xPos,lshoulder_yPos,lshoulder_zPos,lshoulder_wQuat,lshoulder_xQuat,lshoulder_yQuat,lshoulder_zQuat,lshoulder_xrot,lshoulder_yrot,lshoulder_zrot,rshoulder_xPos,rshoulder_yPos,rshoulder_zPos,rshoulder_wQuat,rshoulder_xQuat,rshoulder_yQuat,rshoulder_zQuat,rshoulder_xrot,rshoulder_yrot,rshoulder_zrot
3.691447,1.625582,0.8688232,-2.410908,0.1583345,0.00340391,0.9817567,0.1052253,348.1393,161.4334,2.342786,1.780539,0.8279299,-2.568854,-0.1876343,-0.1545693,0.944648,0.2203223,339.0073,206.9139,336.3376,1.26901,0.8685124,-2.461504,-0.04094791,0.007458985,0.9987367,0.02815581,356.7409,184.675,0.7227299,2.014821,0.8136654,-2.190217,0.1887571,-0.2313998,0.6774262,0.6722489,273.481,245.786,259.631,1.854003,0.8140219,-2.249623,-0.05333674,0.04853369,0.6846617,0.7252848,273.315,357.3895,190.8755
3.714249,1.62538,0.8687656,-2.410895,0.1583961,0.003396096,0.9817546,0.1051526,348.1476,161.4267,2.341225,1.780563,0.8279681,-2.568866,-0.1876209,-0.1545814,0.9446449,0.2203386,339.0055,206.9131,336.3359,1.268915,0.8684529,-2.461544,-0.04092998,0.007432766,0.9987351,0.02824331,356.731,184.673,0.7193767,2.014772,0.8136562,-2.190161,0.188833,-0.2313507,0.6773347,0.6723367,273.4694,246.0031,259.4118,1.853556,0.8153325,-2.251031,-0.05778697,0.05345636,0.6846585,0.7246004,273.2559,358.3254,190.7014
3.736011,1.625436,0.8687856,-2.410991,0.1583666,0.003369246,0.9817553,0.105192,348.1425,161.4303,2.338548,1.780246,0.8278218,-2.568856,-0.1875973,-0.1546645,0.944602,0.2204842,338.9913,206.9174,336.3209,1.268887,0.868409,-2.461516,-0.04097048,0.007539409,0.9987316,0.02828354,356.7259,184.6773,0.7312826,2.01465,0.813843,-2.19024,0.1889943,-0.2312439,0.677175,0.6724889,273.4449,246.3761,259.0343,1.857302,0.814604,-2.253153,-0.06463126,0.0583676,0.6818388,0.7263001,273.6388,356.973,193.011
3.747351,1.625433,0.8686346,-2.41098,0.1584606,0.003482986,0.9817432,0.1051588,348.1486,161.4181,2.352119,1.780291,0.8278317,-2.56885,-0.1876523,-0.154639,0.9446086,0.2204272,338.9981,206.9213,336.3249,1.268869,0.8684101,-2.461516,-0.04093003,0.007527606,0.9987337,0.02826793,356.7278,184.6727,0.7301347,2.01475,0.8138741,-2.190235,0.1890489,-0.231265,0.6770859,0.6725561,273.4408,246.5776,258.8265,1.855328,0.8157113,-2.251763,-0.06513844,0.05818261,0.6814128,0.7266694,273.7107,356.2674,193.7431
3.769288,1.625695,0.8687423,-2.410903,0.1583894,0.003523182,0.9817744,0.1049741,348.1702,161.4272,2.352264,1.780148,0.827674,-2.568882,-0.1876295,-0.1546751,0.9445927,0.2204893,338.9918,206.9216,336.3187,1.268836,0.8684019,-2.461483,-0.04091267,0.00752102,0.9987341,0.02828205,356.7262,184.6707,0.7293711,2.014883,0.8138866,-2.190191,0.1892223,-0.2312368,0.6769472,0.6726567,273.4225,246.865,258.5269,1.854519,0.8159744,-2.251482,-0.06835154,0.06149944,0.6811864,0.7263132,273.6991,356.6371,193.9049
3.791682,1.625367,0.8687344,-2.410839,0.1584082,0.003460221,0.9817587,0.1050941,348.1554,161.4249,2.3476,1.780235,0.8277603,-2.568848,-0.1877029,-0.1547739,0.9445336,0.2206104,338.983,206.937,336.3008,1.268933,0.868342,-2.461429,-0.04086693,0.007522168,0.9987323,0.02841116,356.7114,184.6654,0.7290547,2.014945,0.8138065,-2.190213,0.1893235,-0.2312206,0.6767485,0.6728337,273.4101,247.3543,258.0305,1.859541,0.8136579,-2.253571,-0.07336893,0.06488643,0.678666,0.7278869,274.0479,355.8357,195.3918
3.813744,1.625212,0.8685465,-2.411063,0.158457,0.003471005,0.9817593,0.1050144,348.1648,161.4195,2.347882,1.780097,0.8276355,-2.568871,-0.18768,-0.1547415,0.9445348,0.2206476,338.9775,206.9349,336.3036,1.268865,0.8683134,-2.461389,-0.04101166,0.007435236,0.9987276,0.02838925,356.7142,184.6823,0.7187137,2.015057,0.8139939,-2.190419,0.189532,-0.2311413,0.6765538,0.672998,273.3843,247.8027,257.5714,1.859272,0.8130111,-2.25402,-0.08107343,0.0690655,0.67458,0.7304786,274.6339,353.9754,198.2231
3.836132,1.625273,0.8686831,-2.411097,0.1583492,0.003551061,0.9817785,0.1049947,348.1682,161.4315,2.355378,1.780254,0.8277272,-2.568871,-0.1876707,-0.1548105,0.9445231,0.2206572,338.9781,206.9356,336.2953,1.268729,0.8683007,-2.461427,-0.04088321,0.007476172,0.9987297,0.02849056,356.7025,184.6674,0.7233601,2.014937,0.8141086,-2.190392,0.1897046,-0.2310977,0.6764794,0.6730392,273.366,247.9307,257.4326,1.855787,0.8156276,-2.251164,-0.08369681,0.06908207,0.6734931,0.7311836,274.8236,351.9917,200.423
3.8586,1.625611,0.8687376,-2.410953,0.1582557,0.003596916,0.9818178,0.1047667,348.1948,161.4434,2.355062,1.780292,0.8278059,-2.568827,-0.1876939,-0.154808,0.9445177,0.2206622,338.978,206.9385,336.2949,1.268748,0.8683373,-2.461469,-0.04093261,0.007570609,0.9987297,0.02839509,356.713,184.6728,0.7344661,2.014975,0.814109,-2.190408,0.1897852,-0.2310276,0.676397,0.6731232,273.3529,248.1427,257.2198,1.854313,0.8167233,-2.251167,-0.08721044,0.07325365,0.6738217,0.7300634,274.6967,352.5838,200.4574
3.880383,1.625192,0.8685691,-2.410999,0.1583857,0.003564717,0.9817827,0.1048998,348.1794,161.4276,2.355542,1.780168,0.8278125,-2.568879,-0.1877214,-0.1548448,0.9445213,0.2205978,338.9868,206.9402,336.2924,1.268739,0.8683562,-2.46142,-0.04103899,0.007520212,0.9987276,0.02832809,356.7208,184.6852,0.7286498,2.014948,0.814145,-2.190413,0.1898586,-0.2309691,0.6762363,0.6732841,273.3402,248.5732,256.7882,1.854176,0.8163421,-2.251882,-0.09226727,0.07889536,0.6742834,0.7284258,274.52,353.0839,200.8301
