TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Lhandxrot,Lhandyrot,Lhandzrot,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,Rhandxrot,Rhandyrot,Rhandzrot,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat,HMDxrot,HMDyrot,HMDzrot,vrtracker_xPos,vrtracker_yPos,vrtracker_zPos,vrtracker_wQuat,vrtracker_xQuat,vrtracker_yQuat,vrtracker_zQuat,vrtracker_xrot,vrtracker_yrot,vrtracker_zrot,rtracker_xPos,rtracker_yPos,rtracker_zPos,rtracker_wQuat,rtracker_xQuat,rtracker_yQuat,rtracker_zQuat,rtracker_xrot,rtracker_yrot,rtracker_zrotFocusedObject,LeftBlink,RightBlink,RayOrigin_x,RayOrigin_y,RayOrigin_z,RayDirection_x,RayDirection_y,RayDirection_z,ConvergenceDistance,foc_Objectpos_X,foc_Objectpos_Y,foc_Objectpos_Z
0,1.25,1,-1.64,0,0,1,0,0,180,0,0.75,1,-1.64,0,0,1,0,0,180,0,1.948837,1.27032,-2.024463,0.097696,-0.01890847,0.9925367,0.07049076,351.7424,168.8562,358.6242,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive
0,1.25,1,-1.64,0,0,1,0,0,180,0,0.75,1,-1.64,0,0,1,0,0,180,0,1.948284,1.270099,-2.024387,0.09752142,-0.01944418,0.9925711,0.07010031,351.7813,168.8809,358.5568,1.547502,0.8461865,-2.635056,-0.7984253,0.5794181,0.1544724,0.05412907,289.6154,326.775,16.00698,1.389921,0.8523173,-2.746038,0.8284378,0.1054747,0.5456465,-0.06954008,14.5158,66.74053,359.9932,None,False,False,1.881976,1.245822,-1.983902,-0.4032016,-0.453673,-0.7947246,0.7709369,0,0,0
0.02,1.25,1,-1.64,0,0,1,0,0,180,0,0.75,1,-1.64,0,0,1,0,0,180,0,1.890805,1.242011,-2.013319,-0.06561907,0.002679768,0.9941621,-0.08560751,9.779902,187.635,0.9630425,1.547538,0.8461854,-2.635085,-0.7984985,0.579357,0.1542417,0.05436105,289.6097,326.8884,15.8936,1.389439,0.852341,-2.745913,0.8284007,0.1054895,0.545698,-0.06955501,14.51818,66.74792,359.9936,None,False,False,1.887094,1.241188,-1.98363,-0.4013076,-0.457806,-0.7933103,0.7901587,0,0,0
0.0508335,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.890858,1.242143,-2.012999,-0.06645138,0.003043741,0.9941484,-0.08511118,9.719321,187.734,1.009387,1.547541,0.8460816,-2.635102,-0.7978055,0.5803244,0.1541052,0.05460303,289.4726,326.8033,15.97348,1.389089,0.8524289,-2.745772,0.8284309,0.1052021,0.5457211,-0.06944992,14.48378,66.74718,359.9854,None,False,False,1.888232,1.241393,-1.983257,-0.4034697,-0.45933,-0.7913235,0.823562,0,0,0
0.0662802,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.892064,1.242644,-2.012319,-0.06616102,0.004315698,0.9942617,-0.0839514,9.576729,187.7099,1.144203,1.547415,0.8460542,-2.635149,-0.797531,0.5806756,0.1542503,0.05447148,289.4352,326.6804,16.09626,1.389089,0.8524265,-2.745757,0.8283578,0.1051829,0.5458393,-0.06942169,14.48014,66.76369,359.989,None,False,False,1.888586,1.241519,-1.983029,-0.4035843,-0.4599893,-0.7908858,0.8420027,0,0,0
0.0786381,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.891671,1.242929,-2.012014,-0.06514861,0.00474176,0.9943777,-0.08334473,9.505045,187.595,1.178785,1.547464,0.84601,-2.635177,-0.7974947,0.5807334,0.1542501,0.05438606,289.4312,326.6559,16.12791,1.389088,0.852426,-2.745742,0.8282958,0.1051151,0.5459613,-0.06930584,14.46623,66.78054,-0.002007696,None,False,False,1.887953,1.24163,-1.982878,-0.403719,-0.4600081,-0.7908177,0.8299769,0,0,0
0.0991054,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.892137,1.24321,-2.011657,-0.06398831,0.004835024,0.9944896,-0.08290089,9.454795,187.4602,1.174914,1.547453,0.8460546,-2.63505,-0.7977127,0.5804437,0.1542004,0.05442324,289.4661,326.7258,16.05816,1.389119,0.8524908,-2.745795,0.8283498,0.1049843,0.5459103,-0.06925987,14.45069,66.77155,359.993,None,False,False,1.889427,1.241872,-1.982678,-0.4049942,-0.4592961,-0.7905691,0.8058296,0,0,0
0.1214151,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.892107,1.243416,-2.011352,-0.06297991,0.004831604,0.9945735,-0.08266602,9.429058,187.3426,1.163047,1.547554,0.8460359,-2.635027,-0.7985258,0.5794017,0.153866,0.05454925,289.5892,327.0169,15.78119,1.38934,0.8524112,-2.745825,0.8285034,0.1051119,0.5456208,-0.06951055,14.47893,66.73117,359.9718,None,False,False,1.889436,1.242087,-1.982391,-0.4057971,-0.4581814,-0.7908109,0.7936755,0,0,0
0.1437132,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.891366,1.243565,-2.011108,-0.06200213,0.004678566,0.9946557,-0.08242544,9.403701,187.2272,1.1342,1.547747,0.8460758,-2.634996,-0.7986345,0.5791996,0.15419,0.05418671,289.6358,326.8998,15.90027,1.388964,0.8524116,-2.745727,0.8284736,0.1055502,0.5455654,-0.06963531,14.52914,66.72971,359.9874,None,False,False,1.888964,1.242293,-1.982059,-0.4044785,-0.4643045,-0.7879092,0.7158696,0,0,0
0.1659642,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.891704,1.243593,-2.01083,-0.06086178,0.004909375,0.9947636,-0.08195775,9.349689,187.096,1.146528,1.547673,0.8459684,-2.635081,-0.7979721,0.5800553,0.1544307,0.05410766,289.5332,326.6746,16.11474,1.389172,0.8523305,-2.745872,0.8283928,0.1055231,0.545698,-0.06959791,14.52415,66.74817,359.9916,None,False,False,1.888475,1.242462,-1.981811,-0.4030535,-0.4617579,-0.7901245,0.7152979,0,0,0
0.1881963,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.891985,1.243765,-2.010658,-0.05999877,0.005193179,0.9948792,-0.08117034,9.258337,186.9967,1.165383,1.547565,0.8460141,-2.63519,-0.7974318,0.5808462,0.154063,0.05463414,289.4031,326.7311,16.04837,1.389433,0.8522745,-2.745902,0.8283767,0.1049523,0.5458663,-0.06933309,14.45226,66.76434,359.983,None,False,False,1.888734,1.242605,-1.981512,-0.4008453,-0.4626395,-0.7907366,0.6977367,0,0,0
