TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Lhandxrot,Lhandyrot,Lhandzrot,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,Rhandxrot,Rhandyrot,Rhandzrot,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat,HMDxrot,HMDyrot,HMDzrot,vrtracker_xPos,vrtracker_yPos,vrtracker_zPos,vrtracker_wQuat,vrtracker_xQuat,vrtracker_yQuat,vrtracker_zQuat,vrtracker_xrot,vrtracker_yrot,vrtracker_zrot,rtracker_xPos,rtracker_yPos,rtracker_zPos,rtracker_wQuat,rtracker_xQuat,rtracker_yQuat,rtracker_zQuat,rtracker_xrot,rtracker_yrot,rtracker_zrot,FocusedObject,LeftBlink,RightBlink,RayOrigin_x,RayOrigin_y,RayOrigin_z,RayDirection_x,RayDirection_y,RayDirection_z,locRayDirection_x,locRayDirection_y,locRayDirection_z,ConvergenceDistance,foc_Objectpos_X,foc_Objectpos_Y,foc_Objectpos_Z
0,1.75,1,-1.64,0,0,1,0,0,180,0,1.25,1,-1.64,0,0,1,0,0,180,0,-0.2142531,1.002066,2.703781,0.2571863,-0.01932168,0.964499,0.05677659,353.139,150.1666,359.5345,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive
0,1.75,1,-1.64,0,0,1,0,0,180,0,1.25,1,-1.64,0,0,1,0,0,180,0,-0.2142298,1.002058,2.70378,0.2570943,-0.01934582,0.9645272,0.05670603,353.1462,150.1779,359.529,4.388511,3.175093,0.6916634,-0.5938039,-0.1888745,0.7580233,-0.1926765,31.0921,255.0756,356.1487,1.799037,2.034433,-0.8935908,0.1283348,-0.2004549,0.6489424,0.7226491,278.3632,302.1431,210.8964,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive
0.02,1.75,1,-1.64,0,0,1,0,0,180,0,1.25,1,-1.64,0,0,1,0,0,180,0,-0.2142072,1.002184,2.703592,0.2553546,-0.01986126,0.9650075,0.05621516,353.1864,150.3899,359.4447,4.388511,3.175093,0.6916634,-0.5938039,-0.1888745,0.7580233,-0.1926765,31.0921,255.0756,356.1487,1.799466,2.0346,-0.8938512,0.1252123,-0.2017132,0.649695,0.7221704,278.5467,300.0482,213.1438,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive
0.0532262,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.2142893,1.002189,2.703563,0.25541,-0.01986043,0.9649925,0.05622113,353.1857,150.3833,359.4454,4.388511,3.175093,0.6916634,-0.5938039,-0.1888745,0.7580233,-0.1926765,31.0921,255.0756,356.1487,1.799862,2.034796,-0.8938659,0.1245045,-0.201369,0.6478177,0.7240728,278.7818,301.4098,211.8658,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive
0.0683324,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.2143157,1.002157,2.703495,0.2554058,-0.01992111,0.9649864,0.05632384,353.1726,150.3839,359.4416,4.388511,3.175093,0.6916634,-0.5938039,-0.1888745,0.7580233,-0.1926765,31.0921,255.0756,356.1487,1.80012,2.034993,-0.8938309,0.126123,-0.199141,0.6449106,0.726998,278.911,305.0085,208.3157,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive
0.0831624,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.2142776,1.002184,2.703504,0.2552847,-0.01979191,0.9650234,0.05628338,353.1809,150.3976,359.4539,4.388511,3.175093,0.6916634,-0.5938039,-0.1888745,0.7580233,-0.1926765,31.0921,255.0756,356.1487,1.800479,2.035004,-0.893932,0.1261864,-0.1981572,0.6435119,0.7284938,279.0329,306.4383,206.9605,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive
0.1027844,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.214263,1.002202,2.70351,0.2552965,-0.01984811,0.9650245,0.05619202,353.1894,150.3968,359.4451,4.388511,3.175093,0.6916634,-0.5938039,-0.1888745,0.7580233,-0.1926765,31.0921,255.0756,356.1487,1.800706,2.03521,-0.8939415,0.124552,-0.1972074,0.6409677,0.7312705,279.4019,307.9845,205.6231,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive
0.1142404,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.2142452,1.002166,2.70354,0.2553863,-0.01989956,0.9649971,0.05623609,353.183,150.3863,359.4413,4.388511,3.175093,0.6916634,-0.5938039,-0.1888745,0.7580233,-0.1926765,31.0921,255.0756,356.1487,1.800694,2.035343,-0.8940459,0.1231174,-0.196749,0.6394647,0.7329507,279.6539,308.6556,205.1051,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive
0.1255891,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.2142339,1.002171,2.703552,0.2553182,-0.01978439,0.9650181,0.05622522,353.1876,150.3938,359.4533,4.388511,3.175093,0.6916634,-0.5938039,-0.1888745,0.7580233,-0.1926765,31.0921,255.0756,356.1487,1.800714,2.035418,-0.8941725,0.1220001,-0.1961743,0.6383564,0.7342566,279.8358,309.229,204.6695,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive
0.1370828,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.2142479,1.002212,2.703557,0.2553592,-0.01986238,0.965005,0.05623642,353.184,150.3893,359.4453,4.388511,3.175093,0.6916634,-0.5938039,-0.1888745,0.7580233,-0.1926765,31.0921,255.0756,356.1487,1.800739,2.035494,-0.8944184,0.1215051,-0.19526,0.6374549,0.7353649,279.945,310.0165,203.9974,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive
