TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Lhandxrot,Lhandyrot,Lhandzrot,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,Rhandxrot,Rhandyrot,Rhandzrot,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat,HMDxrot,HMDyrot,HMDzrot,vrtracker_xPos,vrtracker_yPos,vrtracker_zPos,vrtracker_wQuat,vrtracker_xQuat,vrtracker_yQuat,vrtracker_zQuat,vrtracker_xrot,vrtracker_yrot,vrtracker_zrot,rtracker_xPos,rtracker_yPos,rtracker_zPos,rtracker_wQuat,rtracker_xQuat,rtracker_yQuat,rtracker_zQuat,rtracker_xrot,rtracker_yrot,rtracker_zrot,
0,1.25,1,-1.64,1,0,0,0,0,0,0,1.75,1,-1.64,1,0,0,0,0,0,0,1.94849,0.8479786,-0.6588566,0.9958134,-0.02525852,0.08770386,-0.005084169,357.1676,10.08705,359.1649,1.5,0,-1.64,1,0,0,0,0,0,0,1.5,0,-1.64,1,0,0,0,0,0,0
0,1.25,1,-1.64,1,0,0,0,0,0,0,1.75,1,-1.64,1,0,0,0,0,0,0,1.948562,0.8478783,-0.6588433,0.9958059,-0.02523679,0.08779753,-0.005044661,357.1698,10.09769,359.1694,2.08202,1.314182,-1.099798,0.01447783,-0.05926881,-0.6983688,-0.7131329,273.8221,74.74749,111.2341,1.5,0,-1.64,1,0,0,0,0,0,0
0.02,1.25,1,-1.64,1,0,0,0,0,0,0,1.75,1,-1.64,1,0,0,0,0,0,0,1.950084,0.8467922,-0.6584463,0.9958231,-0.02494114,0.08766117,-0.005462239,357.2077,10.08275,359.1251,2.083549,1.315853,-1.097587,0.0006605487,-0.05615801,-0.6970525,-0.7148172,274.723,74.55473,110.0544,1.5,0,-1.64,1,0,0,0,0,0,0
0.0779503,1.5,0,-1.64,1,0,0,0,0,0,0,1.5,0,-1.64,1,0,0,0,0,0,0,1.950408,0.8466054,-0.6583316,0.9958309,-0.02489923,0.08759231,-0.005335356,357.2111,10.07442,359.1402,2.085958,1.318891,-1.09598,0.01676428,0.0543488,0.6994133,0.7124509,275.8608,81.13587,101.9139,1.5,0,-1.64,1,0,0,0,0,0,0
0.0954201,1.5,0,-1.64,1,0,0,0,0,0,0,1.5,0,-1.64,1,0,0,0,0,0,0,1.950907,0.8463392,-0.6583109,0.9958243,-0.02497117,0.08764388,-0.00537923,357.2034,10.08057,359.1343,2.086651,1.319958,-1.09554,0.01963272,0.05328664,0.7015073,0.7103962,275.9549,84.41535,98.31551,1.5,0,-1.64,1,0,0,0,0,0,0
0.1123602,1.5,0,-1.64,1,0,0,0,0,0,0,1.5,0,-1.64,1,0,0,0,0,0,0,1.950894,0.8463339,-0.6582896,0.9958265,-0.02497217,0.08762535,-0.005284415,357.2023,10.07818,359.1452,2.088276,1.322069,-1.094853,0.02413237,0.0457475,0.7077422,0.7045749,275.6704,93.47192,88.28174,1.5,0,-1.64,1,0,0,0,0,0,0
0.1289037,1.5,0,-1.64,1,0,0,0,0,0,0,1.5,0,-1.64,1,0,0,0,0,0,0,1.950897,0.8463461,-0.6582192,0.9958372,-0.02486066,0.08753061,-0.005363833,357.2157,10.06734,359.1375,2.088555,1.323247,-1.094488,0.0234799,0.04539645,0.7095332,0.7028161,275.6096,96.45916,85.31891,1.5,0,-1.64,1,0,0,0,0,0,0
0.1465058,1.5,0,-1.64,1,0,0,0,0,0,0,1.5,0,-1.64,1,0,0,0,0,0,0,1.951057,0.8462213,-0.6580904,0.9958287,-0.02492241,0.08761693,-0.005224319,357.2074,10.07698,359.1526,2.088767,1.326159,-1.094502,0.01197419,0.03893294,0.7148511,0.6980894,274.3438,109.3177,72.86838,1.5,0,-1.64,1,0,0,0,0,0,0
0.1596919,1.5,0,-1.64,1,0,0,0,0,0,0,1.5,0,-1.64,1,0,0,0,0,0,0,1.95111,0.8461643,-0.6580642,0.9958248,-0.02504278,0.08762607,-0.005246032,357.1938,10.07825,359.1488,2.088989,1.327996,-1.094621,0.007989721,0.03286754,0.7206354,0.6924886,274.021,125.5718,56.44538,1.5,0,-1.64,1,0,0,0,0,0,0
0.1803515,1.5,0,-1.64,1,0,0,0,0,0,0,1.5,0,-1.64,1,0,0,0,0,0,0,1.951051,0.8462086,-0.6580514,0.9958234,-0.024814,0.08770093,-0.005342321,357.221,10.08683,359.14,2.0905,1.330347,-1.094887,0.0005593965,-0.03409741,-0.7314342,-0.6810588,274.9052,147.7514,35.05967,1.5,0,-1.64,1,0,0,0,0,0,0
0.2027589,1.5,0,-1.64,1,0,0,0,0,0,0,1.5,0,-1.64,1,0,0,0,0,0,0,1.9509,0.8463429,-0.6581073,0.9958233,-0.0248542,0.08769715,-0.005233511,357.2153,10.08615,359.152,2.091705,1.332059,-1.09443,0.01612281,-0.03892749,-0.7326252,-0.679327,274.6987,159.0682,25.39737,1.5,0,-1.64,1,0,0,0,0,0,0
0.2251004,1.5,0,-1.64,1,0,0,0,0,0,0,1.5,0,-1.64,1,0,0,0,0,0,0,1.950865,0.8462985,-0.6581363,0.9958212,-0.02479706,0.08773745,-0.005230325,357.2218,10.0907,359.1528,2.09286,1.332417,-1.09259,0.02569005,-0.05070689,-0.7262235,-0.6851045,273.9008,151.7821,34.41486,1.5,0,-1.64,1,0,0,0,0,0,0
0.2470853,1.5,0,-1.64,1,0,0,0,0,0,0,1.5,0,-1.64,1,0,0,0,0,0,0,1.950786,0.8464007,-0.6582367,0.9958212,-0.0248519,0.08771776,-0.005310492,357.2164,10.08873,359.1432,2.09453,1.331552,-1.090314,0.0289063,-0.05539216,-0.7206376,-0.690491,273.2518,142.1172,44.7202,1.5,0,-1.64,1,0,0,0,0,0,0
0.2686824,1.5,0,-1.64,1,0,0,0,0,0,0,1.5,0,-1.64,1,0,0,0,0,0,0,1.951022,0.8462046,-0.6581782,0.9958239,-0.02499877,0.08765077,-0.005226729,357.1987,10.08098,359.1514,2.096745,1.330018,-1.086185,0.02535113,-0.05334661,-0.714253,-0.6973909,272.6483,124.252,62.12971,1.5,0,-1.64,1,0,0,0,0,0,0
