TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Lhandxrot,Lhandyrot,Lhandzrot,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,Rhandxrot,Rhandyrot,Rhandzrot,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat,HMDxrot,HMDyrot,HMDzrot,vrtracker_xPos,vrtracker_yPos,vrtracker_zPos,vrtracker_wQuat,vrtracker_xQuat,vrtracker_yQuat,vrtracker_zQuat,vrtracker_xrot,vrtracker_yrot,vrtracker_zrot,rtracker_xPos,rtracker_yPos,rtracker_zPos,rtracker_wQuat,rtracker_xQuat,rtracker_yQuat,rtracker_zQuat,rtracker_xrot,rtracker_yrot,rtracker_zrot
9.2618,1,0,-1.64,0,0,1,0,0,180,0,1.558019,0.8490784,-2.456391,-0.01865654,-0.129667,0.9848325,0.113769,347.3351,183.8936,344.5664,1.356934,0.8299074,-2.503671,0.1972821,-0.004472494,0.9796982,0.03537416,355.9242,157.2186,0.2983494,1.936741,0.7804475,-2.234787,0.1020048,-0.1306483,0.697295,0.6973563,272.3211,260.6519,260.4066,1.83591,0.7822509,-2.256596,0.06417852,-0.06931493,0.6811051,0.7260664,273.6674,348.0635,181.098
9.273063,1,0,-1.64,0,0,1,0,0,180,0,1.558131,0.8491337,-2.45634,-0.01866802,-0.1296153,0.9848347,0.1138068,347.3307,183.8949,344.5721,1.356932,0.8299453,-2.503639,0.1973694,-0.004455394,0.9796813,0.03535546,355.9267,157.2083,0.3002127,1.936643,0.7804005,-2.234769,0.1019871,-0.1306574,0.6972851,0.697367,272.3233,260.6933,260.3659,1.835987,0.7822437,-2.256559,0.06417052,-0.06928535,0.6810793,0.7260941,273.6715,348.0999,181.0647
9.294758,1,0,-1.64,0,0,1,0,0,180,0,1.559225,0.8492829,-2.456159,-0.01854548,-0.1295224,0.9848746,0.1135871,347.3536,183.8758,344.5862,1.357401,0.8293595,-2.503183,0.1970369,-0.004814788,0.9797547,0.03512936,355.9439,157.2491,0.2532487,1.936842,0.7804621,-2.234685,0.1019751,-0.1306476,0.697219,0.6974367,272.3235,260.9657,260.0953,1.835982,0.7822301,-2.256512,0.06419461,-0.06914245,0.6810706,0.7261137,273.6724,348.3185,180.8557
9.306317,1,0,-1.64,0,0,1,0,0,180,0,1.558406,0.8490456,-2.456454,-0.01849894,-0.1298103,0.9848529,0.1134548,347.3691,183.8719,344.5539,1.357592,0.8289545,-2.503032,0.1968409,-0.005457501,0.9798101,0.03458466,355.9905,157.2755,0.1677556,1.936738,0.7803999,-2.234681,0.1019456,-0.1306426,0.6972152,0.6974458,272.3255,260.9922,260.0716,1.835967,0.7824851,-2.256487,0.0641681,-0.06922455,0.6811063,0.7260748,273.6674,348.1693,181.0005
9.3286,1,0,-1.64,0,0,1,0,0,180,0,1.558122,0.8488483,-2.456437,-0.01809836,-0.1296843,0.9848702,0.1135128,347.3558,183.825,344.5734,1.35734,0.8288751,-2.503318,0.1965588,-0.005936386,0.9798779,0.03418636,356.0244,157.311,0.103691,1.936537,0.7803009,-2.23464,0.1019334,-0.1305977,0.6972185,0.6974527,272.3228,261.0023,260.0662,1.836024,0.7824825,-2.256553,0.06415416,-0.06912977,0.6811108,0.7260809,273.6667,348.2756,180.903
9.351163,1,0,-1.64,0,0,1,0,0,180,0,1.558792,0.8494351,-2.456241,-0.01827069,-0.1295757,0.9848852,0.1134794,347.3618,183.8429,344.5842,1.354011,0.8278742,-2.505054,0.1970863,-0.005593716,0.979748,0.03492212,355.9496,157.2466,0.1610874,1.936756,0.780513,-2.234755,0.1019348,-0.1306654,0.6971893,0.697469,272.3281,261.0891,259.9737,1.836003,0.7826135,-2.256499,0.06418011,-0.06940864,0.6811122,0.7260507,273.6664,347.9405,181.2133
9.362705,1,0,-1.64,0,0,1,0,0,180,0,1.558908,0.8494828,-2.45622,-0.01825207,-0.129625,0.9848751,0.1135137,347.3578,183.842,344.5784,1.354626,0.8285577,-2.504847,0.1971667,-0.005068785,0.9797258,0.03517191,355.9334,157.2348,0.2261674,1.93665,0.7804703,-2.234737,0.1019276,-0.1306836,0.6972104,0.6974456,272.3301,260.9997,260.0622,1.836061,0.7826586,-2.256461,0.06415664,-0.06937385,0.6811208,0.7260481,273.6654,347.9554,181.2031
9.384115,1,0,-1.64,0,0,1,0,0,180,0,1.559688,0.8497396,-2.456087,-0.01824877,-0.1295726,0.9849093,0.113277,347.3846,183.8369,344.5864,1.352903,0.827195,-2.505606,0.1973317,-0.00540741,0.9796801,0.03546685,355.8926,157.2162,0.1954455,1.936612,0.7804769,-2.234755,0.1019064,-0.1306569,0.6972606,0.6974034,272.3298,260.8176,260.2482,1.836298,0.7827863,-2.25649,0.06417214,-0.06928471,0.6811203,0.7260556,273.6651,348.0913,181.0732
9.406313,1,0,-1.64,0,0,1,0,0,180,0,1.560104,0.8496928,-2.455762,-0.01789756,-0.1293916,0.9849607,0.1130928,347.3995,183.7909,344.6134,1.353629,0.8281682,-2.505101,0.1974519,-0.004877275,0.9796548,0.0355735,355.8926,157.1999,0.2580374,1.936582,0.7804242,-2.234841,0.1019846,-0.1306175,0.6972397,0.6974202,272.3203,260.8926,260.17,1.836401,0.7827158,-2.256424,0.06418435,-0.06918536,0.6811068,0.7260767,273.6669,348.2401,180.9315
9.42819,1,0,-1.64,0,0,1,0,0,180,0,1.559179,0.8491912,-2.456001,-0.0175609,-0.1293873,0.9849922,0.1128761,347.419,183.7483,344.6198,1.354225,0.8287896,-2.50481,0.1975555,-0.00445687,0.9796319,0.03568365,355.8898,157.1859,0.3082906,1.936291,0.7801726,-2.234833,0.1019349,-0.13059,0.6971725,0.6974998,272.322,261.1889,259.8801,1.836422,0.7827463,-2.256403,0.06424067,-0.06924959,0.681072,0.7260982,273.6714,348.2332,180.9286
9.43945,1,0,-1.64,0,0,1,0,0,180,0,1.559299,0.8492051,-2.455973,-0.01754355,-0.1294118,0.9849917,0.1128548,347.4212,183.7463,344.6172,1.35495,0.8286836,-2.504175,0.1973195,-0.004695485,0.9796856,0.03548361,355.9068,157.2148,0.2758974,1.936156,0.7801231,-2.234819,0.1019449,-0.1305811,0.6971726,0.6974999,272.3206,261.1893,259.8796,1.836497,0.7827814,-2.256366,0.06417676,-0.06924665,0.6811013,0.7260767,273.668,348.1521,181.0152
9.461875,1,0,-1.64,0,0,1,0,0,180,0,1.559836,0.8496442,-2.455562,-0.01716314,-0.1292274,0.9850082,0.1129808,347.4003,183.702,344.6428,1.355404,0.8290912,-2.504207,0.1973756,-0.004503283,0.9796717,0.03558096,355.9003,157.2073,0.2999763,1.935851,0.7800557,-2.234925,0.1018953,-0.1304705,0.6971083,0.6975921,272.3159,261.511,259.571,1.83629,0.7826843,-2.256403,0.06415866,-0.06922619,0.6810316,0.7261455,273.6791,348.1761,180.9942
9.473219,1,0,-1.64,0,0,1,0,0,180,0,1.559622,0.8501312,-2.455915,-0.01748926,-0.129403,0.9849921,0.1128697,347.4187,183.7401,344.6189,1.355518,0.8294351,-2.504206,0.1975004,-0.004087037,0.9796365,0.03590708,355.8731,157.1905,0.354764,1.936315,0.7802292,-2.234859,0.101927,-0.1304267,0.6970513,0.6976526,272.3098,261.7501,259.333,1.836356,0.782728,-2.256344,0.06414603,-0.06921702,0.6810306,0.7261485,273.6794,348.1732,180.9989
9.495529,1,0,-1.64,0,0,1,0,0,180,0,1.559492,0.8498747,-2.45629,-0.01752868,-0.1293934,0.985013,0.112692,347.4395,183.7416,344.6208,1.356009,0.8299282,-2.503985,0.1976379,-0.003690192,0.9796044,0.03606941,355.8639,157.1725,0.4037012,1.93657,0.7803656,-2.234793,0.1019639,-0.1303939,0.6970032,0.6977015,272.3044,261.9482,259.1346,1.836027,0.7824756,-2.256448,0.06405656,-0.06916961,0.6809728,0.7262152,273.6898,348.1437,181.0395
9.516968,1,0,-1.64,0,0,1,0,0,180,0,1.55834,0.8494037,-2.457014,-0.01776058,-0.1297165,0.9849569,0.1127747,347.4349,183.774,344.5793,1.356535,0.830118,-2.503859,0.1978306,-0.003188359,0.9795647,0.03613915,355.8675,157.1478,0.4625788,1.936741,0.7804417,-2.234766,0.1020263,-0.1304407,0.6969576,0.6977292,272.3033,262.0924,258.9814,1.835846,0.7824394,-2.256639,0.06386507,-0.06943343,0.6808795,0.7262943,273.708,347.5984,181.5788
9.528528,1,0,-1.64,0,0,1,0,0,180,0,1.557097,0.8488941,-2.457397,-0.01796633,-0.1301057,0.9848796,0.1129689,347.4174,183.806,344.5295,1.356929,0.8295438,-2.503517,0.1975205,-0.003695316,0.9796391,0.03576806,355.8976,157.1869,0.3957678,1.936617,0.7803929,-2.234729,0.102017,-0.1304682,0.6968971,0.6977859,272.3065,262.3254,258.7469,1.835872,0.782448,-2.256615,0.06380425,-0.06945436,0.6809048,0.726274,273.7051,347.4914,181.6891
