TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Lhandxrot,Lhandyrot,Lhandzrot,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,Rhandxrot,Rhandyrot,Rhandzrot,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat,HMDxrot,HMDyrot,HMDzrot,vrtracker_xPos,vrtracker_yPos,vrtracker_zPos,vrtracker_wQuat,vrtracker_xQuat,vrtracker_yQuat,vrtracker_zQuat,vrtracker_xrot,vrtracker_yrot,vrtracker_zrot,rtracker_xPos,rtracker_yPos,rtracker_zPos,rtracker_wQuat,rtracker_xQuat,rtracker_yQuat,rtracker_zQuat,rtracker_xrot,rtracker_yrot,rtracker_zrotFocusedObject,LeftBlink,RightBlink,RayOrigin_x,RayOrigin_y,RayOrigin_z,RayDirection_x,RayDirection_y,RayDirection_z,ConvergenceDistance,foc_Objectpos_X,foc_Objectpos_Y,foc_Objectpos_Z
0,1.25,1,-1.64,0,0,1,0,0,180,0,0.75,1,-1.64,0,0,1,0,0,180,0,1.898673,1.297912,-1.944666,0.1768386,-0.06004285,0.9648473,0.1849127,337.7864,159.8416,356.8752,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive
0,1.25,1,-1.64,0,0,1,0,0,180,0,0.75,1,-1.64,0,0,1,0,0,180,0,1.899258,1.297672,-1.945159,0.1766189,-0.05881025,0.9651386,0.1839961,337.9177,159.8453,356.9982,1.549567,0.8433847,-2.621503,-0.8072099,0.5710699,0.128404,0.07618254,289.6931,339.0869,4.026926,1.392005,0.8519543,-2.745153,0.8318998,0.1042253,0.5409839,-0.06645516,14.2003,66.08804,0.1300467,None,False,False,1.882901,1.240524,-1.98136,-0.4399062,-0.4517443,-0.7761267,0.6205871,0,0,0
0.02,1.25,1,-1.64,0,0,1,0,0,180,0,0.75,1,-1.64,0,0,1,0,0,180,0,1.890774,1.233091,-2.011069,-0.08015585,0.004922166,0.9907202,-0.109656,12.50283,189.4268,1.604264,1.549439,0.8434802,-2.621451,-0.8072236,0.5710109,0.128661,0.07604623,289.706,338.9944,4.10896,1.391865,0.8520337,-2.745131,0.8318839,0.1043497,0.5409864,-0.06643889,14.21131,66.0905,0.1397609,None,False,False,1.88982,1.231389,-1.980846,-0.4386713,-0.448296,-0.7788341,0.6154385,0,0,0
0.0525119,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.890148,1.232221,-2.012465,-0.0800045,0.006474818,0.9904724,-0.111901,12.74625,189.4377,1.805567,1.549949,0.8435968,-2.621257,-0.8072817,0.570964,0.128422,0.07618576,289.7077,339.0914,4.020199,1.392068,0.851961,-2.745172,0.8318903,0.1042751,0.5409973,-0.0663865,14.20078,66.09121,0.1402167,None,False,False,1.8866,1.230673,-1.981699,-0.4073566,-0.501565,-0.7631974,0.7007751,0,0,0
0.0680554,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.889041,1.230932,-2.014066,-0.07818423,0.009163166,0.9898452,-0.118363,13.46724,189.2874,2.159685,1.549319,0.8434867,-2.621575,-0.8072821,0.5709553,0.1284435,0.07620904,289.7084,339.0905,4.017443,1.392092,0.8519229,-2.745084,0.8318999,0.1042603,0.5409817,-0.06641679,14.20127,66.08858,0.1360307,None,False,False,1.885419,1.230238,-1.982076,-0.4121162,-0.4967422,-0.7638025,0.6590995,0,0,0
0.0832975,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.88745,1.230277,-2.01512,-0.07719646,0.009538174,0.9895961,-0.121034,13.77307,189.1887,2.216569,1.549343,0.8433573,-2.621495,-0.8070906,0.5711983,0.1284459,0.07641314,289.6699,339.1068,3.984885,1.392287,0.8519406,-2.745173,0.8318843,0.1042695,0.5410077,-0.06638588,14.2002,66.09258,0.1400957,None,False,False,1.884247,1.229784,-1.982826,-0.4073949,-0.4877745,-0.7720594,0.7029896,0,0,0
0.1060283,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.886679,1.229944,-2.016248,-0.07686505,0.009108611,0.9894366,-0.1225727,13.95475,189.1508,2.177139,1.549425,0.8433763,-2.621288,-0.8069869,0.5713061,0.128709,0.07625967,289.6603,338.9951,4.087797,1.392365,0.8519206,-2.745164,0.8318846,0.104401,0.5409808,-0.06639548,14.21355,66.09087,0.1472402,None,False,False,1.88197,1.229394,-1.983616,-0.4018593,-0.4942576,-0.7708461,0.6814908,0,0,0
0.1279695,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.885964,1.229725,-2.017355,-0.07712006,0.008660758,0.9892599,-0.1238646,14.10696,189.1802,2.141485,1.549915,0.8435136,-2.621339,-0.8071729,0.5710834,0.1285371,0.07624931,289.6903,339.0606,4.036583,1.39263,0.8518963,-2.745165,0.8319096,0.1043893,0.5409418,-0.0664173,14.21379,66.08508,0.1436659,None,False,False,1.881738,1.22899,-1.984717,-0.4069732,-0.4845276,-0.774335,0.6589159,0,0,0
0.1500325,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.885066,1.22944,-2.01854,-0.07755542,0.008197347,0.9890411,-0.1253618,14.28259,189.2316,2.10881,1.549968,0.8435012,-2.621268,-0.80726,0.5709489,0.1284728,0.07644234,289.7035,339.1259,3.960233,1.392577,0.8519025,-2.74516,0.8318852,0.1044559,0.5409638,-0.06643911,14.2216,66.08907,0.1462484,None,False,False,1.88474,1.228529,-1.986196,-0.4165958,-0.4839354,-0.7695602,0.6894,0,0,0
0.1615989,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.884442,1.229299,-2.019168,-0.07802527,0.008018741,0.9889436,-0.1258503,14.33946,189.2865,2.099827,1.549287,0.8434036,-2.62157,-0.8072278,0.5709786,0.1285301,0.07646446,289.6992,339.1114,3.968266,1.39227,0.8519231,-2.745117,0.8319036,0.1044062,0.5409483,-0.06641433,14.21524,66.08626,0.1451653,None,False,False,1.886448,1.228312,-1.987044,-0.4137619,-0.4939353,-0.764729,0.6270733,0,0,0
0.1834735,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.883197,1.229209,-2.020847,-0.07872566,0.007457043,0.9888358,-0.1262956,14.39451,189.3627,2.049073,1.549599,0.8434271,-2.62164,-0.8071663,0.5711005,0.1284575,0.07632499,289.6856,339.0956,4.002086,1.392382,0.8519335,-2.74514,0.8318794,0.1043668,0.5410017,-0.06634289,14.20692,66.09361,0.1505169,None,False,False,1.885565,1.22806,-1.988275,-0.4081599,-0.496533,-0.7660453,0.5513664,0,0,0
