"","X","Time","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",1,136.6743,1,"B5",NA,-0.175244465,-5.521914882,4.597101089,-0.0607782,0.0025263,-0.9970306,0.1449079,-0.5952841,1.4868159,9.4024409,0.0306592,0.0031631,-0.997231,0.1816491,1.200184,1.2111914,NA
"2",2,136.6963,1,"B5",NA,-0.159944465,-5.418814882,4.471001089,-0.0602692,0.0026529,-0.9970611,0.1521699,-0.6245345,1.11596650998831,-14.1569276,0.0303929,0.0032247,-0.9972389,0.185187,1.2154854,0.726227868133087,NA
"3",3,136.7078,1,"B5",NA,-0.156044465,-5.312514882,4.364201089,-0.0601472,0.0025822,-0.9970688,0.1481163,-0.6315441,1.14086005099256,-8.07239591647263,0.0304975,0.0031259,-0.9972361,0.1795132,1.2094794,0.628450692885922,-9.56180640996582
"4",4,136.7294,1,"B5",NA,-0.151944465,-5.189914882,4.224901089,-0.0597279,0.0024963,-0.9970943,0.1431873,-0.6556397,0.745375983427565,7.10454812593916,0.0303543,0.0029821,-0.9972409,0.1712568,1.2177034,0.399031698178958,6.1296313168451
"5",5,136.7408,1,"B5",NA,-0.164744465,-5.230214882,4.265601089,-0.0597773,0.0023297,-0.9970916,0.1336295,-0.6528013,1.11608738302517,3.69098854891607,0.0303181,0.0028287,-0.9972424,0.1624454,1.2197876,0.659869539409648,10.4954703990497
"6",6,136.752,1,"B5",NA,-0.170544465,-5.280614882,4.323701089,-0.0599645,0.002296,-0.9970805,0.1316964,-0.6420498,0.834557835688384,-8.28012955251051,0.0303905,0.0028199,-0.9972402,0.1619404,1.215626,0.638706337595599,0.108999294417721
"7",7,136.7742,1,"B5",NA,-0.171544465,-5.246714882,4.302701089,-0.060154,0.0022351,-0.9970692,0.1282036,-0.6311592,1.02495186488507,-4.49734334315865,0.0306373,0.0027709,-0.9972328,0.1591286,1.2014491,0.685494395577722,-5.39863462817766
"8",8,136.7962,1,"B5",NA,-0.173744465,-5.151314882,4.189201089,-0.0597385,0.0020764,-0.9970945,0.1191004,-0.6550339,0.638389990113832,-10.0123226596549,0.0304423,0.0025609,-0.9972394,0.147068,1.2126489,0.401587927991765,0.506148478694929
"9",9,136.8185,1,"B5",NA,-0.193744465,-5.173114882,4.211501089,-0.0597702,0.001763,-0.9970933,0.1011261,-0.6532149,0.583673572556943,29.468403739163,0.0304273,0.0022582,-0.9972406,0.1296817,1.2135169,0.711940069558365,15.8917589852918
"10",10,136.8298,1,"B5",NA,-0.204544465,-5.194214882,4.228501089,-0.0597206,0.0016063,-0.9970964,0.092137,-0.6560691,1.27738575349254,10.9901836866012,0.0303378,0.0021023,-0.9972436,0.1207299,1.2186567,0.913830181383802,-4.54799082903887
"11",11,136.8413,1,"B5",NA,-0.219244465,-5.241714882,4.287001089,-0.059964,0.0014172,-0.9970822,0.0812876,-0.6420814,0.824169705651783,-8.44646904063458,0.0304672,0.0019443,-0.99724,0.111657,1.2112229,0.603763004175514,6.69025180244202
