"","X","Time","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",497,58.20577,1,"B5",NA,3.606854908,2.325654243,-1.954521797,-0.0512269,0.0635598,-0.9935187,3.6556361,0.2831956,2.6962279,-18.7845448,0.0763462,0.0634649,-0.9931685,3.645584,0.4467897,1.8581448,-13.5351751
"2",498,58.22782,1,"B5",NA,3.578854908,2.458954243,-2.115821797,-0.0506215,0.0632597,-0.9935687,3.6383502,0.2482255,1.76577564287762,20.4371018,0.0760073,0.0631462,-0.9932148,3.6272546,0.4271501,1.67565194608864,43.9459411
"3",499,58.24995,1,"B5",NA,3.560254908,2.378554243,-2.066621797,-0.0501446,0.0628488,-0.9936189,3.6146866,0.2206465,2.55756290712671,29.0687862419573,0.0754304,0.0627826,-0.9932818,3.6063421,0.3937727,2.51182312199163,18.3871169225958
"4",500,58.26117,1,"B5",NA,3.547954908,2.379454243,-2.094821797,-0.0496674,0.0626447,-0.993656,3.602934,0.1930924,2.80842710732008,-7.03831222936926,0.0749851,0.0626015,-0.9933269,3.5959212,0.3680371,2.50048783894603,-30.7851596799478
"5",501,58.28344,1,"B5",NA,3.536054908,2.421154243,-2.180721797,-0.048863,0.0624992,-0.993705,3.5945508,0.1466853,1.99701325296755,-24.7197392609408,0.074296,0.0624838,-0.9933861,3.5891561,0.3282541,1.15181564617961,-37.3147514944558
"6",502,58.30581,1,"B5",NA,3.528854908,2.630454243,-2.409221797,-0.0483478,0.0626414,-0.9937212,3.6027407,0.1170035,1.70610950154336,-20.6705787427045,0.0741606,0.0625886,-0.9933896,3.5951835,0.3204781,0.837081861541978,-1.57606946747935
"7",503,58.32778,1,"B5",NA,3.497654908,2.733154243,-2.537921797,-0.0478004,0.0622501,-0.9937722,3.5802087,0.0853774,1.08354634663547,-16.4520973337487,0.07383,0.0621896,-0.9934393,3.5722339,0.3013022,1.07693537041439,20.7967750928488
"8",504,58.33921,1,"B5",NA,3.487054908,2.631754243,-2.438121797,-0.0478573,0.0619461,-0.9937885,3.5626991,0.0886071,1.03134292915074,-11.2915410448702,0.0737202,0.0619093,-0.993465,3.5561107,0.294896,1.4275646874343,10.9379906695819
"9",505,58.36145,1,"B5",NA,3.468454908,2.764854243,-2.556321797,-0.0479955,0.0618054,-0.9937906,3.5546,0.0965479,0.630670337006027,-0.439762303894456,0.0740858,0.0617137,-0.99345,3.5448604,0.3159258,1.23184714141821,-11.406956082488
"10",506,58.38332,1,"B5",NA,3.448054908,2.866954243,-2.641421797,-0.0481977,0.0615966,-0.9937938,3.5425759,0.1081669,1.00544186001202,4.16370656596637,0.07446,0.061455,-0.993438,3.5299815,0.3374415,0.925368336118957,-7.32859606091904
