"","Time","Phase","GFO","Movement","pitch2","yaw2","V2","V2a"
"1",90.46861,1,"B5",NA,0.1882299,0.5689245,4.9338328,-6.0724851
"2",90.4912,1,"B5",NA,0.1471787,0.516459,3.2500728776531,-41.3706742
"3",90.51389,1,"B5",NA,0.1335787,0.4594829,1.6828266632719,-43.2620844428377
"4",90.53545,1,"B5",NA,0.1143011,0.44753,1.3065603102618,-4.26080711493818
"5",90.55776,1,"B5",NA,0.0943104,0.4229035,1.50579849269579,19.1731571400876
"6",90.57971,1,"B5",NA,0.0808293,0.4475797,2.15147686817734,21.1836910537762
"7",90.60203,1,"B5",NA,0.0750475,0.4952736,2.44055458894786,25.1380461240651
"8",90.62421,1,"B5",NA,0.0696707,0.5380686,3.26841380575121,16.0959749270044
"9",90.64658,1,"B5",NA,0.0917674,0.6107082,3.15359683670471,-21.5402583021246
"10",90.66881,1,"B5",NA,0.1192976,0.656499,2.31001535321407,-19.6385288951663
"11",90.69068,1,"B5",NA,0.134839,0.6907766,2.28094634423133,-19.2027173282901
"12",90.71334,1,"B5",NA,0.1507696,0.7362978,1.44079825040234,-25.9575436831094
"13",90.73569,1,"B5",NA,0.1745601,0.7243935,1.10915050041852,16.7932806323455
"14",90.74668,1,"B5",NA,0.1839633,0.7164046,1.64134550099101,37.176566031337
"15",90.76883,1,"B5",NA,0.2128482,0.6825742,2.21564505928299,6.58483002859946
"16",90.78069,1,"B5",NA,0.2139334,0.6622544,2.06433416835831,13.7817674497353
"17",90.80202,1,"B5",NA,0.2125177,0.6258613,2.92439432589352,50.2686164586448
"18",90.81356,1,"B5",NA,0.1813318,0.5920682,3.61928249737065,-17.27796678818
"19",90.83541,1,"B5",NA,0.1516242,0.5417959,1.54852420949144,-70.7965146613443
"20",90.8469,1,"B5",NA,0.1418663,0.5452453,1.01054537020405,-18.9079309171695
"21",90.86927,1,"B5",NA,0.1139588,0.5275238,1.21200111493411,9.83301960827745
"22",90.89149,1,"B5",NA,0.0912399,0.5126574,1.44887560476575,36.7368559393141
"23",90.9027,1,"B5",NA,0.0723928,0.4993735,2.15301262820041,5.09758201636848
"24",90.92455,1,"B5",NA,0.0689112,0.4646242,1.00330649290808,-36.5295597028872
"25",90.94644,1,"B5",NA,0.0552079,0.4583044,0.555853229598458,7.44160445661636
"26",90.96862,1,"B5",NA,0.0734514,0.4649281,1.3393439536006,-7.19800018942426
"27",90.98026,1,"B5",NA,0.0774832,0.4797733,0.760600837983303,-31.3023074559063
