"","Time","Phase","GFO","Movement","pitch2","yaw2","V2","V2a"
"1",197.8574,1,"B5",NA,0.6584944,-1.7147994,6.1145095,60.0532004
"2",197.877,1,"B5",NA,0.572608,-1.7222861,2.20761010120632,-148.8553606
"3",197.8887,1,"B5",NA,0.5403591,-1.7221484,1.95515053171828,-24.4515239855942
"4",197.9107,1,"B5",NA,0.5028419,-1.7400998,1.35399377795419,1.46826136473456
"5",197.9331,1,"B5",NA,0.4369871,-1.7530483,2.03185876365448,-8.39636477372386
"6",197.9551,1,"B5",NA,0.4274286,-1.7696544,0.996658459798391,-33.8685182352095
"7",197.977,1,"B5",NA,0.4167566,-1.7522736,0.543712209025751,-5.26281529351148
"8",197.9888,1,"B5",NA,0.4137516,-1.7535762,0.663562999108549,34.8308515401194
"9",198.0009,1,"B5",NA,0.4089562,-1.7625563,1.38357176231164,24.4977379061415
"10",198.0209,1,"B5",NA,0.380647,-1.7897912,1.17338414929625,-23.0909864570038
"11",198.0433,1,"B5",NA,0.3701838,-1.7958516,0.37431808260045,-12.7881082778046
"12",198.0655,1,"B5",NA,0.3648586,-1.7925734,0.598457623309908,14.097988881562
"13",198.0876,1,"B5",NA,0.3564243,-1.8068758,0.998458828736653,5.07835715987607
"14",198.1105,1,"B5",NA,0.3540515,-1.8270455,0.816566699588316,-24.29290990417
"15",198.122,1,"B5",NA,0.3582862,-1.8209769,0.349172980752891,-10.2558751514073
"16",198.1337,1,"B5",NA,0.3588441,-1.8214308,0.584707807459214,16.4533173171474
"17",198.1551,1,"B5",NA,0.3447125,-1.8381963,0.858102498759667,-1.25419283282585
"18",198.1773,1,"B5",NA,0.3343034,-1.8490527,0.518801283390169,0.234609370563732
"19",198.1886,1,"B5",NA,0.3371201,-1.8519301,0.696810830555794,32.4455985774798
"20",198.2,1,"B5",NA,0.3305263,-1.8602917,1.25698562522871,29.0598777516714
"21",198.222,1,"B5",NA,0.3288991,-1.8848688,1.45458116886162,-7.01723815398183
"22",198.2334,1,"B5",NA,0.3266737,-1.8992946,1.19219772088705,-16.6616450980704
"23",198.2554,1,"B5",NA,0.3265568,-1.9164689,0.965439358979682,28.385330464189
"24",198.2669,1,"B5",NA,0.3147115,-1.9258221,1.73683473974278,24.9115018699156
"25",198.2891,1,"B5",NA,0.2996983,-1.9597489,1.35377694859621,-19.8744005007237
"26",198.3111,1,"B5",NA,0.2855468,-1.9758711,0.858910146619116,-20.8076642852616
"27",198.3335,1,"B5",NA,0.272002,-1.9876353,0.430591166834258,-12.9995182677215
"28",198.3563,1,"B5",NA,0.2740905,-1.9866636,0.273780666821798,-3.80500015513132
"29",198.3779,1,"B5",NA,0.2823074,-1.9934837,0.257961975921281,12.8035806209205
"30",198.3995,1,"B5",NA,0.2790373,-1.9931546,0.826895349644983,16.9724801900956
"31",198.4216,1,"B5",NA,0.2669224,-1.9696885,0.994975846301708,-2.45740786137384
"32",198.4437,1,"B5",NA,0.257338,-1.9572653,0.718277922172502,-7.85547582720236
"33",198.4547,1,"B5",NA,0.2568705,-1.9516139,0.683180402635693,-6.31098797302758
"34",198.4767,1,"B5",NA,0.2625364,-1.9383779,0.475691970896206,-1.93296839733808
"35",198.5034,1,"B5",NA,0.2612081,-1.9439841,0.624286964271403,15.4743026209926
"36",198.5184,1,"B5",NA,0.2529436,-1.9330297,1.00503570954472,-12.9555506318273
"37",198.5299,1,"B5",NA,0.2503034,-1.941936,0.4151506736376,-8.32772851481451
"38",198.5427,1,"B5",NA,0.2572413,-1.9421399,0.858528515799321,29.4549072028708
"39",198.5633,1,"B5",NA,0.2745514,-1.9250273,1.35850947782854,-11.9456792311428
"40",198.5759,1,"B5",NA,0.2773028,-1.9113474,0.75166476306978,-35.3879899073507
"41",198.596,1,"B5",NA,0.2674709,-1.9057208,0.297129375671665,-19.5383393242312
"42",198.6076,1,"B5",NA,0.2667336,-1.9059724,0.106158833390239,6.34853037566589
"43",198.6297,1,"B5",NA,0.2402637,-1.903704,0.750595684997429,31.9501018998179
"44",198.6521,1,"B5",NA,0.2082837,-1.908441,1.52877538694166,27.2937789639571
"45",198.664,1,"B5",NA,0.1942021,-1.9220246,1.76495935962547,32.4878483508439
"46",198.6857,1,"B5",NA,0.1661024,-1.9509602,2.74424355727608,29.398759204696
"47",198.7072,1,"B5",NA,0.1420766,-2.0061427,3.03813166623572,4.90327498947269
"48",198.7187,1,"B5",NA,0.1320528,-2.0327897,2.99371102573608,6.74065003312121
"49",198.7404,1,"B5",NA,0.1039834,-2.0866751,3.37007505446375,32.3590046243813
"50",198.7519,1,"B5",NA,0.1054786,-2.1187161,3.91487656956372,36.4250043123061
"51",198.7636,1,"B5",NA,0.1147454,-2.1604173,4.2129453464138,-7.20103655775164
"52",198.7853,1,"B5",NA,0.0933823,-2.233682,3.34759194462306,-54.8808184702704
"53",198.8076,1,"B5",NA,0.1267615,-2.2837994,1.78918766480858,-22.1046905789385
"54",198.8292,1,"B5",NA,0.1631854,-2.2972114,2.34375079161809,19.0123721835937
"55",198.8512,1,"B5",NA,0.1878833,-2.3421774,2.61546235335286,-21.8625582718203
"56",198.8626,1,"B5",NA,0.1980242,-2.3655463,1.97620003367583,-44.721535558825
"57",198.8849,1,"B5",NA,0.2342172,-2.3926335,1.23210636606992,-13.2839262389738
"58",198.9075,1,"B5",NA,0.2841663,-2.3996171,1.38577679638643,2.31479156724808
"59",199.1097,1,"B5",NA,0.6029296,-2.3224211,0.947004125208788,-1.04960635723191
"60",199.443,1,"B5",NA,0.1680848,-2.2583252,0.970595337089795,-14.0596443889423
"61",199.4632,1,"B5",NA,0.1666772,-2.2672157,0.40115593335982,-15.8748242371289
"62",199.4776,1,"B5",NA,0.1663951,-2.2635836,0.349897996009553,-4.01189333274594
"63",199.4927,1,"B5",NA,0.1659849,-2.2588129,0.282488459998691,4.6163782538402
"64",199.5152,1,"B5",NA,0.1592004,-2.2627565,0.590670154284967,23.5140026698424
"65",199.5264,1,"B5",NA,0.1612484,-2.2561629,0.963977815155761,5.0908013655926
"66",199.5378,1,"B5",NA,0.1657917,-2.2667349,0.700074217190514,-13.6158061122382
"67",199.5602,1,"B5",NA,0.1858947,-2.2605454,0.608633523925108,-5.32815875675725
"68",199.5828,1,"B5",NA,0.1991127,-2.256099,0.460057876146478,-4.38476139598055
"69",199.6046,1,"B5",NA,0.2100014,-2.2514276,0.412198612094821,3.51725977504744
"70",199.6159,1,"B5",NA,0.2079212,-2.253672,0.516496466670734,5.23827419580208
"71",199.6375,1,"B5",NA,0.1939652,-2.2420308,0.543424101412666,-1.74934402710943
"72",199.6597,1,"B5",NA,0.1964582,-2.2381775,0.438077602013114,-1.947761922892
"73",199.6823,1,"B5",NA,0.1947808,-2.2488753,0.457283397622283,0.363030618340274
"74",199.7042,1,"B5",NA,0.1796826,-2.2556182,0.454573212871934,5.574174178341
"75",199.716,1,"B5",NA,0.1731907,-2.256904,0.587584005675285,1.8051631555674
"76",199.7373,1,"B5",NA,0.1727569,-2.2476515,0.424388202991801,47.9928181374157
"77",199.7488,1,"B5",NA,0.1882135,-2.2510173,1.61633343005024,68.5782343487424
"78",199.771,1,"B5",NA,0.1688908,-2.2218647,2.36023450985308,-32.1473825886118
"79",199.7824,1,"B5",NA,0.1655348,-2.1965126,1.24527092963577,-61.1476911327441
"80",199.8042,1,"B5",NA,0.1547939,-2.1927009,0.711354933854672,15.63020362677
"81",199.8155,1,"B5",NA,0.1317739,-2.1998914,1.34135215748458,25.2923341343939
"82",199.8378,1,"B5",NA,0.0924083,-2.1912429,1.22612140262409,-22.4327806457026
"83",199.8495,1,"B5",NA,0.0801558,-2.196578,0.76165172707747,3.56283809447239
