"","X","Time","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",1,52.3666,1,"B5",NA,-0.768086578,1.23989103,0.3467124,-0.004298,-0.01345,0.9998785,-0.7706672,-0.0443145,9.0490329,-336.8523619,-0.0030248,-0.4395688,0.3442213,-51.9348335,-85.1952869,9.2086227,-326.1636655
"2",2,52.3778,1,"B5",NA,-0.780906578,1.20789103,0.342925,-0.0040527,-0.0136688,0.9998765,-0.7832062,-0.0583689,0.904527131684556,-301.1856768,-0.0028711,-0.4394919,0.3443208,-51.9220444,-85.2209966,1.65657016775309,-308.0202987
"3",3,52.39995,1,"B5",NA,-0.818116578,1.11669103,0.2940715,-0.0040179,-0.0143057,0.9998678,-0.8197035,-0.0603638,2.91693759424818,32.3184196829071,-0.0028029,-0.4392704,0.3446039,-51.8851973,-85.2327325,3.99692858977517,41.7919823688692
"4",4,52.42202,1,"B5",NA,-0.829296578,1.03469103,0.1831202,-0.0051572,-0.0144905,0.9998596,-0.8302894,0.0049261,2.33833047612663,36.0012084843905,-0.0033901,-0.4392069,0.3446796,-51.8746318,-85.1352273,3.50972103130957,64.5615968538555
"5",5,52.44437,1,"B5",NA,-0.862546578,1.01059103,0.1431451,-0.0056204,-0.0150679,0.9998488,-0.8633765,0.0314721,4.53353234721414,22.6514973618336,-0.0036377,-0.4390077,0.3449308,-51.8415334,-85.0945232,6.88901312529809,34.7452821634371
"6",6,52.46632,1,"B5",NA,-0.821596578,1.03749103,0.2693622,-0.0036787,-0.0143564,0.9998683,-0.8226085,-0.0797992,3.37201893954699,-4.3756133152958,-0.0025673,-0.4392505,0.3446312,-51.8818789,-85.2719391,5.09551841884708,-4.46959241463401
"7",7,52.48853,1,"B5",NA,-0.796136578,1.08409103,0.3164722,-0.0033101,-0.0139177,0.9998758,-0.7974675,-0.1009253,4.35292584912378,-8.88904101590707,-0.0023863,-0.4394016,0.3444397,-51.9070177,-85.3018089,6.71171795888062,-3.90873977243449
"8",8,52.49981,1,"B5",NA,-0.794946578,1.08199103,0.2576593,-0.0043161,-0.0138967,0.9998721,-0.7962631,-0.0432792,3.65420673621247,-58.5510394627458,-0.0029455,-0.4394111,0.3444233,-51.9085998,-85.2087618,5.80270244420333,-84.6596236231368
"9",9,52.52189,1,"B5",NA,-0.785566578,1.05119103,0.2062043,-0.0049146,-0.0137293,0.9998717,-0.7866755,-0.0089803,2.43629833115119,-36.9977590137835,-0.0032598,-0.4394692,0.3443464,-51.9182568,-85.1563749,3.84348298309721,-58.5491774067712
"10",10,52.53328,1,"B5",NA,-0.799726578,1.04949103,0.231475,-0.0044565,-0.0139761,0.9998703,-0.8008171,-0.0352334,2.22174919665266,-70.8225578410028,-0.0030054,-0.4393833,0.3444583,-51.9039686,-85.1988546,3.52039892023097,-117.114802132027
