"","X","Time","Phase","GFO","Movement","pitch2","yaw2","V2","V2a"
"293",293,29.80436,1,"B6",NA,-4.8351474,27.7366636,3.02076669256552,-14.9796045624359
"294",294,29.82653,1,"B6",NA,-4.8381602,27.6891111,1.97856715643773,-52.7452629059991
"295",295,29.83778,1,"B6",NA,-4.8416056,27.6747291,1.32065506858727,-13.0060463273923
"296",296,29.85994,1,"B6",NA,-4.8377554,27.6539398,2.04016770573692,61.4204545383873
"297",297,29.8824,1,"B6",NA,-4.8392166,27.6042901,4.06992119190537,58.3532524543534
"298",298,29.90433,1,"B6",NA,-4.8444703,27.5123608,4.64743847983043,-16.6867605173954
"299",299,29.92661,1,"B6",NA,-4.8479963,27.4320752,3.31714204107188,-65.0342730315559
"300",300,29.94913,1,"B6",NA,-4.8154444,27.3838679,1.73262476617425,-57.6882095257259
"301",301,29.97101,1,"B6",NA,-4.8154995,27.3975181,0.747675305905778,50.0517680979038
"302",302,29.99331,1,"B6",NA,-4.8798149,27.3837762,3.98384033144485,44.0771214650418
"303",303,30.00477,1,"B6",NA,-4.895862,27.3431092,3.33101839521396,-106.233876304541
"304",304,30.01625,1,"B6",NA,-4.8792145,27.3199972,1.54584983679163,-57.5312981511031
"305",305,30.03819,1,"B6",NA,-4.8074405,27.3105249,2.43310105334547,31.9355754540721
"306",306,30.0497,1,"B6",NA,-4.7710901,27.323274,2.70279485068409,-2.87055168439814
"307",307,30.0719,1,"B6",NA,-4.7454188,27.3555929,2.05516839404485,-28.6577019189255
"308",308,30.08346,1,"B6",NA,-4.7424049,27.3739942,1.72983484093833,-30.0440778216912
"309",309,30.10583,1,"B6",NA,-4.733068,27.3447839,1.01522262471423,0.508079414866346
"310",310,30.12779,1,"B6",NA,-4.6810329,27.3345419,1.73905219180514,27.9724843866399
"311",311,30.1501,1,"B6",NA,-4.61272,27.3513129,2.25181843230461,0.521544956431963
"312",312,30.17244,1,"B6",NA,-4.5896952,27.37265,1.76166530960159,-25.2145429465399
"313",313,30.19448,1,"B6",NA,-4.6017314,27.3396391,1.1337791976271,-10.8273397969096
"314",314,30.21679,1,"B6",NA,-4.6461976,27.3290169,1.28624129762007,15.9991556432662
"315",315,30.23906,1,"B6",NA,-4.6951103,27.3372574,1.84665494201759,-1.51030744981853
"316",316,30.26131,1,"B6",NA,-4.7429118,27.3141925,1.21953590630904,14.8013213482928
"317",317,30.28347,1,"B6",NA,-4.7617133,27.3150335,2.50011284290577,68.691941423241
"318",318,30.30559,1,"B6",NA,-4.7589762,27.3799591,4.26077890558887,45.0835291714723
"319",319,30.31686,1,"B6",NA,-4.7732458,27.4244569,4.37991343763281,-10.5698454073068
"320",320,30.33889,1,"B6",NA,-4.799877,27.496323,3.68132816602962,-51.0919700221932
"321",321,30.36114,1,"B6",NA,-4.832317,27.5574255,2.11329711117097,-56.8862442993381
"322",322,30.38331,1,"B6",NA,-4.8615869,27.5749422,1.15335422932997,-32.6549422307942
"323",323,30.40554,1,"B6",NA,-4.8697126,27.5870159,0.664056330555555,8.50028828155103
"324",324,30.41702,1,"B6",NA,-4.8719518,27.5815492,1.11190580500753,22.1695363509121
"325",325,30.43874,1,"B6",NA,-4.8737221,27.5552984,1.22762550023271,-11.3932032900573
"326",326,30.46104,1,"B6",NA,-4.875009,27.5356839,0.600678817496039,4.10430619737451
"327",327,30.48324,1,"B6",NA,-4.8580713,27.5306623,1.40704527529407,26.4383082867628
"328",328,30.49457,1,"B6",NA,-4.8525681,27.546832,1.59459986508778,29.5556130644973
"329",329,30.51685,1,"B6",NA,-4.8310691,27.5733253,2.54277924885496,-0.00212245729805005
"330",330,30.53876,1,"B6",NA,-4.8061672,27.6283893,1.61025310550797,-27.0682216846769
"331",331,30.56111,1,"B6",NA,-4.7863823,27.6356949,1.35155687341912,-36.0334337205477
"332",332,30.5724,1,"B6",NA,-4.7879533,27.6497411,0.668601155234413,-22.9946880246091
"333",333,30.59432,1,"B6",NA,-4.7596659,27.6510635,0.986500687914064,18.0936268543476
"334",334,30.61653,1,"B6",NA,-4.7347913,27.6617602,1.46811427249157,27.9906844528986
"335",335,30.63863,1,"B6",NA,-4.7146708,27.6349271,2.22607423989034,1.76341128397888
"336",336,30.66091,1,"B6",NA,-4.6902534,27.5886951,1.54051844970682,13.5012619667407
"337",337,30.68318,1,"B6",NA,-4.5913805,27.5771309,2.82711274780348,23.1902498562548
"338",338,30.69434,1,"B6",NA,-4.5573153,27.586476,2.69997766223499,22.608163552679
"339",339,30.71663,1,"B6",NA,-4.5304961,27.5512533,3.96177800356759,70.4070140603178
"340",340,30.73867,1,"B6",NA,-4.505625,27.4587207,5.81767093197933,55.4527386098767
"341",341,30.75019,1,"B6",NA,-4.5072941,27.3993541,6.12525273121594,-19.2366210478354
"342",342,30.77227,1,"B6",NA,-4.5100657,27.2885786,4.68623176387347,-136.394436030641
"343",343,30.78349,1,"B6",NA,-4.516904,27.254036,2.35678225220711,-71.1651118917671
"344",344,30.80556,1,"B6",NA,-4.5498839,27.2786176,3.79763538286501,31.5233956342215
"345",345,30.8275,1,"B6",NA,-4.5896105,27.3675359,3.74851598027538,-25.0870540697228
"346",346,30.84978,1,"B6",NA,-4.6601667,27.4157149,2.68051744754196,-16.3590177190517
"347",347,30.87212,1,"B6",NA,-4.7834129,27.4398265,3.02047118671946,-17.8184360033496
"348",348,30.89414,1,"B6",NA,-4.8614408,27.4463586,1.90066305131412,46.8437150563258
"349",349,30.90548,1,"B6",NA,-4.8931759,27.4443906,3.53976444228376,87.3838732628374
"350",350,30.92745,1,"B6",NA,-4.9543601,27.3779679,4.2038335654104,-7.72124973643666
"351",351,30.94974,1,"B6",NA,-5.0254489,27.3102385,3.18587875218322,-49.3291815670185
"352",352,30.97194,1,"B6",NA,-5.0876786,27.2793652,2.00950772289308,-47.9394219915487
"353",353,30.98319,1,"B6",NA,-5.0954639,27.286444,1.52700469562885,-12.9397850948469
"354",354,31.00532,1,"B6",NA,-5.0735995,27.3195978,1.90342687340712,4.42909099608307
"355",355,31.02744,1,"B6",NA,-5.0639039,27.351072,1.72311777717349,3.3356319746533
"356",356,31.03872,1,"B6",NA,-5.0576093,27.3666843,1.89031749191392,4.74734133145395
"357",357,31.06071,1,"B6",NA,-5.0351383,27.4022658,1.773155055946,3.9876028442237
"358",358,31.072,1,"B6",NA,-5.0184713,27.415299,1.92334810234218,-0.252349461414546
"359",359,31.08326,1,"B6",NA,-5.0160279,27.4310054,1.76787124185809,2.00277117479129
"360",360,31.10504,1,"B6",NA,-4.9905906,27.4637179,2.15584783534597,-10.8572044871893
"361",361,31.11637,1,"B6",NA,-4.9831708,27.4830184,1.70799737394273,-17.4840074511295
"362",362,31.13853,1,"B6",NA,-4.9845785,27.507948,1.80904316500566,18.1100949263098
"363",363,31.1607,1,"B6",NA,-4.9881684,27.5470032,2.51095338469411,10.6253564710909
"364",364,31.18293,1,"B6",NA,-5.0103211,27.5981348,2.27954689200616,-20.7157520161328
"365",365,31.19425,1,"B6",NA,-5.0245122,27.614563,1.92837949070759,-29.3737852304618
"366",366,31.2163,1,"B6",NA,-5.0610941,27.6447956,1.31702747005064,-4.93006666251916
"367",367,31.23857,1,"B6",NA,-5.104559,27.6523822,1.71489397890792,6.65216281377832
"368",368,31.26063,1,"B6",NA,-5.1412624,27.6297865,1.614272665593,3.67297293939998
"369",369,31.28293,1,"B6",NA,-5.1714781,27.6096859,1.87980327350996,-16.5665060918567
"370",370,31.30506,1,"B6",NA,-5.1848378,27.5763204,0.883063330332691,-12.7342325172541
"371",371,31.32724,1,"B6",NA,-5.1772426,27.5740925,1.31716472976114,16.1935093754641
"372",372,31.3498,1,"B6",NA,-5.1330155,27.6104234,1.60627720862037,-11.2093203018297
"373",373,31.37172,1,"B6",NA,-5.1203409,27.6208934,0.833949900178764,-15.8985713832061
"374",374,31.39396,1,"B6",NA,-5.1163656,27.6064583,0.91038360471343,-0.129325993017306
"375",375,31.4161,1,"B6",NA,-5.0955673,27.5884931,0.828567021936979,3.54540456139054
"376",376,31.4384,1,"B6",NA,-5.1035443,27.5950497,1.06909991523566,27.3980442653468
"377",377,31.46089,1,"B6",NA,-5.144053,27.6216895,2.05888166959637,0.00409582828605792
"378",378,31.48278,1,"B6",NA,-5.1615404,27.6520583,1.0956851466768,-18.8811841140432
"379",379,31.49407,1,"B6",NA,-5.1873474,27.6567721,1.16612684646533,-4.76927846333247
"380",380,31.51612,1,"B6",NA,-5.2176172,27.6566379,0.818225095786199,-1.74610521083659
"381",381,31.53827,1,"B6",NA,-5.2647777,27.6525084,1.09035217134263,19.9950653474873
"382",382,31.56072,1,"B6",NA,-5.3015197,27.6518192,1.71231783586276,16.8768829903218
"383",383,31.58289,1,"B6",NA,-5.3160606,27.6237937,1.84643041863751,-7.67468700870553
"384",384,31.60503,1,"B6",NA,-5.3609874,27.5882761,1.3726641735784,-20.3891325075915
"385",385,31.62719,1,"B6",NA,-5.3841203,27.5857912,0.943212039022156,-7.9955059564106
"386",386,31.64944,1,"B6",NA,-5.384511,27.5989522,1.01860832332455,0.583524771062777
"387",387,31.67176,1,"B6",NA,-5.3762715,27.5761392,0.969023383009086,7.63646798450416
"388",388,31.69371,1,"B6",NA,-5.357298,27.5629256,1.35302729526737,-3.12136770921918
"389",389,31.71621,1,"B6",NA,-5.3625355,27.5892198,0.818939870183409,-20.0244420334824
"390",390,31.7382,1,"B6",NA,-5.3447284,27.5822803,0.460246352999575,-9.01187406852305
"391",391,31.74954,1,"B6",NA,-5.3479285,27.5826924,0.440831332202547,18.1281794326037
"392",392,31.7716,1,"B6",NA,-5.3388746,27.592007,1.27841515892619,31.2396654459772
"393",393,31.79363,1,"B6",NA,-5.3476024,27.6226635,1.81839004500715,-5.94099035043376
"394",394,31.8165,1,"B6",NA,-5.3604984,27.6580776,0.986085113483534,-14.1716582694785
"395",395,31.83821,1,"B6",NA,-5.3825163,27.6630545,1.16084091401904,6.27758829660925
"396",396,31.86046,1,"B6",NA,-5.4024681,27.683223,1.26109103394062,5.58285836673773
"397",397,31.88289,1,"B6",NA,-5.4204134,27.7030031,1.41047692814479,0.511895396104812
"398",398,31.90475,1,"B6",NA,-5.4375247,27.7282025,1.28726735387706,-4.10640324554104
"399",399,31.916,1,"B6",NA,-5.4506953,27.7375983,1.25828168480993,-10.3990937980083
"400",400,31.93806,1,"B6",NA,-5.4696822,27.7544211,0.856311342852552,-0.104432309073349
"401",401,31.94935,1,"B6",NA,-5.4784788,27.7589132,1.05967607004887,3.60401959308015
"402",402,31.97198,1,"B6",NA,-5.4817013,27.7788273,0.815163901485966,-11.4849786854114
"403",403,31.99366,1,"B6",NA,-5.4945315,27.7901546,0.55142285336854,20.8593380776761
"404",404,32.00487,1,"B6",NA,-5.4900868,27.7876703,1.15546085280226,64.9226539832897
"405",405,32.01611,1,"B6",NA,-5.5046909,27.8024271,2.00926759930332,50.7681011575895
"406",406,32.03806,1,"B6",NA,-5.5161343,27.8361297,2.57063331790656,13.4834708297441
"407",407,32.04932,1,"B6",NA,-5.5200764,27.864154,2.58630941851079,1.7858113841305
"408",408,32.07138,1,"B6",NA,-5.5547181,27.9056355,2.63438762465346,-7.01464681708684
"409",409,32.09359,1,"B6",NA,-5.5773654,27.949906,2.27439189252943,3.74957023552811
"410",410,32.1161,1,"B6",NA,-5.5925804,27.9866716,2.80805589347994,19.7149160776405
"411",411,32.13809,1,"B6",NA,-5.5865026,28.0465126,3.15378199049543,-13.3963390312944
"412",412,32.16023,1,"B6",NA,-5.5828297,28.1024379,2.21250770583297,-37.7090019832296
"413",413,32.18265,1,"B6",NA,-5.584226,28.1324576,1.47481444272832,2.87535203254834
"414",414,32.20463,1,"B6",NA,-5.5721054,28.1574683,2.32443070412003,46.3914701728524
"415",415,32.21587,1,"B6",NA,-5.5782102,28.1843671,2.93283930765297,19.6069932468083
"416",416,32.23795,1,"B6",NA,-5.6134995,28.2376335,2.60351847409346,-59.9649114912229
"417",417,32.24939,1,NA,2,-5.62561,28.2563458,1.40214767308373,-61.8937933127373
"418",418,32.27139,1,NA,2,-5.6478972,28.2696609,0.989149230803485,32.0355331559086
"419",419,32.28273,1,NA,2,-5.6822027,28.2632603,1.92859704711885,85.8380066067163
"420",420,32.30462,1,NA,2,-5.7597545,28.2753307,3.87313588472625,32.7941488613289
"421",421,32.32686,1,NA,2,-5.8905904,28.340764,3.35618948681858,124.016130948136
"422",422,32.34902,1,NA,2,-6.1635768,28.3428759,9.36767128893051,389.821470592422
"423",423,32.37127,1,NA,2,-6.8784112,28.2419307,20.6788300652663,563.408947080424
"424",424,32.39344,1,NA,2,-8.2425874,28.1022288,34.3898933373997,499.539918753401
"425",425,32.40471,1,NA,2,-9.0160798,28.0470393,38.6795779966315,235.267878009797
"426",426,32.42678,1,NA,2,-10.6086631,27.9135811,40.6638282695865,188.700564601318
"427",427,32.4388,1,NA,2,-11.553798,27.8378157,44.1195061869193,239.006174060716
"428",428,32.46011,1,NA,2,-13.4987241,27.6968266,48.1794521192004,31.8745427715657
"429",429,32.47136,1,NA,2,-14.5433592,27.6582357,46.7532979501362,-116.274272315785
"430",430,32.49356,1,NA,2,-16.5110463,27.6490242,44.4049978196022,-227.900248512682
"431",431,32.51588,1,NA,2,-18.1032245,27.6517778,36.5925243707484,-440.300412577569
"432",432,32.53787,1,NA,2,-19.041135,27.6805563,24.9250786745271,-469.061874075379
"433",433,32.56007,1,NA,2,-19.5332256,27.7932412,15.8775988805927,-314.142534685017
"434",434,32.58259,1,NA,2,-19.5927245,27.9367998,10.9065130354676,-130.587225954067
"435",435,32.60453,1,NA,2,-19.5303917,28.168151,10.0194016637137,-252.252325266727
"436",436,32.61577,1,NA,2,-19.4921179,28.2406202,4.80324212729239,-286.409753555077
"437",437,32.63778,1,NA,2,-19.4434964,28.2766509,2.40969041606682,-36.7530680545807
"438",438,32.64907,1,NA,2,-19.4364682,28.2601266,2.80757528159051,44.7442467854074
"439",439,32.6712,1,"B9",NA,-19.4853786,28.1971479,4.00804492030565,3.84076683561068
"440",440,32.69324,1,"B9",NA,-19.5861513,28.1283758,2.98175844671718,-32.7493466745388
"441",441,32.71579,1,"B9",NA,-19.7001363,28.1215514,2.55479739352023,29.5502829417155
"442",442,32.73787,1,"B9",NA,-19.8729929,28.1222661,4.27779997490466,46.9791931838181
"443",443,32.75991,1,"B9",NA,-20.07077,28.1335943,4.6287616105511,-39.2846639388678
"444",444,32.77123,1,"B9",NA,-20.1510078,28.1357496,3.55909884640125,-71.8423302555195
"445",445,32.7933,1,"B9",NA,-20.2194561,28.1353205,2.47344280630578,-41.1567024789007
"446",446,32.81567,1,"B9",NA,-20.2266038,28.1645111,1.73250542253523,-11.5073482584297
"447",447,32.83797,1,"B9",NA,-20.2059176,28.1979649,1.95789653947556,-1.36935733420679
"448",448,32.84925,1,"B9",NA,-20.1984503,28.2151295,1.81299434029897,-20.5976720397164
"449",449,32.87138,1,"B9",NA,-20.1928349,28.2459025,1.18562202012758,-15.285206096348
"450",450,32.88251,1,"B9",NA,-20.1923179,28.2534399,1.16090220379685,17.6482781425096
"451",451,32.90459,1,"B9",NA,-20.1961684,28.2790919,1.98929001783517,68.641492347086
"452",452,32.91607,1,"B9",NA,-20.2137762,28.3018519,3.1345970469266,39.5741165931575
"453",453,32.93779,1,"B9",NA,-20.2284799,28.359639,2.68679173515942,-84.3743306596581
"454",454,32.94916,1,"B9",NA,-20.2289728,28.3807697,1.00253687745024,-64.0661153731918
"455",455,32.97101,1,"B9",NA,-20.252376,28.3830271,1.43952033933107,18.4272484900873
"456",456,32.99314,1,"B9",NA,-20.3067681,28.3548135,1.81252710755159,26.6112613030136
"457",457,33.00454,1,"B9",NA,-20.3330825,28.3479114,2.22711397110246,54.0258204658491
"458",458,33.02666,1,"B9",NA,-20.3792411,28.3155675,3.81277228414822,36.7360738155603
"459",459,33.04879,1,"B9",NA,-20.428586,28.3950217,3.85233575445723,-24.7921943472426
"460",460,33.07092,1,"B9",NA,-20.4546066,28.4494507,2.71546976233904,-48.6270579157091
"461",461,33.0822,1,"B9",NA,-20.4744202,28.4710248,2.19792134710685,-21.729543991344
"462",462,33.10419,1,"B9",NA,-20.5198978,28.4989985,2.25120012036015,24.7541724267032
"463",463,33.11567,1,"B9",NA,-20.508513,28.5158374,2.79174144374524,34.436826116852
"464",464,33.13761,1,"B9",NA,-20.4544268,28.5749903,3.26977391773617,14.3688246267829
"465",465,33.15972,1,"B9",NA,-20.3732232,28.6201151,3.42342687965414,-48.8616588712985
"466",466,33.171,1,"B9",NA,-20.3480712,28.6412134,2.24271774197476,-102.664070485201
"467",467,33.18245,1,"B9",NA,-20.3368837,28.6284613,1.09021404084467,-62.9531162910923
"468",468,33.20426,1,"B9",NA,-20.3257829,28.6176835,0.539492184353072,4.4408501503399
"469",469,33.21569,1,"B9",NA,-20.3148624,28.6146965,0.929627662976159,49.9523906095269
"470",470,33.23756,1,"B9",NA,-20.2812403,28.628131,2.36806553291894,15.9353688595971
"471",471,33.25989,1,"B9",NA,-20.2353918,28.5794895,1.61104602727588,-31.1156881146687
"472",472,33.28251,1,"B9",NA,-20.2313971,28.5831466,0.970223224762558,8.53593760624289
"473",473,33.30415,1,"B9",NA,-20.2632291,28.6091752,1.95271808474908,10.5935944055343
"474",474,33.31539,1,"B9",NA,-20.2618081,28.6251131,1.680545902778,-1.10251439844574
"475",475,33.33757,1,"B9",NA,-20.2547606,28.6555002,2.16871834592396,62.9547999378631
"476",476,33.34895,1,"B9",NA,-20.2326401,28.679086,3.35110059327639,56.9901092832733
"477",477,33.37106,1,"B9",NA,-20.1961475,28.7394453,3.57397374520659,36.378152034732
"478",478,33.38245,1,"B9",NA,-20.1820027,28.7713215,4.28785460665426,37.8918424713105
"479",479,33.40409,1,"B9",NA,-20.1229981,28.8556946,4.57150258816907,-2.74964368757942
"480",480,33.42476,1,"B9",NA,-20.0396614,28.9197888,4.18689868698254,-38.3691176482154
"481",481,33.44697,1,"B9",NA,-19.9856261,28.9714186,2.89580095445715,-59.166324821102
"482",482,33.46929,1,"B9",NA,-19.9569201,29.0097173,1.55210839769234,-23.1737809750547
"483",483,33.49172,1,"B9",NA,-19.9081716,29.0249407,1.8628472806529,11.2794129198223
"484",484,33.51381,1,"B9",NA,-19.8430952,29.0023101,2.05514312443153,2.96111711262807
"485",485,33.53598,1,"B9",NA,-19.7930371,28.9867704,1.99344680475763,20.8275669827182
"486",486,33.558,1,"B9",NA,-19.7428482,28.9615045,2.97197174322939,11.1216736980995
"487",487,33.56921,1,"B9",NA,-19.7387758,28.9346158,2.72316959668389,-9.91695226400279
"488",488,33.59133,1,"B9",NA,-19.696095,28.8873739,2.77538952340285,-31.0309536187053
"489",489,33.60262,1,"B9",NA,-19.6846428,28.8660384,2.04805765341126,-36.6103955153681
"490",490,33.62478,1,"B9",NA,-19.6674806,28.8354623,1.85309114551736,4.44244821929211
"491",491,33.64714,1,"B9",NA,-19.6620134,28.8018815,2.2484835633005,-6.08223825239135
"492",492,33.6693,1,"B9",NA,-19.6648038,28.755259,1.5870629509816,-24.0334626998637
"493",493,33.69123,1,"B9",NA,-19.6341937,28.7387216,1.18751096415668,13.3947159194204
"494",494,33.71347,1,"B9",NA,-19.5961669,28.7263211,2.18850793677921,36.9951010035311
"495",495,33.73574,1,"B9",NA,-19.5790777,28.6857158,2.83392249715361,3.7760045991107
"496",496,33.74701,1,"B9",NA,-19.5809102,28.6563128,2.59241387901148,-28.7411627319904
"497",497,33.76939,1,"B9",NA,-19.5786917,28.6156297,1.78554797763158,-30.5882242472616
"498",498,33.79174,1,"B9",NA,-19.5999308,28.5879641,1.22403866547892,34.6936981171616
"499",499,33.80311,1,"B9",NA,-19.6212457,28.5950997,2.29862709127507,49.898083741412
"500",500,33.82594,1,"B9",NA,-19.6351823,28.552799,2.41929076633038,-5.00618222739719
"501",501,33.84793,1,"B9",NA,-19.6270163,28.5078965,2.08289485907134,-34.6639698342983
"502",502,33.85934,1,"B9",NA,-19.6188167,28.4910314,1.46640955684876,-21.9446386018438
"503",503,33.88215,1,"B9",NA,-19.609022,28.4702364,1.69772544564603,37.4648937073696
"504",504,33.90388,1,"B9",NA,-19.6259594,28.433548,3.10558610216272,73.7616988130082
"505",505,33.92612,1,"B9",NA,-19.6115345,28.3651151,4.94560352008506,65.0887953751234
"506",506,33.94843,1,"B9",NA,-19.6287352,28.2586842,6.00405673007157,1.86025367246771
"507",507,33.97056,1,"B9",NA,-19.6288564,28.1463974,5.03647808666053,-21.7247059996285
"508",508,33.99305,1,"B9",NA,-19.679505,28.0668993,5.04261954962766,-43.7852112796743
"509",509,34.01499,1,"B9",NA,-19.7278976,27.9754606,3.1153332071104,-61.3965042624228
"510",510,34.03717,1,"B9",NA,-19.7926666,27.9516949,2.34015306002691,25.0127617228638
"511",511,34.05942,1,"B9",NA,-19.8938037,27.9269974,4.23084756952584,56.9136488245146
"512",512,34.08204,1,"B9",NA,-19.9888071,27.866495,4.88348577021794,-3.21324537009522
"513",513,34.10373,1,"B9",NA,-20.0777482,27.7930666,4.11828959043926,-102.669027511588
"514",514,34.11518,1,"B9",NA,-20.1181962,27.7694322,2.17111059663657,-90.9582287793925
"515",515,34.1372,1,"B9",NA,-20.1737013,27.7655272,1.91001600411984,-17.2894196002423
"516",516,34.15935,1,"B9",NA,-20.222045,27.7452736,1.40673073872849,-35.3466567052352
"517",517,34.18183,1,"B9",NA,-20.2343372,27.7523806,0.328328473848102,-20.6573424986533
"518",518,34.20381,1,"B9",NA,-20.2418757,27.7527697,0.474648146987938,12.1144270272173
"519",519,34.22613,1,"B9",NA,-20.2488262,27.7623319,0.866853134702162,15.4305562284965
"520",520,34.2482,1,"B9",NA,-20.2381126,27.7811225,1.1601458759267,28.7731541090398
"521",521,34.27045,1,"B9",NA,-20.1879611,27.8022083,2.14486643576146,14.4992342040918
"522",522,34.29269,1,"B9",NA,-20.1383624,27.8312168,1.80551438436276,-23.5353822301578
"523",523,34.31492,1,"B9",NA,-20.096424,27.8473672,1.09833075545453,-25.8465043590749
"524",524,34.33709,1,"B9",NA,-20.0779422,27.8501112,0.657571653337972,-6.1681990278096
"525",525,34.35927,1,"B9",NA,-20.0799983,27.8427028,0.82490825537746,3.5762193632325
"526",526,34.38174,1,"B9",NA,-20.0801718,27.821997,0.816099051855651,1.44780718444859
"527",527,34.40371,1,"B9",NA,-20.059922,27.8330375,0.888328881621936,-3.82803498775459
"528",528,34.41512,1,"B9",NA,-20.0643348,27.8271731,0.763460953987236,3.57078687869347
"529",529,34.43698,1,"B9",NA,-20.0632432,27.8135135,1.15880563345716,1.00930602528509
"530",530,34.44851,1,"B9",NA,-20.0697158,27.7997289,0.97355671007594,0.668639998084828
"531",531,34.47038,1,"B9",NA,-20.0989421,27.790043,1.35418151052601,12.7899443194315
"532",532,34.49254,1,"B9",NA,-20.1270758,27.8104215,1.53535989132409,14.2324566586669
"533",533,34.51494,1,"B9",NA,-20.1791044,27.8342291,1.98983334810371,8.48844488352388
"534",534,34.53693,1,"B9",NA,-20.2514641,27.8563921,1.91700018468013,-12.1722571975793
"535",535,34.54831,1,"B9",NA,-20.2788121,27.8532334,1.67765135255305,2.53177587902123
