"","X","Time","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",1,38.72633,1,"B5",NA,-0.671434653,0.979267327,-0.791524752,-0.0234641,-0.0107521,-0.9985339,-0.616761,0.1370227,1.5014357,34.4681527,0.0391317,-0.0110739,-0.9984148,-0.634979,0.228572,4.2531891,45.607174
"2",2,38.74884,1,"B5",NA,-0.686834653,1.343167327,-1.104724752,-0.0240168,-0.0106775,-0.9985216,-0.6124812,0.1687336,2.54690178032764,58.6149444,0.0403001,-0.0111033,-0.998368,-0.6366696,0.2956269,2.75462616093308,-37.0177778
"3",3,38.77085,1,"B5",NA,-0.685234653,1.197067327,-0.909024752,-0.0250128,-0.0107892,-0.998496,-0.6188906,0.2258869,3.31260617913456,-8.45884836940343,0.040986,-0.0112247,-0.9983387,-0.6436315,0.3349932,1.93796659123303,-16.2891096630116
"4",4,38.79315,1,"B5",NA,-0.692634653,0.928167327,-0.591024752,-0.0261152,-0.0111639,-0.9984636,-0.6403806,0.2891538,2.15954835270031,-56.7059061163016,0.0415517,-0.0115873,-0.9983112,-0.6644201,0.3674702,2.03889203694192,-13.9206632067279
"5",5,38.81547,1,"B5",NA,-0.690034653,1.097067327,-0.730124752,-0.0264791,-0.0109637,-0.9984562,-0.628898,0.3100313,0.782288662682885,-29.2724314229194,0.0421976,-0.0114409,-0.9982858,-0.6560245,0.4045374,1.31645766958985,-5.94785714287232
"6",6,38.83746,1,"B5",NA,-0.677234653,1.026667327,-0.671124752,-0.0263444,-0.0108085,-0.9984615,-0.6199933,0.3023023,0.851784108249606,18.0769407965894,0.0419457,-0.0112627,-0.9982984,-0.6458078,0.3900745,1.76662412651768,26.606179731001
"7",7,38.85999,1,"B5",NA,-0.646234653,0.772467327,-0.448824752,-0.0260204,-0.0105054,-0.9984733,-0.602607,0.2837049,1.59512904196204,21.8188434024815,0.0411886,-0.0108861,-0.9983341,-0.6242123,0.3466145,2.50427756316018,-2.51290730506322
"8",8,38.8819,1,"B5",NA,-0.632534653,0.634767327,-0.350224752,-0.0254642,-0.0103911,-0.9984888,-0.5960497,0.2517858,1.82834183408703,-1.68103869482402,0.0404181,-0.0107183,-0.9983674,-0.6145887,0.3023898,1.67680791281825,-35.1141203299002
"9",9,38.90399,1,"B5",NA,-0.613834653,0.751967327,-0.495124752,-0.0248738,-0.0099661,-0.998508,-0.5716703,0.2178993,1.51894480981483,-17.5650511462264,0.0400678,-0.0102926,-0.998386,-0.590178,0.2822727,0.959733743282038,-4.53418627384567
"10",10,38.92625,1,"B5",NA,-0.581334653,0.843867327,-0.600224752,-0.024559,-0.009325,-0.9985219,-0.5348963,0.1998277,1.04872681156701,-7.67972980400934,0.0399343,-0.0096551,-0.9983977,-0.5536222,0.2745992,1.48046439209422,23.758479819181
"11",11,38.94865,1,"B5",NA,-0.527934653,0.605867327,-0.370624752,-0.02463,-0.0086148,-0.9985266,-0.494155,0.2038941,1.17785026049607,15.9782901836537,0.0395805,-0.0088935,-0.9984189,-0.5099524,0.2542788,2.02083860365423,10.7044169721449
"12",12,38.97068,1,"B5",NA,-0.456734653,0.390267327,-0.174324752,-0.0244869,-0.0075747,-0.9985385,-0.4344922,0.1956714,1.754863119742,1.75205297696654,0.0390674,-0.0077954,-0.9984483,-0.4469882,0.2248153,1.9610268279171,-24.6024926034347
