"","Time","Phase","GFO","Movement","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",17.46113,"1","B5",NA,-0.0807468,-0.0009697,-0.9909688,-0.055881,0.3469653,10.6616438,177.5047843,0.142257,-0.0032375,-0.9890715,-0.1856353,1.0093208,10.290231,90.3558937
"2",17.48285,"1","B5",NA,-0.0781132,0.0009433,-0.99118,0.0543622,0.1947117,16.6041999,-194.3161324,0.1404859,-0.0012381,-0.9893291,-0.0709919,0.906701,13.55096,-138.076474
"3",17.49429,"1","B5",NA,-0.0767645,0.0017864,-0.9912842,0.1029474,0.1167576,9.0282817,-367.0700215,0.139522,-0.0003403,-0.9894663,-0.0195135,0.8508718,8.6743329,-167.4876282
"4",17.51644,"1","B5",NA,-0.0744213,0.0020177,-0.9914624,0.1162715,-0.0186612,7.4354878,24.6013874,0.1366586,0.0001794,-0.9898658,0.0102856,0.6850973,10.6967018,176.7651969
"5",17.54305,"1","B5",NA,-0.0728797,0.0007298,-0.9915787,0.0420566,-0.1077501,10.6582836,11.6773592,0.1331783,-0.000661,-0.9903399,-0.0378991,0.4836986,17.6745638,-46.5667996
"6",17.55706,"1","B5",NA,-0.0716832,-0.0010565,-0.9916656,-0.0608845,-0.1768834,9.2887012,-80.7006404,0.1303873,-0.0021057,-0.9907092,-0.1207393,0.3222763,12.695961,-324.279762
"7",17.57931,"1","B5",NA,-0.0702135,-0.0019161,-0.9917695,-0.1104173,-0.2617933,7.8726268,-222.0351915,0.1289185,-0.0028658,-0.9908995,-0.1643227,0.2373531,6.1722862,-244.2252818
"8",17.59057,"1","B5",NA,-0.069852,-0.0022566,-0.9917943,-0.1300417,-0.2826743,3.5890234,-143.0602805,0.1293931,-0.003325,-0.9908362,-0.1906537,0.264807,3.9737521,-59.4121183
"9",17.61293,"1","B5",NA,-0.06943,-0.0035397,-0.9918201,-0.2039852,-0.3070341,5.6977062,124.8974475,0.1291786,-0.0046299,-0.9908589,-0.2654738,0.2524413,5.6826701,102.4368329
"10",17.63507,"1","B5",NA,-0.0704871,-0.0052566,-0.991738,-0.3029234,-0.2459362,9.1402297,180.849696,0.129833,-0.0063876,-0.9907636,-0.3662598,0.2903556,8.5264691,145.5934723
"11",17.65714,"1","B5",NA,-0.0721777,-0.0076796,-0.9916006,-0.4425541,-0.1481893,13.691296,-164.9838863,0.1310872,-0.0089051,-0.990579,-0.5106094,0.3630376,12.1181572,-256.0748369
"12",17.66854,"1","B5",NA,-0.0732181,-0.008013,-0.9915217,-0.461772,-0.0880643,7.5788634,-230.9668947,0.1316093,-0.0092331,-0.9905068,-0.5294184,0.393258,4.4244065,-289.5713198
"13",17.69063,"1","B5",NA,-0.0757947,-0.0083189,-0.9913255,-0.4794,0.0608524,9.2189246,94.0511366,0.133158,-0.0095611,-0.9902967,-0.5482293,0.4828762,6.5394748,156.0478819
"14",17.71313,"1","B5",NA,-0.0774613,-0.0063759,-0.9912111,-0.3674242,0.1571204,11.7807243,128.9543952,0.1347272,-0.0076966,-0.9901007,-0.441317,0.5735536,11.4073046,182.5892308
"15",17.73545,"1","B5",NA,-0.0788379,-0.0024895,-0.9911199,-0.1434605,0.2366188,14.9959432,21.444456,0.1361682,-0.0038649,-0.9899259,-0.2216076,0.6567756,14.7292007,22.6720171
"16",17.75773,"1","B5",NA,-0.0799056,0.000696,-0.9910373,0.0401075,0.2983316,12.7420513,-28.042327,0.1367409,-0.0006219,-0.9898543,-0.0356617,0.6898628,12.4235229,-31.4488383
"17",17.77958,"1","B5",NA,-0.0808663,0.003539,-0.9909533,0.2039431,0.3539026,13.7269938,-372.4558306,0.1370394,0.0023116,-0.9898105,0.1325461,0.7071642,13.3103873,-371.3598713
"18",17.79073,"1","B5",NA,-0.0812304,0.0042334,-0.9909208,0.2439609,0.3749663,4.9186151,-396.5701171,0.1372498,0.0030177,-0.9897795,0.1730303,0.7193546,4.5764975,-388.920293
"19",17.81247,"1","B5",NA,-0.0821743,0.0052789,-0.990838,0.304207,0.4295671,4.8501099,1.6242236,0.1380543,0.004036,-0.9896639,0.2314168,0.765957,4.69537,36.142841
"20",17.83476,"1","B5",NA,-0.0832566,0.0052755,-0.9907476,0.3040096,0.4921544,4.9927561,51.707522,0.139403,0.0039054,-0.9894754,0.2239293,0.8440439,6.184738,95.2953544
"21",17.85688,"1","B5",NA,-0.0848032,0.0044084,-0.9906207,0.2540451,0.5815843,7.1387386,45.3247308,0.1412137,0.0028619,-0.9892222,0.1640974,0.9488755,8.9225955,109.3858249
"22",17.87938,"1","B5",NA,-0.0866505,0.0036951,-0.9904637,0.2129351,0.6884217,6.9955031,3.7213653,0.1437683,0.0018687,-0.9888565,0.1071511,1.0968468,11.0600664,85.9686023
"23",17.90215,"1","B5",NA,-0.0882985,0.0040203,-0.9903169,0.2316801,0.7837665,7.3099284,45.2035597,0.1470427,0.0017652,-0.9883751,0.1012152,1.2866147,12.811956,29.5850543
"24",17.92413,"1","B5",NA,-0.090467,0.0046226,-0.9901185,0.2663878,0.909257,8.9935605,106.6395195,0.15032,0.0019942,-0.9878815,0.1143452,1.4766531,12.4214068,45.9341446
"25",17.94644,"1","B5",NA,-0.0929106,0.0046686,-0.989892,0.2690401,1.0506766,12.0429063,-134.8109223,0.153271,0.0017461,-0.9874284,0.1001216,1.6478371,14.8674011,-164.7793634
"26",17.95828,"1","B5",NA,-0.094088,0.0047285,-0.9897805,0.272492,1.1188332,7.2322845,-142.0554638,0.1548081,0.0016415,-0.9871888,0.0941189,1.7370405,9.6673275,-112.1461335
"27",17.98068,"1","B5",NA,-0.0962739,0.0048158,-0.9895698,0.2775203,1.2453847,9.9693761,-164.553934,0.1577967,0.0013896,-0.9867159,0.0796786,1.910535,14.4811578,-142.2733074
"28",17.99284,"1","B5",NA,-0.0970909,0.0050236,-0.9894889,0.2894969,1.2926973,4.4815747,-211.9800107,0.159237,0.0014046,-0.9864844,0.0805359,1.9941796,8.4078488,-201.7848399
"29",18.01464,"1","B5",NA,-0.0980528,0.005442,-0.9893919,0.3136069,1.3484061,5.0775744,-96.5935897,0.1615422,0.0014693,-0.9861095,0.0842501,2.1280941,10.4980344,-239.9860716
"30",18.02628,"1","B5",NA,-0.0983795,0.0056582,-0.9893582,0.3260677,1.3673368,2.5106446,-11.9002519,0.1621868,0.0015937,-0.9860035,0.0913808,2.1655494,3.7951146,-212.1534579
"31",18.04873,"1","B5",NA,-0.0985383,0.0065846,-0.9893367,0.3794544,1.376567,6.9271458,117.8101372,0.162929,0.0023992,-0.9858795,0.1375674,2.2086937,7.1973066,92.3482855
"32",18.06038,"1","B5",NA,-0.098805,0.0079154,-0.9893003,0.4561448,1.3920656,7.3802628,218.2631665,0.1631025,0.0037543,-0.9858466,0.2152642,2.2188197,7.5835189,248.1957114
"33",18.08204,"1","B5",NA,-0.0989173,0.0095994,-0.9892742,0.5531913,1.3986565,15.9929756,6.301055,0.1626865,0.005573,-0.9859067,0.3195516,2.1947223,17.6173006,-20.4573017
"34",18.09371,"1","B5",NA,-0.0985877,0.0134738,-0.9892619,0.776477,1.3798238,11.4996748,-148.517861,0.1615395,0.0097197,-0.9860631,0.5573199,2.1283684,11.7338146,-203.4035754
"35",18.11584,"1","B5",NA,-0.0976441,0.0088731,-0.9894075,0.5113368,1.3248844,13.4469895,3.3641868,0.1622471,0.0047631,-0.9859833,0.273108,2.1691499,13.8881171,-68.6875886
"36",18.12709,"1","B5",NA,-0.0964004,0.0116768,-0.9895004,0.672911,1.2530271,12.5327474,14.9671751,0.1631102,0.0072796,-0.9858256,0.4174072,2.2194478,11.2474858,80.7621885
"37",18.14902,"1","B5",NA,-0.0941686,0.0094565,-0.9897389,0.5449593,1.1236828,14.9713703,-108.517037,0.1655415,0.0042153,-0.9854381,0.2417024,2.3606144,19.937186,-80.9078168
"38",18.16055,"1","B5",NA,-0.093977,0.0080715,-0.9897694,0.4651393,1.1125247,11.1868278,-76.4181181,0.1666606,0.0025333,-0.9852552,0.1452547,2.4256318,13.502722,-276.8292873
"39",18.18274,"1","B5",NA,-0.0944969,0.0035461,-0.9897464,0.2043536,1.1424754,15.0789128,119.2410984,0.1671448,-0.0021288,-0.9851741,-0.1220609,2.4537836,13.6004516,-193.9025119
"40",18.20477,"1","B5",NA,-0.0973868,0.0019485,-0.9894707,0.1122858,1.3097671,16.4686543,-198.938886,0.1665748,-0.0032679,-0.9852675,-0.1873759,2.4206666,4.960082,-31.2009255
"41",18.216,"1","B5",NA,-0.0991242,0.0027231,-0.9892964,0.1569253,1.4103944,11.2920531,-139.0593412,0.1658587,-0.0020953,-0.9853915,-0.1201394,2.3789961,8.663819,302.3577855
"42",18.23776,"1","B5",NA,-0.1009772,0.0051309,-0.9890994,0.2956808,1.5177751,15.2707197,-11.0206973,0.1659562,0.0005817,-0.9853772,0.0333519,2.3846422,14.645821,2.3745613
"43",18.24922,"1","B5",NA,-0.1004516,0.0069941,-0.9891414,0.4030502,1.4873976,12.922743,-278.6543843,0.1666531,0.0022611,-0.9852571,0.1296478,2.4251917,11.5497982,-402.2079215
"44",18.26073,"1","B5",NA,-0.0993738,0.0079511,-0.9892431,0.4582011,1.4250128,8.86634,-158.1777353,0.1675488,0.0028991,-0.9851035,0.1662322,2.477299,5.4005026,-257.1738146
"45",18.28218,"1","B5",NA,-0.0973344,0.0093039,-0.989434,0.5361626,1.3069716,9.6400151,-307.2062044,0.1675354,0.0040201,-0.9851019,0.2305069,2.4765566,5.827554,164.2546856
"46",18.29381,"1","B5",NA,-0.0970999,0.0091476,-0.9894586,0.5271554,1.2933818,2.074919,-281.6323186,0.1663261,0.0040966,-0.9853064,0.234892,2.406235,9.4165745,351.0148557
"47",18.31526,"1","B5",NA,-0.0969114,0.0084896,-0.9894829,0.4892345,1.2824356,3.9457138,-53.0143563,0.1628067,0.0041599,-0.9858938,0.2385252,2.2016421,17.8556372,-387.3858162
"48",18.32651,"1",NA,1,-0.0968238,0.0079618,-0.9894959,0.4588198,1.2773386,1.7717047,-79.6707991,0.1612685,0.0039362,-0.9861475,0.2256948,2.1122547,4.7133745,-505.4860606
"49",18.34878,"1",NA,1,-0.0968044,0.00838,-0.9894943,0.4829185,1.2762357,2.5267391,128.8007219,0.1622735,0.0041476,-0.9859818,0.2378197,2.1706586,8.2148645,305.2708736
"50",18.35995,"1",NA,1,-0.0971398,0.0087231,-0.9894585,0.50269,1.2956727,5.0254434,302.4761117,0.163883,0.0041953,-0.9857153,0.2405512,2.2641995,13.2783678,194.9255349
"51",18.37127,"1",NA,1,-0.0982465,0.0085791,-0.9893504,0.4943946,1.3597501,9.3412436,385.4842796,0.1658101,0.0037755,-0.9853947,0.2164826,2.3762145,12.5599817,51.5404415
"52",18.3936,"1",NA,1,-0.1021184,0.0080827,-0.9889624,0.4657869,1.5840043,18.04356,584.3414806,0.1695076,0.0029633,-0.9847682,0.1699108,2.5912511,16.2788769,414.379151
"53",18.41595,"1",NA,1,-0.1082379,0.0078324,-0.9883135,0.4513638,1.9386411,35.4535135,289.9468724,0.1744283,0.0024378,-0.98391,0.1397799,2.8776539,31.0793989,545.5572579
"54",18.42738,"1",NA,1,-0.1129322,0.008822,-0.9877797,0.5083925,2.2109094,33.1780852,603.7477883,0.1791766,0.0030254,-0.9830547,0.173471,3.1542949,35.9817118,1193.1180279
"55",18.44922,"1",NA,1,-0.12328,0.0127474,-0.9864988,0.7346109,2.8118119,63.8975886,156.4214527,0.191987,0.0055121,-0.9806225,0.3160594,3.9019629,78.7299582,596.6110806
"56",18.46053,"1",NA,1,-0.1303995,0.0167368,-0.9855232,0.9645369,3.225952,51.5275276,-198.2867592,0.2023868,0.0080836,-0.9785112,0.4635048,4.5104522,70.0878161,101.6283279
"57",18.48284,"1",NA,1,-0.14433,0.0231744,-0.9834491,1.3355905,4.0377121,67.0810388,1262.4325063,0.2237714,0.0112026,-0.9738125,0.6423524,5.7659436,91.6698806,1459.7764655
"58",18.50446,"1",NA,1,-0.1631542,0.0289034,-0.9803497,1.6658475,5.1374652,106.5961456,47.8955411,0.2485718,0.013171,-0.9677544,0.7552291,7.2299258,133.876037,-304.5187409
"59",18.51591,"1",NA,1,-0.1744805,0.0319134,-0.9783039,1.839389,5.8010203,86.7656652,-792.8613923,0.2623621,0.0141291,-0.9640936,0.8101679,8.0481103,104.5500837,-1099.9460756
"60",18.52772,"1",NA,1,-0.1851868,0.0352148,-0.9762203,2.0297454,6.4298944,88.4922506,-346.8917403,0.2758138,0.015274,-0.9603142,0.8758247,8.8493669,108.8173494,-292.8782297
"61",18.53899,"1",NA,1,-0.1968187,0.0385786,-0.9738144,2.2237248,7.114833,79.0256717,20.1368557,0.2905376,0.01614,-0.9559484,0.9254852,9.7300561,98.1437247,91.785826
"62",18.56137,"1",NA,1,-0.2194923,0.0463553,-0.9686148,2.6722829,8.4564896,98.7257583,1053.2060846,0.3196524,0.0185934,-0.9465657,1.06618,11.4843353,123.4477744,1364.1157238
"63",18.58289,"1",NA,1,-0.2424495,0.0560938,-0.9626069,3.2342292,9.8255558,125.1126801,-1392.0824522,0.3500381,0.022129,-0.9356782,1.2689482,13.3355327,157.8276284,-1710.6404371
"64",18.5948,"1",NA,1,-0.2533164,0.0598366,-0.9595784,3.4502868,10.4766316,77.3497334,-1039.4232508,0.3641603,0.022815,-0.9302563,1.3082944,14.2031366,98.0530328,-1292.5655244
"65",18.61576,"1",NA,1,-0.2748857,0.066511,-0.9531812,3.8356911,11.7755518,117.8334804,-1161.74428,0.3918297,0.0231871,-0.9189351,1.329631,15.9178405,149.0639441,-1518.0761419
"66",18.62729,"1",NA,1,-0.2848865,0.069067,-0.9500577,3.9833285,12.3806477,68.7737335,-1267.7302097,0.4043128,0.0228035,-0.9135213,1.307635,16.6982334,85.9962396,-1683.6692607
"67",18.64924,"1",NA,1,-0.304331,0.0740507,-0.943631,4.2712693,13.5637046,106.5168599,-1039.0521134,0.4282285,0.02199,-0.9025778,1.260975,18.206689,132.1470024,-1301.1920751
"68",18.66077,"1",NA,1,-0.3139764,0.0763812,-0.9402792,4.4059527,14.1537498,62.7304299,-1743.4533363,0.439941,0.0213846,-0.8969418,1.2262577,18.9521555,77.8992218,-2138.9392033
"69",18.68308,"1",NA,1,-0.3306333,0.0788667,-0.9343457,4.5496242,15.1757912,69.6621954,74.1914137,0.4598616,0.0186406,-0.8869554,1.0688837,20.230141,87.4266223,106.6359183
"70",18.70481,"1",NA,1,-0.3466805,0.0811132,-0.9283177,4.6795073,16.1668045,66.134996,-187.933738,0.4790641,0.0155464,-0.8767929,0.8914426,21.4760737,82.7813056,-294.9638898
"71",18.72705,"1",NA,1,-0.3616769,0.0817775,-0.9225197,4.7179138,17.0964689,61.3856856,186.155345,0.496039,0.0115036,-0.8673655,0.6596145,22.5895376,74.4156534,127.242274
"72",18.74882,"1",NA,1,-0.3752167,0.0805502,-0.9172047,4.6469521,17.9374846,74.1398321,-1032.0160754,0.5103429,0.0064039,-0.8590804,0.3671911,23.5374012,88.1446421,-1109.2576475
"73",18.76026,"1",NA,1,-0.3818508,0.0803349,-0.9144815,4.6345082,18.3521027,43.8250794,-946.774266,0.5176128,0.0040759,-0.8547341,0.2337055,24.023069,55.5503287,-827.0475068
"74",18.78216,"1",NA,1,-0.393274,0.0796021,-0.909692,4.5921389,19.0682237,60.3889788,-810.6704431,0.5311994,-0.0013174,-0.846366,-0.075537,24.9380218,81.7221045,-1045.6991792
"75",18.79359,"1",NA,1,-0.3979186,0.0794066,-0.907687,4.5808379,19.3606817,33.2120584,-754.6700106,0.5367726,-0.0034973,-0.8428362,-0.2005318,25.3162826,44.1579054,-1121.1533499
"76",18.81578,"1",NA,1,-0.4076929,0.0789633,-0.9033779,4.5552106,19.9782176,52.4805963,-616.8974433,0.5477726,-0.0076168,-0.8357016,-0.4367377,26.0680774,67.327592,-789.6021694
"77",18.82716,"1",NA,1,-0.4118351,0.0784274,-0.9015438,4.5242299,20.2400826,28.5582637,-745.7369062,0.5523874,-0.0097599,-0.8326361,-0.5596281,26.3857518,37.4738206,-899.9724053
"78",18.84868,"1",NA,1,-0.4192338,0.0778551,-0.898177,4.4911454,20.7099616,41.6997611,-424.9591308,0.5609234,-0.0134758,-0.8268575,-0.772707,26.9768377,55.1935918,-578.240587
"79",18.8602,"1",NA,1,-0.423001,0.0776887,-0.8964233,4.4815271,20.9501627,24.8738491,-506.5090213,0.5651211,-0.0151222,-0.8239657,-0.867119,27.2691394,32.3852519,-677.4304916
"80",18.882,"1",NA,1,-0.4291316,0.078023,-0.8934757,4.5008537,21.3433679,34.6307573,-406.4291317,0.5723466,-0.0175167,-0.8189155,-1.0044345,27.7746717,46.0108979,-608.2914773
