"","Time","Phase","GFO","Movement","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",24.83361,"1","B5",NA,0.0401264,-0.0256479,-0.9989134,-1.4696081,0.522439,31.8051208,-687.3591376,-0.0404495,-0.025799,-0.9988387,-1.4783547,-0.4920013,31.1029091,-669.7373874
"2",24.85506,"1","B5",NA,0.0401327,-0.0262748,-0.9988969,-1.5055354,0.5220421,2.2038724,NA,-0.0404711,-0.0264333,-0.9988213,-1.5147105,-0.490724,2.2601158,-707.0081074
"3",24.87708,"1","B5",NA,0.0401631,-0.0266523,-0.9988856,-1.5271723,0.5202715,NA,NA,-0.0405323,-0.0268241,-0.9988084,-1.5371079,-0.4871916,0.7327239,-23.6981655
"4",24.8997,"1","B5",NA,0.0402277,-0.0263105,-0.9988921,-1.5075834,0.5165909,1.4589381,NA,-0.0406282,-0.0264954,-0.9988132,-1.5182664,-0.481712,1.2296291,21.6168856
"5",24.9212,"1","B5",NA,0.0405,-0.0260242,-0.9988886,-1.4911709,0.5009904,1.6324539,20.2962998,-0.0408925,-0.0262066,-0.9988101,-1.501712,-0.4665635,1.6868536,24.8472703
"6",24.94423,"1","B5",NA,0.0410566,-0.0260001,-0.9988665,-1.4897897,0.469062,2.3814378,29.4637052,-0.0414291,-0.0261754,-0.9987888,-1.4999233,-0.4357888,2.341557,26.3760775
"7",24.96627,"1","B5",NA,0.0416655,-0.0254439,-0.9988557,-1.4579136,0.4341723,2.9634109,7.5373557,-0.0420433,-0.025624,-0.9987774,-1.4683242,-0.4005847,2.8776551,11.291129
"8",24.98804,"1","B5",NA,0.04207,-0.0250739,-0.9988481,-1.4367077,0.4109874,2.7167437,NA,-0.0424933,-0.0252735,-0.9987673,-1.448232,-0.3747943,2.8397402,-41.1737032
"9",24.99931,"1","B5",NA,0.0421727,-0.0248422,-0.9988494,-1.4234309,0.4051147,NA,NA,-0.042604,-0.0250459,-0.9987683,-1.4351874,-0.3684589,1.9313129,-32.2077696
"10",25.01108,"1","B5",NA,0.0422257,-0.0245454,-0.9988546,-1.4064213,0.4020894,2.2165174,NA,-0.0425851,-0.02472,-0.9987772,-1.4165069,-0.3695631,2.1218722,21.2118151
