"","Time","Phase","GFO","Movement","pitch2","yaw2","V2","V2a"
"1",56.86929,1,"B5",NA,1.6550521,0.5043515,2.8320036,-23.5227803
"2",56.89115,1,"B5",NA,1.699315,0.5170688,1.75073348824592,3.4764506
"3",56.91375,1,"B5",NA,1.7485335,0.5393572,1.6762956181264,-9.21109269276809
"4",56.9355,1,"B5",NA,1.7650234,0.5541506,1.3472513017034,-1.27463310378671
"5",56.94686,1,"B5",NA,1.7786758,0.540688,1.49015110584131,-15.3995512055139
"6",56.96882,1,"B5",NA,1.7837012,0.5607577,0.537563406783571,-10.6449729141182
"7",56.98021,1,"B5",NA,1.791262,0.5596866,0.789149880642717,9.4545813692759
"8",57.002,1,"B5",NA,1.801001,0.5456984,0.719875070043985,0.637931577895735
"9",57.02508,1,"B5",NA,1.8146079,0.5349675,0.822697972800283,-7.05713844385793
"10",57.04568,1,"B5",NA,1.8183039,0.5219369,0.440169527631819,-8.74842741831745
"11",57.0682,1,"B5",NA,1.8102632,0.5254853,0.464321938516435,2.0177756445801
"12",57.09042,1,"B5",NA,1.8152067,0.5170264,0.530161223425523,13.6227395997066
"13",57.11299,1,"B5",NA,1.8047763,0.5071413,1.07821533160268,8.45826531838431
"14",57.13436,1,"B5",NA,1.8046737,0.5301057,0.920806381219841,-6.10372871729206
"15",57.15657,1,"B5",NA,1.8129168,0.5421512,0.813275044906255,-4.66996145905499
"16",57.17891,1,"B5",NA,1.8107756,0.5574641,0.712781907719163,-9.57984841652971
"17",57.20074,1,"B5",NA,1.8093568,0.5687857,0.392724704581936,7.4072744126242
"18",57.22293,1,"B5",NA,1.8054553,0.5729087,1.04679483104037,9.70198440947211
"19",57.24534,1,"B5",NA,1.8272581,0.6020307,0.821082948751635,-10.2268467720996
"20",57.2671,1,"B5",NA,1.8456096,0.6023202,0.595175707020248,-18.3050826382276
"21",57.27828,1,"B5",NA,1.8497651,0.5995779,0.301942210082196,-2.24428543849323
"22",57.30079,1,"B5",NA,1.8669907,0.5970542,0.791305733315022,26.5044811179474
"23",57.32311,1,"B5",NA,1.8869424,0.5842829,1.48923281446472,10.5318491032124
"24",57.33457,1,"B5",NA,1.8887408,0.5687476,1.37227851499748,-10.9214814396368
"25",57.3565,1,"B5",NA,1.8991183,0.5473498,1.11706755609837,-7.14206051857447
"26",57.37851,1,"B5",NA,1.924645,0.5294564,1.0588160130999,-11.0297005722489
"27",57.40028,1,"B5",NA,1.9374517,0.5186608,0.636199210523807,-7.8900300351697
"28",57.42268,1,"B5",NA,1.9589694,0.5106937,0.717572735765967,3.1771626222111
"29",57.44471,1,"B5",NA,1.9724744,0.517093,0.777529111923583,13.5348909761433
"30",57.46682,1,"B5",NA,1.9852287,0.5033867,1.31586788844443,19.8422036757135
"31",57.48933,1,"B5",NA,2.0051772,0.4749758,1.66108584005603,9.92937743291044
"32",57.51133,1,"B5",NA,2.0281815,0.4472859,1.76058195952283,-19.3835895562943
"33",57.53354,1,NA,1,2.0374141,0.4176847,0.799117056279559,3.01336713400469
"34",57.55564,1,NA,1,2.019198,0.4145261,1.88901091654581,118.850323776717
"35",57.56699,1,NA,1,1.9950948,0.4381333,4.02717139686442,295.040990645048
"36",57.57815,1,NA,1,1.9697599,0.4782355,8.51011882256958,317.123006439342
"37",57.60023,1,NA,1,1.883296,0.6776097,13.6447834070448,337.554757817786
