"","Time","Phase","GFO","Movement","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",29.42726,"1","B5",NA,-0.099357,0.014219,-0.9920593,0.8170664,-0.3722254,63.7508322,-1309.0379287,0.1096822,0.0173135,-0.9937589,0.9920965,1.1826772,69.9671014,NA
"2",29.44939,"1","B5",NA,-0.0982059,0.0145623,-0.9921689,0.8367967,-0.4386775,5.6068886,-1484.6837505,0.1097914,0.0174522,-0.9937444,1.000042,1.1763618,NA,NA
"3",29.46058,"1","B5",NA,-0.097806,0.0145534,-0.9922085,0.8362843,-0.4617706,1.7800607,-190.9420426,0.1096352,0.0174086,-0.9937625,0.9975488,1.1853757,1.5261256,NA
"4",29.4828,"1","B5",NA,-0.0976401,0.0142904,-0.9922287,0.8211698,-0.4713696,0.8935343,-25.7654758,0.1090871,0.0172141,-0.9938262,0.9863985,1.2169988,2.2964664,17.8663849
"5",29.50574,"1","B5",NA,-0.0976839,0.0143022,-0.9922242,0.8218456,-0.4688395,0.626667,74.4660987,0.1084065,0.017354,-0.9938982,0.9944185,1.2562184,2.3208738,-4.4451038
"6",29.52718,"1","B5",NA,-0.0971768,0.0143284,-0.9922737,0.8233528,-0.4981233,4.0691907,81.0353142,0.1079873,0.017374,-0.9939435,0.9955636,1.280381,2.1074563,-44.5080138
"7",29.53862,"1","B5",NA,-0.0964063,0.0143254,-0.9923489,0.8231824,-0.5426105,4.0864097,-23.2146369,0.1078248,0.0172781,-0.9939628,0.990066,1.2897577,1.2029887,-30.9662635
"8",29.56103,"1","B5",NA,-0.0955305,0.014098,-0.9924369,0.8101119,-0.5931939,3.0121991,-45.1552556,0.1075705,0.0169571,-0.9939959,0.9716721,1.3044511,1.5868569,19.3261421
"9",29.58297,"1","B5",NA,-0.095077,0.014002,-0.9924818,0.8045967,-0.6193829,2.0824679,NA,0.1071577,0.0168625,-0.9940421,0.966251,1.3282562,2.0590706,NA
"10",29.59422,"1","B5",NA,-0.0949464,0.0140401,-0.9924937,0.8067838,-0.6269159,NA,NA,0.1069929,0.0169081,-0.994059,0.9688621,1.3377464,NA,NA
"11",29.61692,"1","B5",NA,-0.0947511,0.0140048,-0.9925128,0.8047578,-0.6381951,1.165145,NA,0.1070141,0.0168391,-0.9940579,0.96491,1.3365321,0.3090558,NA
"12",29.63903,"1","B5",NA,-0.0941665,0.0141042,-0.992567,0.8104678,-0.6719332,2.0980635,27.6231875,0.1070446,0.0168438,-0.9940546,0.9651813,1.3347776,0.6159996,26.888007
"13",29.66045,"1","B5",NA,-0.0937409,0.0140374,-0.9926083,0.8066323,-0.6965075,2.3776365,-7.4301721,0.1072002,0.016684,-0.9940405,0.9560192,1.3258235,1.470517,41.7409422
"14",29.6716,"1","B5",NA,-0.0936846,0.0137619,-0.9926175,0.790798,-0.6997738,2.0664143,NA,0.1072712,0.0163859,-0.9940378,0.9389363,1.3217628,1.9565282,-16.9493772
"15",29.68304,"1","B5",NA,-0.0935458,0.0135977,-0.9926328,0.7813635,-0.7078003,NA,NA,0.1070898,0.0162325,-0.9940599,0.9301491,1.3322306,1.0700746,-50.1831265
"16",29.70494,"1","B5",NA,-0.0936795,0.01353,-0.9926212,0.7774702,-0.7000859,0.9984252,NA,0.1070657,0.0161874,-0.9940632,0.9275602,1.3336272,0.5690234,-4.5268511
"17",29.72678,"1","B5",NA,-0.0934136,0.0131657,-0.9926511,0.7565356,-0.7154595,NA,NA,0.1069344,0.0158033,-0.9940835,0.9055496,1.3412331,0.870969,38.5118973
"18",29.74931,"1","B5",NA,-0.0936044,0.0133418,-0.9926308,0.7666581,-0.7044367,1.7453553,NA,0.1067963,0.0160342,-0.9940947,0.9187808,1.3491683,2.29483,43.446203
"19",29.76065,"1","B5",NA,-0.0936735,0.0136049,-0.9926207,0.7817782,-0.7004301,1.4184546,-14.4422575,0.1065063,0.01636,-0.9941205,0.9374519,1.3658495,2.5635195,23.6319347
"20",29.78285,"1","B5",NA,-0.0934102,0.0138893,-0.9926415,0.7981171,-0.7156044,1.4171827,34.9562792,0.1058903,0.0167116,-0.9941804,0.9576052,1.4013168,3.0867715,-6.7802856
"21",29.79428,"1","B5",NA,-0.0931698,0.0137567,-0.992666,0.7905018,-0.7294909,2.2169381,-9.3892842,0.1056139,0.0165894,-0.9942119,0.9506003,1.417258,2.6623701,-23.3823254
"22",29.80548,"1","B5",NA,-0.0929424,0.0137809,-0.992687,0.7918882,-0.7426145,1.2229558,-36.094203,0.1052289,0.0166453,-0.9942518,0.9538043,1.4394405,2.5544674,25.6696712
"23",29.82749,"1","B5",NA,-0.093017,0.0133382,-0.992686,0.7664477,-0.7383432,1.5874417,14.0307002,0.1044625,0.0163426,-0.9943376,0.9364563,1.4836348,3.8964944,41.8643562
"24",29.8497,"1","B5",NA,-0.0929172,0.0129342,-0.9927007,0.7432318,-0.7441288,1.8428875,42.5432552,0.1030963,0.0161521,-0.9944833,0.9255415,1.5623716,4.4018874,-33.6502676
"25",29.87193,"1","B5",NA,-0.0923577,0.0125874,-0.9927573,0.7233053,-0.7764434,3.4786848,100.4196514,0.1025201,0.0158152,-0.9945483,0.9062336,1.5955974,2.3999484,-8.5684354
"26",29.89404,"1","B5",NA,-0.0910639,0.0120697,-0.9928834,0.6935533,-0.8511478,6.2922747,-86.4107224,0.1026349,0.0150814,-0.9945478,0.8641818,1.5890515,4.0121845,-11.6708708
"27",29.90542,"1","B5",NA,-0.0909725,0.0116446,-0.9928967,0.6691275,-0.8564458,2.8774141,-108.454175,0.1028559,0.0146031,-0.9945321,0.8367738,1.5763624,2.9167388,-45.9235914
"28",29.92721,"1","B5",NA,-0.0917324,0.0107736,-0.9928367,0.6190735,-0.812645,4.689629,29.8554208,0.1026944,0.0138684,-0.9945593,0.7946735,1.5857281,3.0129073,9.6572726
"29",29.94941,"1","B5",NA,-0.0925635,0.0098389,-0.9927693,0.5653627,-0.764732,4.1688962,-5.4925223,0.1023886,0.0131045,-0.9946012,0.7508966,1.6034069,3.3437122,36.1438317
