"","Time","Phase","GFO","Movement","pitch2","yaw2","V2","V2a"
"1",106.2555,1,"B5",NA,2.0366267,1.3393279,1.2953869,-57.2608814
"2",106.2776,1,"B5",NA,2.0482781,1.3511712,0.417243933183148,70.9638769
"3",106.3,1,"B5",NA,2.0953047,1.3498608,1.0596852955867,65.484039070721
"4",106.3114,1,"B5",NA,2.1277665,1.3500152,2.22576462160525,43.4271122072956
"5",106.3226,1,"B5",NA,2.1418375,1.3373124,2.05291014106661,43.6982364377691
"6",106.3341,1,"B5",NA,2.1702188,1.3176884,3.2354540904041,25.7226569470986
"7",106.3455,1,"B5",NA,2.1821223,1.2897129,2.64966971032579,-7.37289220169911
"8",106.3686,1,"B5",NA,2.2262208,1.2467142,3.49602622918756,36.5200204581629
"9",106.3912,1,"B5",NA,2.2493002,1.1775863,4.31869404020479,27.7976001118146
"10",106.4146,1,NA,1,2.2491723,1.0880268,4.76783292995949,24.3896864690202
"11",106.4368,1,NA,1,2.2624867,0.9984187,5.42462888300673,56.2016125550894
"12",106.4585,1,NA,1,2.2754212,0.8945607,7.22177561649557,188.700944656777
"13",106.4698,1,NA,1,2.2875446,0.81769,10.5505755791769,255.419393340885
"14",106.4914,1,NA,1,2.2975768,0.600587,15.2216775136359,73.045018997833
"15",106.5141,1,NA,1,2.2983623,0.2734359,13.62893925057,53.2236336407637
"16",106.5363,1,NA,1,2.2567555,0.071784,17.5497245066893,307.28490520893
"17",106.5478,1,NA,1,2.2619181,0.2817834,22.5862399190445,266.122246938081
"18",106.5704,1,NA,1,2.254985,0.7117601,24.7171178007123,128.430197507739
"19",106.5927,1,NA,1,2.2773514,1.1912204,28.3425127174682,180.401362279904
"20",106.6148,1,NA,1,2.2675454,1.7406863,32.7233727661003,3709.89616275046
"21",106.6365,1,NA,1,2.2789716,2.3633558,189.431297765399,2588.97419072755
"22",106.6581,1,NA,1,2.3123895,-2.9848659,145.289214141888,-3433.62015790794
"23",106.6802,1,NA,1,2.3353622,-3.6563722,38.687094277165,-2296.65854540311
"24",106.6914,1,NA,1,2.3513808,-4.0283676,41.2665465924973,182.783901001653
"25",106.7136,1,NA,1,2.380557,-4.8020862,44.269308814795,192.043753538376
