"","Time","Phase","GFO","Movement","pitch2","yaw2","V2","V2a"
"1",179.5304,1,"B5",NA,0.5680227,-0.5855357,2.5252892,-4.6944544
"2",179.5525,1,"B5",NA,0.5295885,-0.5891443,0.880478984085653,-9.221162
"3",179.5749,1,"B5",NA,0.4985976,-0.5893693,1.30564732112013,-15.9293341280341
"4",179.5863,1,"B5",NA,0.4923932,-0.5992661,0.726078188618367,-26.5114344582071
"5",179.6089,1,"B5",NA,0.4657368,-0.6060982,0.676731736595289,-1.09692911007269
"6",179.6202,1,"B5",NA,0.4526042,-0.6050127,0.676614364719173,-5.09735157295878
"7",179.6425,1,"B5",NA,0.4380202,-0.6020626,0.449504112249922,4.42954365349538
"8",179.654,1,"B5",NA,0.4227667,-0.6039473,0.668503253203606,-0.877394535200274
"9",179.6762,1,"B5",NA,0.4301659,-0.6039556,0.206783376781746,-6.40132243808425
"10",179.6986,1,"B5",NA,0.4417137,-0.6026842,0.385883646503834,1.89763514306909
"11",179.7211,1,"B5",NA,0.4425643,-0.598657,0.291377403444314,19.0674860190643
"12",179.7432,1,"B5",NA,0.4522639,-0.592409,1.22698641755849,17.6558721145764
"13",179.7546,1,"B5",NA,0.4553214,-0.5768359,1.14691845738597,-16.4106017457256
"14",179.7766,1,"B5",NA,0.4525842,-0.590863,0.579369096696562,-12.4244292561197
"15",179.7988,1,"B5",NA,0.4613087,-0.582871,0.600433338057105,0.124789797571062
"16",179.8215,1,"B5",NA,0.4675501,-0.5935918,0.584560133655833,-3.41163524638253
"17",179.8439,1,"B5",NA,0.4821788,-0.5837298,0.447382300987413,15.5951471900522
"18",179.8655,1,"B5",NA,0.5163477,-0.5820932,1.25337128395672,15.5396861847359
"19",179.8877,1,"B5",NA,0.5581268,-0.5676036,1.11495578472969,-6.03188105339003
"20",179.9102,1,"B5",NA,0.600459,-0.563817,0.983807116273416,8.33542553648623
"21",179.9323,1,"B5",NA,0.6481108,-0.5625876,1.48105006155855,24.2501977981088
"22",179.9435,1,"B5",NA,0.6806526,-0.5562108,1.7722580674763,11.2937943647255
"23",179.9657,1,"B5",NA,0.7229069,-0.5470474,1.69648666839756,-22.7066445618361
"24",179.9878,1,"B5",NA,0.7429076,-0.5244603,0.76828306523491,1.56562048228968
"25",179.9989,1,"B5",NA,0.7586264,-0.5231148,1.26924164967508,9.155556027001
"26",180.021,1,"B5",NA,0.7819789,-0.5056563,0.676513197588596,-8.67817581637262
"27",180.0432,1,"B5",NA,0.80527,-0.5061853,0.886612672623494,8.92189697705507
"28",180.0651,1,"B5",NA,0.8452707,-0.4949767,1.07013146727882,44.8948476860679
"29",180.0764,1,"B5",NA,0.8777714,-0.4969215,1.99006267888367,17.1737539498707
"30",180.0989,1,"B5",NA,0.9058724,-0.4794395,0.931160167593524,-19.6050338377764
"31",180.1212,1,"B5",NA,0.9544732,-0.4856117,1.10626570295278,-0.0982028668406913
"32",180.1326,1,"B5",NA,0.968372,-0.4854858,1.01451084336922,6.04125834517573
"33",180.1546,1,"B5",NA,1.0175699,-0.4728886,1.45739699220913,6.63785283822219
"34",180.1658,1,"B5",NA,1.0438769,-0.4680863,1.38061558364852,15.7736104485802
"35",180.1879,1,"B5",NA,1.1255379,-0.4622484,2.22931533772568,44.1181715951791
"36",180.199,1,"B5",NA,1.180264,-0.4681675,2.78246873491025,16.4433521607252
"37",180.2211,1,"B5",NA,1.2613512,-0.458699,2.40794146998376,-46.7662366948558
"38",180.2327,1,"B5",NA,1.2894449,-0.4494971,1.51954922541288,-26.715421108742
"39",180.2546,1,"B5",NA,1.36799,-0.4418995,2.02663707017137,5.44235167777155
"40",180.2657,1,"B5",NA,1.4019235,-0.4383675,1.8904401506227,-32.1977741398606
"41",180.2771,1,"B5",NA,1.4275661,-0.432666,1.29620881760922,-17.0595719455165
"42",180.2884,1,"B5",NA,1.4570827,-0.4303637,1.49968126910239,11.0198289175883
"43",180.3102,1,"B5",NA,1.5033202,-0.4245162,1.58760603623239,15.90247416586
"44",180.3217,1,"B5",NA,1.5310306,-0.4329515,1.90698061076258,-11.4732692545221
"45",180.3434,1,"B5",NA,1.5582589,-0.4130778,0.80639478882758,-9.93295272005527
"46",180.3547,1,"B5",NA,1.5664871,-0.413552,1.15502617661072,20.4243955124522
"47",180.3655,1,"B5",NA,1.5792201,-0.4014807,1.26298789949763,1.0469951576752
"48",180.3882,1,"B5",NA,1.5885248,-0.3870122,1.08360193247677,-2.47282380585361
"49",180.4097,1,"B5",NA,1.5880973,-0.3655854,1.14717351723671,16.5138496941784
"50",180.4211,1,"B5",NA,1.5997739,-0.3551258,1.48998156625196,22.7731607024822
"51",180.4431,1,"B5",NA,1.6061666,-0.3301602,1.83044124432511,16.1925207811726
"52",180.4543,1,"B5",NA,1.6134377,-0.3104446,2.01982878280429,-41.7040466431011
"53",180.4653,1,"B5",NA,1.6158434,-0.293617,0.916334138504492,-34.6696340707794
"54",180.4876,1,"B5",NA,1.6231551,-0.2890862,1.60715305602248,41.2043580576582
"55",180.4987,1,"B5",NA,1.6353843,-0.266885,2.17802926748422,-1.58338368950487
"56",180.5209,1,"B5",NA,1.6427166,-0.23435,0.965974608749663,-17.8773305795927
"57",180.543,1,"B5",NA,1.6667861,-0.2276358,1.38239155019626,2.08722190300063
"58",180.565,1,"B5",NA,1.6850443,-0.2022154,1.05969661203577,-7.49266638621648
"59",180.5761,1,"B5",NA,1.6985288,-0.2076842,1.05617368251553,-8.76699631426566
"60",180.5981,1,"B5",NA,1.7137379,-0.195217,0.677408227520906,0.119664136397313
"61",180.6097,1,"B5",NA,1.7289996,-0.1914364,0.879897129937386,3.67623761657219
"62",180.6321,1,"B5",NA,1.7484279,-0.1978412,0.653579522218132,-8.7382885019014
"63",180.6543,1,"B5",NA,1.7465272,-0.1916577,0.489896427526867,-3.45886343183032
"64",180.6768,1,"B5",NA,1.7419684,-0.20261,0.500142601497817,-3.10906086259393
"65",180.6987,1,"B5",NA,1.7490377,-0.2099352,0.353992793051026,-0.393043353221267
"66",180.7209,1,"B5",NA,1.7577323,-0.213752,0.484693528785173,15.0468033218031
"67",180.743,1,"B5",NA,1.7900309,-0.2222166,1.01965024192744,12.8221852953296
"68",180.7541,1,"B5",NA,1.8063574,-0.2263645,1.03561408960681,-2.09985174713725
"69",180.7763,1,"B5",NA,1.8334101,-0.2350555,0.910452976675187,4.91039117327995
"70",180.7985,1,"B5",NA,1.8556515,-0.2265634,1.25363545770042,-4.62597790711833
"71",180.8208,1,"B5",NA,1.8656136,-0.2039378,0.702588494986001,-12.6835676182076
"72",180.8429,1,"B5",NA,1.870253,-0.1993031,0.688079643749472,-7.47596214221759
"73",180.854,1,"B5",NA,1.8719257,-0.1908308,0.529400535265402,-3.41757373996304
"74",180.8652,1,"B5",NA,1.8678087,-0.1930546,0.612955533491584,10.6218053821895
"75",180.8875,1,"B5",NA,1.8712956,-0.1803117,0.92032408385438,14.7318804144535
"76",180.9095,1,"B5",NA,1.8557732,-0.1608941,1.26529327464755,-3.86728791751083
"77",180.9212,1,"B5",NA,1.8470359,-0.1493066,0.991337849547269,-14.9868744466333
"78",180.9435,1,"B5",NA,1.8261001,-0.1610115,0.845077606470248,2.41528553940233
"79",180.965,1,"B5",NA,1.8080507,-0.1703546,1.08994812350565,-2.09695927746418
"80",180.9762,1,"B5",NA,1.8062947,-0.180132,0.915415780304551,-5.64112411397075
"81",180.9983,1,"B5",NA,1.7979613,-0.1948821,1.01046780739055,26.5079650816106
"82",181.0205,1,"B5",NA,1.8044668,-0.2145727,2.09193933025787,26.2639616649837
"83",181.0425,1,"B5",NA,1.8234426,-0.2651271,2.1758251073422,-7.64193187358931
"84",181.0648,1,"B5",NA,1.8388653,-0.2950427,1.74996527173548,-8.94072047060977
"85",181.0871,1,"B5",NA,1.8525138,-0.3264321,1.77706897435298,-4.31720488572799
"86",181.1094,1,"B5",NA,1.8600142,-0.3582724,1.557417933832,-9.9832829239344
