"","X","Time","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",1,50.73089,1,"B5",NA,-0.625595674,-0.457190017,-0.157177537,-0.2475482,-0.0104171,-0.9671896,-0.597809,-0.564532,1.0410497,23.0775206,0.1948123,-0.0105805,-0.9667341,-0.6146994,0.5960854,0.6838364,NA
"2",2,50.75264,1,"B5",NA,-0.646495674,-0.399990017,-0.206377537,-0.2475773,-0.010833,-0.9671776,-0.6216786,-0.5627427,0.758504535543175,73.2290949,0.1950384,-0.0110488,-0.9666833,-0.6419062,0.5826256,0.742886265178525,58.4825294
"3",3,50.7639,1,"B5",NA,-0.675095674,-0.411490017,-0.192777537,-0.247632,-0.0113167,-0.9671579,-0.6494369,-0.5594267,1.34440827307229,37.8426408697771,0.1950495,-0.0114787,-0.966676,-0.6668847,0.5819076,1.64756627997498,44.5442910054934
"4",4,50.78627,1,"B5",NA,-0.762795674,-0.509890017,-0.101777537,-0.2476827,-0.0127397,-0.9671272,-0.7311059,-0.556167,1.87348566248437,-2.38057664962128,0.1947595,-0.0126671,-0.9667197,-0.7359321,0.5989258,1.84316951755397,-19.0264397937965
"5",5,50.79779,1,"B5",NA,-0.786595674,-0.533890017,-0.079577537,-0.2476943,-0.0131284,-0.9671191,-0.7534128,-0.5554075,1.54617532909109,1.88204445244749,0.1946889,-0.0129958,-0.9667295,-0.7550279,0.6030587,1.30406948655081,-14.6865569961564
"6",6,50.8197,1,"B5",NA,-0.815695674,-0.543390017,-0.053177537,-0.2479947,-0.0136227,-0.9670354,-0.7817845,-0.5375155,2.25116122226191,140.852372214469,0.1949263,-0.0133994,-0.9666762,-0.7784781,0.5889272,1.68582414919465,78.5134482469859
"7",7,50.83098,1,"B5",NA,-0.833395674,-0.564290017,-0.010777537,-0.2483937,-0.0139087,-0.9669288,-0.7981934,-0.513815,5.06584044845861,171.059143408303,0.1952114,-0.0135752,-0.9666162,-0.7886917,0.5720015,3.26054748712246,133.42755072536
"8",8,50.8533,1,"B5",NA,-0.896695674,-0.716190017,0.244122463,-0.2504076,-0.0148513,-0.9663952,-0.852297,-0.3942436,7.1324489498583,23.2615291913707,0.1964799,-0.013925,-0.9663542,-0.8090154,0.4967411,6.10081142751757,87.7183962338533
"9",9,50.87557,1,NA,1,-0.910295674,-0.622090017,0.292422463,-0.2526328,-0.0151797,-0.9658108,-0.8711415,-0.2622048,6.10653845797313,-12.050251290971,0.1987922,-0.0140162,-0.9658798,-0.8143113,0.3595988,7.17388745381143,94.5308060945827
"10",10,50.8871,1,NA,1,-0.899495674,-0.517490017,0.249922463,-0.2534884,-0.0150979,-0.9655879,-0.8664476,-0.2114609,6.35981134580009,75.0097318217533,0.1999171,-0.0139549,-0.9656485,-0.810753,0.2928668,8.79819682379905,174.013519470817
