"","X","Time","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",1,73.41311,1,"B5",NA,-0.739472309,0.033355272,-0.533255627,-0.0075741,-0.0128072,0.9915277,-0.7400039,0.5422257,1.0387595,2.4406951,-0.1270398,0.0128176,0.991144,0.7349051,-0.1753454,1.6116445,NA
"2",2,73.43465,1,"B5",NA,-0.745342309,0.010555272,-0.557982627,-0.0078974,-0.012895,0.9915238,-0.7450782,0.5609069,2.95922991461181,37.2537035,-0.1267592,0.0129169,0.9911786,0.7405957,-0.1591321,1.52249630525771,NA
"3",3,73.44592,1,"B5",NA,-0.746672309,0.018355272,-0.595928627,-0.0085896,-0.0129226,0.9915176,-0.7466717,0.6009098,1.80284839664972,-50.446295498464,-0.127069,0.0129354,0.9911387,0.741656,-0.1770408,0.876559763743354,-39.1493102398426
"4",4,73.46822,1,"B5",NA,-0.745202309,0.020855272,-0.596089627,-0.0086042,-0.0128986,0.9915179,-0.7452884,0.6017515,1.84108095997044,62.3939760471534,-0.127113,0.0129097,0.9911334,0.7401849,-0.1795839,0.408618084790359,-4.69622341168479
"5",5,73.49047,1,"B5",NA,-0.733352309,-0.007044728,-0.660329627,-0.009587,-0.0126772,0.991512,-0.7324939,0.658541,4.57946605398415,92.4869786797271,-0.1269268,0.0126953,0.99116,0.7278932,-0.168799,0.666528625333769,35.738635351194
"6",6,73.51252,1,"B5",NA,-0.781412309,-0.026244728,-0.767416627,-0.0113521,-0.0134969,0.9914823,-0.7798592,0.7605516,5.94437141722021,-40.1582976126254,-0.1270867,0.0135214,0.9911286,0.7752564,-0.1781247,1.98701020077124,6.98828470349866
"7",7,73.52372,1,"B5",NA,-0.793002309,-0.026444728,-0.821223627,-0.0122824,-0.0136971,0.9914685,-0.7914298,0.8143101,4.35154028683092,-117.451374539314,-0.1273309,0.0137177,0.9910946,0.786516,-0.1922595,1.47282697790708,-35.215190074209
"8",8,73.54575,1,"B5",NA,-0.825932309,-0.021044728,-0.878852627,-0.0133048,-0.01427,0.9914474,-0.8245319,0.8734004,2.30967467127768,-96.4967215293643,-0.1276888,0.0142861,0.9910405,0.8191061,-0.2130111,0.932625738924466,15.7599094237998
"9",9,73.55713,1,"B5",NA,-0.840192309,-0.023644728,-0.891981627,-0.0135198,-0.014515,0.9914409,-0.8386873,0.8858319,1.16817237165651,-54.4968153878356,-0.1277039,0.0145335,0.9910349,0.8332906,-0.213908,1.57037212169636,18.9676425915866
"10",10,73.57905,1,"B5",NA,-0.871292309,0.010955272,-0.872185627,-0.0133371,-0.0150733,0.9914349,-0.8709528,0.8752785,0.977778066573209,36.2864228545016,-0.12821,0.0150778,0.9909614,0.8645038,-0.2432307,1.17349523280998,13.93462634254
"11",11,73.59056,1,"B5",NA,-0.888902309,0.015355272,-0.867689627,-0.0132797,-0.0153806,0.9914306,-0.8887074,0.8719672,1.91306590259586,64.6711471224383,-0.1282648,0.0153854,0.9909496,0.8821395,-0.2464312,1.70266690927568,12.2988705310516
"12",12,73.61237,1,"B5",NA,-0.904592309,0.036055272,-0.896974627,-0.013882,-0.0156643,0.9914183,-0.9051037,0.9067746,2.96176871595406,16.8069479462127,-0.1287572,0.0156561,0.9908815,0.8976611,-0.2749326,1.23642997861546,-19.813847323085
"13",13,73.63477,1,"B5",NA,-0.933712309,0.033955272,-0.963409627,-0.0150218,-0.0161667,0.9913935,-0.9341354,0.9726561,2.6376478601836,-30.5520965667888,-0.1290259,0.0161575,0.9908385,0.9264135,-0.2905316,0.827619102575458,-24.2298303735299
"14",14,73.65701,1,"B5",NA,-0.930462309,0.027955272,-0.997429627,-0.0155827,-0.0161067,0.9913856,-0.9306696,1.0050715,1.6004963116936,-0.14794342756845,-0.129079,0.0160977,0.9908326,0.9229832,-0.2935968,0.155767045914868,-12.2973545057006
"15",15,73.67902,1,"B5",NA,-0.932842309,0.018455272,-1.026968627,-0.01605,-0.0161423,0.9913781,-0.9327254,1.0320765,2.62040945272529,-2.90395296179322,-0.1290508,0.0161365,0.9908356,0.9252107,-0.2919675,0.279341446936395,12.871381789005
