"","X","Time","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",1,30.89501,1,"B5",NA,-0.028926,0.4945372,-0.0435124,-0.2076986,-0.00159,-0.9679126,-0.0920269,0.4056353,3.0221884,-7.0865187,0.1386161,-0.0005817,-0.9682835,-0.0340747,0.4550307,3.1859072,-16.5751244
"2",2,30.91746,1,"B5",NA,-0.000526,0.4662372,0.0057876,-0.2080971,-0.0010607,-0.9678278,-0.0613897,0.4292114,1.3871647844634,30.8984276,0.1388944,1.11e-05,-0.9682438,0.00065,0.4714924,1.54970858260545,20.1832835
"3",3,30.93942,1,"B5",NA,0.043374,0.4283372,0.0237876,-0.2078212,-0.0002549,-0.9678877,-0.0147504,0.4128704,2.51945036541959,13.4352476069057,0.1385302,0.0007355,-0.9682957,0.0430826,0.4499448,2.51796739238389,25.9760928802036
"4",4,30.95081,1,"B5",NA,0.054574,0.4130372,0.0151876,-0.2074417,-3.78e-05,-0.967969,-0.0021884,0.3904121,2.23822239301363,-8.4806212064465,0.1381397,0.0008769,-0.9683514,0.0513645,0.4268396,2.60749569150203,16.6302099406571
"5",5,30.97271,1,"B5",NA,0.086374,0.3201372,0.0652876,-0.2068616,0.00069,-0.968093,0.0399369,0.3560774,2.40749924349428,-37.6230310487588,0.1373386,0.0015234,-0.9684645,0.0892344,0.3794526,3.16375931265459,-13.4350301217469
"6",6,30.98394,1,"B5",NA,0.087574,0.2548372,0.1060876,-0.2065485,0.000854,-0.9681597,0.0494277,0.3375477,1.47568327066428,-45.5833511562869,0.1368611,0.0016759,-0.9685319,0.0981666,0.351202,2.57676467924596,-31.3294832897203
"7",7,31.00606,1,"B5",NA,0.094674,0.1193372,0.2119876,-0.2062583,0.0012706,-0.9682211,0.0735404,0.3203814,1.29449605762924,6.80286704309266,0.1361959,0.0021327,-0.9686247,0.1249242,0.3118621,2.34696572862427,-3.50928182241102
"8",8,31.02819,1,"B5",NA,0.082274,-0.0059628,0.3061876,-0.2059275,0.0013468,-0.9682914,0.0779518,0.3008073,1.77686007702812,4.7190770074796,0.1355231,0.002257,-0.9687188,0.1322019,0.2720676,2.42154775319589,-12.5455642359206
"9",9,31.05046,1,"B5",NA,0.086874,-0.0611628,0.3146876,-0.2052229,0.0015452,-0.9684407,0.089431,0.2591238,1.50163219025734,-23.8602793899816,0.1347203,0.0023547,-0.9688306,0.1379248,0.2245887,1.78771447272845,-20.8744746472788
"10",10,31.07264,1,"B5",NA,0.073374,-0.1020628,0.3350876,-0.2049415,0.0014147,-0.9685005,0.0818819,0.2424701,0.717305801752433,-0.952472669358187,0.1343416,0.0022183,-0.9688835,0.1299381,0.202192,1.49299454031933,-7.52137604632033
"11",11,31.09489,1,"B5",NA,0.035474,-0.2232628,0.4354876,-0.2047793,0.0010668,-0.9685353,0.0617436,0.2328693,1.46172248772411,27.3628783243191,0.1338324,0.0019798,-0.9689545,0.1159672,0.1720798,1.45394337371089,-22.0537073706237
"12",12,31.10638,1,"B5",NA,0.031274,-0.2082628,0.4062876,-0.2045155,0.0009634,-0.9685911,0.0557586,0.2172638,1.70610130928825,30.4567588961011,0.1336379,0.0018191,-0.9689816,0.1065525,0.1605756,0.967315376281332,-26.7892811862982
"13",13,31.1284,1,"B5",NA,0.043774,-0.1080628,0.2848876,-0.2040002,0.0009423,-0.9686998,0.0545373,0.1867836,2.57907740180861,17.4749671588969,0.1334692,0.0016044,-0.9690052,0.0939758,0.1505972,0.720113213811284,9.29430841862425
"14",14,31.15049,1,"B5",NA,0.111474,0.2600372,-0.1083124,-0.2030037,0.0012355,-0.9689088,0.0715089,0.1278519,2.47537023000871,-29.7214491418645,0.1336571,0.0013344,-0.9689798,0.0781643,0.1617053,1.37872376015325,20.2527611800094
"15",15,31.17266,1,"B5",NA,0.140274,0.6065372,-0.4572124,-0.2024273,0.0009535,-0.9690298,0.0551837,0.093763,1.26160392738097,-2.34966657409693,0.1341563,0.0006378,-0.9689115,0.0373586,0.1912194,1.61573545468654,-2.22114166839948
"16",16,31.19494,1,"B5",NA,0.097374,0.6259372,-0.4619124,-0.2026454,0.000204,-0.9689845,0.0118078,0.1066558,2.37669138305957,63.6901917522619,0.1344121,-2.99e-05,-0.9688762,-0.0017521,0.2063421,1.2785737159886,20.2920582341546
"17",17,31.20622,1,"B5",NA,0.035074,0.5435372,-0.3653124,-0.2030126,-0.0006441,-0.9689075,-0.0372809,0.1283697,3.24899154794676,5.6024626417014,0.1345031,-0.0006637,-0.9688634,-0.0388769,0.2117266,1.9070620296664,11.7774600620257
"18",18,31.22824,1,NA,1,-0.049526,0.3590372,-0.1706124,-0.2034703,-0.001632,-0.9688103,-0.0944581,0.1554531,1.79288272335945,-40.9238857008892,0.1343744,-0.0013121,-0.9688806,-0.0768577,0.2041207,1.19885194994816,-13.8345240675254
"19",19,31.25043,1,NA,1,-0.091226,0.3593372,-0.1820124,-0.2032809,-0.0023183,-0.9688487,-0.1341752,0.144272,1.44403103097624,3.90577438841687,0.1342048,-0.0019824,-0.9689029,-0.1161175,0.1941002,1.29855341347293,59.6859569052725
"20",20,31.26185,1,NA,1,-0.098226,0.4379372,-0.2617124,-0.2031403,-0.002607,-0.9688774,-0.1508893,0.1359657,1.71277412877895,116.622440516742,0.13431,-0.0023503,-0.9688875,-0.1376722,0.2003272,2.6104696861583,146.709617919908
"21",21,31.28405,1,NA,1,-0.139826,0.5836372,-0.3659124,-0.2036151,-0.0036126,-0.9687745,-0.2090867,0.1640835,6.3683852012759,276.204813085203,0.135174,-0.0033238,-0.9687645,-0.1946949,0.2514439,6.57406662954142,240.033952350696
"22",22,31.30596,1,NA,1,-0.206426,0.6511372,-0.2749124,-0.2061871,-0.0048583,-0.968225,-0.2811866,0.3163045,13.8768855792094,334.843068353301,0.1377137,-0.0040369,-0.9684041,-0.236461,0.4017012,13.1805341949935,317.968241552088
"23",23,31.32817,1,NA,1,-0.283626,0.7419372,-0.0422124,-0.2115076,-0.0063296,-0.9670681,-0.3663436,0.6314423,21.1393050728201,294.856921712162,0.1428194,-0.0044382,-0.9676625,-0.2599707,0.7039115,20.6077576687312,311.045776385907
"24",24,31.35033,1,NA,1,-0.377826,0.9664372,0.1861876,-0.2187926,-0.0083723,-0.9654304,-0.4845764,1.0636176,26.9612937855432,182.726026145739,0.1501102,-0.0051012,-0.9665551,-0.2988076,1.1358794,26.9828034534801,247.043706667055
"25",25,31.37261,1,NA,1,-0.470226,1.3063372,0.4085876,-0.2277251,-0.0106292,-0.9633403,-0.6152059,1.594593,29.2500497831845,49.9395988741828,0.1592436,-0.0057467,-0.9650887,-0.3366188,1.6777317,31.5815033292337,184.296632148542
"26",26,31.39471,1,NA,1,-0.487526,2.0177372,0.2923876,-0.2366324,-0.0124076,-0.9611698,-0.7181392,2.1252497,29.18711490316,-49.4744885271295,0.1694425,-0.006402,-0.9633463,-0.3750025,2.2838076,35.1658674659734,75.4151060574439
"27",27,31.40619,1,NA,1,-0.461726,2.5798372,0.0562876,-0.2412459,-0.013118,-0.9600128,-0.7592598,2.4005581,28.0838726114044,128.272869242712,0.1752876,-0.0068076,-0.9622971,-0.3987605,2.6316668,35.0354752110173,156.904413320651
"28",28,31.41771,1,NA,1,-0.442826,3.0830372,-0.1418124,-0.2455978,-0.0137907,-0.9588992,-0.7981997,2.6605755,32.1463658603095,258.117148400038,0.1807156,-0.007184,-0.9612898,-0.4208099,2.95505,38.781399477296,207.377522895203
"29",29,31.43917,1,NA,1,-0.422626,4.1164372,-0.4539124,-0.2561084,-0.015392,-0.9561213,-0.8908874,3.2898636,35.6569496056205,115.352784729847,0.1932822,-0.0079127,-0.9588363,-0.4634917,3.7050679,40.7039581458666,54.176300166615
"30",30,31.46145,1,NA,1,-0.463626,4.8983372,-0.5101124,-0.267038,-0.0174661,-0.9530906,-1.0109461,3.9464061,37.1523443508933,43.6648492281484,0.2054984,-0.0087218,-0.9562856,-0.5108899,4.4360975,41.122033245515,33.5856722695706
"31",31,31.48376,1,NA,1,-0.502126,5.7320372,-0.5708124,-0.2786449,-0.0195162,-0.9497223,-1.129624,4.6460242,37.6032616304982,67.8502808322193,0.2184749,-0.009508,-0.9533971,-0.5569424,5.2148442,42.2019879047885,117.494311556306
"32",32,31.495,1,NA,1,-0.500926,6.1973372,-0.6505124,-0.2843532,-0.020246,-0.9480134,-1.17187,4.990959,38.9013593312014,104.141102147008,0.2250074,-0.0097522,-0.9518741,-0.5712507,5.6077657,44.2991681249333,143.570588863894
"33",33,31.51693,1,NA,1,-0.469626,7.2020372,-0.8411124,-0.2963533,-0.0212479,-0.944309,-1.2298718,5.7180018,40.9363116855665,57.0978004160965,0.2387958,-0.0098999,-0.9485074,-0.5799008,6.439208,46.50443374078,54.5639410646241
"34",34,31.53912,1,NA,1,-0.459526,8.2125372,-1.0018124,-0.3088899,-0.0225002,-0.9402537,-1.3023675,6.4807958,41.4112335115639,42.6979388152187,0.2530778,-0.0102692,-0.9447931,-0.6015334,7.3036612,46.694570409403,25.6660064778799
"35",35,31.55043,1,NA,1,-0.441826,8.7115372,-1.0719124,-0.3152181,-0.022858,-0.9381426,-1.3230859,6.8670051,42.1349984336645,61.8520863730376,0.2602472,-0.0102262,-0.9428439,-0.5990117,7.738879,47.178224898099,50.1002039064891
"36",36,31.57277,1,NA,1,-0.432126,9.6828372,-1.1694124,-0.328131,-0.0238922,-0.9336784,-1.3829551,7.6580013,43.4689379499178,21.5280745212602,0.2747398,-0.0103931,-0.9387214,-0.6087923,8.6215234,48.4613667940104,27.4153810332487
"37",37,31.59474,1,NA,1,-0.412426,10.6694372,-1.2735124,-0.3411119,-0.0246609,-0.9289944,-1.4274587,8.4569645,43.103035028174,-57.1975216998177,0.2893182,-0.010427,-0.9343308,-0.6107784,9.5134066,48.4041084193699,-42.6178760060233
"38",38,31.60599,1,NA,1,-0.398426,11.1900372,-1.3542124,-0.3475223,-0.024958,-0.9266075,-1.4446596,8.8529906,42.0034557362014,-78.683561532995,0.2966012,-0.0104717,-0.9320439,-0.6133943,9.9605752,47.4745260414925,-70.3837141398975
"39",39,31.62804,1,NA,1,-0.367226,12.2033372,-1.5219124,-0.3597854,-0.0253788,-0.9219038,-1.4690239,9.6134199,40.6886860848632,-69.5390133093842,0.3105677,-0.0105291,-0.927483,-0.6167604,10.8212381,46.1925857085632,-78.1483928218734
"40",40,31.65023,1,NA,1,-0.325626,13.2150372,-1.7136124,-0.3715882,-0.0254977,-0.9172068,-1.4759061,10.3488914,38.9256620693488,-36.2076780961096,0.3240854,-0.0104986,-0.9228468,-0.6149702,11.6583768,44.0144396717587,-68.3082438936461
"41",41,31.6617,1,NA,1,-0.304726,13.6864372,-1.7832124,-0.3773852,-0.0254847,-0.9148372,-1.4751548,10.7114768,39.0063641734792,-2.12110755315098,0.3306488,-0.010397,-0.9205167,-0.6090195,12.0663588,43.5733311635147,-38.7095786063682
"42",42,31.68385,1,NA,1,-0.289926,14.5703372,-1.8668124,-0.3889553,-0.0258097,-0.9099693,-1.4939752,11.438229,38.7565532844205,-35.904753083854,0.3435929,-0.0104323,-0.9157635,-0.6110886,12.8741227,42.7103323550194,-47.0886260276868
"43",43,31.70585,1,NA,1,-0.324926,15.3474372,-1.8841124,-0.3999569,-0.0268479,-0.9051574,-1.5540829,12.1334675,37.4248633161932,-56.6458122852434,0.3557314,-0.0110249,-0.91111,-0.645802,13.6356472,41.495587382573,-45.9257528950046
"44",44,31.72828,1,NA,1,-0.354326,16.2186372,-1.9991124,-0.4107245,-0.0277591,-0.9002949,-1.6068399,12.8175282,36.241450631047,-68.4571477832554,0.3678875,-0.011838,-0.9062596,-0.6934342,14.4023468,40.6738458227927,-64.6957527999374
"45",45,31.75019,1,NA,1,-0.365326,17.0601372,-2.1220124,-0.4208908,-0.0282552,-0.8955718,-1.635564,13.4665915,34.3976357638943,-109.386895624448,0.3793966,-0.0123918,-0.9014945,-0.7258704,15.132052,38.6415688657632,-117.792653732404
"46",46,31.77236,1,NA,1,-0.383126,17.8505372,-2.2336124,-0.4304511,-0.0287728,-0.8909995,-1.6655376,14.0802066,31.4131157276881,-115.062594467274,0.3902052,-0.0130139,-0.8968603,-0.762317,15.8209675,35.4750360331958,-127.013928950529
"47",47,31.79458,1,NA,1,-0.388226,18.6004372,-2.3699124,-0.4390081,-0.0289952,-0.8868075,-1.6784114,14.6319384,29.2909850536718,-42.295591987351,0.3999753,-0.0135158,-0.8925384,-0.7917171,16.4468106,33.0042113445562,-72.9983210284445
"48",48,31.81713,1,NA,1,-0.369126,19.2882372,-2.4630124,-0.4473202,-0.0287288,-0.8826525,-1.6629845,15.1700079,29.5371013212469,13.9457496240353,0.4093451,-0.0135087,-0.8882803,-0.7913032,17.0497264,32.2195071709808,-23.1912340787352
"49",49,31.83904,1,NA,1,-0.354326,19.8204372,-2.4059124,-0.455705,-0.0284847,-0.878361,-1.6488517,15.7154012,29.9090729202124,-18.2105557365296,0.4183817,-0.0131038,-0.8840661,-0.7675835,17.6338351,31.9657004840293,-20.4634097223402
"50",50,31.86128,1,NA,1,-0.337326,20.3431372,-2.3365124,-0.4641062,-0.0281698,-0.8739612,-1.6306181,16.2645134,28.7214933088109,-30.8777566930077,0.4274012,-0.0126267,-0.879748,-0.7396362,18.2196302,31.3131174453122,0.280871231238912
"51",51,31.88377,1,NA,1,-0.302826,20.9674372,-2.3887124,-0.4720375,-0.0275069,-0.8697242,-1.5922389,16.7851575,28.5335410151165,4.01664481093137,0.4362346,-0.0122556,-0.8754067,-0.7178922,18.7962123,31.9856697626434,38.9460121464241
"52",52,31.90614,1,NA,1,-0.270226,21.6884372,-2.5147124,-0.4801547,-0.0268096,-0.8652912,-1.5518671,17.3206632,28.9001951397044,2.91112688893662,0.4454708,-0.0121398,-0.8707446,-0.7111121,19.4022916,33.0591505693426,48.0595429018121
"53",53,31.92804,1,NA,1,-0.253226,22.4655372,-2.7043124,-0.4880446,-0.0263037,-0.8608814,-1.5225735,17.8439832,28.6687518792693,-7.21979625985267,0.4546278,-0.0124568,-0.8659943,-0.7296821,20.0065909,34.1132318758129,33.3576175725029
"54",54,31.95009,1,NA,1,-0.205926,23.4339372,-3.0717124,-0.4958652,-0.0251239,-0.856436,-1.4542669,18.3648117,28.5833873524561,14.1260708583799,0.46417,-0.0128355,-0.8609119,-0.7518682,20.6399238,34.5230017693141,4.18396195738974
"55",55,31.97253,1,NA,1,-0.175726,24.3942372,-3.4233124,-0.5037651,-0.0241358,-0.8518417,-1.3970614,18.8938994,29.304239788167,34.6394389762155,0.4737468,-0.0134155,-0.8556704,-0.7858421,21.2794752,34.2937604576912,-17.8216723889246
"56",56,31.99474,1,NA,1,-0.211026,25.1819372,-3.5976124,-0.5118873,-0.0242804,-0.8469817,-1.4054297,19.4418913,30.1294596480101,-28.0066956937893,0.4831032,-0.0144803,-0.8504054,-0.8482218,21.9084043,33.7290134605114,-86.8131445923973
"57",57,32.0167,1,NA,1,-0.276626,25.8007372,-3.6125124,-0.5200219,-0.0249927,-0.8419909,-1.4466725,19.9944239,28.0834745455768,-125.68296486601,0.4920566,-0.0155461,-0.8452375,-0.9106583,22.5140252,30.4745702471798,-138.894057274647
"58",58,32.03923,1,NA,1,-0.359826,26.2853372,-3.5641124,-0.5272306,-0.0260635,-0.8374634,-1.5086696,20.4872703,24.5192914218388,-156.195523253794,0.4998342,-0.0166985,-0.8406394,-0.9781685,23.0433302,27.5549204925204,-137.520752301029
"59",59,32.06111,1,NA,1,-0.418626,26.9244372,-3.7322124,-0.5333131,-0.0265596,-0.8335874,-1.5373897,20.9048625,21.1455302619976,-148.139246341092,0.5069367,-0.0181129,-0.8363461,-1.0610278,23.5295402,24.3724289999655,-170.177754236889
