"","Time","Phase","GFO","Movement","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",39.25864,"1","B5",NA,-0.1409583,-0.0301898,-0.9699363,-1.7642641,0.2356968,2.8180071,61.0821812,0.0605985,-0.0269401,-0.9705276,-1.586933,0.1824314,3.3706386,104.1598738
"2",39.28071,"1","B5",NA,-0.1403491,-0.0309139,-0.9700018,-1.8065969,0.1999012,5.0238412,14.3543795,0.0594292,-0.0276533,-0.9705799,-1.6289564,0.1134795,6.9498844,-59.5367807
"3",39.29193,"1","B5",NA,-0.1398943,-0.0311941,-0.9700586,-1.822977,0.1731104,4.2245462,-1.2515665,0.0590097,-0.0280219,-0.9705949,-1.6506729,0.0887512,3.7942534,-124.9414888
"4",39.3142,"1","B5",NA,-0.1383306,-0.0315044,-0.9702728,-1.8411157,0.0808479,5.7552809,-15.6647351,0.0580413,-0.028756,-0.9706318,-1.6939258,0.0316657,4.4928089,-7.3284428
"5",39.33628,"1","B5",NA,-0.1372228,-0.0317477,-0.9704221,-1.8553361,0.0155008,3.5458512,-93.1744571,0.0572367,-0.0292754,-0.9706641,-1.7245318,0.0157786,3.4765892,-50.7123539
"6",39.35893,"1","B5",NA,-0.1368066,-0.0319972,-0.9704727,-1.8699234,-0.0090068,1.5915149,NA,0.0565885,-0.0295636,-0.9706934,-1.7415185,0.054009,2.2217732,-55.0825678
"7",39.38057,"1","B5",NA,-0.1366996,-0.0321576,-0.9704824,-1.8793007,-0.0152803,NA,NA,0.0564326,-0.0297285,-0.9706974,-1.7512352,0.0631895,1.0366614,-23.0679151
"8",39.39193,"1","B5",NA,-0.1364861,-0.0321366,-0.9705132,-1.878076,-0.0278891,1.3070151,NA,0.056247,-0.0297615,-0.9707072,-1.7531792,0.0741432,1.1346873,NA
"9",39.41405,"1","B5",NA,-0.1362958,-0.0319393,-0.9705465,-1.8665371,-0.0391781,0.7503326,10.6581713,0.0560495,-0.0296192,-0.9707229,-1.7447898,0.0858186,NA,NA
"10",39.43617,"1","B5",NA,-0.1365071,-0.0321457,-0.9705101,-1.8786069,-0.0266489,1.7785326,29.8587735,0.0558835,-0.0297038,-0.9707299,-1.7497774,0.0956077,1.6524832,NA
"11",39.4473,"1","B5",NA,-0.1364527,-0.0317449,-0.9705308,-1.8551747,-0.0299663,1.9258351,10.4841784,0.0556482,-0.0293166,-0.9707552,-1.7269608,0.1095345,3.3486844,51.335962
"12",39.45884,"1","B5",NA,-0.1364413,-0.031523,-0.9705396,-1.8422055,-0.0306947,2.0150812,62.5782673,0.0553545,-0.0290692,-0.9707794,-1.7123822,0.1268918,2.7748336,23.7273279
"13",39.48064,"1","B5",NA,-0.1359174,-0.0307728,-0.9706372,-1.7983486,-0.0618211,4.5749005,-2.8519565,0.0546115,-0.028456,-0.9708397,-1.676249,0.170803,4.893396,-15.3060505
