"","Time","Phase","GFO","Movement","pitch2","yaw2","V2","V2a"
"1",79.60102,1,"B5",NA,0.4428063,-1.4966598,68.8554003,-2885.2131613
"2",79.61248,1,"B5",NA,0.428277,-1.494586,1.63126440175555,-2899.4408081
"3",79.63449,1,"B5",NA,0.3941914,-1.4637416,1.15498832653505,-4.07855017372812
"4",79.65662,1,"B5",NA,0.356673,-1.4672061,1.45334446025446,1.56960191822222
"5",79.66811,1,"B5",NA,0.3278762,-1.4574231,1.33450600558264,-0.459789747310172
"6",79.69003,1,"B5",NA,0.2774164,-1.4570808,1.54106239367908,6.75643705198756
"7",79.71247,1,"B5",NA,0.2549952,-1.444703,1.63283484017425,-1.00309578029151
"8",79.73446,1,"B5",NA,0.2340751,-1.4116707,1.49878659780922,-2.12681277209741
"9",79.75625,1,"B5",NA,0.2879603,-1.3928807,1.53892916501083,-8.98466045110418
"10",79.77913,1,"B5",NA,0.3160603,-1.3854565,1.08564048608297,-0.931033522903686
"11",79.8008,1,"B5",NA,0.3456052,-1.3716506,1.47460617468488,-1.34428989481699
"12",79.81248,1,"B5",NA,0.3620547,-1.3597221,1.2335533900207,6.83760332864985
"13",79.83421,1,"B5",NA,0.3987222,-1.3485447,1.97918112818,-10.8622102272619
"14",79.8456,1,"B5",NA,0.408519,-1.330872,1.34091163416664,-37.191394186291
"15",79.86793,1,"B5",NA,0.4353465,-1.3165386,0.931265989237234,-33.4381892512252
"16",79.87917,1,"B5",NA,0.4351347,-1.3205157,0.385774198363037,4.20966386940106
"17",79.90095,1,"B5",NA,0.4579625,-1.3140903,1.62615882957771,42.4731743844086
"18",79.92334,1,"B5",NA,0.4603367,-1.3483428,2.25298306552231,28.8472455084175
"19",79.94567,1,"B5",NA,0.4670275,-1.3952774,2.91615655735857,25.2660521381481
"20",79.96745,1,"B5",NA,0.4727176,-1.452402,3.36990661911922,39.8332153519615
"21",79.97901,1,"B5",NA,0.4656047,-1.485949,4.05001719194311,26.5157812258338
"22",80.00109,1,"B5",NA,0.4439372,-1.5660984,3.9219193635448,32.4544642394509
"23",80.01257,1,"B5",NA,0.412707,-1.5992472,4.73367545079779,62.3549759188994
"24",80.03487,1,NA,1,0.3773644,-1.6859768,5.93786410624466,52.235520399111
"25",80.05696,1,NA,1,0.3047969,-1.8058756,7.05278063519876,53.3618337599902
"26",80.07912,1,NA,1,0.2179222,-1.9274881,8.2993275700211,124.228757200487
"27",80.09079,1,NA,1,0.1491519,-2.0088051,10.5423645460499,167.80762805519
"28",80.11292,1,NA,1,-0.0007982,-2.1959419,13.7160247413621,202.761658751721
"29",80.13494,1,NA,1,-0.2577941,-2.4543493,19.4877630820434,202.666274891311
"30",80.14633,1,NA,1,-0.3600332,-2.6349576,21.1190285397646,181.621016022491
"31",80.1676,1,NA,1,-0.5328552,-2.9961764,25.7989164748166,254.833057654974
"32",80.18964,1,NA,1,-0.5845545,-3.5069106,32.1826520573488,318.911701851375
"33",80.21198,1,NA,1,-0.5450659,-4.1557442,39.9609983609619,366.158706476868
"34",80.23405,1,NA,1,-0.5953924,-4.9489063,48.4389060229194,596.788988390368
"35",80.24543,1,NA,1,-0.6757279,-5.438696,57.6503422390543,573.52739938234
"36",80.25668,1,NA,1,-0.7730471,-6.0089552,61.4484998120218,156.688109584765
"37",80.2784,1,NA,1,-0.9439994,-7.1066854,60.9220550715105,217.214016334684
"38",80.28991,1,NA,1,-1.027574,-7.6820566,66.2012986595468,425.562719347324
"39",80.31184,1,NA,1,-1.1992833,-8.9519002,74.8079380978325,289.042721237331
"40",80.33424,1,NA,1,-1.3145596,-10.3961888,78.9659565501833,259.915740571094
"41",80.34556,1,NA,1,-1.3137713,-11.1426012,82.7491645916887,219.683559760011
"42",80.36765,1,NA,1,-1.2367328,-12.6977398,85.0721812904393,99.5280804268334
"43",80.37904,1,NA,1,-1.19597,-13.5003793,86.1416419087478,54.5467532748164
"44",80.40132,1,NA,1,-1.0810549,-15.1029686,86.4802713474126,-45.2232235070032
"45",80.4229,1,NA,1,-0.9316828,-16.6418199,84.2004467476731,-76.3221281190799
"46",80.44506,1,NA,1,-0.7051868,-18.1579461,83.1589488769901,-98.2061495044295
"47",80.46721,1,NA,1,-0.5246534,-19.6794151,79.8494443346136,-135.225272378265
"48",80.47899,1,NA,1,-0.4415923,-20.4334851,78.4236255633951,-152.237891657475
"49",80.50041,1,NA,1,-0.2997207,-21.8337137,74.4943721183613,-160.220317507274
"50",80.51203,1,NA,1,-0.2365987,-22.5180227,72.9024077299357,-72.9880062005438
"51",80.53429,1,NA,1,-0.148247,-23.8821341,72.7026484138852,-59.2037999353437
"52",80.55664,1,NA,1,-0.1306149,-25.2095941,70.2568055250467,-76.4238900917048
"53",80.57915,1,NA,1,-0.1120142,-26.5006865,69.2795542717647,-41.6663001098107
"54",80.60119,1,NA,1,-0.1068746,-27.7661083,68.3997503920817,-75.8020954346313
"55",80.62337,1,NA,1,-0.1085606,-29.0111413,65.9225619091725,-98.1112610872578
"56",80.64587,1,NA,1,-0.1295941,-30.2157108,64.0204830622055,-109.750751977212
"57",80.66782,1,NA,1,-0.1995298,-31.3719687,61.0580086366681,-190.693088068252
"58",80.6901,1,NA,1,-0.275972,-32.4644195,55.5677373977676,-233.136629056506
"59",80.71262,1,NA,1,-0.3602275,-33.4514361,50.6166760263222,-220.344151419344
"60",80.7347,1,NA,1,-0.4622065,-34.3452055,45.7406049018421,-251.558398373151
"61",80.75599,1,NA,1,-0.4857726,-35.1090591,39.7308585454997,-226.856006479473
"62",80.7673,1,NA,1,-0.481379,-35.4574739,37.7919652181647,-158.731648892563
"63",80.78905,1,NA,1,-0.4879929,-36.1461031,34.6157795054415,-171.635391299344
"64",80.80046,1,NA,1,-0.489547,-36.449213,32.3652795993093,-98.6182241862743
"65",80.82219,1,NA,1,-0.4759931,-37.0356335,32.3653405998601,44.674583085478
"66",80.84498,1,NA,1,-0.4744913,-37.6437606,34.4015441207088,75.7940229631131
"67",80.86719,1,NA,1,-0.4352375,-38.3052338,35.7839319880815,-11.0679714565933
"68",80.88902,1,NA,1,-0.397935,-38.9494271,33.9419683279571,-209.736844703953
"69",80.90032,1,NA,1,-0.3815395,-39.2556553,30.1553828552135,-189.558938989269
"70",80.9222,1,NA,1,-0.4156807,-39.7688775,29.1921854676703,-162.389511184012
"71",80.93346,1,NA,1,-0.4278927,-40.0465634,26.0308593514816,-325.94742537855
"72",80.95631,1,NA,1,-0.4484679,-40.488898,17.5503641213564,-329.315772758051
"73",80.97861,1,NA,1,-0.4890763,-40.7368039,11.1392501807123,-212.766579865903
"74",81.00071,1,NA,1,-0.5580877,-40.9089123,8.08858251154708,-35.7042424914207
"75",81.02286,1,NA,1,-0.6523312,-40.7869535,9.56445420139524,170.629115854482
"76",81.04512,1,NA,1,-0.7409229,-40.5953877,15.6776613640219,355.011385695822
"77",81.06746,1,NA,1,-0.8306559,-40.2498527,25.4043927178338,420.25925770522
"78",81.07881,1,NA,1,-0.8358334,-39.9703298,30.0025410340046,277.067562491078
"79",81.10072,1,NA,1,-0.865181,-39.4223017,33.2673923177598,168.332141851939
"80",81.12281,1,NA,1,-0.8421431,-38.7742869,37.4126329144655,178.843815596642
"81",81.14497,1,NA,1,-0.8444019,-38.0617715,41.1806145599171,117.808199276557
"82",81.16698,1,NA,1,-0.8460585,-37.2803657,42.6240551375405,86.5732477027717
"83",81.17879,1,NA,1,-0.8373775,-36.8649426,43.8944021532454,72.5723900677853
"84",81.20047,1,NA,1,-0.7900988,-36.058495,44.7091237723203,43.2891785738656
"85",81.22231,1,NA,1,-0.671913,-35.2530294,45.7792607676755,79.967798177958
"86",81.2448,1,NA,1,-0.4909882,-34.3897707,48.2742260190273,100.68180870788
