"","X","Time","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",1,226.4875,1,"B5",NA,-0.358630973,2.611703097,-1.947066372,-0.1602854,-0.0115241,-0.9769078,-0.6669394,0.4043604,3.3493978,89.0924643,0.0973646,-0.0113374,-0.9766662,-0.661793,0.8590995,3.9795668,-11.627317
"2",2,226.5098,1,"B5",NA,-0.437730973,2.486003097,-1.778566372,-0.1612182,-0.0126017,-0.976741,-0.7293106,0.4591953,4.12537032686632,192.6933711,0.097816,-0.0121159,-0.9766118,-0.7072398,0.8856385,3.56972020736781,184.9683187
"3",3,226.532,1,"B5",NA,-0.544830973,2.540403097,-1.756266372,-0.1624251,-0.0144971,-0.9765147,-0.8390127,0.5302528,4.07453156091937,59.8092421867166,0.0990926,-0.0137527,-0.9764614,-0.80279,0.9606649,6.11730955763193,144.642010513054
"4",4,226.5434,1,"B5",NA,-0.598930973,2.740703097,-1.918366372,-0.1627326,-0.0157919,-0.9764433,-0.9139556,0.5484825,5.46428867609824,52.0762681255243,0.1000195,-0.0150754,-0.9763473,-0.8800049,1.0151758,8.1069258390823,61.6758640698096
"5",5,226.5652,1,"B5",NA,-0.684130973,3.080003097,-2.159866372,-0.1638202,-0.0178699,-0.9762257,-1.0342317,0.612654,5.07720825488392,12.9819452041387,0.102097,-0.0171169,-0.9760986,-0.9991892,1.1373057,6.99128869360496,-68.5331772980735
"6",6,226.5771,1,"B5",NA,-0.731030973,3.196303097,-2.231766372,-0.1643764,-0.018876,-0.9761133,-1.092467,0.6454793,5.59747474397384,25.3889220505637,0.1029774,-0.0180671,-0.975989,-1.0546638,1.1890949,5.96919366249695,-48.6118960199142
"7",7,226.5985,1,"B5",NA,-0.843730973,3.232503097,-2.179466372,-0.1658075,-0.0208323,-0.9758315,-1.2057025,0.7298762,5.74851532483653,26.9963276475756,0.1044074,-0.0197129,-0.9758052,-1.1507463,1.2732434,5.72665776206451,38.2684650183746
"8",8,226.6209,1,"B5",NA,-1.004530973,3.312703097,-2.173466372,-0.1671177,-0.0236794,-0.9755429,-1.3705136,0.8074507,6.79985225151709,-23.1967805493241,0.105881,-0.0222551,-0.9755917,-1.2991735,1.3601216,7.69495434861177,18.5573494013046
"9",9,226.6318,1,"B5",NA,-1.065630973,3.422903097,-2.230366372,-0.1678301,-0.0249116,-0.9753899,-1.4418468,0.8495934,5.78257437747041,-49.5549738177786,0.1068902,-0.0233906,-0.9754551,-1.365473,1.419562,7.14171738728557,-43.9944799469821
"10",10,226.6541,1,"B5",NA,-1.199430973,3.626603097,-2.350766372,-0.1688822,-0.0275376,-0.9751377,-1.5938712,0.9121006,5.653642415955,-33.5643710557341,0.1085246,-0.0258662,-0.9752121,-1.5100217,1.515975,6.31141534656598,-110.166766608475
"11",11,226.6653,1,"B5",NA,-1.242430973,3.677603097,-2.365366372,-0.1694088,-0.0283563,-0.9750228,-1.6412701,0.9432744,4.96655557017962,-52.5064456657512,0.1091736,-0.0265931,-0.9751201,-1.5524663,1.5542366,4.26069245866391,-109.229220392608
"12",12,226.6874,1,"B5",NA,-1.328130973,3.589303097,-2.209066372,-0.1706967,-0.0296272,-0.9747604,-1.7148546,1.0193438,4.00154025136371,-37.9863126933181,0.1100801,-0.027508,-0.9749928,-1.6058913,1.6076686,3.47927661575959,-10.7651449301601
"13",13,226.7097,1,"B5",NA,-1.395030973,3.637203097,-2.201066372,-0.1715525,-0.0308397,-0.9745725,-1.7850553,1.0700257,3.28109919436385,-40.9603736493735,0.1110265,-0.0285496,-0.9748556,-1.6667168,1.6634824,3.78763863136635,-8.25691039245392
"14",14,226.7325,1,"B5",NA,-1.424530973,3.760603097,-2.269066372,-0.1722832,-0.0315664,-0.9744203,-1.8271328,1.1132248,2.149900599881,-24.0000767300525,0.1120867,-0.0292162,-0.9747145,-1.7056401,1.725929,3.09584755532576,-19.3543641980316
"15",15,226.7543,1,"B5",NA,-1.466630973,3.878103097,-2.349266372,-0.1727118,-0.0324918,-0.974314,-1.8807146,1.1387342,2.18508187549185,-5.10840636307116,0.1128608,-0.0301185,-0.9745977,-1.7583342,1.7716239,2.91344663847094,-9.37216495038101
"16",16,226.7763,1,"B5",NA,-1.509830973,3.969403097,-2.405766372,-0.1731425,-0.0333866,-0.9742075,-1.9325263,1.1643703,1.92480795590957,-17.1306447484928,0.113553,-0.0309699,-0.9744906,-1.8080548,1.8124978,2.6851457004159,-11.532244947541
"17",17,226.7986,1,"B5",NA,-1.521430973,4.081903097,-2.487966372,-0.1734678,-0.03379,-0.9741356,-1.9558848,1.1836397,1.42460430952163,-11.6699407269361,0.1142071,-0.0313917,-0.9744007,-1.8326874,1.8510458,2.40222170842052,13.8425370441012
"18",18,226.8207,1,"B5",NA,-1.516330973,4.200703097,-2.571966372,-0.1738632,-0.0339221,-0.9740606,-1.9635343,1.2069447,1.40451044442123,7.24243653037773,0.1149381,-0.0315516,-0.9743095,-1.8420306,1.8940678,3.29444840285916,26.207100306566
"19",19,226.843,1,"B5",NA,-1.510430973,4.461603097,-2.780866372,-0.1743164,-0.0342925,-0.9739665,-1.984988,1.2337376,1.74779882370954,8.63546095040849,0.1161686,-0.0320539,-0.9741472,-1.8713653,1.9665527,3.56298393236974,-1.55806691262795
"20",20,226.8653,1,"B5",NA,-1.509330973,4.619603097,-2.892766372,-0.1748392,-0.0345557,-0.9738635,-2.0002274,1.2645873,1.78965200280947,16.181507940343,0.1171378,-0.0323537,-0.9740212,-1.8888749,2.0236256,3.22495861855595,7.59435237310966
"21",21,226.8878,1,"B5",NA,-1.554930973,4.781003097,-3.005766372,-0.1753832,-0.0356074,-0.9737278,-2.0611263,1.296985,2.47559131619024,31.7623528506133,0.1181539,-0.033402,-0.9738631,-1.9500961,2.0836514,3.90776140632415,41.179735719944
"22",22,226.9099,1,"B5",NA,-1.624030973,4.968303097,-3.144966372,-0.1758742,-0.0370987,-0.9735836,-2.1474906,1.3264481,3.20574247548897,1.18437466255168,0.1192113,-0.0348994,-0.9736817,-2.0375562,2.1462364,5.05724165360442,9.78071535745934
"23",23,226.9318,1,"B5",NA,-1.643130973,5.234303097,-3.349966372,-0.1764695,-0.0378783,-0.9734459,-2.1926396,1.3617933,2.53407462920841,62.5526190826299,0.1205884,-0.0357793,-0.9734802,-2.0889498,2.2275073,4.34655927515454,27.7873085390227
"24",24,226.943,1,"B5",NA,-1.703630973,5.317403097,-3.405166372,-0.176791,-0.0390409,-0.9733416,-2.2599772,1.3811959,4.27875466096729,54.9294530711757,0.1211621,-0.0369027,-0.973367,-2.1545719,2.2615803,5.3324489881929,48.9025072284815
"25",25,226.965,1,"B5",NA,-1.779330973,5.476703097,-3.512766372,-0.1773878,-0.0405871,-0.9731698,-2.3495272,1.4169851,3.26860053371661,17.1132553254733,0.1222286,-0.0384161,-0.9731751,-2.2429717,2.3247865,5.54759022706391,70.2743895672887
"26",26,226.9872,1,"B5",NA,-1.875730973,5.825203097,-3.793266372,-0.1779453,-0.0427942,-0.9729734,-2.4773761,1.4507935,5.04776641675718,83.9395595704785,0.1238578,-0.0407403,-0.9728745,-2.3787509,2.421415,8.45067605553589,115.110723428695
"27",27,227.0097,1,"B5",NA,-1.973530973,6.305503097,-4.161166372,-0.1790437,-0.0452246,-0.9726618,-2.6181681,1.5166385,7.02183793218543,167.033703150812,0.126381,-0.0433211,-0.9724384,-2.5295326,2.5708803,10.6883418917818,177.607020199254
"28",28,227.0319,1,"B5",NA,-2.209730973,6.747103097,-4.446566372,-0.1809037,-0.0499163,-0.9720881,-2.8899988,1.6286539,12.4903837901925,161.754919439535,0.1295335,-0.0479004,-0.9718086,-2.797122,2.7583233,16.3662632968663,222.385349573225
"29",29,227.0539,1,"B5",NA,-2.397130973,7.356203097,-4.813866372,-0.1839605,-0.0540144,-0.971295,-3.1274964,1.8112429,14.1883205664248,123.210977827675,0.1342576,-0.0519136,-0.970961,-3.0316856,3.0385848,20.5244497180924,181.648356514032
"30",30,227.0652,1,"B5",NA,-2.489630973,7.833703097,-5.127766372,-0.1859356,-0.0562768,-0.9707904,-3.2586259,1.9291774,16.1007665939024,68.872784098854,0.137548,-0.0542456,-0.9703728,-3.1680042,3.2338418,22.493906822589,1.92031844222785
"31",31,227.0873,1,"B5",NA,-2.569530973,8.595503097,-5.558266372,-0.1903006,-0.0586819,-0.9698017,-3.3980493,2.1884974,15.4046731017591,2.97372383827671,0.143854,-0.0566711,-0.9693192,-3.3098105,3.6075467,18.7270148084131,-189.152393152005
"32",32,227.1095,1,"B5",NA,-2.617530973,8.899003097,-5.558666372,-0.1949304,-0.059896,-0.9688073,-3.4684422,2.4630039,16.2359496766304,66.2695562351389,0.1489886,-0.05745,-0.9684974,-3.355352,3.9115782,14.1125853268865,-258.144625479735
"33",33,227.1209,1,"B5",NA,-2.636130973,8.740703097,-5.256066372,-0.1976143,-0.0600062,-0.9682566,-3.4748314,2.6218596,17.3200238041287,38.4815859111048,0.1509518,-0.0569553,-0.9682226,-3.3264269,4.0274736,10.596459761865,-134.283193605108
"34",34,227.1428,1,"B5",NA,-2.550030973,8.066303097,-4.324866372,-0.2030558,-0.0576303,-0.9672746,-3.3370896,2.9423205,16.9229538115796,-50.292099709121,0.1537895,-0.0530491,-0.9679979,-3.098058,4.1933993,11.4695181516019,-19.2717912646285
"35",35,227.165,1,"B5",NA,-2.469930973,7.548003097,-3.574566372,-0.2078273,-0.0555302,-0.9663837,-3.2153536,3.2236016,15.0924938920106,-76.2260426699667,0.1564824,-0.0496634,-0.9677459,-2.9001594,4.3511525,9.72883252574622,-49.6715692280809
"36",36,227.1871,1,"B5",NA,-2.363930973,6.989303097,-2.813466372,-0.2121732,-0.0529013,-0.9655864,-3.0629829,3.4795563,13.5455174106146,-44.154690837942,0.1586394,-0.0457758,-0.9675864,-2.6729688,4.4770695,9.26619386547844,-66.1010970732941
"37",37,227.1988,1,"B5",NA,-2.318330973,6.749303097,-2.484066372,-0.2140838,-0.0517589,-0.9652266,-2.9967745,3.5921747,13.3312851939809,-54.4324981696005,0.1595991,-0.0440809,-0.9675073,-2.5739304,4.5331527,7.96435454351484,-96.9598212229758
"38",38,227.2205,1,"B5",NA,-2.277230973,6.111603097,-1.669366372,-0.2181072,-0.0500509,-0.9644155,-2.8977978,3.8299621,11.3662514487162,-122.900261406805,0.1612276,-0.0409824,-0.9673735,-2.3928969,4.6283007,6.17082080556439,-52.1916963506751
"39",39,227.2427,1,"B5",NA,-2.179430973,5.548003097,-0.990066372,-0.2210051,-0.0474612,-0.9638865,-2.747745,4.00049,7.9197908627529,-140.958176304886,0.1620247,-0.0373412,-0.9673877,-2.1801827,4.6740911,5.68836888771062,-15.1959528904538
"40",40,227.265,1,"B5",NA,-2.039730973,5.273703097,-0.654966372,-0.222522,-0.0446367,-0.9636724,-2.5841089,4.0889157,5.09504138275166,-96.6850001427534,0.1624638,-0.0340893,-0.9674341,-1.9902393,4.6989347,5.49525451348699,-18.1412090063305
"41",41,227.2873,1,"B5",NA,-1.962130973,4.942003097,-0.326666372,-0.2230312,-0.042751,-0.9636402,-2.47487,4.1180762,3.60763985638945,-71.5228502284814,0.1618372,-0.0318316,-0.967616,-1.8583802,4.6610853,4.87927096602848,-13.6725349327093
"42",42,227.3094,1,"B5",NA,-1.932830973,4.487803097,0.116933628,-0.2236076,-0.0414476,-0.9635637,-2.3993725,4.1515985,1.92039147864769,-10.5160974285614,0.1608949,-0.0299538,-0.9678331,-1.7487184,4.6047216,4.8854039533405,-64.2900072260931
