"","Time","Phase","GFO","Movement","pitch2","yaw2","V2","V2a"
"1",81.88609,1,"B5",NA,1.2378638,-0.4175007,2.9888253,19.8542259
"2",81.90843,1,"B5",NA,1.2486363,0.3510418,18.9899813861592,-23.7323005
"3",81.91988,1,"B5",NA,1.2496903,0.3221013,3.74888889353477,-645.039826498299
"4",81.94171,1,"B5",NA,1.2592553,0.2454061,4.6443582881544,22.1918137572208
"5",81.96371,1,"B5",NA,1.2327184,0.155985,4.71835527708931,-10.6449948628305
"6",81.98656,1,"B5",NA,1.201238,0.0720165,4.1550230483508,-52.5007529661848
"7",82.00874,1,"B5",NA,1.1708424,0.0032358,2.37290403772988,-37.6895697097962
"8",82.02021,1,"B5",NA,1.1558668,0.0142294,2.42989706024707,9.36244623192174
"9",82.04221,1,"B5",NA,1.1037349,0.0646339,2.73252939406984,15.9736256365298
"10",82.05347,1,"B5",NA,1.0783994,0.0819031,2.93736271254799,23.1946155869105
"11",82.07558,1,"B5",NA,1.0125177,0.1311772,3.56082038364577,-20.7462668596275
"12",82.0871,1,"B5",NA,0.9800724,0.1588789,2.75798549194107,-28.1019228016588
"13",82.10904,1,"B5",NA,0.9041057,0.187,3.05388332113972,32.1507987884044
"14",82.12059,1,"B5",NA,0.8679908,0.206729,3.64079558230269,10.07005737782
"15",82.14268,1,"B5",NA,0.8123665,0.2648137,2.96318925846073,8.56699168888939
"16",82.15401,1,"B5",NA,0.7716987,0.2831254,3.50486276994687,7.25409750089858
"17",82.17608,1,"B5",NA,0.684944,0.331086,2.76991879263938,-52.0562349483464
"18",82.18755,1,"B5",NA,0.6496991,0.3395879,1.95770650736078,-38.393739522756
"19",82.20945,1,"B5",NA,0.5884041,0.3512716,1.82684092965525,37.2420951400567
"20",82.22062,1,"B5",NA,0.5555489,0.3449179,2.72557675531051,27.2420330837724
"21",82.24303,1,"B5",NA,0.5070155,0.3838249,2.14346084169282,-38.2840730367163
"22",82.25475,1,"B5",NA,0.4858992,0.3963489,1.55051762297415,-34.7890679114277
