"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",16.61516,1.878928,1.809434,-1.934254,-0.4495847,0.8925486,0.02155742,0.02767445,306.5107,177.1081,178.6904,"Calibration","B5",NA,0.0638634,-0.0176124,-0.9977712,-1.0091991,-0.1944644,NA,NA,-0.0689944,-0.0188272,-0.9968588,-1.0794101,-1.0866965,NA,NA
"2",16.6372,1.878926,1.809494,-1.933443,-0.4495285,0.8926004,0.02139332,0.0270363,306.5194,177.2037,178.6631,"Calibration","B5",NA,0.0629818,-0.0178038,-0.9978238,-1.0201692,-0.1438527,3.5269049,NA,-0.067718,-0.0189736,-0.9969436,-1.0878028,-1.0133478,6.1467333,NA
"3",16.64884,1.878844,1.809534,-1.933053,-0.4495092,0.8926175,0.02153737,0.02667928,306.522,177.2777,178.6073,"Calibration","B5",NA,0.0629047,-0.0178787,-0.9978274,-1.0244636,-0.1394316,1.8148416,-0.9620302,-0.0672216,-0.0190077,-0.9969765,-1.0897577,-0.984823,3.8508837,-79.4734151
"4",16.6705,1.878924,1.80969,-1.932017,-0.4497851,0.8925033,0.0214076,0.02594418,306.4881,177.3925,178.5667,"Calibration","B5",NA,0.0619836,-0.0173337,-0.9978947,-0.9932266,-0.0865063,4.9590162,142.0674909,-0.0658002,-0.0184081,-0.9970826,-1.0553791,-0.9030968,4.6802691,-23.4915673
"5",16.69275,1.878765,1.809771,-1.931078,-0.4499065,0.8924584,0.02027948,0.02628653,306.4754,177.2356,178.7909,"Calibration","B5",NA,0.0603051,-0.0170503,-0.9980024,-0.9769895,0.0098808,8.0512003,-128.7831397,-0.0653512,-0.0182304,-0.9971154,-1.0451864,-0.8772818,2.7829172,31.3728569
"6",16.70422,1.878714,1.809783,-1.930627,-0.449905,0.8924682,0.01992852,0.02624824,306.4768,177.2117,178.848,"Calibration","B5",NA,0.0596494,-0.0170638,-0.9980416,-0.9777639,0.0475226,3.5028768,-190.5219551,-0.0649572,-0.0182647,-0.9971405,-1.0471562,-0.854648,4.4807061,240.2570579
"7",16.72605,1.87854,1.809899,-1.929844,-0.4500782,0.8924143,0.02029049,0.0247911,306.4555,177.4938,178.6597,"Calibration","B5",NA,0.0589293,-0.016803,-0.9980887,-0.9628165,0.0888762,3.8411749,66.7096315,-0.0627186,-0.0178587,-0.9972912,-1.0238759,-0.7259962,11.7390536,3.9460054
"8",16.73722,1.878377,1.809919,-1.929491,-0.4502127,0.8923618,0.02045397,0.02409706,306.4389,177.6274,178.5715,"Calibration","B5",NA,0.0585695,-0.0165609,-0.998114,-0.9489416,0.1095463,5.1583673,216.8068062,-0.0616444,-0.0175513,-0.9973636,-1.0062474,-0.6642671,8.1132476,-56.1405864
"9",16.75956,1.878373,1.809983,-1.928227,-0.4513135,0.8918366,0.0202184,0.02312483,306.2997,177.7737,178.5297,"Calibration","B5",NA,0.0572221,-0.0141837,-0.9982287,-0.8127169,0.1870053,12.2109106,218.7344597,-0.0596921,-0.0151151,-0.9975222,-0.866566,-0.5519832,12.8564982,109.487513
"10",16.78146,1.878569,1.810135,-1.927397,-0.4527509,0.8911437,0.01917903,0.02262125,306.1185,177.7686,178.6683,"Calibration","B5",NA,0.0548808,-0.01102,-0.9984001,-0.6314347,0.3215071,14.8778408,24.9721865,-0.0578161,-0.0119838,-0.9976753,-0.6870335,-0.4440925,13.0022219,-92.5176613
