"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",12.44217,1.90596,1.601366,-2.065743,0.4856491,-0.8698391,0.07538126,0.0429259,301.6418,180.1594,189.8169,"Calibration","B5",NA,0.905326211,-0.242362678,0.019650427,-0.172796,0.0157775,-0.9848305,0.9040233,-0.1846569,NA,NA,0.1464634,0.0155957,-0.9848475,0.8973709,0.2247737,NA,NA
"2",12.46495,1.906033,1.601437,-2.065861,0.4858882,-0.869584,0.0762668,0.0438144,301.6003,180.2281,189.8971,"Calibration","B5",NA,0.946826211,-0.173662678,0.099850427,-0.1751682,0.0165033,-0.9843994,0.9456133,-0.0464961,10.0099261,NA,0.148806,0.0164151,-0.9844829,0.9445269,0.0883527,9.538917,NA
"3",12.48678,1.906118,1.601545,-2.065917,0.4858953,-0.8694411,0.07743983,0.04450815,301.5911,180.234,190.0489,"Calibration","B5",NA,0.956026211,-0.167762678,0.251650427,-0.177859,0.0166633,-0.9839141,0.9547804,0.1101828,13.246809,-208.7449634,0.1511055,0.0167759,-0.9841265,0.9652885,0.0455566,11.6893095,-168.5287299
"4",12.49854,1.906155,1.601532,-2.06586,0.485858,-0.8693988,0.07791635,0.04490877,301.5912,180.2597,190.0973,"Calibration","B5",NA,0.955926211,-0.142062678,0.300050427,-0.1790631,0.016662,-0.9836957,0.954705,0.1803061,6.5933921,-309.2124436,0.1522476,0.0168394,-0.9839494,0.9689441,0.1120606,6.5670797,-204.7501396
"5",12.52047,1.906198,1.601505,-2.065938,0.4857513,-0.8693776,0.07841951,0.04559191,301.5971,180.3377,190.1197,"Calibration","B5",NA,0.950026211,-0.064062678,0.322450427,-0.1805778,0.0165625,-0.9834204,0.9490044,0.2685265,5.438599,-26.5247166,0.1539111,0.0167684,-0.9836918,0.9648534,0.2089298,7.1386518,94.6586279
"6",12.54258,1.906149,1.60149,-2.066049,0.4853739,-0.869531,0.07838806,0.04672551,301.6335,180.5641,189.9875,"Calibration","B5",NA,0.913626211,0.162337322,0.190250427,-0.1815858,0.0159422,-0.9832451,0.9134597,0.3271534,5.4299476,-63.3028074,0.1558848,0.0159648,-0.9833943,0.9186109,0.3237882,10.7481928,-75.7951126
"7",12.554,1.906052,1.601419,-2.066097,0.4851449,-0.8696507,0.07809505,0.04736234,301.6564,180.7208,189.8604,"Calibration","B5",NA,0.890726211,0.319037322,0.063150427,-0.181674,0.0155555,-0.983235,0.8913035,0.3322302,3.98858,83.5187106,0.1567355,0.015402,-0.9832681,0.8862265,0.3732725,7.1526743,-35.6933718
"8",12.57581,1.905715,1.601415,-2.066305,0.4842502,-0.8701258,0.07781453,0.04824743,301.7638,180.936,189.6993,"Calibration","B5",NA,0.783326211,0.534237322,-0.097949573,-0.1820253,0.0137062,-0.9831976,0.785331,0.3524114,10.3844006,41.9644963,0.1580981,0.0133434,-0.98308,0.7677658,0.4524083,12.4624771,-64.6543074
"9",12.58761,1.905598,1.60126,-2.066433,0.4836996,-0.8703961,0.07812147,0.0483973,301.8337,180.9424,189.7334,"Calibration","B5",NA,0.713426211,0.540637322,-0.063849573,-0.1827059,0.0124858,-0.9830875,0.715403,0.3919089,7.9143921,-111.1996891,0.1587014,0.0121857,-0.9829978,0.7011502,0.487434,8.0638398,-161.6842064
"10",12.6095,1.905381,1.601183,-2.066661,0.4827489,-0.8708925,0.07809801,0.04899493,301.9514,181.0757,189.6518,"Calibration","B5",NA,0.595726211,0.673937322,-0.145449573,-0.1832384,0.0104514,-0.9830122,0.5988333,0.4226957,7.6281448,-14.4124354,0.1598084,0.0100543,-0.9828426,0.5785073,0.5517415,9.1451502,1.1948913
"11",12.63163,1.905251,1.601125,-2.066744,0.4819194,-0.8713788,0.07725788,0.04983848,302.0517,181.3381,189.3924,"Calibration","B5",NA,0.495426211,0.936337322,-0.404849573,-0.1825855,0.0087436,-0.9831503,0.5009808,0.3844711,7.2796361,-13.7962481,0.160558,0.0079938,-0.9827393,0.4599448,0.5952676,8.1048703,-39.0534917
"12",12.65368,1.905177,1.600975,-2.066889,0.4811074,-0.8718604,0.07686592,0.04986748,302.158,181.3988,189.3038,"Calibration","B5",NA,0.389126211,0.997037322,-0.493449573,-0.1819458,0.0068996,-0.9832836,0.3953187,0.3470389,7.0184704,-3.2380212,0.1603179,0.0060513,-0.9827924,0.3481798,0.5811424,7.4191306,63.0477466
