"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","FocusedObject","RayOrigin_x","RayOrigin_y","RayOrigin_z","RayDirection_x","RayDirection_y","RayDirection_z","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a","eyepitch","eyeyaw"
"1",69.09341,1.838965,1.816685,-1.223431,-0.3944412,0.9185759,0.02372408,0.008465204,313.527,180.2632,176.9281,"Calibration","B5",NA,-0.156130917,-2.761825888,0.54133358,"B5","1.867161","1.720378","-1.174279","0.01321204","-0.05458992","-0.9984078",0.0502212,-0.0034416,-0.9980959,-0.1973173,-1.4672452,NA,NA,-0.0343689,-0.0029954,-0.9984672,-0.1717829,-2.3682753,NA,NA,3.1293703,0.3613196
"2",69.11569,1.838745,1.816954,-1.223589,-0.3956961,0.9180798,0.0224964,0.006930111,313.3751,180.4237,177.0101,"Calibration","B5",NA,-0.004230917,-2.601325888,0.62333358,"B5","1.861808","1.720534","-1.17458","0.01180655","-0.06649886","-0.9977052",0.0467596,-0.0007843,-0.9982697,-0.0449636,-1.2685317,15.3400671,NA,-0.0305326,-0.0003865,-0.9985963,-0.0221649,-2.148141,16.7873568,NA,3.8129613,0.2811523
"3",69.1376,1.838659,1.817057,-1.223843,-0.3961853,0.9179024,0.02152491,0.005391861,313.3185,180.5978,177.0554,"Calibration","B5",NA,0.052369083,-2.427225888,0.66863358,"B5","1.862604","1.720722","-1.174864","0.0168773","-0.07042576","-0.997367",0.043764,0.0002163,-0.9984058,0.0124036,-1.0966121,13.1678888,-15.2963987,-0.026924,0.0005793,-0.9987001,0.0332237,-1.9411015,15.1198255,-7.2777342,4.038471,0.5726209
"4",69.15984,1.83828,1.817014,-1.224222,-0.3964959,0.9178075,0.02016748,0.003712624,313.2841,180.767,177.1512,"Calibration","B5",NA,0.086769083,-2.258025888,0.76443358,"B5","1.868141","1.720747","-1.175487","0.0108078","-0.07723683","-0.9969472",0.039949,0.000835,-0.9985654,0.0478727,-0.8776988,14.6923998,137.3996481,-0.0227602,0.0011366,-0.9988031,0.0651846,-1.7022398,16.4887589,183.6682393,4.4297871,0.2242757
"5",69.18195,1.837793,1.816906,-1.224638,-0.3960622,0.9180255,0.01898851,0.001831055,313.3428,180.975,177.2096,"Calibration","B5",NA,0.028069083,-2.050025888,0.82283358,"B5","1.871419","1.720755","-1.175975","0.008137714","-0.07551502","-0.9971098",0.0362931,-0.0001624,-0.9987053,-0.0093132,-0.6679422,19.2526125,-251.9071969,-0.0183938,8.87e-05,-0.9988937,0.0050883,-1.4517706,23.2496369,-222.6468003,4.3308219,0.0707603
"6",69.1931,1.837573,1.816833,-1.224857,-0.3957396,0.9181756,0.01852093,0.000845728,313.3855,181.0932,177.2178,"Calibration","B5",NA,-0.014630917,-1.931825888,0.83103358,"B5","1.870352","1.720759","-1.176055","0.007867127","-0.08209219","-0.9965926",0.0346509,-0.0008886,-0.9987633,-0.050944,-0.5737324,11.3353818,-232.8321528,-0.0162291,-0.0006588,-0.998931,-0.0377841,-1.327608,14.8751248,-199.4441265,4.7088402,0.0554475
"7",69.21525,1.837061,1.81671,-1.225336,-0.3950175,0.9185003,0.01780093,-0.001226791,313.4809,181.3588,177.1954,"Calibration","B5",NA,-0.110030917,-1.666225888,0.80863358,"B5","1.873314","1.720577","-1.176709","0.009672225","-0.07415665","-0.9971887",0.0316755,-0.0025025,-0.9988593,-0.1434728,-0.4030603,16.748869,-85.9235498,-0.0118823,-0.0023118,-0.9989897,-0.132578,-1.0783022,22.6761126,-113.3490565,4.2528137,0.1588851
"8",69.22691,1.83683,1.816608,-1.225577,-0.3945511,0.9187055,0.01747142,-0.002110793,313.5412,181.4694,177.1903,"Calibration","B5",NA,-0.170330917,-1.555625888,0.80353358,"B5","1.875473","1.720504","-1.176979","0.007044424","-0.07994133","-0.9967604",0.0303607,-0.0035307,-0.998897,-0.202425,-0.3276464,11.8954135,-326.0475275,-0.0100187,-0.0033603,-0.9990072,-0.1927146,-0.971417,15.9262881,-432.3242489,4.5852588,0.0080834
"9",69.23843,1.836594,1.816559,-1.225781,-0.3941544,0.9188771,0.01725601,-0.003085748,313.5933,181.6017,177.1616,"Calibration","B5",NA,-0.222430917,-1.423325888,0.77483358,"B5","1.875136","1.720469","-1.177132","0.0079584","-0.0775617","-0.9969526",0.0291827,-0.0044078,-0.9989287,-0.2527098,-0.2600833,9.1784592,-95.9320818,-0.0080759,-0.0042559,-0.9990214,-0.244072,-0.8599945,12.6343177,-135.0718587,4.44844,0.0605294
"10",69.26074,1.83627,1.816345,-1.226125,-0.3933598,0.919222,0.01668795,-0.004529779,313.6957,181.7798,177.1588,"Calibration","B5",NA,-0.324830917,-1.245225888,0.77203358,"B5","1.872256","1.720355","-1.17735","0.01120184","-0.08033051","-0.9966949",0.0269741,-0.0061476,-0.9989815,-0.3524569,-0.1334231,10.1597102,-2.5684502,-0.0050062,-0.006039,-0.9990323,-0.3463358,-0.6839497,12.9827464,-3.7553646,4.6076117,0.2470819
