"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","FocusedObject","RayOrigin_x","RayOrigin_y","RayOrigin_z","RayDirection_x","RayDirection_y","RayDirection_z","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a","eyepitch","eyeyaw"
"11",91.7646,1.845281,1.773324,-1.069211,0.006508763,0.0385319,0.981984,-0.1848794,21.32137,180.0901,4.511088,"Calibration","B5",NA,2.25534221,0.892693875,-0.399868096,"B5","1.814974","1.674861","-1.068173","-0.000287095","-0.01619776","-0.9998543",0.0780971,0.0394065,0.9962093,2.2583133,0.7569996,NA,NA,0.0298932,-0.0394221,0.9956888,-2.2662948,1.0512552,1.5871954,-55.7035089,0.9281173,177.2455409
"12",91.77598,1.844493,1.774108,-1.069227,0.006635732,0.03839514,0.9819849,-0.1848984,21.32418,180.0717,4.491696,"Calibration","B5",NA,2.25253221,0.874293875,-0.419260096,"B5","1.816007","1.674866","-1.06823","-0.003883815","-0.01633855","-0.9998527",0.0778878,0.0393577,0.9962276,2.2555151,0.7690428,0.8823174,NA,0.030078,-0.0393832,0.9956847,-2.2640554,1.0406242,0.819694,-22.5641055,0.9361775,177.451647
"13",91.79834,1.844489,1.77406,-1.06934,0.006696088,0.0385914,0.9820044,-0.1847518,21.30737,180.0682,4.513797,"Calibration","B5",NA,2.26934221,0.870793875,-0.397159096,"B5","1.855891","1.674632","-1.069822","-0.01914773","-0.02259352","-0.9995525",0.0782958,0.039651,0.996184,2.2723342,0.7455235,2.2025627,21.3573889,0.0302927,-0.039664,0.9956671,-2.2802081,1.0282528,1.3186528,1.8990086,1.294635,178.3265302
"14",91.81978,1.844477,1.774007,-1.069479,0.006766925,0.03894196,0.9819865,-0.1847706,21.30986,180.0677,4.554633,"Calibration","B5",NA,2.26685221,0.870293875,-0.356323096,"B5","1.865245","1.674606","-1.070237","-0.02058018","-0.02322308","-0.9995146",0.0790093,0.0396075,0.9961292,2.2698426,0.7044925,1.8524436,-36.5565064,0.0305856,-0.0395997,0.9956607,-2.2765117,1.0114036,0.9216531,-21.7719687,1.3307092,178.4086526
"15",91.83119,1.844473,1.773956,-1.069518,0.006729385,0.03895191,0.9819884,-0.1847601,21.30846,180.0724,4.556668,"Calibration","B5",NA,2.26825221,0.874993875,-0.354288096,"B5","1.85048","1.674694","-1.069669","-0.01504216","-0.02243878","-0.9996216",0.0790119,0.0396319,0.9961283,2.2712373,0.7043424,1.2045515,-6.5872916,0.030518,-0.039623,0.9956618,-2.2778505,1.015287,0.6360932,24.6619364,1.2857726,178.0912026
"16",91.85316,1.84445,1.773884,-1.069605,0.006903182,0.03908119,0.9820112,-0.1846051,21.2912,180.0536,4.568075,"Calibration","B5",NA,2.28551221,0.856193875,-0.342881096,"B5","1.845812","1.674704","-1.069548","-0.0132057","-0.01991061","-0.999708",0.0793403,0.039933,0.9960901,2.2885033,0.6853994,2.1626247,20.0124408,0.0309241,-0.039917,0.9956376,-2.2947623,0.9918973,2.2695854,31.5288403,1.1408768,177.985897
"17",91.87565,1.845472,1.77446,-1.068774,0.006820661,0.03921289,0.9820864,-0.1841796,21.24124,180.0644,4.585073,"Calibration","B5",NA,2.33547221,0.866993875,-0.325883096,"B5","1.846453","1.67467","-1.06969","-0.0133745","-0.02181339","-0.9996689",0.0795577,0.0408043,0.9960374,2.3384639,0.6727328,2.0820348,9.3592525,0.0308548,-0.0407763,0.9956049,-2.3441891,0.995826,2.0155979,-21.7950162,1.2499189,177.9955996
"18",91.89842,1.845468,1.774432,-1.068828,0.006817384,0.03892014,0.9820845,-0.1842523,21.24971,180.0585,4.54988,"Calibration","B5",NA,2.32700221,0.861093875,-0.361076096,"B5","1.849908","1.674658","-1.069872","-0.01043537","-0.02995946","-0.9994954",0.0789873,0.0406565,0.9960891,2.3299912,0.705573,2.5898484,-5.4388621,0.0307124,-0.0406474,0.9956146,-2.3367723,1.0040297,1.2802025,-2.9909195,1.7168096,177.8272719
"19",91.9204,1.845477,1.774416,-1.068917,0.006733813,0.03871015,0.9820448,-0.1845109,21.27946,180.0651,4.526856,"Calibration","B5",NA,2.29725221,0.867693875,-0.384100096,"B5","1.850755","1.674636","-1.069928","-0.01401413","-0.02219607","-0.9996482",0.0785426,0.0401376,0.9961452,2.3002353,0.7312429,1.8605609,-7.5227897,0.0304375,-0.0401423,0.9956435,-2.307719,1.019888,1.8586027,18.2562761,1.2718547,178.0322696
"20",91.94321,1.845495,1.77439,-1.068972,0.00694622,0.03896052,0.9820009,-0.1846837,21.30056,180.046,4.552648,"Calibration","B5",NA,2.27615221,0.848593875,-0.358308096,"B5","1.868575","1.674495","-1.070701","-0.01769504","-0.03402238","-0.9992638",0.0791251,0.0397697,0.9961137,2.279142,0.6978033,2.2741978,-9.7608223,0.0309488,-0.0397623,0.995643,-2.2858659,0.9904867,2.0912125,-11.9099515,1.9497162,178.2435812
"21",91.96547,1.845468,1.774327,-1.069024,0.007106338,0.03924575,0.9820047,-0.184597,21.29119,180.0327,4.583361,"Calibration","B5",NA,2.28552221,0.835293875,-0.327595096,"B5","1.872354","1.674546","-1.07062","-0.02218763","-0.02858307","-0.9993343",0.079751,0.0399332,0.9960573,2.2885122,0.6617725,1.4359828,22.4127674,0.0313937,-0.0399093,0.9956232,-2.294316,0.9648764,1.3339804,-20.4007891,1.6379301,178.5009846
"22",91.98689,1.845396,1.774241,-1.069128,0.007193868,0.03905392,0.9819931,-0.1846963,21.30317,180.0183,4.558354,"Calibration","B5",NA,2.27354221,0.820893875,-0.352602096,"B5","1.87148","1.674556","-1.070506","-0.02282043","-0.0292975","-0.9993054",0.0794174,0.0397242,0.9960925,2.2765301,0.6810005,3.20273,62.5835559,0.0314699,-0.039714,0.9956286,-2.2830877,0.9605052,1.1886679,38.460919,1.6788714,178.5372849
"23",91.99818,1.845368,1.774207,-1.069188,0.007133545,0.03884234,0.9819871,-0.1847751,21.31209,180.0212,4.534271,"Calibration","B5",NA,2.26462221,0.823793875,-0.376685096,"B5","1.874428","1.674412","-1.070915","-0.06103333","-0.03725257","-0.9974257",0.0789793,0.0395689,0.9961335,2.267624,0.7062297,3.684654,47.8006775,0.0312519,-0.0395715,0.9956411,-2.2748863,0.9730601,2.1337064,65.9471275,2.1349402,179.2692992
"24",92.01997,1.845191,1.774223,-1.069495,0.007090594,0.03825653,0.9819285,-0.1852098,21.36254,180.0151,4.465156,"Calibration","B5",NA,2.21417221,0.817693875,-0.445800096,"B5","1.872965","1.674438","-1.070757","-0.09079289","-0.04613249","-0.9947933",0.0778222,0.0386887,0.9962591,2.2171602,0.7729335,4.8376814,-35.414413,0.0308769,-0.03873,0.9956859,-2.2264893,0.9946995,3.1837328,-4.4542341,2.6441549,177.5560818
"25",92.04206,1.845146,1.774296,-1.069552,0.006986859,0.03795189,0.9818947,-0.1854554,21.3907,180.0219,4.431093,"Calibration","B5",NA,2.18601221,0.824493875,-0.479863096,"B5","1.863438","1.674315","-1.070669","-0.08457369","-0.03829022","-0.9956783",0.0771842,0.0381977,0.9963276,2.1890052,0.8097073,2.1041706,-41.2089281,0.0305216,-0.0382578,0.9957151,-2.1993307,1.0151744,1.9224618,-19.3508472,2.1944109,177.9158168
"26",92.0645,1.845114,1.774218,-1.06967,0.007092695,0.03830208,0.9818421,-0.1856577,21.41474,180.0181,4.471425,"Calibration","B5",NA,2.16197221,0.820693875,-0.439531096,"B5","1.867399","1.674263","-1.070857","-0.08686287","-0.03073586","-0.9957424",0.0779132,0.0377783,0.9962868,2.164959,0.7678547,3.0315352,29.5840223,0.0308684,-0.0378197,0.9957212,-2.1741323,0.9952518,2.3352507,15.7655432,1.7613188,177.7853756
"27",92.0865,1.844985,1.774371,-1.069725,0.007178315,0.03849649,0.9817787,-0.1859494,21.44912,180.0137,4.493532,"Calibration","B5",NA,2.12759221,0.816293875,-0.417424096,"B5","1.846507","1.674296","-1.070097","-0.07836386","-0.03333933","-0.9963628",0.0783304,0.0371786,0.9962768,2.1305772,0.7439632,3.4240512,NA,0.0310987,-0.037211,0.9957369,-2.1391235,0.9820401,2.6242396,-42.4719493,1.9105653,178.2738595
"28",92.09806,1.844946,1.774355,-1.069771,0.007151279,0.03842598,0.9817641,-0.1860416,21.45975,180.0158,4.48578,"Calibration","B5",NA,2.11696221,0.818393875,-0.425176096,"B5","1.852488","1.674253","-1.070344","-0.08115127","-0.02799441","-0.9962974",0.0781815,0.0369934,0.996295,2.1199573,0.7525553,NA,NA,0.0310082,-0.0370302,0.9957465,-2.1287255,0.9872566,1.4904376,-8.1195364,1.604189,178.114286
"29",92.11981,1.844704,1.77426,-1.069304,0.007445288,0.03831375,0.9818333,-0.1856879,21.41987,179.9759,4.464845,"Calibration","B5",NA,2.15684221,0.778493875,-0.446111096,"B5","1.86178","1.674151","-1.070807","-0.08438095","-0.03018004","-0.9959703",0.0780928,0.0376888,0.9962761,2.1598314,0.7575429,3.6512115,NA,0.0315559,-0.0377339,0.9957029,-2.1691964,0.9556928,3.2704725,NA,1.7294621,177.928242
"30",92.13176,1.844669,1.774217,-1.069321,0.007368842,0.03809454,0.981848,-0.1856584,21.41608,179.98,4.440005,"Calibration","B5",NA,2.16063221,0.782593875,-0.470951096,"B5","1.870862","1.674089","-1.071221","-0.08972953","-0.0301076","-0.9955063",0.0776323,0.0377549,0.9963096,2.1636211,0.7840155,2.3424276,-50.1858556,0.0313118,-0.0378123,0.9957076,-2.1737053,0.9697355,NA,NA,1.7253072,177.6204982
"31",92.1535,1.844589,1.77422,-1.069634,0.007554565,0.03782723,0.9818376,-0.1857609,21.42886,179.9519,4.403587,"Calibration","B5",NA,2.14785221,0.754493875,-0.507369096,"B5","1.872597","1.674055","-1.071379","-0.0876103","-0.03042272","-0.9956857",0.0771951,0.037532,0.9963522,2.1508384,0.8091972,2.5413476,NA,0.0315467,-0.0376084,0.9957079,-2.1619809,0.9562346,1.5261213,NA,1.7433702,177.7424107
"32",92.16466,1.844749,1.774187,-1.069639,0.007578197,0.03795817,0.9818241,-0.1858042,21.43401,179.9523,4.418972,"Calibration","B5",NA,2.14270221,0.754893875,-0.491984096,"B5","1.867765","1.674117","-1.071173","-0.08681227","-0.03200793","-0.9956959",0.0774604,0.0374421,0.9963348,2.1456819,0.7939528,NA,NA,0.0316468,-0.0375112,0.9957084,-2.1563911,0.9504794,1.166414,4.3393771,1.834259,177.7880337
"33",92.18665,1.844315,1.774129,-1.069814,0.007609593,0.03778781,0.9817829,-0.1860552,21.46339,179.9458,4.398058,"Calibration","B5",NA,2.11332221,0.748393875,-0.512898096,"B5","1.855907","1.674169","-1.070691","-0.08445757","-0.03161315","-0.9959112",0.0771434,0.0369295,0.9963785,2.1162946,0.8122656,2.2466825,NA,0.0316142,-0.0370111,0.9957281,-2.1276258,0.9523886,2.0660379,31.127857,1.8116276,177.9235795
"34",92.20863,1.844218,1.774125,-1.070004,0.007743531,0.03780397,0.9817257,-0.1863479,21.49811,179.9314,4.397445,"Calibration","B5",NA,2.07860221,0.733993875,-0.513511096,"B5","1.85049","1.674155","-1.07057","-0.08429708","-0.03165535","-0.9959365",0.0772348,0.0363239,0.9963936,2.0815732,0.8071083,2.4143074,48.6236055,0.0318602,-0.036408,0.9957425,-2.0929398,0.9382735,2.5352037,33.0849348,1.8140232,177.9328691
"35",92.23113,1.844308,1.774207,-1.070059,0.007737756,0.03766458,0.9816646,-0.1866982,21.5389,179.9305,4.381287,"Calibration","B5",NA,2.03781221,0.733093875,-0.529669096,"B5","1.849248","1.674083","-1.07063","-0.08407541","-0.03375486","-0.9958805",0.0769616,0.0356123,0.9964407,2.0407769,0.8229321,4.4307791,-84.044431,0.0317635,-0.0357071,0.995771,-2.052631,0.9438894,3.5437605,-58.9125963,1.934392,177.9452612
"36",92.24265,1.844375,1.774154,-1.07022,0.00776371,0.0375193,0.9816392,-0.1868597,21.55783,179.9248,4.363365,"Calibration","B5",NA,2.01888221,0.727393875,-0.547591096,"B5","1.848969","1.674043","-1.070658","-0.08418984","-0.02938711","-0.9960093",0.0766906,0.035282,0.9964732,2.0218446,0.8385645,1.4619619,-118.4261276,0.0317378,-0.0353869,0.9957833,-2.03422,0.9453871,1.6700332,-73.1878405,1.6840116,177.9393463
"37",92.2655,1.84429,1.774033,-1.070372,0.007698176,0.03760221,0.9816103,-0.1869974,21.5736,179.9353,4.375148,"Calibration","B5",NA,2.00311221,0.737893875,-0.535808096,"B5","1.846181","1.674002","-1.070654","-0.08172588","-0.03136342","-0.9961535",0.0768232,0.0350071,0.9964726,2.0060854,0.830983,1.9385574,72.6528225,0.0316373,-0.035107,0.9957964,-2.0181223,0.9511856,2.0419,73.1925171,1.7973002,178.0807858
"38",92.28741,1.844229,1.774028,-1.070539,0.00763208,0.03763271,0.9815181,-0.1874772,21.62924,179.9463,4.381181,"Calibration","B5",NA,1.94747221,0.748893875,-0.529775096,"B5","1.845811","1.673935","-1.070729","-0.08403791","-0.02778995","-0.9960693",0.0768542,0.0340367,0.9965037,1.9504524,0.8293483,4.6652147,-10.6767993,0.0314882,-0.034137,0.9958348,-1.9623365,0.959829,4.8926271,-26.8093744,1.5924609,177.9483133
"39",92.29877,1.844211,1.774077,-1.070637,0.007576231,0.03756951,0.9814772,-0.1877063,21.65569,179.9527,4.375204,"Calibration","B5",NA,1.92102221,0.755293875,-0.535752096,"B5","1.844523","1.673927","-1.070739","-0.0788133","-0.02515898","-0.9965684",0.076707,0.0335752,0.9965309,1.9239977,0.837882,3.0089077,-78.7637781,0.0313353,-0.0336802,0.9958552,-1.9360692,0.96865,2.8054597,-103.3284642,1.4416605,178.2491034
"40",92.32061,1.844294,1.774005,-1.070777,0.007681706,0.03774796,0.9814029,-0.1880545,21.69677,179.9457,4.394991,"Calibration","B5",NA,1.87994221,0.748293875,-0.515965096,"B5","1.845256","1.673874","-1.070856","-0.07953425","-0.02576924","-0.9964985",0.0771014,0.0328586,0.9965244,1.882918,0.8153116,2.7528144,-23.4151495,0.0315948,-0.0329563,0.9958712,-1.8944441,0.953769,2.3047252,-35.0228316,1.4766329,178.2075951
"41",92.34267,1.844373,1.773956,-1.070851,0.007828696,0.03803249,0.9813899,-0.1880589,21.69796,179.9346,4.426084,"Calibration","B5",NA,1.87875221,0.737193875,-0.484872096,"B5","1.861161","1.673704","-1.071846","-0.08314872","-0.0186799","-0.9963496",0.0777199,0.0328377,0.996477,1.8817223,0.7797524,1.978411,-26.3429123,0.0320041,-0.0329202,0.9958593,-1.8923628,0.9302204,1.2652964,-11.2687661,1.070355,178.0004397
"42",92.36495,1.844468,1.773894,-1.070966,0.007762751,0.03814888,0.9813405,-0.1882955,21.72526,179.9464,4.44213,"Calibration","B5",NA,1.85145221,0.748993875,-0.468826096,"B5","1.874472","1.673674","-1.07229","-0.08793332","-0.01581148","-0.9959995",0.0779179,0.0323617,0.996477,1.8544341,0.7684401,1.5866972,17.0337594,0.0319107,-0.0324376,0.9958782,-1.8646133,0.9356235,1.812955,14.6223173,0.9059701,177.725548
"43",92.38678,1.844514,1.77397,-1.071028,0.007848657,0.03815044,0.9813089,-0.1884566,21.74443,179.9368,4.440608,"Calibration","B5",NA,1.83228221,0.739393875,-0.470348096,"B5","1.812375","1.674389","-1.068673","-0.05827798","-0.09165398","-0.9940747",0.0779589,0.0320271,0.9964848,1.8352552,0.7661304,2.7141933,-30.8830864,0.032067,-0.0321051,0.9958839,-1.8454965,0.9266522,1.9147681,3.3599643,5.2588158,179.4157659
"44",92.39819,1.844542,1.773938,-1.071066,0.007839157,0.03811253,0.9812803,-0.1886131,21.76262,179.9378,4.436503,"Calibration","B5",NA,1.81409221,0.740393875,-0.474453096,"closed","closed","closed","closed","closed","closed","closed",0.0778812,0.0317096,0.9965008,1.8170552,0.7706443,1.420127,-41.8226962,0.032021,-0.031791,0.9958955,-1.8274338,0.9293139,1.9382273,-1.9800237,NA,NA
"45",92.42014,1.8446,1.773883,-1.071124,0.007828696,0.03815923,0.9812313,-0.1888589,21.79125,179.9414,4.442836,"Calibration","B5",NA,1.78546221,0.743993875,-0.468120096,"closed","closed","closed","closed","closed","closed","closed",0.0779678,0.0312104,0.9965098,1.7884396,0.7657301,2.0735721,63.4422309,0.0320025,-0.0312902,0.9959119,-1.7986348,0.9304064,1.8061746,28.5393379,NA,NA
"46",92.44183,1.844644,1.773881,-1.071169,0.008058491,0.03845428,0.9811976,-0.1889647,21.80465,179.921,4.473454,"Calibration","B5",NA,1.77206221,0.723593875,-0.437502096,"closed","closed","closed","closed","closed","closed","closed",0.0786431,0.0309764,0.9964642,1.7750259,0.7269397,4.1799911,-78.1557091,0.0325702,-0.0310418,0.9959013,-1.7843543,0.8977612,3.1746996,-50.4284723,NA,NA
"47",92.45314,1.844757,1.773915,-1.071131,0.008160471,0.03865776,0.9811905,-0.1889556,21.80407,179.9133,4.495744,"Calibration","B5",NA,1.77264221,0.715893875,-0.415212096,"closed","closed","closed","closed","closed","closed","closed",0.0790839,0.0309864,0.9964289,1.7755995,0.7015931,1.3137411,-123.0796331,0.0328592,-0.0310406,0.9958918,-1.7842845,0.8811369,1.320406,-85.0382073,NA,NA
"48",92.47521,1.844768,1.773852,-1.071117,0.008234093,0.03855838,0.9811571,-0.1891463,21.82664,179.903,4.482303,"Calibration","B5",NA,1.75007221,0.705593875,-0.428653096,"closed","closed","closed","closed","closed","closed","closed",0.0789228,0.0305926,0.9964541,1.7530259,0.7109094,1.4741217,NA,0.0329447,-0.0306551,0.995901,-1.7621177,0.8762399,1.1852333,-2.6966528,NA,NA
"49",92.49767,1.8449,1.77381,-1.071139,0.008329454,0.03865718,0.9811903,-0.1889494,21.80412,179.8928,4.491727,"Calibration","B5",NA,1.77259221,0.695393875,-0.419229096,"closed","closed","closed","closed","closed","closed","closed",0.0791567,0.0309853,0.9964232,1.775534,0.6974025,NA,NA,0.0331876,-0.0310418,0.9958809,-1.7843518,0.8622452,1.201661,-3.5595654,NA,NA
"50",92.51981,1.844863,1.773841,-1.071123,0.008275611,0.03849146,0.981214,-0.1888624,21.79371,179.895,4.472733,"Calibration","B5",NA,1.78300221,0.697593875,-0.438223096,"closed","closed","closed","closed","closed","closed","closed",0.0788105,0.0311669,0.9964449,1.7859448,0.717287,1.4319254,NA,0.0330171,-0.0312324,0.9958806,-1.7953099,0.8720392,1.0278498,-22.5812906,NA,NA
"51",92.53109,1.844879,1.773791,-1.071051,0.008241329,0.03840659,0.9812098,-0.1889031,21.79829,179.8974,4.463306,"Calibration","B5",NA,1.77842221,0.699993875,-0.447650096,"None","1.876161","1.673783","-1.071912","-0.06295852","-0.119835","-0.990783",0.0786303,0.031087,0.9964617,1.7813651,0.7276604,1.3558205,18.0835954,0.0329098,-0.0311575,0.9958865,-1.7910059,0.8782178,0.6069701,-14.2182085,6.882666,179.1349845
"52",92.55286,1.844884,1.773898,-1.07103,0.008312441,0.03875516,0.9811987,-0.1888862,21.79668,179.8969,4.503898,"Calibration","B5",NA,1.78003221,0.699493875,-0.407058096,"B5","1.813429","1.673846","-1.070091","-0.0101286","-0.04462646","-0.9989399",0.07934,0.0311151,0.9964044,1.7829755,0.6868472,2.29006,53.2240588,0.033201,-0.0311649,0.9958766,-1.7914324,0.8614653,0.8001922,40.413847,2.5577892,177.8100111
"53",92.56425,1.844957,1.773905,-1.070972,0.008228661,0.03880838,0.9812052,-0.1888456,21.79158,179.908,4.512233,"Calibration","B5",NA,1.78513221,0.710593875,-0.398723096,"B5","1.828577","1.673944","-1.070138","-0.01965618","-0.04513608","-0.998777",0.0794068,0.0312044,0.9963966,1.7880952,0.6829913,3.0137127,61.5189813,0.0330661,-0.0312493,0.9958785,-1.7962857,0.8692234,1.6197264,56.3989012,2.5870128,178.3565388
"54",92.57582,1.845145,1.773832,-1.07088,0.008299884,0.03910844,0.981218,-0.188714,21.77659,179.9058,4.546737,"Calibration","B5",NA,1.80012221,0.708393875,-0.364219096,"B5","1.875216","1.673683","-1.071963","-0.03033413","-0.04457596","-0.9985315",0.080022,0.0314659,0.9963391,1.8030818,0.6475782,3.7021731,14.5042027,0.0333444,-0.0314922,0.9958615,-1.8102525,0.8531955,2.0923114,34.1978786,2.5548963,178.9691277
"55",92.59838,1.845139,1.773809,-1.07075,0.008516975,0.0395504,0.9812188,-0.1886078,21.76526,179.8893,4.595101,"Calibration","B5",NA,1.81145221,0.691893875,-0.315855096,"B5","1.875626","1.673863","-1.071278","-0.03539218","-0.05172216","-0.9980285",0.0809773,0.0316632,0.9962555,1.8143964,0.5926079,3.0141942,-85.8676296,0.0339677,-0.0316642,0.995835,-1.8201399,0.8173232,2.7138402,-68.3119098,2.9648012,179.2600664
"56",92.60956,1.845113,1.773869,-1.070796,0.008571909,0.03950385,0.9812087,-0.1886678,21.7725,179.8818,4.588283,"Calibration","B5",NA,1.80421221,0.684393875,-0.322673096,"B5","1.847268","1.673868","-1.070572","-0.02821709","-0.04427015","-0.9986069",0.0809109,0.0315367,0.9962651,1.8071417,0.5964496,1.4351339,-74.5251962,0.0340506,-0.0315419,0.9958361,-1.8131071,0.8125599,0.8783765,-88.3818778,2.5373578,178.847634
"57",92.63165,1.845137,1.773771,-1.070802,0.008509098,0.03929166,0.9812114,-0.1887008,21.77604,179.8846,4.564069,"Calibration","B5",NA,1.80067221,0.687193875,-0.346887096,"B5","1.813661","1.673902","-1.069559","-0.01446943","-0.04257842","-0.9989845",0.0804704,0.0314752,0.9963026,1.8036148,0.6217929,1.2625966,-7.492351,0.0338335,-0.0314929,0.995845,-1.810289,0.8250566,0.6002656,0.1562685,2.4403109,178.0589111
"58",92.6536,1.84514,1.773718,-1.070709,0.008464325,0.03917145,0.9812053,-0.1887595,21.78266,179.8876,4.550633,"Calibration","B5",NA,1.79405221,0.690193875,-0.360323096,"B5","1.813408","1.673832","-1.069545","-0.008825189","-0.03990921","-0.9991562",0.0802168,0.0313597,0.9963267,1.7969946,0.6363921,1.1051262,38.2110385,0.0336878,-0.0313847,0.9958534,-1.8040704,0.8334419,0.8834741,20.5999048,2.2872553,177.7351491
"59",92.67609,1.845222,1.773643,-1.07071,0.008479275,0.03950837,0.9811655,-0.1888956,21.79864,179.8943,4.591384,"Calibration","B5",NA,1.77807221,0.696893875,-0.319572096,"B5","1.813279","1.67385","-1.069377","-0.01288234","-0.04111442","-0.9990649",0.0808792,0.031081,0.996282,1.7810227,0.5983355,2.9852031,15.9493528,0.033855,-0.0310859,0.9958571,-1.7868881,0.8238449,1.519882,11.6358267,2.3563622,177.9678428
