"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",103.4562,1.922157,1.679215,-2.11358,-0.5107136,0.8581818,0.03099481,-0.04165336,299.0746,192.2553,168.6369,"Calibration","B5",NA,0.464985093,1.10286087,-0.881313043,0.0116339,0.009585,-0.995343,0.5516955,0.0781975,NA,NA,0.0407393,0.0092122,-0.9950933,0.5299647,0.3359502,NA,NA
"2",103.4676,1.922162,1.679243,-2.113527,-0.5107519,0.8581457,0.03130134,-0.04169778,299.0745,192.3022,168.568,"Calibration","B5",NA,0.465085093,1.14976087,-0.950213043,0.0121216,0.0096598,-0.9953364,0.5560004,0.0501253,3.5630446,NA,0.0405133,0.0093144,-0.9951016,0.5358432,0.322939,1.5717843,NA
"3",103.4791,1.922262,1.679246,-2.113505,-0.5107023,0.8581513,0.03170234,-0.04188577,299.0892,192.3845,168.468,"Calibration","B5",NA,0.450385093,1.23206087,-1.050213043,0.0126181,0.0095386,-0.9953314,0.5490268,0.021547,2.7532813,-36.7457409,0.040433,0.0092097,-0.9951058,0.5298194,0.3183153,0.5338391,-27.8908567
"4",103.5011,1.922698,1.679228,-2.113503,-0.510613,0.8581578,0.03232421,-0.04236368,299.1162,192.5487,168.2917,"Calibration","B5",NA,0.423385093,1.39626087,-1.226513043,0.0132005,0.009339,-0.9953257,0.5375335,-0.0119774,2.6855811,-40.0495093,0.0406237,0.00901,-0.9950999,0.5183287,0.3292888,1.2922757,28.6845683
"5",103.5125,1.922816,1.679207,-2.113503,-0.5105917,0.8581717,0.03238443,-0.04229477,299.119,192.5408,168.2889,"Calibration","B5",NA,0.420585093,1.38836087,-1.229313043,0.0133702,0.0092798,-0.9953241,0.5341301,-0.0217458,1.8075333,-13.5458905,0.0404443,0.0089663,-0.9951076,0.5158146,0.3189593,1.5532758,12.8127578
"6",103.5238,1.923032,1.679167,-2.113548,-0.5105215,0.8582399,0.03206711,-0.04199857,299.1195,192.4403,168.3912,"Calibration","B5",NA,0.420085093,1.28786087,-1.127013043,0.0131112,0.0091092,-0.9953291,0.5243092,-0.0068355,2.3717418,30.6654418,0.0402435,0.0088049,-0.9951172,0.5065333,0.3073931,1.5841335,-5.1151038
"7",103.546,1.923416,1.679187,-2.113597,-0.5104365,0.8583649,0.03108206,-0.04121035,299.1062,192.1618,168.6861,"Calibration","B5",NA,0.433385093,1.00936087,-0.832113043,0.0121929,0.0088989,-0.9953427,0.512204,0.0460242,2.6248424,NA,0.0398595,0.0085997,-0.9951344,0.4947259,0.2852816,1.2963998,-20.5942545
"8",103.5682,1.923748,1.679117,-2.113651,-0.5104133,0.8583968,0.03088704,-0.040977,299.1034,192.0908,168.7539,"Calibration","B5",NA,0.436185093,0.93836087,-0.764313043,0.0120876,0.0088356,-0.9953444,0.5085569,0.052088,NA,NA,0.0396503,0.0085497,-0.9951432,0.4918496,0.2732367,0.6697486,-6.0438985
"9",103.5795,1.923909,1.679127,-2.113698,-0.5104367,0.8583641,0.03109488,-0.04121369,299.1064,192.164,168.6831,"Calibration","B5",NA,0.433185093,1.01156087,-0.835113043,0.0122117,0.0088989,-0.9953424,0.5122037,0.0449452,0.9011815,NA,0.0398524,0.0086006,-0.9951347,0.494779,0.2848732,0.8521276,5.9212075
"10",103.6011,1.924265,1.67915,-2.113841,-0.5104548,0.8583643,0.03094188,-0.04110092,299.1004,192.1243,168.7262,"Calibration","B5",NA,0.439185093,0.97186087,-0.792013043,0.0120632,0.0089395,-0.9953439,0.5145405,0.0534935,1.6677145,26.423784,0.0398137,0.008641,-0.9951359,0.4971036,0.2826438,0.7593055,18.9624465
"11",103.6124,1.924393,1.679135,-2.113859,-0.5104975,0.8583677,0.03057209,-0.0407756,299.0854,192.0176,168.8365,"Calibration","B5",NA,0.454185093,0.86516087,-0.681713043,0.0117567,0.0090305,-0.9953468,0.5197755,0.0711333,1.8638817,16.1177728,0.0396261,0.0087395,-0.9951425,0.5027705,0.2718442,1.2364165,17.5012797
