"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",60.34118,1.666758,1.7174,-2.347551,0.4957261,-0.8666389,0.02416622,0.0510756,300.492,187.3106,179.0117,"Calibration","B5",NA,0.637114979,-0.361747504,0.45560271,-0.091804,0.0106557,-0.9933365,0.6119894,0.1462173,NA,NA,0.1125711,0.0110427,-0.9934969,0.6327663,0.028208,NA,NA
"2",60.35251,1.666695,1.717383,-2.347563,0.4956718,-0.8666609,0.02348418,0.05154505,300.5056,187.4778,178.8268,"Calibration","B5",NA,0.623514979,-0.194547504,0.27070271,-0.0910807,0.0105845,-0.9934038,0.6079037,0.104495,4.0786877,NA,0.1127259,0.0108318,-0.9934817,0.6206834,0.0371196,1.5356667,NA
"3",60.37487,1.666516,1.717361,-2.34756,0.4955609,-0.8667144,0.02257971,0.05211287,300.5289,187.6879,178.5888,"Calibration","B5",NA,0.600214979,0.015552496,0.03270271,-0.0900717,0.0103912,-0.9934979,0.5967963,0.0462915,2.3050795,-24.5075338,0.1128366,0.010466,-0.993473,0.5997211,0.0434799,1.1085955,-4.2527288
"4",60.39696,1.666436,1.71733,-2.347659,0.4955031,-0.8667414,0.02283041,0.05210401,300.5343,187.6572,178.6399,"Calibration","B5",NA,0.594814979,-0.015147504,0.08380271,-0.0905023,0.0102671,-0.99346,0.5896689,0.0711164,2.9745283,63.4221855,0.113063,0.0103624,-0.9934484,0.5937849,0.0565256,1.3426242,35.8584925
"5",60.41875,1.666385,1.717201,-2.347552,0.4954711,-0.8667498,0.02377897,0.05184469,300.5298,187.5004,178.8546,"Calibration","B5",NA,0.599314979,-0.171947504,0.29850271,-0.0918976,0.0101868,-0.9933328,0.5850588,0.1515903,5.07811,-2.1521569,0.113531,0.0104053,-0.9933946,0.5962425,0.0835231,2.6744869,53.0321995
"6",60.44114,1.666354,1.717192,-2.347497,0.4955167,-0.866688,0.02417454,0.05225622,300.521,187.538,178.8848,"Calibration","B5",NA,0.608114979,-0.134347504,0.32870271,-0.0929786,0.0103778,-0.9932301,0.5960311,0.2139565,2.8202314,-84.5770035,0.1146309,0.0105543,-0.9932667,0.6047822,0.1469752,3.6807325,13.3944293
"7",60.46351,1.666368,1.717273,-2.347497,0.4955875,-0.8666241,0.02391457,0.05276207,300.5146,187.6674,178.776,"Calibration","B5",NA,0.614514979,-0.004947504,0.21990271,-0.0930127,0.0106178,-0.9932244,0.6098145,0.2159344,1.292118,-57.795238,0.1152593,0.0106829,-0.9931926,0.6121468,0.1832325,3.2746525,-86.7750413
"8",60.4749,1.666397,1.717253,-2.347473,0.4955965,-0.8666061,0.02372565,0.05305805,300.5155,187.7467,178.7057,"Calibration","B5",NA,0.613614979,0.074352496,0.14960271,-0.0929713,0.0106825,-0.9932276,0.613532,0.213549,0.7536029,-19.9957322,0.1155907,0.0106789,-0.9931541,0.6119185,0.2023508,1.5046784,-84.552228
"9",60.49699,1.666381,1.717256,-2.34746,0.4956966,-0.8665405,0.02350258,0.05329274,300.5047,187.8194,178.6339,"Calibration","B5",NA,0.624414979,0.147052496,0.07780271,-0.0928039,0.0109442,-0.9932404,0.6285631,0.2039111,0.9145987,58.3721031,0.1157851,0.01088,-0.9931293,0.6234408,0.2135829,1.2018851,8.5525858
"10",60.50815,1.666414,1.717257,-2.34749,0.4956871,-0.8665565,0.02384468,0.05296839,300.5024,187.7175,178.7372,"Calibration","B5",NA,0.626714979,0.045152496,0.18110271,-0.0930836,0.0108796,-0.993215,0.6248481,0.220037,2.136128,38.9295713,0.1155516,0.0109021,-0.9931562,0.6247106,0.2001144,1.5457518,10.2983812
"11",60.5309,1.666344,1.717213,-2.347531,0.495677,-0.8665871,0.02473122,0.05214874,300.4949,187.4577,179.0025,"Calibration","B5",NA,0.634214979,-0.214647504,0.44640271,-0.093827,0.0107488,-0.9931464,0.6173401,0.2629198,1.4172988,-7.4585415,0.114985,0.0109933,-0.993221,0.6299359,0.1674324,1.3133454,22.912455
"12",60.55243,1.666264,1.717222,-2.347579,0.4956881,-0.8665702,0.02441376,0.05247391,300.4966,187.5571,178.9038,"Calibration","B5",NA,0.632514979,-0.115247504,0.34770271,-0.0935909,0.0108184,-0.993168,0.6213332,0.2493028,1.776415,19.7730401,0.1152434,0.0109773,-0.9931912,0.6290196,0.1823365,2.519899,68.8585847
"13",60.57474,1.666301,1.717121,-2.347727,0.4955439,-0.8665954,0.02308904,0.05399566,300.5297,188.0004,178.4775,"Calibration","B5",NA,0.599414979,0.328052496,-0.07859729,-0.0927804,0.0107005,-0.9932452,0.6145665,0.202537,2.2865616,44.2072587,0.1166023,0.0104737,-0.993038,0.6001604,0.2607015,4.3421038,8.8340355
"14",60.59687,1.666392,1.716976,-2.347862,0.4952118,-0.866783,0.02320043,0.05398434,300.5724,187.9795,178.5075,"Calibration","B5",NA,0.556714979,0.307152496,-0.04859729,-0.0929897,0.0099413,-0.9932336,0.5709609,0.2145708,3.7371442,37.0009781,0.1166862,0.0097227,-0.9930358,0.5571278,0.2654925,2.9255952,-33.3730606
"15",60.61911,1.666422,1.717003,-2.347843,0.4948842,-0.8670039,0.02437558,0.05291209,300.6033,187.6333,178.8629,"Calibration","B5",NA,0.525814979,-0.039047504,0.30680271,-0.0940123,0.0090491,-0.9931458,0.5197145,0.2735171,3.9251548,-49.2892192,0.1159598,0.0091216,-0.9931266,0.5226813,0.2235407,2.864711,-33.9211649
"16",60.64141,1.66647,1.717088,-2.347995,0.4948411,-0.8670436,0.02481993,0.05245715,300.6046,187.4942,179.001,"Calibration","B5",NA,0.524514979,-0.178147504,0.44490271,-0.094344,0.0088883,-0.9931159,0.5104828,0.2926463,1.5383378,-21.6199882,0.1155979,0.0090793,-0.9931692,0.5202595,0.2026647,1.4128755,-14.2528531
"17",60.66356,1.666499,1.717075,-2.348037,0.4946719,-0.8671405,0.02421642,0.05273084,300.6324,187.6117,178.8562,"Calibration","B5",NA,0.496714979,-0.060647504,0.30010271,-0.0935773,0.0085241,-0.9931915,0.4895647,0.2483981,2.9513345,40.484004,0.1154865,0.0086149,-0.9931863,0.4936436,0.1962095,2.2235439,47.191661
"18",60.68604,1.666507,1.716982,-2.348112,0.4943953,-0.8673143,0.02412457,0.05251053,300.6693,187.574,178.8683,"Calibration","B5",NA,0.459814979,-0.098347504,0.31220271,-0.0932259,0.0078479,-0.9932302,0.4507278,0.2280952,3.3374472,11.2174979,0.1150133,0.0079692,-0.9932466,0.4566441,0.168873,3.5225349,29.7266193
"19",60.70805,1.666501,1.717026,-2.348198,0.4939696,-0.8675782,0.02434316,0.05205293,300.7228,187.4532,178.9697,"Calibration","B5",NA,0.406314979,-0.219147504,0.41360271,-0.0931926,0.0068013,-0.993241,0.3906147,0.2261328,3.4532014,-35.3376726,0.1144248,0.0070211,-0.9933217,0.4023151,0.1348842,3.5592683,-35.8487021
"20",60.73016,1.666603,1.717034,-2.348284,0.4937,-0.8677177,0.02395752,0.05246383,300.7621,187.5713,178.8544,"Calibration","B5",NA,0.367014979,-0.101047504,0.29830271,-0.0929454,0.0062393,-0.9932679,0.3583409,0.2118509,1.7742894,-54.8888194,0.1147617,0.006352,-0.9932873,0.3639783,0.1542852,1.9371384,-60.6156143
"21",60.7524,1.666683,1.716988,-2.348315,0.4936551,-0.8677469,0.02410726,0.05233458,300.7666,187.5289,178.8986,"Calibration","B5",NA,0.362514979,-0.143447504,0.34250271,-0.0930823,0.00612,-0.9932558,0.3514845,0.2197482,1.0216182,-20.5736162,0.1146827,0.0062669,-0.993297,0.3590994,0.1497231,0.8726234,-24.3457458
"22",60.77475,1.666666,1.716954,-2.34833,0.4936275,-0.8677799,0.02468237,0.05177682,300.7646,187.3563,179.0726,"Calibration","B5",NA,0.364514979,-0.316047504,0.51650271,-0.0935373,0.0059828,-0.9932139,0.3436059,0.245991,0.8583715,12.8997718,0.1142727,0.0062783,-0.9933442,0.3597502,0.1260771,0.8541487,-7.0288942
"23",60.79721,1.666682,1.716938,-2.348339,0.493711,-0.8677179,0.02420165,0.05224367,300.7583,187.5017,178.926,"Calibration","B5",NA,0.370814979,-0.170647504,0.36990271,-0.093153,0.006236,-0.9932485,0.3581501,0.2238272,1.6018794,NA,0.1146176,0.0064077,-0.9933036,0.3671706,0.1459781,0.5569764,13.9780547
