"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",28.81789,1.922985,1.875481,-2.107094,-0.5942484,0.8033018,0.02227858,-0.03284338,287.5872,195.2043,165.6619,"Calibration","B5",NA,-0.0034316,-0.002445,-0.9974921,-0.1404374,1.1064842,NA,NA,0.026005,-0.0038347,-0.9970501,-0.2202887,1.1902951,NA,NA
"2",28.8291,1.922857,1.875469,-2.107053,-0.5943127,0.8032547,0.02231017,-0.03281149,287.5783,195.2092,165.6518,"Calibration","B5",NA,-0.0033368,-0.0022895,-0.9974928,-0.1315102,1.1010405,0.8396365,NA,0.0259227,-0.0036716,-0.9970529,-0.2109191,1.1855637,0.9845931,NA
"3",28.85114,1.92289,1.875536,-2.106793,-0.5943294,0.8032447,0.02231,-0.03275479,287.575,195.1941,165.6623,"Calibration","B5",NA,-0.0032681,-0.0022537,-0.9974932,-0.1294504,1.0970944,0.6814877,NA,0.0258344,-0.0036289,-0.9970553,-0.2084649,1.1804877,NA,NA
"4",28.87354,1.922701,1.875517,-2.10668,-0.5943679,0.8032066,0.02237819,-0.03294157,287.5743,195.2695,165.5966,"Calibration","B5",NA,-0.003377,-0.0021418,-0.997493,-0.1230242,1.1033448,NA,NA,0.0260554,-0.0035351,-0.9970499,-0.2030727,1.1931857,0.8131481,NA
"5",28.89558,1.92247,1.875497,-2.106616,-0.5944151,0.8031669,0.02243787,-0.0330185,287.5703,195.3112,165.5564,"Calibration","B5",NA,-0.0033681,-0.0020188,-0.9974933,-0.1159614,1.1028348,0.5847059,NA,0.0261135,-0.0034171,-0.9970488,-0.1962947,1.1965238,0.6335803,14.9775009
"6",28.91773,1.922138,1.875419,-2.106712,-0.5944612,0.8031296,0.02241245,-0.0331119,287.5651,195.3391,165.5381,"Calibration","B5",NA,-0.0035151,-0.0018945,-0.997493,-0.1088217,1.1112794,0.7459469,0.0225937,0.0262951,-0.0033062,-0.9970444,-0.1899259,1.2069634,1.4775476,6.6600861
"7",28.92906,1.921976,1.875369,-2.106721,-0.5944761,0.8031061,0.02250501,-0.03334978,287.5691,195.4324,165.4567,"Calibration","B5",NA,-0.0036478,-0.0018366,-0.9974926,-0.105492,1.1189013,0.6639821,9.3059489,0.0265668,-0.0032713,-0.9970373,-0.1879209,1.2225777,1.1967654,-17.9565188
"8",28.9518,1.921638,1.875392,-2.106804,-0.5945853,0.8030105,0.02275474,-0.03353903,287.5622,195.5565,165.3277,"Calibration","B5",NA,-0.0034616,-0.001554,-0.9974939,-0.089259,1.1082056,1.251725,NA,0.0265843,-0.0029911,-0.9970378,-0.1718278,1.2235794,0.9436499,NA
"9",28.97359,1.921523,1.875493,-2.106717,-0.5945374,0.8030413,0.02282747,-0.03359884,287.5713,195.5845,165.2987,"Calibration","B5",NA,-0.0034209,-0.0016689,-0.9974938,-0.0958615,1.1058696,NA,NA,0.0265899,-0.0031079,-0.9970372,-0.178532,1.223899,NA,NA
"10",28.99549,1.921328,1.875518,-2.106637,-0.5945333,0.8030421,0.02278075,-0.03368455,287.5725,195.5996,165.2944,"Calibration","B5",NA,-0.0035979,-0.0016691,-0.9974932,-0.0958701,1.116034,1.2302483,NA,0.0267812,-0.0031226,-0.9970321,-0.1793807,1.2348948,1.5622036,NA
"11",29.00681,1.921217,1.875475,-2.106552,-0.5946349,0.802963,0.02280968,-0.03375603,287.5604,195.6396,165.2579,"Calibration","B5",NA,-0.0036261,-0.0014107,-0.9974934,-0.08103,1.1176561,1.1236994,-6.9571768,0.0268713,-0.0028717,-0.9970304,-0.1649645,1.2400737,1.40299,-14.2756524
"12",29.02889,1.921311,1.875508,-2.106386,-0.5947509,0.8028644,0.02294273,-0.03396671,287.5508,195.7458,165.1581,"Calibration","B5",NA,-0.0036512,-0.0011055,-0.9974937,-0.0634985,1.119099,1.0242973,-5.8300485,0.0270623,-0.0025816,-0.997026,-0.1482999,1.2510485,1.0831281,-11.9571987
"13",29.05149,1.921221,1.875531,-2.10643,-0.5948134,0.8028134,0.02296642,-0.03406331,287.5444,195.7875,165.1223,"Calibration","B5",NA,-0.0037215,-0.0009413,-0.9974937,-0.0540655,1.1231366,0.8625222,-10.0535577,0.0271936,-0.0024275,-0.9970229,-0.1394464,1.258592,0.8700576,-5.0144707
"14",29.07354,1.920796,1.875403,-2.10667,-0.5948426,0.8028018,0.02284624,-0.03390711,287.5352,195.7181,165.1888,"Calibration","B5",NA,-0.0037258,-0.0008812,-0.9974937,-0.0506155,1.1233808,0.5769984,34.6526803,0.0270903,-0.0023577,-0.9970258,-0.1354412,1.2526523,0.8568046,43.0194352
"15",29.09552,1.920599,1.875396,-2.106832,-0.5948299,0.8028203,0.02293801,-0.03362821,287.5336,195.6527,165.2237,"Calibration","B5",NA,-0.0032492,-0.0009436,-0.9974953,-0.0542016,1.0960075,2.3849476,-15.0289546,0.0265317,-0.0023755,-0.9970408,-0.1364593,1.2205559,2.7611499,-19.6648588
"16",29.10691,1.920289,1.875281,-2.107041,-0.5948964,0.8027712,0.02302717,-0.03356279,287.525,195.6605,165.2032,"Calibration","B5",NA,-0.0030221,-0.0007878,-0.9974961,-0.0452533,1.0829607,1.1057117,-67.4630938,0.0263272,-0.002204,-0.9970466,-0.1266116,1.2087989,1.3263558,-80.3336214
"17",29.1291,1.919988,1.8752,-2.107261,-0.5949129,0.802769,0.02298328,-0.03335112,287.518,195.5894,165.2607,"Calibration","B5",NA,-0.0028397,-0.0007668,-0.9974966,-0.0440459,1.0724818,0.6039072,16.220582,0.0260448,-0.0021594,-0.9970541,-0.1240464,1.1925716,0.5564158,-3.7842924
"18",29.15109,1.920184,1.875459,-2.106798,-0.5948459,0.8027906,0.02340903,-0.03372798,287.5424,195.787,165.059,"Calibration","B5",NA,-0.0026115,-0.0009078,-0.9974971,-0.0521422,1.0593746,1.8145701,57.2151803,0.0261339,-0.0023119,-0.9970515,-0.1328096,1.1976934,1.1529831,34.5738188
"19",29.17319,1.919637,1.875393,-2.107168,-0.594675,0.802829,0.02474748,-0.03485316,287.6135,196.3923,164.4363,"Calibration","B5",NA,-0.0018201,-0.001257,-0.9974985,-0.0722034,1.0139188,3.1267621,15.4237318,0.0263283,-0.0026855,-0.9970454,-0.1542701,1.2088677,2.0815944,36.579359
"20",29.19558,1.919211,1.875242,-2.107681,-0.5943481,0.803017,0.02547807,-0.03556575,287.6869,196.7199,164.1074,"Calibration","B5",NA,-0.0015307,-0.0020158,-0.9974978,-0.1157871,0.997294,2.488026,-0.5915325,0.0265689,-0.0034691,-0.9970366,-0.1992847,1.2226945,2.7788214,9.3872723
"21",29.21789,1.918927,1.875078,-2.108041,-0.59425,0.8030967,0.02511046,-0.03566741,287.6948,196.6587,164.207,"Calibration","B5",NA,-0.0022506,-0.0022367,-0.997496,-0.1284743,1.0386439,3.0980857,1.142533,0.0271568,-0.0037395,-0.9970198,-0.2148183,1.2564826,2.5029457,-14.6104517
"22",29.23989,1.918851,1.875013,-2.108247,-0.5941252,0.8032094,0.02456178,-0.03559192,287.6993,196.5028,164.4017,"Calibration","B5",NA,-0.0030528,-0.002537,-0.9974932,-0.1457217,1.0847256,2.5467743,-51.623183,0.0276754,-0.0040819,-0.9970042,-0.2344888,1.2862884,2.1321282,-35.7900928
"23",29.26243,1.918567,1.874957,-2.108573,-0.594036,0.8032548,0.02472745,-0.03593732,287.7215,196.6296,164.2897,"Calibration","B5",NA,-0.0032073,-0.0027264,-0.9974921,-0.1566006,1.093598,0.7844448,12.4204733,0.0280225,-0.0043021,-0.9969936,-0.2471369,1.3062341,0.8986302,24.5259792
"24",29.28442,1.918564,1.87495,-2.108698,-0.5940906,0.8031991,0.02520286,-0.03594997,287.724,196.742,164.1394,"Calibration","B5",NA,-0.0024553,-0.0026046,-0.9974946,-0.1496077,1.0504065,3.050024,56.8746394,0.0274838,-0.0041368,-0.9970093,-0.2376386,1.2752776,3.1806821,97.9920321
"25",29.30651,1.918583,1.875006,-2.108871,-0.5940483,0.8032832,0.02495002,-0.03493056,287.705,196.3797,164.4387,"Calibration","B5",NA,-0.0016543,-0.0028093,-0.9974956,-0.161363,1.0043939,3.2868636,23.134711,0.0261473,-0.0042282,-0.9970448,-0.2428892,1.1984757,5.2175405,48.4858782
"26",29.3288,1.919003,1.875142,-2.108781,-0.5939943,0.8033683,0.02481753,-0.0339757,287.6917,196.0605,164.6905,"Calibration","B5",NA,-0.000738,-0.0030368,-0.9974962,-0.1744328,0.9517644,4.0792251,32.1732857,0.0247728,-0.0043437,-0.9970794,-0.2495269,1.1194907,5.3237411,-1.3048044
"27",29.35107,1.919199,1.875169,-2.108939,-0.5938464,0.8034989,0.02503096,-0.03330731,287.7036,195.8892,164.7895,"Calibration","B5",NA,0.0003823,-0.0034765,-0.9974948,-0.1996866,0.8874146,4.7205727,11.3431197,0.0234351,-0.0046762,-0.9971103,-0.2686243,1.0426236,5.1595198,-17.4215352
"28",29.37332,1.919306,1.875234,-2.109152,-0.5937403,0.8035719,0.02561092,-0.03299694,287.7237,195.9084,164.6973,"Calibration","B5",NA,0.0016683,-0.0037872,-0.9974925,-0.2175326,0.8135486,4.5845699,-39.159066,0.022238,-0.0048918,-0.9971366,-0.2810114,0.9738404,4.5483353,-19.5205692
"29",29.39551,1.919572,1.87531,-2.109151,-0.5935526,0.8037405,0.02554669,-0.03230842,287.7353,195.6671,164.8875,"Calibration","B5",NA,0.0023647,-0.0043164,-0.9974888,-0.2479344,0.7735465,2.9823266,-40.4630471,0.0211962,-0.0053404,-0.997157,-0.3067812,0.9139794,4.2915488,-16.7156984
"30",29.41808,1.919942,1.875393,-2.109027,-0.593386,0.8039081,0.02521617,-0.03144976,287.7361,195.3208,165.1904,"Calibration","B5",NA,0.0028403,-0.0047997,-0.9974855,-0.2756931,0.7462276,2.7855061,17.5826439,0.0201989,-0.0057507,-0.9971755,-0.3303549,0.8566793,3.7981861,-10.0129809
