"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","FocusedObject","RayOrigin_x","RayOrigin_y","RayOrigin_z","RayDirection_x","RayDirection_y","RayDirection_z","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",84.87507,1.793325,1.857123,-1.114404,0.06810102,0.02957278,0.9662863,-0.246533,28.71616,172.3315,1.540243,"Calibration","B5",NA,"B5","1.826614","1.75009","-1.115437","0.02422972","-0.06084628","-0.9978485",0.090355,-0.0006898,0.9858621,-0.0399218,0.6383579,NA,NA,0.1461404,0.0024645,0.9890222,0.1412371,1.5295622,NA,NA
"2",84.89735,1.792924,1.857134,-1.114178,0.06860743,0.02775751,0.9660578,-0.2474974,28.81625,172.2061,1.286423,"Calibration","B5",NA,"B5","1.825918","1.750043","-1.115217","0.02141372","-0.06479999","-0.9976614",0.0870227,-0.0025393,0.986159,-0.1469616,0.8319737,15.965967,NA,0.1462086,0.004165,0.9890065,0.2386945,1.5255684,6.6826011,NA
"3",84.91974,1.792413,1.857286,-1.113895,0.06906365,0.02548932,0.965821,-0.2485365,28.92107,172.0714,0.9758226,"Calibration","B5",NA,"B5","1.820342","1.749912","-1.114858","0.02019937","-0.06476159","-0.9976835",0.0827879,-0.004481,0.9865166,-0.2593389,1.0779372,23.437152,-331.0493271,0.1459677,0.0059491,0.9890329,0.3409407,1.5394468,6.9551156,-121.6650211
"4",84.93111,1.79213,1.857544,-1.113613,0.0696321,0.0241841,0.9657788,-0.2486723,28.92687,171.9563,0.790939,"Calibration","B5",NA,"B5","1.792944","1.748527","-1.115088","0.04114195","-0.06871744","-0.9967794",0.0805548,-0.0046978,0.9867005,-0.2718834,1.2076185,12.1151031,-518.581624,0.1464276,0.0060295,0.9889644,0.3455469,1.5127959,4.0500658,-10.1820327
"5",84.95358,1.791708,1.858125,-1.113086,0.07050266,0.02260807,0.9659556,-0.2478873,28.82161,171.7977,0.5704885,"Calibration","B5",NA,"B5","1.78233","1.748231","-1.114978","0.04987692","-0.05828923","-0.9970509",0.0780682,-0.0030471,0.9869068,-0.1763535,1.3520273,11.1852814,47.9925145,0.147346,0.0041737,0.9888376,0.2391914,1.4596671,9.3335995,284.543688
"6",84.97507,1.791367,1.858618,-1.112421,0.0715938,0.02156399,0.9661855,-0.2467691,28.6813,171.6301,0.4137589,"Calibration","B5",NA,"B5","1.78282","1.748594","-1.114698","0.05045003","-0.06852257","-0.9963712",0.0767517,-0.0008054,0.9870144,-0.0466117,1.4284681,14.1372684,-53.6178503,0.1489453,0.0017156,0.9886053,0.0983179,1.3670529,16.510188,43.1487127
"7",84.98627,1.791214,1.85892,-1.111991,0.07211298,0.02136789,0.9663655,-0.2459286,28.58067,171.5616,0.3803299,"Calibration","B5",NA,"B5","1.787193","1.749052","-1.114473","0.04354337","-0.063396","-0.9970282",0.0767418,0.0008555,0.987015,0.0495145,1.4290458,11.3977337,30.4612712,0.1498514,-4.2e-05,0.9884698,-0.0024088,1.3145467,13.7364776,70.2908395
"8",85.00819,1.790989,1.859608,-1.111141,0.07345428,0.02093924,0.9667577,-0.2440197,28.35232,171.3863,0.3019454,"Calibration","B5",NA,"B5","1.827264","1.752088","-1.112685","0.02075054","-0.06959085","-0.9973533",0.0768377,0.0046003,0.9869972,0.2662451,1.4234314,18.0948166,-158.0423514,0.152227,-0.0040299,0.9880986,-0.2309542,1.1767473,22.2465755,-198.5669563
"9",85.0197,1.791097,1.859944,-1.110849,0.07404498,0.02044705,0.9669077,-0.2432874,28.26179,171.2993,0.2284828,"Calibration","B5",NA,"B5","1.828187","1.752542","-1.112302","0.02276087","-0.07769657","-0.9967164",0.07629,0.0060641,0.9870317,0.3509628,1.4551886,10.9401021,-189.3153676,0.15312,-0.0056121,0.9879528,-0.3216272,1.124894,13.2069863,-256.3762987
"10",85.04179,1.791164,1.860645,-1.110032,0.07540271,0.02030041,0.9673083,-0.2412822,28.02455,171.1322,0.187375,"Calibration","B5",NA,"B5","1.825606","1.753125","-1.111841","0.02418514","-0.07033147","-0.9972159",0.0769596,0.0099641,0.9869483,0.5766815,1.4161787,16.3074822,289.1422679,0.1556568,-0.0097527,0.9875241,-0.5589297,0.977459,19.2290673,203.0418907
