"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",30.66245,1.885856,1.962084,-2.132933,0.5712129,-0.8135118,0.1045994,-0.03119726,292.6536,153.7658,212.3028,"Calibration","B5",NA,1.785708869,1.981552772,-1.752514856,-0.1378601,0.02159,-0.9706109,1.2616009,0.0508368,NA,NA,0.06413,0.0199479,-0.9704696,1.1749803,0.3902884,NA,NA
"2",30.67373,1.885283,1.961927,-2.133362,0.5711492,-0.813567,0.1045374,-0.03113284,292.657,153.8007,212.2682,"Calibration","B5",NA,1.782308869,2.016452772,-1.787114856,-0.137815,0.0214417,-0.9706206,1.2529382,0.048147,0.8528487,NA,0.064184,0.0197848,-0.9704694,1.1653723,0.3934592,0.9747706,NA
"3",30.69578,1.884622,1.961877,-2.133615,0.571081,-0.8135998,0.1046238,-0.0312382,292.6721,153.7757,212.2918,"Calibration","B5",NA,1.767208869,1.991452772,-1.763514856,-0.1378299,0.021275,-0.9706222,1.243194,0.0489962,1.4404743,19.1027616,0.0641243,0.01964,-0.9704763,1.1568406,0.3899241,0.7220176,NA
"4",30.70786,1.884537,1.961972,-2.133463,0.571072,-0.8135424,0.1050258,-0.03154744,292.6974,153.647,212.4284,"Calibration","B5",NA,1.741908869,1.862752772,-1.626914856,-0.1381537,0.0212293,-0.9705772,1.2405239,0.0681002,1.5800688,16.0493052,0.064059,0.0197163,-0.970479,1.161339,0.3860779,NA,NA
"5",30.72927,1.88415,1.962052,-2.13346,0.5709741,-0.8135875,0.1051727,-0.03166413,292.7184,153.6156,212.4626,"Calibration","B5",NA,1.720908869,1.831352772,-1.592714856,-0.138249,0.0209875,-0.9705688,1.2263902,0.073686,2.0198896,71.5970429,0.0640543,0.0195206,-0.9704833,1.1498092,0.3857839,2.3545938,NA
"6",30.75123,1.883121,1.961937,-2.134136,0.5705361,-0.8140368,0.104327,-0.03079827,292.7133,154.0128,212.067,"Calibration","B5",NA,1.726008869,2.228552772,-1.988314856,-0.1377071,0.0199918,-0.9706669,1.1682018,0.0415213,4.7133124,100.030658,0.0646472,0.0182998,-0.9704678,1.0778917,0.4206922,5.3356524,98.2811035
"7",30.77346,1.88197,1.961718,-2.135071,0.5700646,-0.8144813,0.1035975,-0.0302344,292.728,154.3299,211.7363,"Calibration","B5",NA,1.711308869,2.545652772,-2.319014856,-0.1370278,0.0189144,-0.9707846,1.1052356,0.0012541,6.4341368,186.3632148,0.0648849,0.0170104,-0.9704754,1.0019349,0.4346378,6.6875193,163.0301316
"8",30.79567,1.881327,1.961549,-2.13566,0.5690213,-0.8151728,0.1038707,-0.03031648,292.8679,154.4452,211.6384,"Calibration","B5",NA,1.571408869,2.660952772,-2.416914856,-0.1371797,0.0164148,-0.9708087,0.9591618,0.0098417,12.9931146,-89.7042353,0.0653019,0.0146257,-0.9704863,0.8614609,0.4591045,12.5786671,-85.1905575
"9",30.80717,1.881191,1.961565,-2.135636,0.5684961,-0.8155115,0.1041064,-0.03024943,292.9373,154.5121,211.5972,"Calibration","B5",NA,1.502008869,2.727852772,-2.458114856,-0.1375314,0.0151479,-0.9707794,0.8851229,0.0304364,7.5337783,-204.7499605,0.0657885,0.0134655,-0.9704702,0.7931225,0.4877624,7.5689376,-163.9637864
"10",30.82894,1.880944,1.961607,-2.135534,0.5677557,-0.8160317,0.1042067,-0.02977765,293.0143,154.7249,211.4327,"Calibration","B5",NA,1.425008869,2.940652772,-2.622614856,-0.1380548,0.0133736,-0.9707312,0.781441,0.0611088,8.953726,-152.3233131,0.0668331,0.0117921,-0.9704206,0.6945524,0.5493502,9.9135901,-127.3720673
