"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","FocusedObject","RayOrigin_x","RayOrigin_y","RayOrigin_z","RayDirection_x","RayDirection_y","RayDirection_z","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",133.6985,1.955349,1.755122,-1.844337,0.4818033,-0.8756054,0.0309912,-0.01484297,302.561,174.0429,187.3203,"Calibration",NA,NA,"B5","1.98833","1.649063","-1.818768","-0.1055103","-0.08913472","-0.9904035",-0.0418663,0.0319517,-0.9965469,1.8347929,-0.9502979,NA,NA,0.0017514,0.0307173,-0.9955677,1.7672446,0.4827665,NA,NA
"2",133.7205,1.954922,1.75493,-1.844884,0.4817746,-0.8756052,0.03171527,-0.014242,302.5646,174.0816,187.3934,"Calibration",NA,NA,"B5","1.988003","1.648907","-1.819323","-0.1084609","-0.0913166","-0.9898859",-0.0436949,0.0318583,-0.9964714,1.8294276,-0.84517,9.0301551,NA,0.0034732,0.0307276,-0.9955628,1.7678376,0.3836768,8.1762941,NA
"3",133.7323,1.954956,1.754966,-1.844903,0.4818623,-0.8755462,0.03210635,-0.01403065,302.554,174.0788,187.4471,"Calibration",NA,NA,"B5","1.98797","1.648919","-1.819454","-0.1086809","-0.09272949","-0.9897272",-0.0445865,0.0320435,-0.996426,1.840069,-0.793884,5.055768,-174.6761161,0.004196,0.0309645,-0.9955527,1.7814681,0.3420717,4.0504693,-182.9768623
"4",133.7541,1.954683,1.754908,-1.84528,0.4820568,-0.8754204,0.03267496,-0.01388332,302.5313,174.043,187.5432,"Calibration",NA,NA,"B5","1.987381","1.648586","-1.820279","-0.1105207","-0.09153142","-0.9896408",-0.0457427,0.0324656,-0.9963599,1.8643153,-0.7273679,4.7824011,6.8595672,0.0049549,0.0314536,-0.9955339,1.8096204,0.2983944,3.6949646,9.5634668
"5",133.7762,1.954679,1.754994,-1.845513,0.4822797,-0.8752826,0.03317102,-0.01364951,302.5037,174.0299,187.6178,"Calibration",NA,NA,"B5","1.987034","1.648443","-1.82085","-0.1124974","-0.09124895","-0.9894396",-0.0468496,0.0329551,-0.9962924,1.8924345,-0.6636669,5.3627228,-126.3296901,0.0057998,0.0320065,-0.9955117,1.8414369,0.249764,4.4780668,-90.2086109
"6",133.7876,1.954704,1.755056,-1.845547,0.4823896,-0.875219,0.03326433,-0.0136211,302.4898,174.0227,187.6352,"Calibration",NA,NA,"B5","1.987043","1.64848","-1.820943","-0.1139663","-0.09175499","-0.9892352",-0.047048,0.0332019,-0.9962749,1.9066142,-0.6522358,2.1830544,-137.2603938,0.0059252,0.0322644,-0.9955026,1.8562803,0.2425391,2.0173573,-98.2369032
"7",133.8095,1.954858,1.755216,-1.845467,0.4826127,-0.875094,0.0334096,-0.01338828,302.4598,174.0452,187.6445,"Calibration",NA,NA,"B5","1.986745","1.648359","-1.821437","-0.1109369","-0.08913532","-0.9898086",-0.0475301,0.0337049,-0.9962351,1.935506,-0.6244624,2.2793595,-20.0386217,0.0064514,0.032792,-0.9954821,1.8866477,0.2122475,2.4417334,-15.5873448
"8",133.8319,1.954864,1.755268,-1.845638,0.4827614,-0.8750103,0.03348355,-0.01331238,302.4403,174.0478,187.6544,"Calibration",NA,NA,"B5","1.986535","1.648278","-1.821903","-0.1122533","-0.08959851","-0.9896307",-0.0477392,0.0340409,-0.9962137,1.954809,-0.6124041,1.2831254,NA,0.0066399,0.0331389,-0.9954694,1.9066145,0.201397,1.3093553,-28.8799105
"9",133.8539,1.954617,1.75526,-1.846061,0.4828,-0.8749883,0.03352981,-0.01324055,302.4349,174.0554,187.6568,"Calibration",NA,NA,"B5","1.986427","1.648247","-1.822223","-0.1102686","-0.08983606","-0.9898259",-0.0478886,0.0341273,-0.9962035,1.9597711,-0.6038034,NA,NA,0.0068067,0.0332346,-0.9954651,1.9121236,0.1917942,1.1507963,1.4987033
"10",133.8651,1.954566,1.755248,-1.846195,0.4827498,-0.8750156,0.03356268,-0.01318529,302.4412,174.0637,187.6559,"Calibration",NA,NA,"B5","1.986191","1.648141","-1.822586","-0.1101357","-0.09023878","-0.9898008",-0.0479938,0.034012,-0.9962024,1.9531471,-0.5977644,1.0534585,NA,0.0069376,0.0331249,-0.9954678,1.9058088,0.184261,1.2650882,51.3144323
"11",133.8872,1.954295,1.755133,-1.846667,0.4826491,-0.8750766,0.03353425,-0.01289388,302.4516,174.1237,187.6183,"Calibration",NA,NA,"B5","1.98601","1.648027","-1.823025","-0.1101705","-0.09093726","-0.9897422",-0.0481998,0.0337846,-0.9962002,1.9400869,-0.5859404,2.0378039,39.9100536,0.0074397,0.0329067,-0.9954715,1.8932514,0.1553644,3.3076637,29.6999893
"12",133.8987,1.954304,1.755056,-1.84683,0.4825507,-0.8751307,0.03359973,-0.01273633,302.4634,174.1489,187.6118,"Calibration",NA,NA,"B5","1.985934","1.647963","-1.823239","-0.1102671","-0.09222474","-0.9895979",-0.0484523,0.0335589,-0.9961956,1.9271202,-0.5714366,2.4435192,62.0391282,0.0077836,0.0326963,-0.9954758,1.8811398,0.1355774,2.9278848,46.7115161
"13",133.9205,1.954691,1.755193,-1.846655,0.4822778,-0.8752819,0.03373185,-0.01232427,302.4962,174.2194,187.5874,"Calibration",NA,NA,"B5","1.985805","1.647833","-1.823643","-0.109694","-0.09331021","-0.9895629",-0.0490426,0.0329349,-0.9961875,1.8912764,-0.5375484,4.3793301,25.0136891,0.0086563,0.0321049,-0.9954878,1.8471018,0.0853539,5.6844356,34.0097465
"14",133.932,1.954709,1.755185,-1.846743,0.4820972,-0.8753862,0.0337186,-0.01200951,302.5169,174.2841,187.5482,"Calibration",NA,NA,"B5","1.985834","1.647817","-1.823734","-0.1097749","-0.09343468","-0.9895456",-0.0492923,0.0325261,-0.9961886,1.8677898,-0.5232219,3.9334603,-24.2208868,0.0092166,0.0317074,-0.9954955,1.8242274,0.0531137,5.012516,-82.2313824
"15",133.9433,1.954937,1.755275,-1.84668,0.4818953,-0.875494,0.03386566,-0.011849,302.5428,174.3043,187.5542,"Calibration",NA,NA,"B5","1.985768","1.647734","-1.823991","-0.1088171","-0.09425168","-0.9895707",-0.0496868,0.0320626,-0.9961841,1.8411676,-0.5005777,3.8241838,10.9403975,0.0096523,0.0312662,-0.9955053,1.7988324,0.0280456,3.8143208,-38.5070736
"16",133.9646,1.955128,1.755252,-1.846838,0.4815788,-0.8756612,0.03414436,-0.01155484,302.5832,174.3389,187.5682,"Calibration",NA,NA,"B5","1.985572","1.647411","-1.824628","-0.109488","-0.08635492","-0.9902217",-0.0504293,0.031335,-0.9961699,1.7993703,-0.4579365,4.4962261,22.5930553,0.0104523,0.0305826,-0.9955185,1.7594943,0.0179842,4.4324644,16.8224312
"17",133.9868,1.954835,1.754933,-1.84739,0.4810332,-0.8759497,0.03446666,-0.01145121,302.6552,174.3396,187.6038,"Calibration",NA,NA,"B5","1.985521","1.647257","-1.824911","-0.1111547","-0.08607385","-0.9900597",-0.0510637,0.0300837,-0.9961761,1.7274911,-0.4215594,4.7989193,5.0604574,0.0109717,0.0293755,-0.9955493,1.6900243,0.0478576,4.535118,-6.0716426
"18",134.0089,1.954888,1.754883,-1.847515,0.4806929,-0.8761279,0.03471221,-0.01137156,302.7003,174.3383,187.6328,"Calibration",NA,NA,"B5","1.985395","1.647079","-1.825244","-0.1117973","-0.0865824","-0.9899489",-0.0515521,0.0293021,-0.9961743,1.6825959,-0.3935422,4.7212618,-54.361811,0.0113631,0.0286264,-0.9955667,1.6469161,0.07037,4.1645602,-68.2746783
"19",134.0202,1.954803,1.754773,-1.847735,0.4805169,-0.8762202,0.03481338,-0.01139643,302.7241,174.328,187.6496,"Calibration",NA,NA,"B5","1.985156","1.64689","-1.825603","-0.1116009","-0.08513481","-0.9900893",-0.0516989,0.0288982,-0.9961786,1.6594,-0.3851336,3.5323921,-130.1413451,0.0114241,0.0282327,-0.9955772,1.6242607,0.0738729,2.8110232,-114.9886593
"20",134.0315,1.95489,1.754756,-1.847737,0.480397,-0.8762819,0.03495157,-0.01127747,302.7395,174.3392,187.6602,"Calibration",NA,NA,"B5","1.985202","1.64685","-1.825636","-0.1121301","-0.08404718","-0.9901307",-0.052045,0.0286219,-0.9961685,1.6435284,-0.3652485,1.7800674,NA,0.0117701,0.0279777,-0.9955804,1.609587,0.093781,1.5658165,-58.4821934
"21",134.0537,1.954851,1.754622,-1.848022,0.4803947,-0.8762697,0.03519692,-0.01155613,302.7438,174.2628,187.7338,"Calibration",NA,NA,"B5","1.984762","1.646739","-1.825905","-0.1120652","-0.09154949","-0.9894693",-0.0522282,0.0286057,-0.9961593,1.6425959,-0.354715,NA,NA,0.0114987,0.0279802,-0.9955835,1.609729,0.0781621,1.4155424,-7.9574412
"22",134.065,1.954966,1.754633,-1.847991,0.480424,-0.8762435,0.03538818,-0.011734,302.7429,174.2098,187.788,"Calibration",NA,NA,"B5","1.984808","1.646726","-1.825926","-0.1121242","-0.09245186","-0.9893818",-0.0524085,0.028664,-0.9961481,1.6459473,-0.3443385,1.0841802,NA,0.0113557,0.0280527,-0.9955831,1.613902,0.0699329,1.3121951,17.5512765
"23",134.0873,1.955262,1.754668,-1.84779,0.4806062,-0.8761294,0.03563304,-0.01205286,302.7237,174.1211,187.8703,"Calibration",NA,NA,"B5","1.984837","1.646707","-1.825984","-0.1113925","-0.09301685","-0.9894119",-0.0525657,0.029067,-0.9961282,1.669095,-0.3352616,1.955632,-24.8919615,0.0109965,0.0284715,-0.9955752,1.638,0.0492698,2.2989329,-5.305187
"24",134.0992,1.955078,1.754544,-1.848004,0.4806319,-0.8761148,0.03561296,-0.01214523,302.721,174.1053,187.8766,"Calibration",NA,NA,"B5","1.98437","1.646416","-1.826561","-0.1113667","-0.09338725","-0.9893767",-0.052448,0.0291254,-0.9961327,1.6724499,-0.3420284,0.8981685,-18.0285909,0.0108125,0.0285248,-0.9955757,1.6410689,0.0386819,1.6461143,21.7683758
"25",134.1204,1.955232,1.754484,-1.847847,0.4807853,-0.8760172,0.03580075,-0.0125602,302.7061,174.0052,187.9574,"Calibration",NA,NA,"B5","1.984314","1.646329","-1.826602","-0.1102292","-0.09344245","-0.9894989",-0.0524154,0.0294645,-0.9961245,1.6919263,-0.3438731,2.0176408,-7.8369987,0.0102335,0.0288686,-0.9955719,1.6608531,0.0053642,3.732098,-8.7615614
"26",134.1316,1.955411,1.754575,-1.847583,0.4808201,-0.8759954,0.03578014,-0.01280168,302.7036,173.9616,187.9789,"Calibration",NA,NA,"B5","1.984347","1.646316","-1.82657","-0.1103571","-0.09279692","-0.9895484",-0.0521623,0.0295428,-0.9961354,1.6964239,-0.3584187,1.2506727,-29.8471138,0.0097846,0.0289349,-0.9955745,1.6646702,0.0204709,2.4338099,-65.65875
"27",134.154,1.955491,1.75453,-1.847378,0.4809402,-0.8759248,0.03579763,-0.01307008,302.6906,173.9068,188.0124,"Calibration",NA,NA,"B5","1.984189","1.646167","-1.82669","-0.1104022","-0.09251588","-0.9895617",-0.0519581,0.0298137,-0.9961381,1.711986,-0.3701416,1.4474582,-8.7051332,0.0093138,0.0291956,-0.9955714,1.6796685,0.0475605,2.0888741,-11.9265877
"28",134.1759,1.955679,1.754549,-1.847097,0.4810371,-0.8758659,0.0358305,-0.01335875,302.6809,173.8473,188.0503,"Calibration",NA,NA,"B5","1.984265","1.646184","-1.826481","-0.1097874","-0.09219542","-0.9896553",-0.0517615,0.0300314,-0.9961418,1.7244905,-0.3814297,0.8737804,NA,0.0088243,0.0294041,-0.9955698,1.6916717,0.0757274,1.9037259,-20.443519
"29",134.1984,1.956017,1.754625,-1.846573,0.4809806,-0.8758927,0.03585128,-0.01357782,302.6904,173.8061,188.0748,"Calibration",NA,NA,"B5","1.984451","1.646209","-1.826144","-0.1085139","-0.08805387","-0.9901739",-0.0515966,0.0299012,-0.9961542,1.7170094,-0.3909264,NA,NA,0.0084595,0.0292669,-0.995577,1.6837729,0.0967268,1.1739883,-19.6275608
"30",134.2202,1.956257,1.754682,-1.846124,0.4809988,-0.8758774,0.03593286,-0.01370725,302.6898,173.7734,188.1035,"Calibration",NA,NA,"B5","1.984714","1.646279","-1.825724","-0.1081799","-0.08679868","-0.9903247",-0.0516256,0.029939,-0.9961516,1.7191824,-0.3892535,0.8099488,NA,0.0083031,0.0293086,-0.9955771,1.6861753,0.1057235,1.0252613,-19.0641117
"31",134.2314,1.956332,1.754658,-1.84592,0.4810093,-0.8758665,0.03601509,-0.013815,302.69,173.7448,188.1299,"Calibration",NA,NA,"B5","1.984934","1.646386","-1.825373","-0.1082253","-0.08680642","-0.9903252",-0.051675,0.0299593,-0.9961484,1.7203503,-0.3864156,NA,NA,0.008185,0.0293341,-0.9955773,1.687644,0.1125229,0.6746354,-16.5247522
"32",134.2538,1.956855,1.754861,-1.845206,0.4809713,-0.875875,0.03622137,-0.01405983,302.6987,173.6796,188.1919,"Calibration",NA,NA,"B5","1.985232","1.646449","-1.824797","-0.1090227","-0.08599047","-0.9903036",-0.0518175,0.0298642,-0.9961439,1.7148874,-0.3782269,0.8652788,NA,0.0079412,0.0292524,-0.9955817,1.6829417,0.1265545,0.6355783,-1.3711778
"33",134.2757,1.957187,1.754918,-1.844551,0.4810012,-0.8758535,0.03634909,-0.01404499,302.6956,173.6685,188.215,"Calibration",NA,NA,"B5","1.9855","1.646519","-1.824229","-0.1091451","-0.08588388","-0.9902944",-0.0520598,0.0299274,-0.9961293,1.7185141,-0.3642831,1.0296474,16.8888051,0.0080799,0.0293316,-0.9955782,1.6874947,0.1185688,0.613706,33.3628227
"34",134.287,1.957267,1.754936,-1.844282,0.4810489,-0.8758252,0.03642342,-0.01398598,302.6894,173.6706,188.2241,"Calibration",NA,NA,"B5","1.985534","1.646507","-1.824033","-0.1090615","-0.08645771","-0.9902546",-0.0522484,0.0300332,-0.9961163,1.7245947,-0.3534256,1.3265232,16.9544076,0.0082473,0.0294486,-0.9955734,1.694233,0.1089328,1.3789915,44.9937572
"35",134.3094,1.957254,1.754922,-1.843895,0.4811908,-0.8757535,0.03634991,-0.01378476,302.6686,173.7113,188.1941,"Calibration",NA,NA,"B5","1.985996","1.64668","-1.823187","-0.1090923","-0.08637466","-0.9902694",-0.0523091,0.0303596,-0.9961032,1.743339,-0.3499042,1.4975835,20.909521,0.0085253,0.0297743,-0.9955614,1.7129715,0.0929325,1.8776857,22.7941634
"36",134.3317,1.957481,1.754933,-1.84324,0.481415,-0.8756347,0.03630971,-0.01360413,302.6375,173.7425,188.1746,"Calibration",NA,NA,"B5","1.986421","1.646927","-1.822239","-0.1105569","-0.09040792","-0.9897372",-0.0524156,0.0308718,-0.9960818,1.7727625,-0.3437303,2.2598515,32.8003722,0.0087894,0.0302893,-0.9955435,1.742614,0.0777248,2.3978375,22.0185919
"37",134.354,1.957632,1.754987,-1.842526,0.4817367,-0.8754575,0.03635421,-0.01350685,302.5952,173.7469,188.182,"Calibration",NA,NA,"B5","1.986613","1.646927","-1.82167","-0.1105352","-0.08983623","-0.9897996",-0.0526035,0.0316025,-0.9960491,1.8147334,-0.3328527,2.9604801,15.4247915,0.0089745,0.0310274,-0.9955191,1.7850894,0.0670603,2.8597149,14.1042848
"38",134.3763,1.957726,1.75502,-1.841762,0.4820537,-0.8752849,0.03631874,-0.01347647,302.5535,173.7471,188.1811,"Calibration",NA,NA,"B5","1.987068","1.647121","-1.820724","-0.1103249","-0.08932006","-0.9898708",-0.0525884,0.0323252,-0.9960267,1.8562507,-0.3336486,2.9477972,33.355026,0.0089675,0.0317459,-0.9954966,1.8264416,0.0674486,3.0268886,36.5426082
"39",134.3984,1.957885,1.75507,-1.840997,0.4824177,-0.8750842,0.03634601,-0.0134083,302.5057,173.7466,188.1894,"Calibration",NA,NA,"B5","1.987524","1.647335","-1.819741","-0.1102801","-0.08933415","-0.989863",-0.052722,0.0331529,-0.9959924,1.9037959,-0.3258828,4.4346585,-24.0784023,0.0090808,0.0325798,-0.9954686,1.8744343,0.0609118,4.4763975,-18.9074354
"40",134.4098,1.95798,1.755078,-1.840609,0.4826328,-0.8749656,0.03638126,-0.01331238,302.4772,173.7547,188.1923,"Calibration",NA,NA,"B5","1.987605","1.64736","-1.819419","-0.1102744","-0.08968981","-0.9898378",-0.0528851,0.0336417,-0.9959673,1.9318745,-0.3164523,3.1186927,-52.7003143,0.009265,0.0330747,-0.9954506,1.902919,0.0503059,3.2975975,-49.6877131
"41",134.4316,1.95852,1.755314,-1.83941,0.4830377,-0.8747509,0.03625057,-0.013094,302.4216,173.7973,188.1569,"Calibration",NA,NA,"B5","1.98805","1.64758","-1.818468","-0.1102328","-0.08966188","-0.989848",-0.0528754,0.0345696,-0.9959361,1.9851815,-0.3169123,3.337455,-2.4509841,0.0095007,0.0339951,-0.9954173,1.9558949,0.0367227,3.3854097,2.5477856
"42",134.4535,1.958652,1.755347,-1.838713,0.4833169,-0.8746005,0.03623309,-0.01288232,302.3832,173.8306,188.1397,"Calibration",NA,NA,"B5","1.989039","1.64809","-1.816917","-0.1094125","-0.09023324","-0.9898781",-0.0530527,0.0352072,-0.9959043,2.0218149,-0.3066458,3.0103361,-76.4580514,0.0098349,0.0346389,-0.9953919,1.9929472,0.0174738,3.4087877,-85.2174487
"43",134.4649,1.958771,1.75535,-1.838321,0.4834028,-0.8745497,0.03631197,-0.01288695,302.3727,173.8192,188.1573,"Calibration",NA,NA,"B5","1.989157","1.648112","-1.816554","-0.1092219","-0.08988956","-0.9899337",-0.0531943,0.0353999,-0.9958899,2.032883,-0.2984767,1.4373736,-69.2800719,0.00989,0.0348393,-0.9953844,2.0044812,0.0142936,1.4536605,-89.9098528
"44",134.4868,1.958791,1.755234,-1.837846,0.4835882,-0.8744474,0.03632817,-0.01282378,302.3481,173.824,188.1591,"Calibration",NA,NA,"B5","1.989493","1.64811","-1.815873","-0.109333","-0.08425972","-0.9904217",-0.0532917,0.0358219,-0.9958696,2.0571278,-0.2928249,1.4246502,-7.4513428,0.0100009,0.0352656,-0.9953682,2.0290239,0.007905,1.2715112,-2.4457002
"45",134.5091,1.959041,1.755216,-1.837148,0.4836942,-0.8743857,0.03637163,-0.01291525,302.3354,173.7995,188.1795,"Calibration",NA,NA,"B5","1.989795","1.648177","-1.815105","-0.1081342","-0.08710839","-0.9903026",-0.0532935,0.0360611,-0.9958609,2.0708721,-0.2926944,1.1052761,8.4413358,0.0098688,0.0355071,-0.995361,2.0429202,0.0155017,1.3479092,12.4180728
"46",134.5312,1.959356,1.755342,-1.836267,0.4838171,-0.8743182,0.03631156,-0.01304897,302.3203,173.7771,188.1854,"Calibration",NA,NA,"B5","1.990039","1.648147","-1.814479","-0.1081344","-0.08607133","-0.9903991",-0.0530742,0.0363425,-0.9958624,2.087034,-0.3052794,1.7948929,45.9400452,0.0095654,0.035774,-0.9953544,2.0582869,0.0329647,1.8210752,43.0075181
"47",134.5533,1.959638,1.755321,-1.83563,0.484111,-0.8741589,0.03623371,-0.0130324,302.2814,173.7798,188.1774,"Calibration",NA,NA,"B5","1.990074","1.648025","-1.814099","-0.108292","-0.08602007","-0.9903775",-0.0529693,0.0370149,-0.9958432,2.1256681,-0.3112391,3.1358261,-18.9010839,0.0095001,0.0364364,-0.995331,2.0964117,0.0367064,3.2488415,2.1480832
"48",134.5648,1.959779,1.755336,-1.835283,0.4841946,-0.8741111,0.03620203,-0.01322422,302.2721,173.7448,188.1935,"Calibration",NA,NA,"B5","1.990212","1.648044","-1.813738","-0.1082609","-0.08587104","-0.9903964",-0.052746,0.0372055,-0.995848,2.1366166,-0.3240684,2.0033305,-38.0329256,0.0091238,0.0366144,-0.995328,2.1066608,0.0583672,2.5552921,-25.3548806
"49",134.5869,1.959908,1.755325,-1.834795,0.4843481,-0.874028,0.03604693,-0.01351181,302.2537,173.7026,188.1983,"Calibration",NA,NA,"B5","1.990529","1.64809","-1.813032","-0.1081358","-0.08563811","-0.990436",-0.0522215,0.0375595,-0.9958623,2.1569593,-0.3542044,2.4986363,19.7322906,0.0084609,0.0369371,-0.9953219,2.1252346,0.096522,2.7674274,4.9019029
"50",134.6091,1.960325,1.755433,-1.834042,0.4843874,-0.8740141,0.03575973,-0.01376096,302.2488,173.6845,188.1711,"Calibration",NA,NA,"B5","1.990135","1.647784","-1.813093","-0.1086483","-0.08590106","-0.9903511",-0.051489,0.0376589,-0.9958966,2.1626684,-0.3963332,2.877203,24.1131806,0.0077565,0.0369919,-0.9953256,2.1283886,0.1370687,2.7719767,7.1120805
"51",134.6314,1.960428,1.755503,-1.833532,0.4847618,-0.873814,0.03553211,-0.01387365,302.1996,173.6761,188.1506,"Calibration",NA,NA,"B5","1.990197","1.64774","-1.812682","-0.1081537","-0.08445366","-0.9905264",-0.0510069,0.0385203,-0.9958885,2.2121603,-0.423976,3.5723789,21.2476932,0.0073199,0.0378183,-0.9952978,2.1759616,0.1621857,3.0846057,-1.7087002
"52",134.6535,1.960442,1.755468,-1.833183,0.4849993,-0.8736985,0.03516875,-0.01377881,302.1652,173.7247,188.0792,"Calibration",NA,NA,"B5","1.990403","1.64782","-1.812169","-0.1078311","-0.08482601","-0.9905304",-0.0504602,0.0390756,-0.9958948,2.2440678,-0.455367,3.8225858,-107.7823887,0.0071421,0.0383345,-0.9952794,2.2056783,0.1724169,2.699256,-75.4830712
"53",134.665,1.960544,1.755504,-1.832916,0.4850878,-0.8736635,0.03492619,-0.01349305,302.1493,173.8009,188.0066,"Calibration",NA,NA,"B5","1.99053","1.647861","-1.811886","-0.1068083","-0.08446512","-0.9906824",-0.05029,0.0392873,-0.995895,2.2562287,-0.4651331,1.2133927,-100.4170361,0.007425,0.0385311,-0.9952697,2.216992,0.1561261,1.1636667,-51.7244104
"54",134.6868,1.960723,1.755518,-1.832371,0.4851638,-0.8736228,0.0348429,-0.01360961,302.1399,173.7855,188.0051,"Calibration",NA,NA,"B5","1.990848","1.648002","-1.811197","-0.1068436","-0.08250367","-0.9908324",-0.050042,0.0394632,-0.9959006,2.2663385,-0.4793816,1.7813325,-23.2147162,0.0071366,0.0386917,-0.9952656,2.2262371,0.1727234,1.8194256,-20.2095609
"55",134.6981,1.960832,1.755531,-1.83211,0.4851923,-0.8736059,0.03483627,-0.01369746,302.1369,173.7689,188.0137,"Calibration",NA,NA,"B5","1.990978","1.648044","-1.810918","-0.1081288","-0.0823416","-0.9907104",-0.0499532,0.0395282,-0.9959025,2.2700721,-0.4844793,0.9622891,NA,0.0069719,0.0387526,-0.9952644,2.2297452,0.1822045,1.0227778,-20.7366965
"56",134.7095,1.960836,1.755478,-1.832056,0.4850887,-0.8736583,0.0349456,-0.01374308,302.1516,173.7519,188.0361,"Calibration",NA,NA,"B5","1.991124","1.648084","-1.810633","-0.1081048","-0.0832677","-0.9906428",-0.0501005,0.0392878,-0.9959045,2.25626,-0.4760359,NA,NA,0.006997,0.0385229,-0.9952731,2.2165223,0.1807637,1.3536789,33.7583774
"57",134.7314,1.961128,1.755482,-1.83158,0.4850284,-0.8736765,0.03515773,-0.0141691,302.1649,173.6517,188.1183,"Calibration",NA,NA,"B5","1.990927","1.647845","-1.810683","-0.1071579","-0.08465215","-0.9906209",-0.0500925,0.0391414,-0.9959107,2.2478479,-0.4765122,0.6476595,NA,0.0064351,0.0383819,-0.9952824,2.2084057,0.2131134,2.1966174,3.1907996
"58",134.7536,1.961221,1.755397,-1.831284,0.4850115,-0.8736779,0.03523183,-0.01447396,302.1705,173.5874,188.1632,"Calibration",NA,NA,"B5","1.991061","1.647813","-1.810328","-0.1070932","-0.0875139","-0.9903759",-0.04995,0.0390996,-0.9959195,2.2454459,-0.4847124,0.5522243,7.9589482,0.0059621,0.038334,-0.9952872,2.2056488,0.240346,1.4838033,-22.6440833
"59",134.7758,1.961398,1.755347,-1.830923,0.4850084,-0.8736793,0.03520432,-0.01456223,302.1715,173.5738,188.167,"Calibration",NA,NA,"B5","1.991268","1.647791","-1.809872","-0.1069191","-0.08678679","-0.9904627",-0.0498217,0.0390935,-0.9959262,2.2450968,-0.4920965,1.0010368,33.061277,0.0057803,0.0383209,-0.9952888,2.2048938,0.2508114,1.1912201,17.1072185
"60",134.798,1.961757,1.755375,-1.830385,0.4849363,-0.8737212,0.03506883,-0.01477606,302.1819,173.5499,188.1615,"Calibration",NA,NA,"B5","1.991479","1.647813","-1.809373","-0.1063067","-0.08862186","-0.9903729",-0.0493839,0.0389343,-0.9959543,2.2359493,-0.5173003,2.020145,29.4638356,0.0052854,0.0381355,-0.9952986,2.1942215,0.2793019,2.2433638,35.4220495
"61",134.8202,1.962213,1.755479,-1.829892,0.4846668,-0.8738655,0.03507839,-0.01505924,302.2196,173.5037,188.1848,"Calibration",NA,NA,"B5","1.991804","1.647843","-1.808857","-0.1068471","-0.08795886","-0.9903749",-0.049129,0.0383198,-0.9959907,2.2006424,-0.5320305,2.3092311,13.5627016,0.0048144,0.0375106,-0.9953248,2.1582462,0.3064231,2.7639591,13.5549618
