"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",5.655693,1.890307,1.865749,-2.167154,0.5262499,-0.8405619,0.09806129,0.0830708,295.7124,184.8184,190.2795,"Calibration","B5",NA,-0.2510264,0.0236764,-0.9654887,1.3595801,-3.064786,NA,NA,0.2407091,0.0262059,-0.9667486,1.506768,3.4248605,NA,NA
"2",5.677573,1.890242,1.865697,-2.167571,0.5260598,-0.8406718,0.09744771,0.08388074,295.7319,185.0882,190.0267,"Calibration","B5",NA,-0.2508172,0.0234941,-0.9655475,1.3491105,-3.077266,1.3822713,NA,0.2414687,0.0255709,-0.9665762,1.4702513,3.3800746,5.2986562,NA
"3",5.688824,1.890187,1.865658,-2.167698,0.5259386,-0.8407407,0.09718786,0.08425155,295.7455,185.2092,189.9155,"Calibration","B5",NA,-0.2507586,0.0233317,-0.9655668,1.3397818,-3.0808028,1.5412113,19.0474717,0.241842,0.0252075,-0.9664924,1.4493529,3.3580795,2.477941,-130.2671868
"4",5.71099,1.89021,1.865529,-2.167964,0.5257542,-0.8408725,0.09703877,0.08425877,295.7712,185.2343,189.8792,"Calibration","B5",NA,-0.2505265,0.0229005,-0.9656373,1.3150214,-3.0947201,2.0724904,50.5725834,0.2417217,0.0247239,-0.9665349,1.4215374,3.3653807,2.2601286,67.2529212
"5",5.733159,1.890235,1.86553,-2.168315,0.5255932,-0.8410144,0.09724994,0.08360012,295.7994,185.0605,190.0164,"Calibration","B5",NA,-0.2502315,0.0223059,-0.9657276,1.2808705,-3.1124217,3.7834266,64.9398867,0.2408494,0.0243993,-0.9667609,1.4028748,3.4172025,5.4598305,35.4186309
"6",5.744458,1.890226,1.865543,-2.16848,0.5254707,-0.8411295,0.09720864,0.08326032,295.8203,184.9926,190.0529,"Calibration","B5",NA,-0.2498303,0.0219045,-0.9658408,1.2578176,-3.1363591,4.3789156,-2.5238785,0.2402522,0.0240833,-0.9669174,1.3847,3.4527046,4.6294105,-92.5147573
"7",5.755656,1.890334,1.865431,-2.168701,0.5253796,-0.8412132,0.0970953,0.08312186,295.8348,184.9791,190.0457,"Calibration","B5",NA,-0.2495077,0.021643,-0.9659301,1.2427982,-3.1555807,3.7322248,56.8843028,0.2399168,0.0238257,-0.9670071,1.3698884,3.4726652,3.380447,2.3440453
"8",5.777562,1.890211,1.865363,-2.169062,0.5251629,-0.8414519,0.096277,0.08302634,295.8701,185.0757,189.8736,"Calibration","B5",NA,-0.2480574,0.0210884,-0.9663157,1.2109489,-3.2417626,7.4895237,-80.678085,0.2389649,0.0230178,-0.9672623,1.3234294,3.5293265,5.9264194,-50.0381104
"9",5.789236,1.890227,1.865361,-2.16925,0.5251655,-0.8414973,0.09594086,0.08293889,295.8728,185.1033,189.8106,"Calibration","B5",NA,-0.2474089,0.0210582,-0.9664826,1.2092115,-3.2802204,3.603537,-163.3035029,0.2384849,0.0228985,-0.9673836,1.3165679,3.5577958,3.4013469,-88.7562966
"10",5.811006,1.89017,1.865432,-2.169536,0.5247923,-0.8417705,0.09608106,0.08236591,295.929,184.9621,189.9172,"Calibration","B5",NA,-0.2470898,0.019999,-0.9665869,1.1483802,-3.2994632,3.7399986,-33.8059639,0.2377036,0.0220565,-0.9675955,1.2681464,3.6043356,4.2457232,-1.4530351
