"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",369.3036,1.863364,1.663905,-2.08363,0.6273685,-0.7764823,0.05598644,0.0186949,282.4792,169.0041,197.0861,"Calibration","B5",NA,-0.1108465,0.0105301,-0.9932374,0.60367,-0.1307319,NA,NA,0.0986062,0.0111189,-0.9934024,0.6381318,0.2521954,NA,NA
"2",369.3149,1.863421,1.663888,-2.083633,0.6272524,-0.7765602,0.05620692,0.01869171,282.499,168.9498,197.1583,"Calibration","B5",NA,-0.1111813,0.0102294,-0.993203,0.5864306,-0.1114363,2.4045974,NA,0.0988833,0.0108666,-0.9933776,0.6236535,0.2362312,2.1906639,NA
"3",369.3369,1.863228,1.66397,-2.083339,0.6270093,-0.7767467,0.05632685,0.01874038,282.5344,168.97,197.152,"Calibration","B5",NA,-0.1114162,0.009609,-0.993183,0.5508633,-0.0979233,3.1131419,-46.4346274,0.0991259,0.0102691,-0.9933598,0.5893591,0.2222755,2.7993583,-41.0247399
"4",369.3482,1.863285,1.663928,-2.083302,0.6269693,-0.776785,0.05623296,0.01877503,282.538,169.0209,197.0963,"Calibration","B5",NA,-0.1113101,0.0095108,-0.9931959,0.5452293,-0.1040493,1.6997851,-79.739701,0.0990677,0.0101484,-0.9933669,0.5824365,0.2256397,1.5595516,-73.6184316
"5",369.3596,1.863219,1.663976,-2.083238,0.6269183,-0.7768379,0.05605843,0.01881121,282.5421,169.1005,197.0055,"Calibration","B5",NA,-0.1110794,0.0093854,-0.9932229,0.5380401,-0.1173698,1.3075843,-18.7026062,0.0989143,0.0099817,-0.9933838,0.5728658,0.234495,1.1318298,-4.5395154
"6",369.3817,1.863217,1.663965,-2.083005,0.626815,-0.7769133,0.056286,0.0184514,282.5679,168.9001,197.1952,"Calibration","B5",NA,-0.1109858,0.0090851,-0.993236,0.5208251,-0.1227826,1.2412482,19.7781968,0.0986423,0.0097573,-0.9934131,0.5599859,0.2501949,1.7603632,18.4469163
"7",369.4038,1.863287,1.663937,-2.082929,0.626677,-0.7770308,0.05632252,0.01808516,282.596,168.7655,197.303,"Calibration","B5",NA,-0.1105838,0.0086981,-0.9932846,0.4986393,-0.1459995,2.1817806,NA,0.098128,0.009407,-0.9934674,0.5398848,0.2798775,1.9471835,-12.106938
"8",369.4264,1.863171,1.663963,-2.082593,0.6265704,-0.777118,0.05634018,0.0179713,282.614,168.7323,197.3286,"Calibration","B5",NA,-0.1104652,0.0084145,-0.9933001,0.4823807,-0.1528555,NA,NA,0.0979841,0.0091352,-0.9934842,0.5242839,0.2881927,1.2089029,-21.6813475
"9",369.4485,1.863197,1.66393,-2.082354,0.6265692,-0.777131,0.05619366,0.01790672,282.6135,168.7543,197.2894,"Calibration","B5",NA,-0.1101564,0.0084075,-0.9933343,0.4819781,-0.1706621,NA,NA,0.0977036,0.0091002,-0.9935121,0.5222766,0.3043704,0.9725343,8.7338913
"10",369.4701,1.862874,1.664019,-2.081737,0.6267226,-0.7769924,0.05648308,0.01763905,282.6017,168.5292,197.5161,"Calibration","B5",NA,-0.1102866,0.0087736,-0.9933167,0.5029664,-0.1631346,1.5469075,NA,0.097629,0.0095486,-0.9935152,0.5480072,0.3086465,1.5808593,9.1056061
