"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",35.16047,1.94273,1.785957,-1.922711,0.464951,-0.885161,0.01144405,0.01339718,304.5714,181.3204,180.7878,"Calibration","B5",NA,-0.0327954,-0.0033072,-0.9994247,-0.1894946,1.0960067,NA,NA,0.034386,-0.0032955,-0.9994011,-0.188821,1.1045835,NA,NA
"2",35.18282,1.942708,1.786109,-1.922752,0.4654279,-0.8849328,0.01132691,0.01193795,304.5112,181.0705,180.9036,"Calibration","B5",NA,-0.0312175,-0.0022996,-0.9994782,-0.131762,1.0055451,10.9935334,NA,0.031694,-0.002231,-0.999493,-0.1278256,0.9502494,14.3534652,NA
"3",35.19368,1.942887,1.786193,-1.922863,0.4658365,-0.8847265,0.01089234,0.01169584,304.4591,181.0681,180.8483,"Calibration","B5",NA,-0.0302184,-0.00139,-0.9995106,-0.0796442,0.9482693,7.6437294,-124.878108,0.030856,-0.0013286,-0.9995208,-0.0761248,0.9022102,7.3472902,-234.7364985
"4",35.21593,1.943043,1.786212,-1.922785,0.466182,-0.884561,0.01034577,0.01091898,304.4157,180.9804,180.8234,"Calibration","B5",NA,-0.028523,-0.0006458,-0.9995612,-0.0370003,0.8510797,8.9497419,-199.1431787,0.0289675,-0.0005742,-0.9995781,-0.0328975,0.7939602,11.255788,-22.1458199
"5",35.22709,1.943057,1.786316,-1.922915,0.4662831,-0.8845164,0.01036161,0.01017147,304.4033,180.8448,180.8969,"Calibration","B5",NA,-0.0278523,-0.0004473,-0.9995801,-0.0256272,0.8126373,3.8498055,-216.8019195,0.0276601,-0.0003488,-0.9996152,-0.0199839,0.7190182,8.8010962,-80.7078995
"6",35.24946,1.943547,1.786148,-1.923157,0.4661217,-0.884616,0.01078994,0.008298089,304.4261,180.4685,181.1508,"Calibration","B5",NA,-0.0268621,-0.0008796,-0.999607,-0.0503987,0.7558822,4.3728096,35.3798117,0.0247505,-0.0007097,-0.9996913,-0.0406651,0.552254,10.1106061,-43.3234634
"7",35.27157,1.943563,1.786225,-1.92304,0.4664611,-0.8844481,0.01061942,0.007275227,304.3835,180.3005,181.2173,"Calibration","B5",NA,-0.0256045,-0.0001468,-0.9996404,-0.0084086,0.6837979,5.4203795,-2.8258106,0.0227767,4.48e-05,-0.9997384,0.0025695,0.4391331,6.9005527,-126.9931913
"8",35.29378,1.943708,1.786211,-1.922899,0.4667673,-0.8842942,0.01016267,0.006985793,304.3444,180.2912,181.1631,"Calibration","B5",NA,-0.0245258,0.0005357,-0.9996673,0.030696,0.6219682,4.2425491,-47.9661914,0.021834,0.000718,-0.9997592,0.0411393,0.3851046,4.4840871,-63.1361857
"9",35.3162,1.943683,1.786175,-1.922872,0.4669259,-0.8842158,0.0101009,0.006369919,304.3247,180.1861,181.2107,"Calibration","B5",NA,-0.0238419,0.0008761,-0.9996835,0.0501969,0.5827734,3.2807121,39.8339791,0.0206855,0.0010698,-0.9997833,0.0612954,0.319287,4.0923743,-28.8658803
"10",35.33822,1.943495,1.786354,-1.922747,0.4669957,-0.884186,0.009571434,0.0062196,304.316,180.2093,181.1299,"Calibration","B5",NA,-0.022765,0.0010291,-0.9997086,0.0589652,0.5210543,5.9796772,-21.1167322,0.0199268,0.0012082,-0.9997986,0.0692262,0.2758065,3.2058451,-104.2074703
"11",35.34963,1.943368,1.786362,-1.922893,0.4668624,-0.8842599,0.009076812,0.006455893,304.3331,180.2989,181.0184,"Calibration","B5",NA,-0.0221107,0.0007334,-0.9997235,0.042023,0.4835534,4.0992833,-87.0831188,0.0198846,0.0008928,-0.9997998,0.0511555,0.2733893,1.2871993,-100.3305662
"12",35.37191,1.942985,1.786208,-1.922787,0.4669139,-0.8842381,0.008241328,0.006809729,304.3264,180.4417,180.8348,"Calibration","B5",NA,-0.0209624,0.0008577,-0.999748,0.0491453,0.4177449,3.8906541,3.2193997,0.0197324,0.0009856,-0.9998027,0.056473,0.2646686,0.5629573,NA
"13",35.3941,1.942672,1.786363,-1.922756,0.466965,-0.8842145,0.007695272,0.007018778,304.3199,180.531,180.7168,"Calibration","B5",NA,-0.020191,0.0009775,-0.9997639,0.0560077,0.3735365,4.2413175,-82.2874069,0.0195914,0.0010861,-0.9998053,0.0622291,0.2565849,NA,NA
"14",35.40555,1.9426,1.786285,-1.922748,0.4669959,-0.8841993,0.007360749,0.007227965,304.3159,180.6004,180.6368,"Calibration","B5",NA,-0.019794,0.001052,-0.9997717,0.0602766,0.3507839,2.1759942,-104.4847845,0.0196503,0.0011482,-0.9998041,0.0657892,0.2599615,0.7981922,NA
"15",35.42753,1.94235,1.786214,-1.92268,0.4669301,-0.8842345,0.006790007,0.007706882,304.3246,180.7406,180.4888,"Calibration","B5",NA,-0.0192312,0.0009143,-0.9997828,0.0523862,0.3185309,1.5475423,-31.114083,0.0199654,0.0009846,-0.9997981,0.056413,0.2780174,1.550746,21.8320298
"16",35.44969,1.942218,1.786178,-1.922731,0.4668851,-0.884257,0.006598576,0.00802885,304.3304,180.8166,180.4239,"Calibration","B5",NA,-0.0191931,0.000821,-0.9997837,0.0470397,0.3163465,0.8021646,11.2324355,0.0203569,0.0008792,-0.9997903,0.0503726,0.3004552,1.7596249,38.4189345
"17",35.47181,1.94198,1.786353,-1.922762,0.4670019,-0.8841932,0.006206408,0.00854928,304.3155,180.9474,180.3039,"Calibration","B5",NA,-0.0189833,0.0010984,-0.9997874,0.0629344,0.3043224,2.0431198,93.0389937,0.0209112,0.001133,-0.9997786,0.0649177,0.3322187,3.2507767,83.485619
"18",35.49376,1.94191,1.78638,-1.922722,0.4673383,-0.8840091,0.006476632,0.00899104,304.2714,181.0015,180.31,"Calibration","B5",NA,-0.0198693,0.0018746,-0.999769,0.1074081,0.3550993,4.8961136,127.8502804,0.021943,0.001903,-0.9997553,0.1090325,0.3913533,5.4361036,128.3137005
"19",35.51579,1.941825,1.786379,-1.92274,0.4679587,-0.8836756,0.006508763,0.009470485,304.1908,181.0855,180.2691,"Calibration","B5",NA,-0.0203651,0.0032939,-0.9997554,0.1887344,0.3835193,7.665805,-92.1981342,0.0228196,0.003308,-0.999732,0.1895358,0.441599,8.8963136,-79.2631666
"20",35.52678,1.941768,1.786356,-1.922679,0.4682003,-0.8835425,0.00647318,0.009957526,304.1594,181.177,180.2158,"Calibration","B5",NA,-0.0207519,0.0038568,-0.9997454,0.220986,0.4056883,4.2575874,-135.6671679,0.0236486,0.0038542,-0.9997108,0.220831,0.4891102,5.4279309,-167.7704171
"21",35.5493,1.941651,1.78644,-1.922572,0.4686745,-0.8832863,0.006730493,0.01020876,304.0975,181.1985,180.2372,"Calibration","B5",NA,-0.0214346,0.0049408,-0.9997262,0.2830984,0.4448202,5.1310381,44.5304603,0.0243318,0.0049352,-0.9996896,0.2827699,0.5282729,4.9787377,16.4547565
"22",35.57146,1.941561,1.786522,-1.922437,0.4693035,-0.8829516,0.007009218,0.01008319,304.0156,181.1499,180.2984,"Calibration","B5",NA,-0.0218035,0.0063627,-0.9997103,0.3645689,0.465972,6.2451402,44.8660833,0.0243649,0.0063669,-0.9996807,0.3648015,0.5301843,6.150025,57.2375504
"23",35.59378,1.941421,1.786612,-1.922172,0.4701453,-0.8825047,0.007166889,0.009869594,303.9062,181.0971,180.3461,"Calibration","B5",NA,-0.0218744,0.0082631,-0.9996947,0.4734626,0.4700531,7.125816,0.9573915,0.0241303,0.0082784,-0.9996724,0.474324,0.5167562,7.525365,14.0733905
"24",35.61583,1.941273,1.786736,-1.92196,0.470911,-0.8821031,0.007188688,0.009235488,303.8069,180.9807,180.4103,"Calibration","B5",NA,-0.0213177,0.0099771,-0.9996912,0.571672,0.4381644,6.2980145,-57.5499064,0.0230236,0.0100148,-0.9996826,0.5738173,0.4533479,6.7872987,-88.4424734
"25",35.63832,1.941106,1.786685,-1.921915,0.471399,-0.8818459,0.006857701,0.009154459,303.744,180.9985,180.3573,"Calibration","B5",NA,-0.0206504,0.0110788,-0.9996936,0.6347996,0.3999356,4.5537397,-81.4643176,0.0225708,0.0111097,-0.9996814,0.6365535,0.427408,3.5619504,-86.4727641
"26",35.66033,1.940622,1.786707,-1.921944,0.4716072,-0.8817323,0.005916319,0.009985172,303.7179,181.2416,180.1048,"Calibration","B5",NA,-0.0197446,0.0115718,-0.9997062,0.6630518,0.3480277,2.6747275,-81.2977553,0.023176,0.0115571,-0.9996625,0.6621866,0.4621054,2.9119296,22.1628865
"27",35.68215,1.9402,1.78678,-1.92175,0.4715558,-0.8817546,0.005475503,0.0106754,303.7252,181.41,179.9575,"Calibration","B5",NA,-0.0196003,0.0114754,-0.9997102,0.657526,0.3397542,0.9896852,14.0899941,0.023993,0.011429,-0.9996447,0.6548499,0.5089291,4.5235275,152.7849123
