"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","FocusedObject","RayOrigin_x","RayOrigin_y","RayOrigin_z","RayDirection_x","RayDirection_y","RayDirection_z","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",158.3642,1.885678,1.660235,-1.137228,-0.5746918,0.8176474,0.03251186,0.01118427,289.8613,183.2193,173.1857,"Calibration","B5",NA,"B5","1.877513","1.550089","-1.144683","-0.004649212","0.0403915","-0.9991704",0.0665996,0.0273552,-0.9972512,1.5677705,0.2387304,NA,NA,-0.0545335,0.0271553,-0.9971675,1.5575895,-0.2360949,NA,NA
"2",158.384,1.885826,1.660164,-1.137403,-0.5744389,0.8178091,0.03266573,0.01187883,289.8914,183.0494,173.2855,"Calibration","B5",NA,"B5","1.881318","1.550044","-1.144733","-0.006677202","0.03953418","-0.9991946",0.0676163,0.0267787,-0.9971983,1.5347244,0.1803722,5.2435717,NA,-0.0558721,0.0265689,-0.9971092,1.5239462,-0.1592314,6.7200599,NA
"3",158.3956,1.885894,1.660147,-1.137496,-0.574311,0.8178951,0.03271018,0.01201912,289.9083,183.0151,173.3045,"Calibration","B5",NA,"B5","1.881","1.550009","-1.144801","-0.006571859","0.03903902","-0.9992042",0.0678425,0.0264748,-0.9971911,1.5173068,0.1674082,2.7046228,-82.7969797,-0.0561606,0.0262638,-0.997101,1.5064428,-0.1426755,2.8418213,-135.4307126
"4",158.4177,1.886102,1.660085,-1.137661,-0.5739233,0.8181636,0.03270368,0.01227581,289.9603,182.9304,173.3684,"Calibration","B5",NA,"B5","1.886291","1.54995","-1.144821","-0.00999872","0.03892956","-0.9991876",0.0681074,0.0255448,-0.9971972,1.463993,0.1522826,3.8821317,36.9484453,-0.0565978,0.0253216,-0.9971007,1.4523915,-0.1176328,4.244497,36.0396274
"5",158.4395,1.886259,1.660094,-1.137925,-0.573482,0.8184704,0.03268272,0.01251146,290.0199,182.8472,173.4335,"Calibration","B5",NA,"B5","1.886172","1.549854","-1.144909","-0.01133223","0.03788332","-0.9992124",0.0683244,0.0244833,-0.9972092,1.4031474,0.139919,4.3315593,13.4833247,-0.0569894,0.0242472,-0.9971051,1.3907507,-0.0952199,4.4321899,9.7366853
"6",158.4615,1.886401,1.66003,-1.138167,-0.5730359,0.8187897,0.03241605,0.01274802,290.0793,182.7171,173.5657,"Calibration","B5",NA,"B5","1.88739","1.549787","-1.144969","-0.01140476","0.03715549","-0.999236",0.0681343,0.0234125,-0.9972478,1.3417674,0.1509436,4.4712748,-102.998453,-0.0571098,0.0231342,-0.9971246,1.3269001,-0.0883877,4.6711892,-108.7056358
"7",158.4728,1.886451,1.660002,-1.138279,-0.5729595,0.8188462,0.03234587,0.01272989,290.0899,182.7062,173.5838,"Calibration","B5",NA,"B5","1.888953","1.549726","-1.145007","-0.01190678","0.03682095","-0.9992403",0.0679962,0.0232256,-0.9972616,1.3310503,0.1588936,2.0717468,-76.0793464,-0.0570059,0.0229391,-0.9971351,1.3157097,-0.0943699,2.0916831,-85.457744
"8",158.4947,1.886578,1.659988,-1.138497,-0.5725841,0.8191106,0.03230934,0.01270441,290.1423,182.6943,173.6006,"Calibration","B5",NA,"B5","1.890192","1.549625","-1.1451","-0.01498507","0.03826309","-0.9991484",0.0679006,0.0223089,-0.9972891,1.2785099,0.1644678,3.3898841,20.4121136,-0.0569398,0.0220201,-0.9971596,1.2629929,-0.0982384,3.3478537,19.5779385
"9",158.517,1.886604,1.659894,-1.138734,-0.5722851,0.8193215,0.03228869,0.01263236,290.1844,182.7005,173.6018,"Calibration","B5",NA,"B5","1.914501","1.549442","-1.144814","-0.0318668","0.03844756","-0.998749",0.0677812,0.0215757,-0.9973134,1.2364805,0.1713916,2.9580515,6.301752,-0.0568117,0.0212895,-0.9971828,1.2210777,-0.1056508,2.9419154,6.9109797
"10",158.5391,1.886593,1.659787,-1.138952,-0.5719739,0.8195403,0.03228004,0.01255159,290.2284,182.7109,173.5984,"Calibration","B5",NA,"B5","1.920658","1.549362","-1.144885","-0.03793765","0.03640119","-0.9986107",0.0676717,0.0208122,-0.997337,1.1927195,0.1777425,3.6645486,-39.2900969,-0.056685,0.0205287,-0.9972059,1.1774377,-0.1129801,3.6496783,-36.9401118
"11",158.5512,1.886522,1.659722,-1.139038,-0.5718074,0.8196547,0.03235715,0.01246911,290.2525,182.7426,173.5671,"Calibration","B5",NA,"B5","1.919171","1.549335","-1.144974","-0.0368679","0.03605911","-0.9986628",0.0677054,0.0204007,-0.9973432,1.1691337,0.175843,2.3269131,-44.5684337,-0.0566402,0.0201305,-0.9972166,1.1545967,-0.1155832,2.3682194,-43.3392391
"12",158.5725,1.886483,1.659722,-1.13912,-0.5715608,0.8198307,0.03224286,0.01249984,290.2863,182.7049,173.6115,"Calibration","B5",NA,"B5","1.900293","1.549323","-1.145476","-0.02417097","0.03882368","-0.9989411",0.0675451,0.0198028,-0.9973661,1.1348642,0.1850968,2.7829785,-50.2768778,-0.0565762,0.0195166,-0.9972324,1.1193797,-0.1192999,2.7777591,-41.754142
"13",158.5837,1.886526,1.659699,-1.13922,-0.5714816,0.819884,0.03226018,0.01257769,290.2967,182.6847,173.6238,"Calibration","B5",NA,"B5","1.886307","1.549338","-1.145832","-0.01448576","0.04041281","-0.9990681",0.0676587,0.0196147,-0.9973621,1.1240851,0.1785836,1.4169674,-39.9295731,-0.0567282,0.0193286,-0.9972275,1.1085937,-0.110575,1.6271215,-52.1199167
"14",158.6059,1.886578,1.65963,-1.139381,-0.5712834,0.8200211,0.03230588,0.01253259,290.3248,182.6993,173.609,"Calibration","B5",NA,"B5","1.888203","1.549297","-1.145938","-0.01623366","0.0411638","-0.999016",0.067681,0.0191288,-0.9973701,1.0962368,0.1773425,2.3517235,-53.5385782,-0.0567136,0.0188506,-0.9972374,1.0811773,-0.1114485,1.5937253,-45.7566101
"15",158.6174,1.886551,1.659598,-1.139458,-0.5712489,0.8200445,0.03233216,0.01250521,290.3299,182.7105,173.5978,"Calibration","B5",NA,"B5","1.888063","1.549266","-1.146","-0.01548714","0.04101584","-0.9990343",0.0676936,0.0190429,-0.9973709,1.0913097,0.1766237,0.6361157,-72.6225309,-0.0567001,0.0187692,-0.9972397,1.0765088,-0.1122289,0.5586231,-32.2566146
"16",158.6396,1.886596,1.659497,-1.139584,-0.5711676,0.8201003,0.03237511,0.01244399,290.3419,182.7326,173.5772,"Calibration","B5",NA,"B5","1.887952","1.549238","-1.146114","-0.01568053","0.04221753","-0.9989811",0.0676955,0.0188407,-0.9973745,1.0797194,0.1765306,0.7235443,20.2098041,-0.0566491,0.0185742,-0.9972463,1.0653191,-0.1151693,1.1246267,13.9576329
"17",158.6618,1.886703,1.659512,-1.139662,-0.5710169,0.8202097,0.03225453,0.0124721,290.3622,182.6976,173.6197,"Calibration","B5",NA,"B5","1.88677","1.549209","-1.146246","-0.01478977","0.04238616","-0.9989834",0.0675237,0.0184765,-0.9973931,1.0588464,0.1864232,1.533431,NA,-0.0565692,0.0181954,-0.9972578,1.0435932,-0.1197844,1.178342,-6.0831847
"18",158.684,1.88671,1.65946,-1.139865,-0.5709584,0.820252,0.03223338,0.01241432,290.3707,182.7074,173.6163,"Calibration","B5",NA,"B5","1.886251","1.549191","-1.14639","-0.01432216","0.04202176","-0.9989995",0.0674234,0.0183305,-0.9974025,1.0504786,0.1921955,NA,NA,-0.0564536,0.0180502,-0.997267,1.0352615,-0.1264343,0.8545333,-14.7041879
"19",158.6953,1.886732,1.65945,-1.139941,-0.5709962,0.8202285,0.03215875,0.01242422,290.3651,182.6918,173.6372,"Calibration","B5",NA,"B5","1.887316","1.549168","-1.146424","-0.01478545","0.04301672","-0.9989554",0.0673112,0.0184237,-0.9974084,1.0558215,0.1986331,0.9351903,NA,-0.0563864,0.0181341,-0.9972693,1.0400789,-0.130286,0.6870402,-9.652661
"20",158.7176,1.886773,1.659446,-1.139997,-0.5710319,0.8202077,0.032057,0.01241732,290.3599,182.6757,173.6624,"Calibration","B5",NA,"B5","1.889192","1.549153","-1.146529","-0.015721","0.04147499","-0.9990003",0.0671354,0.0185109,-0.9974186,1.06082,0.2087305,NA,NA,-0.0562583,0.0182086,-0.9972752,1.0443474,-0.1376428,0.587071,0.0158867
"21",158.7394,1.886807,1.659397,-1.140093,-0.5710121,0.8202217,0.03207605,0.01235355,290.3632,182.6958,173.6459,"Calibration","B5",NA,"B5","1.889493","1.54914","-1.146587","-0.01571694","0.04228979","-0.9989809",0.0670958,0.0184585,-0.9974222,1.0578174,0.2110039,0.4593048,NA,-0.0561758,0.0181616,-0.9972807,1.0416563,-0.142384,0.6854914,NA
"22",158.7615,1.88693,1.659477,-1.140117,-0.5710675,0.8201898,0.03195924,0.01221649,290.3562,182.7125,173.6502,"Calibration","B5",NA,"B5","1.89023","1.549115","-1.146641","-0.01575388","0.04220212","-0.9989699",0.0667509,0.0185857,-0.997443,1.0651041,0.2308105,1.137462,10.9953893,-0.0558156,0.0182803,-0.9972987,1.0484648,-0.163075,NA,NA
"23",158.7837,1.886972,1.659529,-1.140208,-0.5709471,0.8202779,0.03177535,0.01240561,290.3709,182.6233,173.7389,"Calibration","B5",NA,"B5","1.89182","1.549057","-1.146711","-0.01624333","0.04118969","-0.9990149",0.0666534,0.0183058,-0.9974547,1.0490623,0.2364326,0.9444315,-15.1108986,-0.0559303,0.0179703,-0.9972979,1.0306829,-0.1565018,0.9048811,NA
"24",158.8059,1.886966,1.659505,-1.140399,-0.5709237,0.8202958,0.03179902,0.0122369,290.3755,182.6724,173.7016,"Calibration","B5",NA,"B5","1.892845","1.549066","-1.146817","-0.01720146","0.04053679","-0.9990184",0.066505,0.018238,-0.9974658,1.0451787,0.2449614,0.4665381,8.9367557,-0.0556802,0.0179136,-0.9973129,1.0274305,-0.1708755,0.5496181,-6.6928743
"25",158.8283,1.886898,1.659435,-1.140611,-0.5709554,0.8202807,0.03155287,0.01240891,290.369,182.5808,173.7994,"Calibration","B5",NA,"B5","1.892249","1.54906","-1.14697","-0.01741955","0.04012878","-0.9990413",0.0662879,0.0183278,-0.9974787,1.0503241,0.2574229,1.3491035,31.1235046,-0.0556895,0.0179662,-0.9973115,1.0304432,-0.1703381,0.6082409,15.4614083
"26",158.8503,1.886906,1.659472,-1.140817,-0.5709437,0.8203003,0.03121123,0.01250997,290.3688,182.489,173.911,"Calibration","B5",NA,"B5","1.891895","1.549057","-1.147136","-0.01889899","0.04009079","-0.9990064",0.0658328,0.018308,-0.9975091,1.0491911,0.2835635,1.8517324,-7.1283116,-0.0554784,0.0179021,-0.9973244,1.0267675,-0.1824655,1.2309669,28.2048767
"27",158.8618,1.886943,1.659508,-1.140915,-0.5708696,0.8203563,0.03109536,0.01251146,290.3788,182.4647,173.9447,"Calibration","B5",NA,"B5","1.891307","1.549073","-1.147233","-0.01889348","0.03948219","-0.999028",0.0656409,0.0181285,-0.9975251,1.0389034,0.2945988,1.4250434,-18.6575587,-0.055355,0.0177084,-0.9973347,1.0156596,-0.1895668,1.5541632,51.8743738
"28",158.8837,1.886889,1.659475,-1.141024,-0.5709521,0.8202992,0.03128919,0.01199616,290.3717,182.6424,173.7936,"Calibration","B5",NA,"B5","1.890259","1.549075","-1.147413","-0.01895398","0.03914985","-0.9990448",0.0653921,0.0182959,-0.9975384,1.048497,0.3088812,1.4204066,25.492879,-0.0547112,0.0179229,-0.9973664,1.0279602,-0.2265417,3.2107826,84.8420274
"29",158.9056,1.886736,1.659465,-1.141237,-0.5708268,0.8203875,0.03158179,0.01111912,290.3969,182.9294,173.5545,"Calibration","B5",NA,"B5","1.889742","1.549074","-1.147604","-0.01941773","0.03816981","-0.9990677",0.0649017,0.0179358,-0.9975769,1.0278574,0.3370722,2.5416315,-21.1975412,-0.0535905,0.0176349,-0.9974324,1.0114449,-0.2909353,5.270244,-100.2914484
"30",158.9169,1.886651,1.659432,-1.141387,-0.5707648,0.8204294,0.03170129,0.01087009,290.4079,183.0168,173.4777,"Calibration","B5",NA,"B5","1.889864","1.549057","-1.147693","-0.01982801","0.03781204","-0.9990835",0.0648222,0.0177693,-0.9975851,1.0183163,0.3416474,1.4840355,-10.5069423,-0.0533137,0.0174934,-0.9974497,1.0033235,-0.3068417,1.9410128,-118.9686878
"31",158.9389,1.886639,1.659508,-1.141639,-0.5706138,0.8205399,0.03164743,0.01061836,290.4307,183.0694,173.4502,"Calibration","B5",NA,"B5","1.891018","1.54905","-1.147877","-0.02092669","0.03731921","-0.999084",0.0644501,0.0173877,-0.997616,0.9964451,0.3630464,3.0807665,4.1703365,-0.0528434,0.0171159,-0.9974813,0.9816698,-0.3338768,3.1880796,0.2893742
