"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",29.51398,1.922585,1.841935,-2.130182,0.554875,-0.8255258,0.07797351,0.06738757,292.0836,183.7714,188.2511,"Calibration","B5",NA,0.000668862,-0.872623154,0.998778643,-0.2034906,-0.000408,-0.978597,-0.0233871,0.1902021,NA,NA,0.1978113,0.0008307,-0.9790901,0.0476485,0.0527279,NA,NA
"2",29.53646,1.922484,1.84186,-2.130274,0.554678,-0.8256117,0.0784595,0.06739287,292.1086,183.6929,188.371,"Calibration","B5",NA,-0.024331138,-0.951123154,1.118678643,-0.204294,-0.0008731,-0.9784293,-0.0500466,0.2372487,3.0103557,NA,0.1983677,0.0005042,-0.9789777,0.0289221,0.0852896,2.7036956,NA
"3",29.55836,1.922521,1.841741,-2.13029,0.5545925,-0.8256341,0.0783718,0.06792136,292.1154,183.8423,188.2583,"Calibration","B5",NA,-0.031131138,-0.801723154,1.005978643,-0.2047346,-0.0009333,-0.9783371,-0.053499,0.2630527,1.9041661,-44.8538205,0.1991367,0.0002875,-0.9788217,0.0164926,0.130295,4.5885498,-20.1206838
"4",29.57024,1.922383,1.841751,-2.130362,0.5544795,-0.8256936,0.07812452,0.06840438,292.1274,184.0076,188.1128,"Calibration","B5",NA,-0.043131138,-0.636423154,0.860478643,-0.2048663,-0.001073,-0.9783094,-0.061509,0.2707627,1.4385093,0.0785498,0.199658,-4.6e-05,-0.9787155,-0.0026392,0.1608119,3.0880135,-79.1470893
"5",29.59174,1.922206,1.841712,-2.130472,0.5542913,-0.8257977,0.07818769,0.06860162,292.1511,184.0492,188.0934,"Calibration","B5",NA,-0.066831138,-0.594823154,0.841078643,-0.2051919,-0.0014681,-0.9782408,-0.0841551,0.2898378,2.284616,17.8034156,0.2000616,-0.0004723,-0.978633,-0.0270917,0.1844412,2.4003057,-13.4307779
"6",29.61391,1.922106,1.841588,-2.130564,0.5540599,-0.8259334,0.07826479,0.06874835,292.1812,184.0762,188.0856,"Calibration","B5",NA,-0.096931138,-0.567823154,0.833278643,-0.205486,-0.0019803,-0.978178,-0.113519,0.3070772,2.2015457,-7.7255867,0.2003993,-0.0009993,-0.9785635,-0.0573183,0.2042184,2.5139237,3.3100563
"7",29.6361,1.922052,1.841535,-2.130608,0.5538353,-0.8260549,0.07839547,0.06894877,292.2096,184.1074,188.0824,"Calibration","B5",NA,-0.125331138,-0.536623154,0.830078643,-0.2059263,-0.0024604,-0.9780843,-0.1410395,0.3328801,1.9418294,-32.8481372,0.2008815,-0.0014929,-0.978464,-0.0856333,0.2324587,2.5471035,-16.1614049
"8",29.65847,1.921982,1.84146,-2.130553,0.553691,-0.8261411,0.0781363,0.06936768,292.2267,184.2584,187.9451,"Calibration","B5",NA,-0.142431138,-0.385623154,0.692778643,-0.20597,-0.0026917,-0.9780745,-0.1542943,0.3354488,0.7340268,-4.1351571,0.2012879,-0.0019056,-0.9783797,-0.1093041,0.2562693,1.7905933,-56.6166065
"9",29.66992,1.921922,1.84151,-2.130512,0.5537628,-0.8260976,0.07795826,0.06951308,292.2164,184.3241,187.8765,"Calibration","B5",NA,-0.132131138,-0.319923154,0.624178643,-0.2058378,-0.0024813,-0.9781029,-0.1422322,0.3277006,1.2575409,15.6617544,0.2013246,-0.0017852,-0.9783724,-0.1024009,0.2584143,0.8812899,-27.5738848
"10",29.69182,1.921839,1.841455,-2.130503,0.5537928,-0.8260735,0.07762083,0.06993654,292.2101,184.4872,187.7204,"Calibration","B5",NA,-0.125831138,-0.156823154,0.468078643,-0.2057534,-0.0022946,-0.9781211,-0.1315339,0.3227515,0.9422193,49.4469067,0.2016401,-0.0018058,-0.9783074,-0.1035794,0.2768929,1.4127454,52.9501731
