"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",8.66177,1.887099,1.839346,-2.242399,0.6233938,-0.7809249,0.02323877,0.03156704,282.809,185.2612,179.2087,"Calibration","B5",NA,-0.0757156,-0.0034196,-0.9967998,-0.1959909,-1.0805892,NA,NA,0.0782682,-0.002794,-0.9969161,-0.1600842,1.1321439,NA,NA
"2",8.684021,1.88713,1.839381,-2.242314,0.6238262,-0.7805557,0.02344386,0.03200198,282.7447,185.3864,179.1354,"Calibration","B5",NA,-0.0765666,-0.0022592,-0.9967381,-0.1294874,-1.0316851,7.3001033,NA,0.0792023,-0.0016679,-0.9968448,-0.0955621,1.0784631,7.5931056,NA
"3",8.69567,1.887068,1.839424,-2.242229,0.6239941,-0.7803996,0.02336603,0.03258763,282.7214,185.6558,178.9073,"Calibration","B5",NA,-0.0771725,-0.0017571,-0.9966924,-0.1007054,-0.9968633,6.4920286,78.2560459,0.0800172,-0.0012466,-0.9967803,-0.0714275,1.0316262,7.8700133,133.5141573
"4",8.717276,1.887029,1.839383,-2.242,0.6241676,-0.780168,0.02322835,0.03483156,282.7014,186.6212,178.1137,"Calibration","B5",NA,-0.0797538,-0.0010225,-0.9964902,-0.0586034,-0.8484613,11.3724066,143.8716704,0.0833409,-0.0008204,-0.9965084,-0.0470055,0.8405562,13.1258321,91.5048212
"5",8.73922,1.887119,1.839386,-2.241877,0.6242659,-0.780002,0.02443877,0.03594116,282.6793,186.6861,178.238,"Calibration","B5",NA,-0.0830168,-0.0006113,-0.996224,-0.0350385,-0.6608264,12.7299208,119.8577327,0.0865786,-0.0004497,-0.9962325,-0.0257643,0.6543749,11.8037559,7.080525
"6",8.76128,1.88721,1.839358,-2.241812,0.6242551,-0.7799447,0.02653085,0.03588763,282.6638,185.9845,179.1059,"Calibration","B5",NA,-0.086203,-0.0006323,-0.9959532,-0.0362401,-0.4775533,16.6533537,-71.9762492,0.0891035,-0.0002544,-0.99601,-0.014574,0.5091459,13.4452136,-84.8719644
"7",8.772648,1.887259,1.839355,-2.241792,0.6241167,-0.7800145,0.02759957,0.03597177,282.6762,185.6663,179.5183,"Calibration","B5",NA,-0.087973,-0.000968,-0.9957982,-0.0554794,-0.3757151,12.995071,-309.8843642,0.0905669,-0.0004893,-0.9958779,-0.0280327,0.4249544,10.6696856,-216.7757577
"8",8.784038,1.887298,1.839408,-2.241798,0.6239052,-0.780149,0.02845541,0.03605711,282.7011,185.4161,179.8453,"Calibration","B5",NA,-0.0894151,-0.0014919,-0.9956691,-0.0855076,-0.292732,9.6012676,-147.2840291,0.0917638,-0.0009306,-0.995768,-0.0533215,0.3560894,8.5124332,-66.444583
"9",8.806092,1.887254,1.839421,-2.241824,0.6234213,-0.7804595,0.02948763,0.0368716,282.765,185.3983,180.0142,"Calibration","B5",NA,-0.0920474,-0.0026072,-0.9954271,-0.1494318,-0.1412305,9.676149,-66.1207394,0.0943182,-0.0020466,-0.9955276,-0.1172659,0.2090878,9.7586968,-8.5132015
"10",8.828543,1.88704,1.839488,-2.241982,0.6230517,-0.7806998,0.02969271,0.03785144,282.8178,185.7173,179.7922,"Calibration","B5",NA,-0.0935987,-0.0034078,-0.9952798,-0.195315,-0.0519148,6.6309662,-317.064163,0.0960968,-0.0029668,-0.9953552,-0.1699847,0.1067018,8.1077391,-360.0696412
"11",8.839965,1.886986,1.83946,-2.241963,0.6229745,-0.7807583,0.0296057,0.03798432,282.8298,185.7963,179.717,"Calibration","B5",NA,-0.0936318,-0.0035859,-0.9952761,-0.2055248,-0.0500106,0.9371965,NA,0.0961944,-0.003175,-0.9953451,-0.1819148,0.1010775,0.7222369,-321.945131
"12",8.861595,1.88674,1.8394,-2.241806,0.6229941,-0.7807388,0.02971723,0.03797569,282.826,185.7578,179.764,"Calibration","B5",NA,-0.0937935,-0.0035364,-0.995261,-0.2026888,-0.0406992,NA,NA,0.0963223,-0.0031095,-0.995333,-0.178161,0.0937177,0.7809186,35.7632996
"13",8.884015,1.886411,1.839487,-2.24183,0.6229435,-0.7807919,0.02957838,0.03782166,282.8345,185.7384,179.7595,"Calibration","B5",NA,-0.0933871,-0.0036893,-0.9952987,-0.2114513,-0.0640909,2.4436471,NA,0.0959089,-0.0032577,-0.9953724,-0.1866569,0.1175086,2.32372,78.5276414
"14",8.906182,1.886319,1.839454,-2.241817,0.6227402,-0.7809778,0.02918208,0.03763935,282.8671,185.7848,179.666,"Calibration","B5",NA,-0.0925502,-0.0042379,-0.9953747,-0.2428926,-0.1122583,4.3924496,60.2624998,0.0951299,-0.0038249,-0.9954451,-0.2191547,0.1623409,4.2797729,64.455527
"15",8.928141,1.885958,1.839422,-2.241874,0.6224692,-0.7812289,0.02880439,0.03720047,282.9093,185.7195,179.6649,"Calibration","B5",NA,-0.0914234,-0.0049963,-0.9954753,-0.286359,-0.1770965,5.1085418,-28.5956522,0.0939763,-0.0045614,-0.9955516,-0.2613527,0.2287152,5.1728321,-26.8041876
"16",8.950186,1.885674,1.839435,-2.241979,0.6221716,-0.7814938,0.02852217,0.03683005,282.9547,185.6507,179.6807,"Calibration","B5",NA,-0.0905307,-0.0058112,-0.9955525,-0.3330679,-0.2284483,3.1288628,-82.5052882,0.0930483,-0.0053541,-0.9956348,-0.3067717,0.2820997,3.0944787,-83.7493675
"17",8.972507,1.885329,1.839436,-2.241908,0.6222988,-0.781397,0.02844409,0.03679453,282.9367,185.6655,179.6565,"Calibration","B5",NA,-0.0903617,-0.0054921,-0.9955696,-0.3147755,-0.2381847,1.450126,-1.7267443,0.0928954,-0.0050394,-0.9956507,-0.2887413,0.2909123,1.4601135,3.3258211
"18",8.995018,1.885008,1.839367,-2.241902,0.6224847,-0.7812358,0.02829116,0.03719096,282.9108,185.8796,179.4621,"Calibration","B5",NA,-0.0906149,-0.0049613,-0.9955495,-0.2843533,-0.2236311,3.065411,57.6624163,0.0933198,-0.0045817,-0.9956133,-0.2625158,0.2664961,3.2581258,66.4580528
"19",9.016884,1.88475,1.839289,-2.241769,0.6226864,-0.781041,0.02850904,0.03773182,282.8801,186.035,179.3685,"Calibration","B5",NA,-0.0916229,-0.0043661,-0.9954598,-0.2502393,-0.1656275,4.018101,33.3463153,0.0944334,-0.0040423,-0.9955106,-0.2316093,0.2024241,4.4179749,31.0480606
"20",9.038851,1.884408,1.839365,-2.241756,0.6227708,-0.7809464,0.02866756,0.0381766,282.8669,186.1666,179.286,"Calibration","B5",NA,-0.092422,-0.0040839,-0.9953873,-0.2340642,-0.1196408,4.5260475,-107.4895073,0.0953213,-0.0038082,-0.9954269,-0.2181996,0.151322,4.6168339,-90.6150932
"21",9.050015,1.884275,1.839302,-2.241724,0.6227802,-0.780926,0.02868542,0.03842545,282.8656,186.2615,179.2129,"Calibration","B5",NA,-0.0927602,-0.0040227,-0.995356,-0.2305612,-0.1001731,1.8678748,-105.3432138,0.0957309,-0.0037819,-0.9953877,-0.2166917,0.1277483,2.4925166,-86.1510508
"22",9.072321,1.883782,1.839365,-2.241818,0.6226826,-0.7809824,0.02864825,0.03888782,282.8807,186.4556,179.0536,"Calibration","B5",NA,-0.093283,-0.0042029,-0.9953065,-0.2408886,-0.070074,2.4794105,-82.0595639,0.0964025,-0.0040363,-0.9953219,-0.2312662,0.089084,2.8935943,NA
"23",9.083529,1.883557,1.839381,-2.241867,0.6226696,-0.7809922,0.02855252,0.03896888,282.8835,186.5182,178.9899,"Calibration","B5",NA,-0.0932361,-0.0042246,-0.9953108,-0.2421296,-0.0727719,0.3326876,NA,0.0964102,-0.004081,-0.9953209,-0.2338292,0.0886386,NA,NA
"24",9.105816,1.883378,1.839306,-2.241819,0.6226764,-0.7809766,0.02849237,0.03921555,282.8833,186.6369,178.8864,"Calibration","B5",NA,-0.0934507,-0.0041703,-0.9952908,-0.2390182,-0.0604234,NA,NA,0.0967179,-0.0040703,-0.9952911,-0.2332119,0.0709271,0.6166498,NA
"25",9.128379,1.883202,1.839209,-2.241737,0.6226456,-0.7810111,0.02820366,0.03922704,282.8903,186.7321,178.7686,"Calibration","B5",NA,-0.0930181,-0.0042493,-0.9953311,-0.2435456,-0.0853232,1.9850831,NA,0.0963749,-0.0041832,-0.9953239,-0.239686,0.090669,1.5787241,40.7575904
"26",9.15077,1.882843,1.839214,-2.241781,0.6225323,-0.7811132,0.02788519,0.03921845,282.9096,186.8248,178.6492,"Calibration","B5",NA,-0.092517,-0.0045423,-0.9953764,-0.2603391,-0.1141589,2.4739468,14.1835144,0.0959612,-0.0045098,-0.9953625,-0.2583953,0.1144732,2.4491902,24.5828535
"27",9.172686,1.88254,1.839335,-2.241892,0.6224875,-0.7811733,0.0275658,0.03895664,282.9185,186.8191,178.6075,"Calibration","B5",NA,-0.0916959,-0.0046986,-0.9954516,-0.2692988,-0.1614158,2.6171456,-4.0200614,0.0951552,-0.0046613,-0.9954391,-0.2670752,0.1608621,2.6747057,-2.4328336
"28",9.195086,1.882384,1.839401,-2.241835,0.6226382,-0.7810687,0.02756743,0.03864596,282.8959,186.7007,178.7007,"Calibration","B5",NA,-0.0913054,-0.0043603,-0.9954892,-0.249909,-0.1839042,2.2906856,-12.9901067,0.0946783,-0.0042753,-0.9954864,-0.2449582,0.1883217,2.3352189,-21.3859336
"29",9.217145,1.882266,1.839351,-2.2417,0.6227922,-0.7809553,0.02726796,0.03866754,282.876,186.8117,178.5668,"Calibration","B5",NA,-0.0908626,-0.0039659,-0.9955313,-0.2273062,-0.2093991,2.0390783,-8.559209,0.0943371,-0.0039159,-0.9955202,-0.2243689,0.2079699,1.726033,-4.7678477
"30",9.239173,1.882013,1.839409,-2.241708,0.6229519,-0.7808327,0.0271413,0.03865878,282.8538,186.856,178.5113,"Calibration","B5",NA,-0.0906497,-0.0035602,-0.9955522,-0.2040531,-0.2216567,1.9132475,-54.8627218,0.094166,-0.0035232,-0.9955379,-0.2018684,0.2178206,2.1243105,-58.4820056
"31",9.250428,1.88194,1.839429,-2.241688,0.6230036,-0.7807921,0.02711679,0.03866402,282.8464,186.8684,178.4973,"Calibration","B5",NA,-0.0906165,-0.0034275,-0.9955557,-0.1964473,-0.2235718,0.7425797,-35.9138942,0.0941442,-0.0033927,-0.9955404,-0.1943915,0.2190801,0.6043844,-46.8266181
"32",9.272657,1.881636,1.839428,-2.241706,0.6229012,-0.7808803,0.02707527,0.03856273,282.8616,186.836,178.5181,"Calibration","B5",NA,-0.090429,-0.0037045,-0.9955718,-0.2123238,-0.2343574,1.4580277,34.2933755,0.0939338,-0.00366,-0.9955593,-0.2097042,0.2311864,1.5244713,52.0643936
"33",9.294611,1.881427,1.83939,-2.241861,0.6229216,-0.780884,0.02711988,0.03812431,282.8574,186.6461,178.6759,"Calibration","B5",NA,-0.0899501,-0.0037171,-0.9956152,-0.2130408,-0.261919,2.2571842,NA,0.0933094,-0.0036013,-0.9956183,-0.2063444,0.2671164,2.9018104,-31.205269
"34",9.306085,1.881381,1.839368,-2.241886,0.6228697,-0.7809293,0.02721217,0.03797697,282.864,186.5549,178.7626,"Calibration","B5",NA,-0.089911,-0.0038707,-0.995618,-0.2218459,-0.2641658,NA,NA,0.0931946,-0.0037238,-0.9956286,-0.2133637,0.2737212,1.4658618,-17.8114412
"35",9.317422,1.881256,1.839379,-2.24193,0.6230831,-0.7807557,0.02717216,0.03807415,282.8333,186.6163,178.7057,"Calibration","B5",NA,-0.0899633,-0.0033115,-0.9956153,-0.1897945,-0.2611609,2.349748,NA,0.093297,-0.0031834,-0.9956208,-0.1823981,0.2678379,2.4808085,102.8170771
"36",9.33865,1.881007,1.839515,-2.241871,0.6229854,-0.7808085,0.02694286,0.03874699,282.8508,186.9566,178.4018,"Calibration","B5",NA,-0.0904507,-0.0034629,-0.9955706,-0.1984767,-0.2331119,3.3743315,46.9177798,0.0940576,-0.0034597,-0.9955484,-0.1982293,0.224062,4.9455703,34.7698453
"37",9.349848,1.880881,1.839588,-2.241961,0.622958,-0.7808104,0.02703458,0.03908467,282.8547,187.0621,178.3313,"Calibration","B5",NA,-0.0910156,-0.0034815,-0.9955191,-0.199543,-0.2006003,3.8846232,63.738208,0.0946955,-0.0035201,-0.9954877,-0.2016916,0.1873508,4.4240872,19.8843818
"38",9.372196,1.880648,1.839592,-2.241997,0.6226479,-0.7810141,0.02714789,0.03986904,282.9007,187.326,178.1409,"Calibration","B5",NA,-0.0921817,-0.0041534,-0.9954092,-0.2380517,-0.1334669,5.7150701,63.9520949,0.0960523,-0.0043004,-0.9953546,-0.2463963,0.1092331,6.3535704,51.8059713
"39",9.394429,1.880445,1.839629,-2.242048,0.6223805,-0.7811741,0.02765977,0.04055335,282.9366,187.4245,178.1403,"Calibration","B5",NA,-0.0938401,-0.0047261,-0.9952518,-0.2708758,-0.0379883,6.7377363,32.8060941,0.0977528,-0.0049265,-0.9951861,-0.282274,0.0113238,6.7376204,15.9715668
"40",9.416808,1.880116,1.839643,-2.242116,0.622159,-0.7813028,0.02832715,0.04100836,282.9637,187.3842,178.2724,"Calibration","B5",NA,-0.0954515,-0.0052147,-0.995096,-0.2988792,0.0547978,7.1766896,98.4334701,0.0992912,-0.0054151,-0.9950313,-0.3102655,0.0772651,7.0659038,100.9247561
"41",9.438814,1.879941,1.839634,-2.242101,0.6221368,-0.7812487,0.0291059,0.04182231,282.9613,187.4627,178.3239,"Calibration","B5",NA,-0.0976765,-0.005135,-0.9948805,-0.2943126,0.1829185,11.0773064,-129.2490589,0.1015269,-0.005379,-0.9948059,-0.3082013,0.2060154,11.1849924,-128.7057756
