"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",302.273,1.87313,1.761338,-2.135458,-0.6010829,0.7961659,0.04653193,-0.05151751,287.7625,206.8887,153.5202,"Calibration","B5",NA,1.27978203,-0.407028286,2.283971215,0.0147709,0.0188813,-0.9885302,1.0941161,1.902844,NA,NA,0.0279653,0.0142494,-0.9870999,0.8267083,1.7515524,NA,NA
"2",302.2956,1.873358,1.761498,-2.135115,-0.6010991,0.7961529,0.0466327,-0.05143703,287.7612,206.8895,153.5045,"Calibration","B5",NA,1.28108203,-0.406228286,2.268271215,0.0150278,0.0189046,-0.9885258,1.0954648,1.8879495,1.0662951,NA,0.0277224,0.0143049,-0.987106,0.8299287,1.7374553,1.9472274,NA
"3",302.3073,1.873334,1.761476,-2.135128,-0.6011754,0.7961085,0.046618,-0.05124635,287.7448,206.8483,153.5313,"Calibration","B5",NA,1.29748203,-0.447428286,2.295071215,0.015237,0.0190663,-0.9885195,1.1048396,1.875823,2.0138845,103.2683094,0.0274487,0.0145003,-0.9871108,0.8412714,1.7215692,2.9600007,130.7369529
"4",302.3296,1.873248,1.76145,-2.135181,-0.6011832,0.7961759,0.04643071,-0.05026867,287.7065,206.5348,153.78,"Calibration","B5",NA,1.33578203,-0.760928286,2.543771215,0.0160648,0.0189554,-0.9885086,1.0984104,1.827845,4.8135619,4.5875668,0.0261073,0.0145436,-0.9871465,0.8437789,1.643715,6.8605402,-40.3035636
"5",302.3409,1.873239,1.761454,-2.135255,-0.6011543,0.7962139,0.04652993,-0.04992049,287.7023,206.4499,153.8282,"Calibration","B5",NA,1.33998203,-0.845828286,2.591971215,0.0166202,0.0188302,-0.9885019,1.0911517,1.795655,3.4985703,-33.0364012,0.0254319,0.0145024,-0.9871647,0.8413915,1.6045107,3.9731731,-87.6532804
"6",302.363,1.873421,1.761397,-2.135138,-0.6012071,0.7961918,0.04675389,-0.04942401,287.687,206.3647,153.8543,"Calibration","B5",NA,1.35528203,-0.931028286,2.618071215,0.0175601,0.0188806,-0.9884845,1.0940743,1.7411719,4.6101591,-33.0672567,0.0243888,0.0146838,-0.9871884,0.8519145,1.5439742,5.7458727,-44.9923891
"7",302.3744,1.873703,1.761507,-2.134862,-0.6013027,0.7961342,0.04683326,-0.04911271,287.6673,206.3117,153.8752,"Calibration","B5",NA,1.37498203,-0.984028286,2.638971215,0.0180621,0.0190702,-0.9884719,1.105062,1.7120739,3.2828269,-77.2589002,0.023815,0.0149455,-0.9871985,0.8671015,1.5106764,3.805622,-105.0375544
"8",302.3962,1.873945,1.761585,-2.13483,-0.6015217,0.7959964,0.04689208,-0.04860583,287.6248,206.2239,153.9166,"Calibration","B5",NA,1.41748203,-1.071828286,2.680371215,0.0187769,0.0195397,-0.9884494,1.1322743,1.6706314,2.4525706,-47.0191628,0.022974,0.0155188,-0.9872096,0.9003617,1.4618767,2.9362886,-66.1141972
"9",302.418,1.874066,1.761601,-2.134975,-0.6015127,0.7960036,0.04695813,-0.04853496,287.6258,206.2152,153.9141,"Calibration","B5",NA,1.41648203,-1.080528286,2.677871215,0.0189629,0.0195047,-0.9884465,1.1302423,1.6598489,1.2327914,9.7885412,0.0227833,0.0155086,-0.9872141,0.8997732,1.4508115,0.923043,-5.4487383
"10",302.4293,1.874035,1.761573,-2.135082,-0.6015105,0.7960051,0.04706567,-0.04843593,287.6263,206.2083,153.904,"Calibration","B5",NA,1.41598203,-1.087428286,2.667771215,0.019249,0.0194807,-0.9884416,1.1288525,1.6432663,2.0862833,60.7735715,0.0224994,0.015523,-0.9872204,0.9006072,1.4343325,1.8434646,73.4076354
