"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",133.0935,1.870219,1.739452,-2.075233,-0.420219,0.9069445,0.001660336,-0.02941185,310.3474,184.8507,177.5451,"Calibration","B5",NA,-0.0211887,0.0098789,-0.9987446,0.5665855,-0.1764367,NA,NA,0.0522285,0.0095515,-0.9984313,0.5473527,0.27584,NA,NA
"2",133.109,1.869872,1.739568,-2.075212,-0.4202592,0.9069223,0.002367031,-0.02947031,310.3463,184.9129,177.427,"Calibration","B5",NA,-0.0199481,0.0099433,-0.9987694,0.5702799,-0.247605,6.3942636,NA,0.0517566,0.0096149,-0.9984553,0.5509883,0.2487635,4.0985938,NA
"3",133.1238,1.869626,1.739498,-2.075561,-0.4204061,0.9068696,0.002629475,-0.02897107,310.3278,184.8537,177.4203,"Calibration","B5",NA,-0.0190515,0.0102226,-0.9987841,0.5862981,-0.2990345,4.7274501,-140.0304395,0.0506364,0.0099401,-0.9985095,0.569625,0.1844926,6.8437874,88.1284208
"4",133.1351,1.869345,1.739516,-2.075451,-0.4203811,0.9068943,0.002566381,-0.02856341,310.3294,184.7832,177.461,"Calibration","B5",NA,-0.0188331,0.010143,-0.9987891,0.581735,-0.3115636,2.8353968,-29.4468482,0.049944,0.0098967,-0.9985448,0.5671364,0.1447595,6.7394973,9.0377046
"5",133.1462,1.869334,1.73944,-2.075676,-0.4200635,0.9070684,0.002064396,-0.02773818,310.3647,184.6102,177.6064,"Calibration","B5",NA,-0.0190874,0.0094094,-0.9987915,0.5396586,-0.2969854,4.0402424,33.8901026,0.048845,0.0092276,-0.9986056,0.5287918,0.0816854,7.0425786,-15.9057141
"6",133.1683,1.869482,1.739226,-2.07632,-0.4197196,0.9072548,0.001777371,-0.02685325,310.4043,184.4434,177.7217,"Calibration","B5",NA,-0.0189015,0.0086069,-0.9988022,0.4936289,-0.30766,3.1393482,-9.052994,0.0474575,0.0084967,-0.998679,0.486908,0.0020599,5.7361139,-29.3212794
"7",133.1907,1.869586,1.73912,-2.076769,-0.4193672,0.9074376,0.001600937,-0.0261823,310.4462,184.3194,177.8034,"Calibration","B5",NA,-0.0186895,0.0077961,-0.9988128,0.4471265,-0.3198267,3.6468976,49.8865037,0.0463732,0.0077386,-0.9987361,0.4434621,0.0601657,5.7467201,34.2581188
"8",133.2128,1.869884,1.738931,-2.077583,-0.4188463,0.9077098,0.000905298,-0.02509517,310.5061,184.0891,178.0002,"Calibration","B5",NA,-0.0190864,0.0066082,-0.9988139,0.378995,-0.2970691,5.3511292,46.2638616,0.0449527,0.006632,-0.998809,0.3800481,0.1416703,7.2504648,29.5762449
"9",133.235,1.870233,1.738797,-2.07877,-0.4181607,0.9080556,0.000172634,-0.02401282,310.5871,183.8562,178.2035,"Calibration","B5",NA,-0.0195594,0.0050604,-0.9988138,0.2902238,-0.2699432,5.6933016,-18.9249675,0.0435727,0.0051612,-0.9988788,0.2957633,0.2208543,7.0531011,-39.7255133
"10",133.2576,1.870357,1.738671,-2.079383,0.4176361,-0.9083168,0.000322968,0.02325079,310.6497,183.6938,178.3432,"Calibration","B5",NA,-0.0198552,0.0038784,-0.9988133,0.2224365,-0.2529808,4.4895554,-9.0557622,0.0425832,0.0040329,-0.9989267,0.2311072,0.2776248,5.4584277,-28.7386713
"11",133.2796,1.870406,1.738735,-2.079682,0.4171674,-0.90854,0.000211432,0.02294435,310.7086,183.6495,178.3518,"Calibration","B5",NA,-0.0194204,0.0028275,-0.9988254,0.162163,-0.2779278,5.2628902,-127.1694011,0.0419244,0.0030032,-0.9989582,0.172099,0.315418,5.7462631,-136.7122283
"12",133.2908,1.870457,1.738709,-2.079895,0.4170786,-0.9085853,0.00012207,0.02276636,310.7198,183.627,178.3513,"Calibration","B5",NA,-0.0191146,0.0026198,-0.9988318,0.1502496,-0.2954689,2.0205979,-125.1273525,0.0415256,0.0028079,-0.9989754,0.1609087,0.3382953,2.5373748,-140.7246507
"13",133.3126,1.870471,1.738782,-2.080035,0.4168365,-0.908702,0.00012207,0.02254206,310.7499,183.5894,178.3697,"Calibration","B5",NA,-0.0189397,0.0020753,-0.9988365,0.1190247,-0.3055049,2.8759357,68.1320734,0.0411126,0.0022783,-0.9989938,0.130556,0.3619818,2.6476519,35.9054381
"14",133.3344,1.870513,1.738709,-2.080307,-0.4165588,0.9088277,0.00038602,-0.02260444,310.787,183.6344,178.2865,"Calibration","B5",NA,-0.0180808,0.0014535,-0.9988535,0.0833597,-0.3547718,4.9911563,-44.2445617,0.0408005,0.0016519,-0.9990079,0.0946637,0.3798854,4.1028519,-8.1382923
"15",133.3459,1.870419,1.738818,-2.080225,-0.4163357,0.9089322,0.00038602,-0.02250865,310.8149,183.6174,178.2953,"Calibration","B5",NA,-0.0180115,0.000958,-0.9988553,0.0549444,-0.3587501,2.857704,-103.6275141,0.0406202,0.0011629,-0.9990159,0.0666411,0.3902311,3.1480198,-49.0300202
"16",133.3681,1.870523,1.738872,-2.080541,-0.4160095,0.90909,0.000404861,-0.02216744,310.8555,183.562,178.3199,"Calibration","B5",NA,-0.0177086,0.0002225,-0.9988612,0.0127632,-0.3761225,2.3751329,-13.1776617,0.0399785,0.0004483,-0.9990424,0.025692,0.4270311,2.814328,-54.8753743
"17",133.3901,1.870413,1.738868,-2.08056,0.4159456,-0.9091281,0.000172634,0.02180177,310.8606,183.4612,178.4389,"Calibration","B5",NA,-0.0184566,7.93e-05,-0.9988476,0.0045475,-0.3332205,2.2735394,14.6940722,0.0397897,0.0003303,-0.99905,0.0189283,0.4378578,0.7304971,17.9046366
"18",133.4129,1.870722,1.738928,-2.081287,0.4161216,-0.9090447,0.00029901,0.02191562,310.8382,183.4714,178.4494,"Calibration","B5",NA,-0.018773,0.0004755,-0.9988415,0.0272736,-0.315068,3.0488769,89.7553629,0.040106,0.0007187,-0.9990371,0.0411826,0.4197191,3.7065551,166.1837303
"19",133.4352,1.87051,1.738934,-2.081215,-0.4167974,0.9087103,0.000422864,-0.02292193,310.7577,183.6895,178.2554,"Calibration","B5",NA,-0.0182662,0.001994,-0.9988491,0.1143624,-0.3441367,6.2936316,-80.2282852,0.0413512,0.0021712,-0.9989842,0.1244195,0.3483002,8.2075559,-94.7262792
"20",133.4465,1.870506,1.739047,-2.081261,-0.4168163,0.908694,0.000488281,-0.02321776,310.7562,183.7416,178.2232,"Calibration","B5",NA,-0.0183917,0.0020499,-0.9988467,0.1175674,-0.3369385,2.8362693,20.0007013,0.0418351,0.0022059,-0.998964,0.1264076,0.3205453,3.7859658,-102.4719384
"21",133.4688,1.870691,1.738918,-2.081553,0.4164896,-0.908833,0.000244141,0.02364386,310.7951,183.7537,178.3115,"Calibration","B5",NA,-0.0200911,0.0013787,-0.9988152,0.0790711,-0.2394599,10.5512368,88.466762,0.0432101,0.0015042,-0.9989068,0.0861992,0.2416834,7.9415102,17.188398
"22",133.4799,1.870747,1.738862,-2.081727,0.4161351,-0.9089967,0.000871757,0.02357791,310.8371,183.6948,178.4193,"Calibration","B5",NA,-0.0211929,0.0006152,-0.9987931,0.0352803,-0.1762525,8.6750133,9.6250239,0.0436042,0.0007449,-0.9988905,0.042689,0.2190774,6.2546378,32.9555045
"23",133.5023,1.870885,1.738788,-2.082065,0.4154327,-0.9093021,0.001883209,0.02412179,310.9223,183.7028,178.5464,"Calibration","B5",NA,-0.0235142,-0.0008645,-0.998741,-0.0495815,-0.0430925,12.8924672,-211.1952187,0.045419,-0.0007706,-0.9988096,-0.0441593,0.1149778,11.1351833,-124.0247436
"24",133.5139,1.870943,1.738745,-2.082203,0.4151973,-0.9094019,0.002257476,0.02437803,310.9508,183.7148,178.5891,"Calibration","B5",NA,-0.0244177,-0.0013543,-0.9987187,-0.0776702,0.0087431,5.8086995,-266.5212043,0.046191,-0.0012771,-0.9987737,-0.0731831,0.0706926,5.7303839,-173.8330905
"25",133.5361,1.870926,1.738782,-2.0824,0.4150114,-0.9094657,0.002754032,0.02510408,310.9733,183.793,178.6169,"Calibration","B5",NA,-0.0259319,-0.0017011,-0.9986801,-0.0975613,0.0956162,7.5320238,-131.4281039,0.0479205,-0.0016755,-0.9986916,-0.0960152,0.0285267,8.3558625,-168.2551125
"26",133.5473,1.870797,1.738745,-2.082382,0.4148101,-0.9095513,0.002901578,0.02531216,310.9983,183.814,178.6268,"Calibration","B5",NA,-0.0263825,-0.0021249,-0.9986675,-0.1218683,0.1214694,3.7186094,-126.0138578,0.0484169,-0.0021138,-0.9986668,-0.1211292,0.0570114,3.2623822,-200.7521793
"27",133.5696,1.870774,1.738843,-2.08251,0.4148909,-0.9095089,0.00350195,0.02543197,310.9858,183.7902,178.7129,"Calibration","B5",NA,-0.0275681,-0.001921,-0.9986358,-0.1101706,0.189486,5.6911718,-93.7704754,0.0491368,-0.001913,-0.9986321,-0.1096225,0.0983138,4.4503181,40.8389591
"28",133.5812,1.870747,1.738918,-2.082515,0.4148003,-0.9095417,0.003668208,0.02571457,310.9969,183.8225,178.7195,"Calibration","B5",NA,-0.0281094,-0.0020957,-0.9986204,-0.1201944,0.2205441,2.4896105,-121.7748189,0.0497868,-0.0021079,-0.9985995,-0.1207943,0.1356039,4.7798422,43.708612
"29",133.5927,1.870784,1.738966,-2.082559,0.41483,-0.9095156,0.003320672,0.02620108,310.9954,183.9252,178.6288,"Calibration","B5",NA,-0.0278822,-0.0020087,-0.998627,-0.115202,0.2075085,2.8627513,49.014575,0.0503814,-0.0020636,-0.9985698,-0.1182534,0.1697237,5.4584569,36.5957347
"30",133.604,1.870925,1.738875,-2.082706,0.4151548,-0.9093544,0.003231983,0.02665581,310.9556,184.0063,178.579,"Calibration","B5",NA,-0.0280834,-0.0012674,-0.9986225,-0.0726878,0.2190508,3.6038293,-44.157574,0.0511387,-0.0013587,-0.9985325,-0.0778585,0.2131706,5.6187078,-175.4508706
"31",133.6154,1.870975,1.738904,-2.082751,0.4151311,-0.9093613,0.003231983,0.02679298,310.9588,184.028,178.5693,"Calibration","B5",NA,-0.0281987,-0.0013099,-0.9986192,-0.0751248,0.2256649,1.8494004,12.6791937,0.051389,-0.0014124,-0.9985196,-0.0809383,0.2275362,1.4567589,-175.742541
"32",133.638,1.870926,1.739045,-2.082683,0.4152302,-0.9093172,0.00388713,0.02666783,310.9432,183.9613,178.6816,"Calibration","B5",NA,-0.0292788,-0.0010795,-0.9985885,-0.0619126,0.2876402,5.9005783,-49.4484712,0.0517064,-0.0011635,-0.9985035,-0.066676,0.2457483,1.7640772,-29.4422323
"33",133.6493,1.870885,1.73909,-2.082565,0.4153285,-0.9092765,0.004300273,0.0264583,310.9288,183.8987,178.7617,"Calibration","B5",NA,-0.0298497,-0.000865,-0.9985717,-0.0496114,0.3203969,2.7574539,-152.3005792,0.051671,-0.0009277,-0.9985056,-0.0531635,0.2437143,0.9450236,-32.0873188
"34",133.6714,1.871276,1.738962,-2.082957,0.4151971,-0.9093355,0.004557655,0.02644957,310.9442,183.8778,178.8043,"Calibration","B5",NA,-0.0303161,-0.001146,-0.9985574,-0.0657231,0.3471557,2.1729408,NA,0.0518681,-0.0012043,-0.9984951,-0.0690098,0.2550254,1.12863,-5.9675178
"35",133.6828,1.870988,1.739087,-2.08279,0.4152751,-0.9093003,0.004593479,0.02642815,310.9342,183.8723,178.8109,"Calibration","B5",NA,-0.0303595,-0.0009751,-0.9985562,-0.0559223,0.3496471,NA,NA,0.0518592,-0.001031,-0.9984957,-0.0590791,0.2545161,0.8978596,-1.4292928
"36",133.7041,1.870842,1.739211,-2.082812,0.415241,-0.909306,0.004339939,0.02680882,310.9401,183.951,178.7433,"Calibration","B5",NA,-0.0302175,-0.0010312,-0.9985605,-0.0591434,0.341496,1.2654751,NA,0.05234,-0.0011214,-0.9984705,-0.0642635,0.2821013,1.268148,63.3205961
"37",133.7262,1.870882,1.739203,-2.083086,0.4150718,-0.9093862,0.004105267,0.0267451,310.9623,183.9567,178.712,"Calibration","B5",NA,-0.0297469,-0.0014148,-0.9985741,-0.0811444,0.3144973,3.5408026,77.9169004,0.0520268,-0.0015028,-0.9984864,-0.0861159,0.264134,3.6827224,99.0688137
"38",133.7375,1.870897,1.739244,-2.083203,0.4147972,-0.909517,0.004146799,0.02654742,310.9964,183.9203,178.7352,"Calibration","B5",NA,-0.0296714,-0.0020303,-0.9985753,-0.1164398,0.3101647,4.1383218,-30.2984136,0.0516981,-0.0021022,-0.9985024,-0.1204673,0.2452752,4.6870762,-14.0219852
