"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",99.48929,1.879506,1.810838,-2.132025,-0.5933726,0.8035031,0.01917514,-0.04386369,287.8483,197.7117,164.3134,"Calibration","B5",NA,-0.0214377,-0.0019428,-0.9960193,-0.1117351,0.1947086,NA,NA,0.0475486,-0.0024733,-0.995859,-0.1421388,0.2887265,NA,NA
"2",99.51153,1.879593,1.810802,-2.132459,-0.5938531,0.8031583,0.01840147,-0.044008,287.7687,197.6533,164.4469,"Calibration","B5",NA,-0.0227906,-0.0007079,-0.995991,-0.0407128,0.2725302,7.0732486,NA,0.0487448,-0.0013178,-0.9958034,-0.075729,0.3575437,6.5268962,NA
"3",99.5336,1.87956,1.810688,-2.133011,-0.5944771,0.8027048,0.01786319,-0.04407972,287.6731,197.6415,164.5084,"Calibration","B5",NA,-0.0236653,0.000865,-0.9959705,0.0497446,0.3228509,9.5992667,-68.5052676,0.0495583,0.0002071,-0.9957641,0.0119015,0.4043493,9.3156143,-53.5636758
"4",99.5451,1.879635,1.810635,-2.133132,-0.5949022,0.8023891,0.01770083,-0.04415766,287.6129,197.6857,164.4837,"Calibration","B5",NA,-0.0239687,0.0019342,-0.9959618,0.1112381,0.3403077,6.707415,-63.0275363,0.0499172,0.0012531,-0.9957454,0.072016,0.4250051,6.6305343,-54.0850603
"5",99.56731,1.879766,1.810601,-2.133404,-0.5956596,0.8018444,0.01729806,-0.04400047,287.4974,197.6518,164.5375,"Calibration","B5",NA,-0.0243424,0.0038029,-0.9959473,0.2187094,0.3618128,9.4927776,-150.3778157,0.0502176,0.0031243,-0.9957261,0.1795466,0.4423004,9.4137826,-137.8272615
"6",99.57862,1.879936,1.810614,-2.13345,-0.5960159,0.8015974,0.0170171,-0.04378506,287.4385,197.5732,164.6213,"Calibration","B5",NA,-0.0244987,0.0046658,-0.9959398,0.2683395,0.3708078,4.672841,-221.1447504,0.0502382,0.0040043,-0.995722,0.2301185,0.4434955,4.8788162,-198.672081
"7",99.60079,1.880137,1.810482,-2.133779,-0.5964515,0.8013197,0.01648085,-0.04313627,287.355,197.3176,164.8674,"Calibration","B5",NA,-0.0245459,0.0056748,-0.9959333,0.326368,0.3735314,4.3153813,-124.235913,0.0498699,0.0050885,-0.9957355,0.2924268,0.4223178,4.9591926,-130.4480638
"8",99.61227,1.880337,1.810496,-2.133786,-0.5965658,0.8012496,0.01626973,-0.04293683,287.3311,197.2259,164.96,"Calibration","B5",NA,-0.0246371,0.0059381,-0.9959295,0.3415086,0.3787809,1.6480234,-125.861241,0.0498093,0.0053718,-0.9957371,0.3087076,0.4188364,1.9224848,-128.3321578
"9",99.63443,1.880654,1.810591,-2.133792,-0.5967659,0.8011478,0.01565168,-0.04228181,287.2786,196.9171,165.2656,"Calibration","B5",NA,-0.0248357,0.006366,-0.995922,0.3661186,0.3902112,1.2186904,3.0765046,0.0495033,0.0058688,-0.9957495,0.337275,0.4012343,2.0966019,16.2549494
"10",99.65691,1.880786,1.810634,-2.133836,-0.5967344,0.8012151,0.0152883,-0.04157861,287.2628,196.6189,165.5359,"Calibration","B5",NA,-0.0245943,0.0062057,-0.995929,0.3569029,0.3763212,1.7925428,89.7085325,0.0487983,0.0057992,-0.9957847,0.3332743,0.3606692,2.650793,67.7244445
