"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",56.03246,1.951595,1.777626,-2.108574,-0.06666123,0.01382308,0.9897373,-0.1256396,14.29164,188.0335,2.609111,"Calibration","B5",NA,1.152437691,0.327055272,0.440580373,0.0079202,0.0197324,0.9914112,1.140188,-0.353153,NA,NA,-0.1276174,-0.0200154,0.9909505,-1.1476362,-0.2096071,NA,NA
"2",56.05445,1.951928,1.777575,-2.108627,-0.06626428,0.01451251,0.9897259,-0.1258613,14.31266,187.998,2.685953,"Calibration","B5",NA,1.131417691,0.291555272,0.517422373,0.0094138,0.0193911,0.9914048,1.1204671,-0.4394659,5.6204384,NA,-0.1266505,-0.0196329,0.9910822,-1.1257011,-0.1536523,3.9488093,NA
"3",56.07661,1.952061,1.777604,-2.108721,-0.06586415,0.01509926,0.9897348,-0.1259321,14.31719,187.9599,2.74937,"Calibration","B5",NA,1.126887691,0.253455272,0.580839373,0.0106867,0.0193365,0.9913929,1.1173114,-0.5130296,3.5908267,-77.8079714,-0.1256996,-0.0195403,0.9912051,-1.1203949,-0.0986689,3.2870907,-32.2501832
"4",56.0988,1.95207,1.777651,-2.108766,-0.06557539,0.01517457,0.9897437,-0.1260042,14.32569,187.9274,2.754569,"Calibration","B5",NA,1.118387691,0.220955272,0.586038373,0.0109264,0.0192097,0.9913929,1.1099821,-0.5268843,2.1700683,-57.8230915,-0.1251138,-0.019391,0.9912821,-1.1118312,-0.0647869,2.518442,-69.1846124
"5",56.11015,1.952108,1.777669,-2.108733,-0.06551594,0.01528075,0.9897492,-0.1259791,14.32212,187.9218,2.765896,"Calibration","B5",NA,1.121957691,0.215355272,0.597365373,0.011148,0.0192749,0.9913892,1.1137512,-0.539689,1.5841902,-3.2098031,-0.1249646,-0.0194508,0.9912998,-1.11526,-0.0561704,1.3411087,-36.0491741
"6",56.13244,1.952162,1.777745,-2.10871,-0.06531069,0.01549476,0.9897673,-0.1259178,14.31393,187.9006,2.787372,"Calibration","B5",NA,1.130147691,0.194155272,0.618841373,0.0116175,0.0194297,0.991381,1.1226964,-0.566829,2.5916895,40.43485,-0.1244985,-0.0195889,0.9913557,-1.1231806,-0.0292507,2.0461739,26.0776952
"7",56.15459,1.952242,1.777727,-2.10868,-0.06510469,0.01586491,0.9897967,-0.1257463,14.29183,187.8809,2.826137,"Calibration","B5",NA,1.152247691,0.174455272,0.657606373,0.0123784,0.0198241,0.9913636,1.1454927,-0.6108085,3.381782,53.4388533,-0.123978,-0.0199657,0.9914134,-1.1447885,-0.0007753,2.500779,38.0532551
"8",56.17674,1.952181,1.77773,-2.108636,-0.06497651,0.01634284,0.9898277,-0.1255072,14.26087,187.8716,2.878061,"Calibration","B5",NA,1.183207691,0.165155272,0.709530373,0.0133191,0.0203651,0.9913405,1.1767579,-0.6651825,4.9590307,-22.2094555,-0.1235764,-0.0204939,0.9914528,-1.1750784,-0.0239068,3.7319331,-50.4436131
"9",56.18797,1.952139,1.777729,-2.108607,-0.06488057,0.01635378,0.9898579,-0.1253178,14.23925,187.8595,2.876244,"Calibration","B5",NA,1.204827691,0.153055272,0.707713373,0.0133428,0.0207464,0.9913326,1.1987888,-0.6665621,3.6605448,-7.0358931,-0.1233744,-0.0208713,0.9914701,-1.1967201,-0.0355291,1.9747772,-106.7584816
"10",56.20997,1.95216,1.777785,-2.10854,-0.06481221,0.01544419,0.9899005,-0.1251314,14.22517,187.8374,2.767132,"Calibration","B5",NA,1.218907691,0.130955272,0.598601373,0.0115569,0.0210035,0.9913493,1.2136494,-0.5633456,5.8947491,-31.514128,-0.1234938,-0.021141,0.9914495,-1.2121866,-0.0285841,0.7197397,NA
