"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",427.6302,1.908922,1.791877,-2.103427,0.45105,-0.8892997,0.07282607,0.01990869,306.3765,177.0728,190.8428,"Calibration","B5",NA,-0.255619056,0.326692015,0.401963158,-0.1473233,-0.0046415,-0.9884863,-0.2660924,0.6658135,NA,NA,0.1015784,-0.0037668,-0.989068,-0.2170661,0.6513776,NA,NA
"2",427.6523,1.908609,1.79195,-2.10293,0.4511495,-0.8892494,0.07276989,0.02010421,306.3613,177.1087,190.8185,"Calibration","B5",NA,-0.240419056,0.362592015,0.377663158,-0.1474041,-0.0043909,-0.9884753,-0.2517295,0.6704856,2.1006752,NA,0.1018594,-0.0035443,-0.9890399,-0.204244,0.66765,2.4773085,NA
"3",427.6745,1.908346,1.792062,-2.102519,0.4516325,-0.8889982,0.07274306,0.02046636,306.2951,177.1612,190.7932,"Calibration","B5",NA,-0.174219056,0.415092015,0.352363158,-0.1476997,-0.0032604,-0.9884356,-0.1869151,0.6875857,5.2916287,133.9347997,0.1024128,-0.0024486,-0.9889861,-0.1410993,0.6996923,5.3628443,128.8635361
"4",427.6968,1.908118,1.792182,-2.102186,0.4524218,-0.8885949,0.07275483,0.02050454,306.1939,177.1471,190.8092,"Calibration","B5",NA,-0.073019056,0.400992015,0.368363158,-0.147781,-0.0014904,-0.9884277,-0.0854412,0.6922609,8.0597936,-187.3621058,0.1023923,-0.0006879,-0.988991,-0.0396389,0.6984868,8.2116243,-161.0768686
"5",427.7082,1.908064,1.792283,-2.102006,0.4526715,-0.8884594,0.07291891,0.02027727,306.1653,177.0874,190.8629,"Calibration","B5",NA,-0.044419056,0.341292015,0.422063158,-0.1478747,-0.0009668,-0.9884143,-0.0554257,0.6976863,2.3728219,-249.1532262,0.1021102,-0.0001134,-0.9890204,-0.0065327,0.6821427,3.0827447,-258.5798735
"6",427.7299,1.907959,1.79232,-2.101742,0.4527533,-0.8883875,0.07342334,0.01977577,306.1627,176.9547,190.9958,"Calibration","B5",NA,-0.041819056,0.208592015,0.554963158,-0.1483177,-0.0008637,-0.988348,-0.049513,0.7233677,2.3847724,32.731195,0.1016716,0.0001408,-0.9890656,0.0081162,0.656736,1.6232455,-41.6416174
"7",427.7521,1.907874,1.792443,-2.101615,0.4526019,-0.888411,0.07421835,0.01921125,306.1918,176.7917,191.1791,"Calibration","B5",NA,-0.070919056,0.045592015,0.738263158,-0.1492091,-0.0012972,-0.9882134,-0.0743704,0.7750531,3.8258116,21.5406956,0.1014119,-6.46e-05,-0.9890923,-0.0037219,0.6416906,1.2674859,16.7870031
"8",427.7746,1.907774,1.79249,-2.10153,0.4523921,-0.8884785,0.0746861,0.01921978,306.2202,176.7575,191.2547,"Calibration","B5",NA,-0.099319056,0.011392015,0.813863158,-0.1500354,-0.0017756,-0.9880875,-0.1017922,0.8229696,3.3346302,0.1864742,0.1018748,-0.0004288,-0.9890446,-0.0247077,0.6685041,2.3834682,39.7585016
"9",427.7965,1.90759,1.792437,-2.10139,0.4523621,-0.8884661,0.07493835,0.01951408,306.2212,176.7866,191.2723,"Calibration","B5",NA,-0.100319056,0.040492015,0.831463158,-0.1507449,-0.0018073,-0.9879795,-0.1036122,0.864111,3.820881,14.1019793,0.1026222,-0.0004173,-0.9889673,-0.0240448,0.7118073,3.0386678,-7.2262864
"10",427.8078,1.90765,1.792431,-2.10149,0.4522187,-0.8885223,0.07516181,0.01941878,306.2415,176.7544,191.3159,"Calibration","B5",NA,-0.120619056,0.008292015,0.875063158,-0.1510484,-0.0021462,-0.9879324,-0.123041,0.8817201,3.8886892,84.0256409,0.1026737,-0.0006939,-0.9889618,-0.039986,0.7147927,2.5372827,49.5155495
"11",427.8301,1.907465,1.792297,-2.10143,0.4516452,-0.8887538,0.07600502,0.01888188,306.3247,176.6038,191.4947,"Calibration","B5",NA,-0.203819056,-0.142307985,1.053863158,-0.1520314,-0.0035223,-0.9877777,-0.201933,0.9387696,7.5024166,98.6035699,0.1025645,-0.001824,-0.9889717,-0.1051063,0.7084731,5.7351353,111.5941631
"12",427.8522,1.907189,1.792386,-2.101401,0.4506794,-0.889182,0.07697063,0.01785943,306.4649,176.3711,191.7257,"Calibration","B5",NA,-0.344019056,-0.375007985,1.284863158,-0.1527729,-0.0058452,-0.9876523,-0.3351039,0.9818759,8.2793771,-17.6218253,0.1017646,-0.0038353,-0.9890486,-0.2210093,0.6621663,7.498425,15.7259074
"13",427.8744,1.906913,1.792457,-2.101394,0.4500249,-0.8894947,0.07727128,0.01749443,306.5543,176.3008,191.7926,"Calibration","B5",NA,-0.433419056,-0.445307985,1.351763158,-0.1529447,-0.0073647,-0.9876156,-0.4222148,0.9919357,6.7164919,-203.9987543,0.1014829,-0.0052509,-0.989071,-0.3025852,0.6458847,6.4253869,-218.0080646
"14",427.8857,1.906671,1.792544,-2.10128,0.4498706,-0.8895891,0.07704987,0.01763652,306.5711,176.3485,191.7385,"Calibration","B5",NA,-0.450219056,-0.397607985,1.297663158,-0.1526761,-0.0076842,-0.9876547,-0.4405317,0.9763749,2.9016427,-159.4682353,0.1015532,-0.005631,-0.9890617,-0.3244919,0.6499726,2.0445907,-206.0947088
"15",427.9076,1.906456,1.792453,-2.101221,0.4497967,-0.889695,0.07610044,0.01828775,306.5683,176.5437,191.5178,"Calibration","B5",NA,-0.447419056,-0.202407985,1.076963158,-0.1515882,-0.0077365,-0.9878218,-0.4435311,0.9132734,3.3103143,-23.9890137,0.1018498,-0.0059567,-0.9890293,-0.3432622,0.6671626,1.5078581,-12.0164956
"16",427.9301,1.906101,1.792499,-2.101059,0.4497457,-0.8897468,0.07571932,0.01860081,306.5693,176.6314,191.4243,"Calibration","B5",NA,-0.448419056,-0.114707985,0.983463158,-0.1511975,-0.0077982,-0.9878812,-0.4470714,0.890614,1.8109406,105.6053081,0.1020615,-0.00613,-0.9890064,-0.3532497,0.6794356,1.5185534,97.4614804
"17",427.9415,1.905902,1.792495,-2.100962,0.4495771,-0.8898076,0.07609417,0.01823879,306.5969,176.5418,191.5156,"Calibration","B5",NA,-0.476019056,-0.204307985,1.074763158,-0.1515238,-0.0082333,-0.9878277,-0.4720166,0.9095694,4.9784243,185.2186704,0.1017865,-0.0064502,-0.9890327,-0.3716962,0.6635168,3.7352562,144.6789529
"18",427.9631,1.905521,1.79247,-2.10079,0.4487551,-0.8901626,0.0768729,0.01788653,306.7092,176.4368,191.6597,"Calibration","B5",NA,-0.588319056,-0.309307985,1.218863158,-0.1525426,-0.0101354,-0.9876531,-0.5810645,0.9688199,6.9783228,-37.3893111,0.1019814,-0.0081292,-0.9890003,-0.4684522,0.6748799,5.7853185,27.1171503
"19",427.9854,1.905088,1.792493,-2.100602,0.4483743,-0.8903285,0.077075,0.01830729,306.753,176.5011,191.6497,"Calibration","B5",NA,-0.632119056,-0.245007985,1.208863158,-0.1532644,-0.0109317,-0.9875329,-0.626719,1.0107738,3.2460495,-128.9875681,0.1029524,-0.0088959,-0.9888931,-0.5126398,0.7311764,4.8782439,-22.7894375
"20",428.0078,1.904557,1.792501,-2.10025,0.4482721,-0.8903828,0.07682259,0.01920543,306.7534,176.678,191.5282,"Calibration","B5",NA,-0.632519056,-0.068107985,1.087363158,-0.1536312,-0.011028,-0.9874748,-0.6322402,1.0320637,1.2164164,-40.2966034,0.104314,-0.0091087,-0.9887485,-0.5249004,0.8100793,4.7684193,-39.7775033
"21",428.0298,1.904077,1.792471,-2.099803,0.4483376,-0.8903528,0.07663265,0.01981491,306.7365,176.7961,191.4456,"Calibration","B5",NA,-0.615619056,0.049992015,1.004763158,-0.1538527,-0.0107912,-0.9874429,-0.6186648,1.0448904,1.4367555,34.0417203,0.1052018,-0.008958,-0.9886558,-0.5162184,0.8615235,3.1260726,-82.9915591
"22",428.052,1.903603,1.792499,-2.099362,0.4485264,-0.8902972,0.07600424,0.02045543,306.7022,176.9541,191.2878,"Calibration","B5",NA,-0.581319056,0.207992015,0.846963158,-0.1533341,-0.0102649,-0.9875293,-0.5884871,1.014754,2.7258657,51.0412757,0.1057308,-0.0086327,-0.9886022,-0.4974684,0.8921626,1.0985245,3.0929245
"23",428.0745,1.903141,1.792472,-2.098932,0.4482956,-0.8904516,0.07552937,0.020551,306.7288,177.0172,191.1929,"Calibration","B5",NA,-0.607919056,0.271092015,0.752063158,-0.1525757,-0.0107562,-0.9876415,-0.6166597,0.9707995,3.7161925,19.0253028,0.1054983,-0.0092443,-0.9886215,-0.5327178,0.8787237,3.2926535,80.2164988
"24",428.0967,1.902665,1.792415,-2.098573,0.4478897,-0.8906739,0.07543916,0.02009568,306.7859,176.9579,191.2068,"Calibration","B5",NA,-0.665019056,0.211792015,0.765963158,-0.1519881,-0.0117246,-0.9877211,-0.6721808,0.936811,3.5837935,52.6746201,0.1046692,-0.0102,-0.9887003,-0.5877897,0.8307285,4.6893921,58.5301948
"25",428.1187,1.902191,1.792425,-2.098137,0.4481493,-0.8905738,0.0752593,0.01940803,306.7608,176.85,191.2398,"Calibration","B5",NA,-0.639919056,0.103892015,0.798963158,-0.1510561,-0.0112385,-0.9878697,-0.6443115,0.8826995,6.032683,199.3331603,0.1032665,-0.0097157,-0.9888526,-0.5598815,0.7494175,5.8805653,130.9616428
"26",428.141,1.901692,1.792531,-2.097467,0.4492831,-0.8900602,0.0743814,0.02012717,306.6044,177.0192,191.0534,"Calibration","B5",NA,-0.483519056,0.273092015,0.612563158,-0.1502034,-0.008589,-0.9880263,-0.4924089,0.8330152,12.4406585,-182.3885609,0.1035889,-0.0073389,-0.9888394,-0.4229121,0.7679786,10.5140381,-207.5560417
"27",428.1523,1.901464,1.792568,-2.097139,0.4495174,-0.8899707,0.07391527,0.0205655,306.5676,177.1284,190.941,"Calibration","B5",NA,-0.446719056,0.382292015,0.500163158,-0.1497868,-0.0079948,-0.9880946,-0.4583416,0.8088146,5.0715863,-335.8274965,0.1039074,-0.0068882,-0.9888092,-0.3969397,0.7864112,3.4753683,-318.8243253
"28",428.1747,1.900929,1.792635,-2.096484,0.4500661,-0.8897604,0.07289233,0.02129943,306.4855,177.329,190.7137,"Calibration","B5",NA,-0.364619056,0.582892015,0.272863158,-0.1486649,-0.0066462,-0.9882739,-0.3810236,0.7436822,4.6342328,-57.5918001,0.1042016,-0.0058385,-0.988785,-0.3364488,0.8034212,3.1447999,-23.0576676
"29",428.1966,1.90051,1.792633,-2.095859,0.4501771,-0.8896961,0.07304294,0.02112134,306.4739,177.2828,190.7573,"Calibration","B5",NA,-0.353019056,0.536692015,0.316463158,-0.1487731,-0.0064263,-0.9882591,-0.3684182,0.7499426,2.5393031,26.2883105,0.1040119,-0.0055714,-0.9888065,-0.3210594,0.7924155,2.4580637,48.6725732
"30",428.2187,1.900342,1.792638,-2.095361,0.450563,-0.8894219,0.07426632,0.02015455,306.4404,177.0015,191.0598,"Calibration","B5",NA,-0.319519056,0.255392015,0.618963158,-0.1500708,-0.0057246,-0.9880672,-0.3281893,0.8251494,5.8153079,85.6590235,0.1033717,-0.0045175,-0.988879,-0.2603216,0.7552919,5.3023992,90.8071582
"31",428.2411,1.89992,1.792797,-2.094695,0.451245,-0.8890268,0.0749955,0.01962335,306.3626,176.8295,191.2469,"Calibration","B5",NA,-0.241719056,0.083392015,0.806063158,-0.1509028,-0.0042906,-0.9879477,-0.2459778,0.8733352,6.3323567,24.7909231,0.1030091,-0.0028813,-0.988923,-0.1660393,0.7342472,6.4876135,30.5155645
"32",428.263,1.899407,1.792905,-2.094083,0.4519855,-0.8886564,0.07487598,0.01981303,306.2653,176.8532,191.227,"Calibration","B5",NA,-0.144419056,0.107092015,0.786163158,-0.1508901,-0.0026062,-0.9879555,-0.1494126,0.8725483,6.9126916,70.3238369,0.1031408,-0.0012465,-0.9889127,-0.0718321,0.7418559,6.6654366,55.956146
