"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","FocusedObject","RayOrigin_x","RayOrigin_y","RayOrigin_z","RayDirection_x","RayDirection_y","RayDirection_z","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a","eyepitch","eyeyaw"
"1",64.91394,1.82753,1.715599,-2.133618,-0.5606726,0.8276438,0.01458063,0.02095951,291.7692,177.1649,179.9023,"Calibration","B5",NA,2.07209638,-1.598362797,0.635335955,"None","1.818617","1.614062","-2.126081","0.06018826","0.1278923","-0.9899554",0.047011,0.03644,-0.9983013,2.0881704,-0.8282315,NA,NA,-0.0509864,0.0361268,-0.9980323,2.0703912,-1.0172945,NA,NA,7.3478474,5.3864692
"2",64.93558,1.827456,1.715346,-2.134233,-0.5600889,0.8280395,0.01445851,0.02102482,291.8503,177.1319,179.9395,"Calibration","B5",NA,1.99099638,-1.631362797,0.672535955,"None","1.820145","1.613655","-2.126236","0.01655755","0.06702833","-0.9976012",0.0468877,0.0350355,-0.9983574,2.0076535,-0.8210175,7.3262886,NA,-0.0509706,0.0347119,-0.9980833,1.9892738,-1.0162433,7.2817415,NA,3.8433699,2.8580997
"3",64.94675,1.827541,1.715262,-2.134466,-0.5598028,0.8282341,0.01430178,0.02108515,291.8904,177.092,179.9872,"Calibration","B5",NA,1.95089638,-1.671262797,0.720235955,"B5","1.839273","1.613187","-2.126029","-0.009706625","0.002245026","-0.9999412",0.0466934,0.0343486,-0.9983904,1.968275,-0.8098051,5.3044161,16.711527,-0.0509064,0.0340123,-0.9981107,1.9491634,-1.0124865,5.1486002,9.160831,0.1286318,1.3510642
"4",64.96854,1.82741,1.714934,-2.135331,-0.5590847,0.8287271,0.01378611,0.02111058,291.9915,177.0036,180.1156,"Calibration","B5",NA,1.84979638,-1.759662797,0.848635955,"B5","1.857701","1.612759","-2.126253","-0.02349929","0.02173871","-0.9994862",0.0458658,0.0326141,-0.9984869,1.8688502,-0.7621567,9.9768944,-66.2762772,-0.0504023,0.0322495,-0.9981948,1.8481029,-0.9833797,9.709078,-59.4631596,1.245636,0.560374
"5",64.98016,1.827371,1.714833,-2.135742,-0.5586652,0.8290175,0.01368631,0.02088063,292.0498,177.0487,180.0974,"Calibration","B5",NA,1.79149638,-1.714562797,0.830435955,"B5","1.848634","1.61278","-2.126509","-0.01910147","0.000698331","-0.9998091",0.045463,0.0315845,-0.9985385,1.8098284,-0.738957,5.9449312,-197.3173587,-0.0499084,0.0312323,-0.9982519,1.7897914,-0.9549384,5.8951784,-189.7541267,0.0400118,0.8127187
"6",65.00243,1.827415,1.714668,-2.136327,-0.558149,0.8293706,0.01336572,0.02086849,292.1222,177.0021,180.1712,"Calibration","B5",NA,1.71909638,-1.761162797,0.904235955,"B5","1.860418","1.612585","-2.126611","-0.02889305","0.01049772","-0.9995231",0.044921,0.0303367,-0.9986016,1.7383069,-0.707756,4.8837672,-13.6268265,-0.0495457,0.0299703,-0.9983087,1.7174511,-0.9340081,4.7529568,-11.8672722,0.6014887,0.2514495
"7",65.02439,1.827673,1.714669,-2.136665,-0.5579816,0.8295014,0.01291813,0.02042299,292.1469,177.0402,180.2067,"Calibration","B5",NA,1.69439638,-1.723062797,0.939735955,"B5","1.863035","1.612438","-2.126939","-0.03220192","0.009834033","-0.9994317",0.0436939,0.0298958,-0.9986694,1.7130337,-0.6373206,5.3316695,64.3296534,-0.0483164,0.0295401,-0.9983818,1.6927916,-0.8634248,5.358068,67.8986297,0.5634584,0.0617833
"8",65.04715,1.827828,1.714546,-2.137203,-0.5573493,0.8299392,0.01264474,0.02007008,292.235,177.0888,180.2095,"Calibration","B5",NA,1.60629638,-1.674462797,0.942535955,"B5","1.844743","1.612459","-2.127632","-0.01522992","0.006704399","-0.99986",0.0428713,0.0283445,-0.9987503,1.6241231,-0.5900138,7.795736,97.5287974,-0.0474272,0.0280032,-0.9984687,1.6046956,-0.812271,7.8216583,97.9307648,0.3841372,1.0345633
"9",65.06854,1.82785,1.714425,-2.137826,-0.5565009,0.8305254,0.0121829,0.01964441,292.3535,177.1257,180.2452,"Calibration","B5",NA,1.48779638,-1.637562797,0.978235955,"B5","1.845462","1.612248","-2.12813","-0.01433347","0.005771755","-0.9998713",0.0416573,0.0262676,-0.9988584,1.5050849,-0.5202394,9.6522718,104.4033249,-0.0462176,0.0259366,-0.9985812,1.4862455,-0.7427167,9.6958378,107.6097102,0.3307021,1.0859313
"10",65.09044,1.828252,1.714455,-2.138085,-0.5555797,0.8311593,0.01184931,0.01910839,292.4815,177.2122,180.23,"Calibration","B5",NA,1.35979638,-1.551062797,0.963035955,"B5","1.845087","1.612073","-2.128559","-0.01408712","0.005381789","-0.9998834",0.0405428,0.0240111,-0.9989611,1.3757662,-0.4561809,12.3243364,-163.0946859,-0.0449551,0.023703,-0.9986944,1.3582245,-0.6701362,12.4902777,-172.7133698,0.3083562,1.1000549
