"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",200.9978,1.859666,1.761584,-2.033513,-0.4915558,0.8695993,0.01702126,-0.04336074,301.4125,190.1833,172.0338,"Calibration","B5",NA,-0.0159374,-0.0313719,-0.9950401,-1.8056095,0.3521443,NA,NA,0.0563463,-0.0315922,-0.9949841,-1.8157091,0.1385027,NA,NA
"2",201.0214,1.859717,1.761665,-2.033195,-0.4921557,0.8692608,0.01694712,-0.04337432,301.3337,190.2001,172.0241,"Calibration","B5",NA,-0.0160145,-0.0299962,-0.9950813,-1.7264066,0.3565458,6.6721637,NA,0.0564991,-0.030221,-0.995018,-1.7368767,0.147161,6.6753501,NA
"3",201.0378,1.85969,1.761732,-2.032978,-0.4927728,0.8688974,0.01692557,-0.04365529,301.2557,190.2744,171.9748,"Calibration","B5",NA,-0.0162754,-0.0285538,-0.9951195,-1.6433627,0.3715311,7.6633086,-110.7418738,0.0570519,-0.0288202,-0.995028,-1.6563452,0.1788613,8.1975596,-55.3407571
"4",201.0492,1.859561,1.761735,-2.033032,-0.4929881,0.8687481,0.01711293,-0.04412179,301.2342,190.392,171.8806,"Calibration","B5",NA,-0.0164135,-0.0280191,-0.9951325,-1.6125832,0.3794676,4.4494273,-100.13622,0.0576735,-0.028345,-0.9950058,-1.6290237,0.2146091,5.8776691,-50.5597239
"5",201.0709,1.859612,1.761895,-2.032775,-0.4936654,0.8683009,0.01744666,-0.04520773,301.1603,190.662,171.6734,"Calibration","B5",NA,-0.016888,-0.0263644,-0.9951697,-1.5173254,0.4067413,6.2211666,63.2151506,0.0592401,-0.0268366,-0.9949556,-1.5423149,0.3046796,8.099309,71.3532773
"6",201.0928,1.859447,1.761842,-2.032888,-0.4941646,0.8679552,0.01781014,-0.04623823,301.1098,190.9187,171.4725,"Calibration","B5",NA,-0.0172711,-0.025122,-0.9951953,-1.4458083,0.4287661,7.2019215,-91.4492479,0.0606691,-0.0257344,-0.9948986,-1.4789547,0.3868723,8.9824667,-187.4608146
"7",201.1042,1.859504,1.761863,-2.032883,-0.4944893,0.8677663,0.01763737,-0.04637901,301.0668,190.9401,171.4772,"Calibration","B5",NA,-0.0176734,-0.0243529,-0.9952074,-1.4015381,0.4519098,4.6063487,-134.5080603,0.0611153,-0.024998,-0.9948901,-1.4366291,0.4124999,4.2486342,-247.2062123
"8",201.1265,1.859636,1.761879,-2.032929,-0.4948322,0.8676057,0.01700024,-0.04596122,301.0102,190.8045,171.631,"Calibration","B5",NA,-0.018293,-0.0235828,-0.9952147,-1.3572114,0.487559,3.6845939,-37.7039533,0.0610869,-0.0241982,-0.9949116,-1.3906512,0.4107988,2.4832779,-43.604721
"9",201.1491,1.859354,1.761792,-2.033592,-0.494886,0.8676621,0.01563882,-0.0447865,300.9756,190.4328,172.0182,"Calibration","B5",NA,-0.0194041,-0.0235246,-0.995195,-1.3538573,0.5515254,2.9145303,-52.6962672,0.0604813,-0.024031,-0.9949527,-1.3810402,0.3759091,2.30145,-9.5496761
"10",201.1714,1.859556,1.76189,-2.033671,-0.4948738,0.867701,0.01529147,-0.04428377,300.9685,190.2977,172.1402,"Calibration","B5",NA,-0.0194823,-0.0235924,-0.9951918,-1.3577632,0.5560319,1.3241183,18.9583766,0.0599782,-0.0240396,-0.9949829,-1.3815354,0.3469376,2.0549487,16.0594345
"11",201.194,1.859615,1.761976,-2.033985,-0.4947016,0.8677873,0.01587853,-0.04431035,300.9981,190.3599,172.0311,"Calibration","B5",NA,-0.0185273,-0.0240139,-0.9952,-1.3820226,0.5010595,3.7928446,65.542834,0.0594085,-0.0244335,-0.9950075,-1.4041784,0.3141622,3.0306526,72.332699
"12",201.216,1.85968,1.761954,-2.034199,-0.4945776,0.8678758,0.01606883,-0.04389035,301.0127,190.2947,172.0449,"Calibration","B5",NA,-0.0177856,-0.0243552,-0.9952052,-1.4016681,0.4583677,4.2735444,-37.4578187,0.0584835,-0.0247006,-0.9950557,-1.4195301,0.2609208,5.2634911,-5.3298828
"13",201.2273,1.859618,1.761976,-2.034464,-0.4944349,0.8679711,0.01610264,-0.04360167,301.029,190.2374,172.0752,"Calibration","B5",NA,-0.017447,-0.0247159,-0.9952024,-1.4224312,0.4388809,3.1800928,-35.2456658,0.0579447,-0.0250148,-0.9950794,-1.4375922,0.229925,3.9961687,-52.3635069
"14",201.2492,1.859703,1.761924,-2.03455,-0.4942192,0.8681223,0.01617098,-0.0430074,301.0526,190.1222,172.1348,"Calibration","B5",NA,-0.0167434,-0.0252789,-0.9952003,-1.454841,0.3983878,3.7554999,17.2965502,0.0568423,-0.0254864,-0.995131,-1.4647032,0.1664916,4.1587852,-19.6590548
