"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","FocusedObject","RayOrigin_x","RayOrigin_y","RayOrigin_z","RayDirection_x","RayDirection_y","RayDirection_z","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",48.10839,1.810946,1.78516,-2.062988,0.04261163,0.006080278,0.9543136,-0.2956906,34.39405,174.5945,359.056,"Calibration","B5",NA,"B5","1.817853","1.682974","-2.05311","0.02882298","-0.02579193","-0.9992433",0.0365494,-0.0014581,0.9931374,-0.0840632,-1.0973972,NA,NA,0.0848731,0.0029606,0.9952009,0.1698302,0.9945963,NA,NA
"2",48.13084,1.811022,1.785166,-2.06255,0.04283138,0.005629811,0.954107,-0.2963338,34.46832,174.5436,358.9824,"Calibration","B5",NA,"B5","1.80312","1.684037","-2.053086","0.03861489","-0.02024074","-0.9990363",0.0357712,-0.0027836,0.9931629,-0.1604823,-1.0525039,5.7633791,NA,0.0850378,0.0042654,0.9951821,0.2446812,0.985094,5.0055078,NA
"3",48.15285,1.810995,1.785232,-2.06218,0.04303753,0.00529425,0.9539136,-0.2969318,34.53784,174.4992,358.9248,"Calibration","B5",NA,"B5","1.803213","1.684061","-2.052629","0.0349043","-0.02104318","-0.9991542",0.0352057,-0.0040216,0.9931785,-0.2318588,-1.0198944,4.7196206,-40.5193004,0.0852457,0.0054858,0.9951583,0.3146851,0.9730933,4.4917229,-24.9602763
"4",48.17492,1.810954,1.785308,-2.061867,0.04319771,0.00508317,0.9537596,-0.2974067,34.59335,174.4667,358.8864,"Calibration","B5",NA,"B5","1.802002","1.684075","-2.052369","0.02900181","-0.02929739","-0.9991354",0.0348593,-0.0050084,0.9931864,-0.2887476,-0.9999147,3.9777025,-21.6819791,0.0854345,0.0064593,0.9951363,0.3705317,0.962194,3.9051618,-10.5516602
"5",48.19686,1.81093,1.785405,-2.061541,0.04340934,0.005179005,0.953616,-0.2978344,34.64492,174.4402,358.887,"Calibration","B5",NA,"B5","1.807421","1.683653","-2.051981","0.02399917","-0.03021662","-0.9992509",0.0351286,-0.0059223,0.9931719,-0.3414381,-1.0154633,3.7638452,-9.9300943,0.0859,0.0073581,0.99509,0.4220932,0.9353604,4.025261,0.255314
"6",48.21939,1.810869,1.785418,-2.061432,0.04369231,0.005301282,0.9534667,-0.2982688,34.69738,174.4052,358.8881,"Calibration","B5",NA,"B5","1.805277","1.683987","-2.051557","0.02397127","-0.03173216","-0.999199",0.0354886,-0.0068583,0.9931533,-0.3954008,-1.0362442,3.5360034,-45.5219065,0.0865179,0.0082724,0.9950292,0.4745402,0.8997463,3.9134366,-16.659372
"7",48.24101,1.811135,1.785521,-2.061053,0.04406451,0.00528439,0.9533749,-0.2985075,34.72546,174.3536,358.8684,"Calibration","B5",NA,"B5","1.798438","1.68444","-2.051466","0.02844848","-0.03271372","-0.9990456",0.0356522,-0.0073853,0.9931435,-0.4257836,-1.0456886,1.7862753,-40.8661929,0.0872212,0.008765,0.9949636,0.5027968,0.8592288,3.3003931,-7.2116328
"8",48.26329,1.811057,1.785499,-2.061157,0.04445857,0.005166041,0.9532931,-0.2987123,34.74884,174.295,358.8346,"Calibration","B5",NA,"B5","1.797565","1.684502","-2.051306","0.02963163","-0.03257508","-0.9990165",0.0356383,-0.0078367,0.9931405,-0.4518124,-1.044896,1.7684203,9.1255587,0.0879083,0.009178,0.9948994,0.5264885,0.8196414,3.6108008,38.4166063
"9",48.28605,1.811052,1.785515,-2.061012,0.04506296,0.005301282,0.9532232,-0.2988423,34.7645,174.2194,358.8263,"Calibration","B5",NA,"B5","1.799248","1.684433","-2.051041","0.02917544","-0.02988283","-0.9991199",0.0362336,-0.0081688,0.9931162,-0.47096,-1.0792444,2.2020554,30.5221773,0.0891397,0.0094523,0.9947873,0.5422257,0.7487112,5.0424296,53.1156556
"10",48.30772,1.811047,1.7856,-2.060742,0.04575113,0.00531812,0.9532887,-0.2985285,34.72612,174.1302,358.8025,"Calibration","B5",NA,"B5","1.800307","1.684363","-2.050928","0.02860459","-0.03029576","-0.9991187",0.0366912,-0.0075773,0.9931043,-0.4368544,-1.1056333,3.1120187,39.1979403,0.0904565,0.0087873,0.9946745,0.504076,0.6728929,5.9813955,22.0074826
