"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",149.7629,1.908608,1.803905,-1.944229,0.5641237,-0.8251603,0.02884465,0.006544723,291.3518,176.5764,186.342,"Calibration","B5",NA,0.388458084,-1.062150499,0.668886627,-0.0551633,0.0070686,-0.9983599,0.4050399,-0.3177141,NA,NA,0.0430623,0.0071598,-0.9983755,0.4105068,0.4407395,NA,NA
"2",149.7846,1.908286,1.803967,-1.944443,0.5636865,-0.8254732,0.02820855,0.007479236,291.4028,176.9442,185.9991,"Calibration","B5",NA,0.337458084,-0.694350499,0.325986627,-0.0551409,0.0060569,-0.9983679,0.3470671,-0.3190182,4.2523348,NA,0.0439213,0.006057,-0.9983454,0.3472742,0.3914595,4.9085184,NA
"3",149.8069,1.907826,1.803815,-1.94475,0.563212,-0.8258091,0.02782239,0.007593912,291.4662,177.0556,185.8655,"Calibration","B5",NA,0.274058084,-0.582950499,0.192386627,-0.0546184,0.004917,-0.998403,0.2817526,-0.349024,7.4241542,-57.1795133,0.0436998,0.0048745,-0.9983616,0.2794772,0.4041867,7.0969581,-56.7027158
"4",149.8181,1.907684,1.803847,-1.944868,0.5628195,-0.826083,0.0275964,0.007713163,291.5188,177.1372,185.7754,"Calibration","B5",NA,0.221458084,-0.501350499,0.102286627,-0.0543687,0.0039747,-0.9984206,0.2277556,-0.3633669,4.5503117,-159.5735967,0.0436632,0.0039069,-0.9983675,0.2239998,0.4062991,4.7276906,-141.7594995
"5",149.8402,1.907476,1.803708,-1.945041,0.5625235,-0.8262869,0.02756195,0.007595873,291.5605,177.1213,185.779,"Calibration","B5",NA,0.179758084,-0.517250499,0.105886627,-0.054174,0.0032539,-0.9984339,0.1864496,-0.3745475,3.1678658,-41.1344807,0.0434443,0.0031849,-0.9983796,0.1826064,0.418869,3.1369932,-28.4192138
"6",149.8626,1.907269,1.803678,-1.945126,0.5621347,-0.826548,0.02756952,0.007933632,291.6119,177.2174,185.7116,"Calibration","B5",NA,0.128358084,-0.421150499,0.038486627,-0.0545559,0.002329,-0.9984157,0.1334565,-0.3526369,2.7262532,-19.6030056,0.0440278,0.0022521,-0.9983566,0.1291221,0.3853877,3.476103,NA
"7",149.8847,1.907104,1.803661,-1.945099,0.5620418,-0.8266296,0.02676599,0.008729521,291.6169,177.5645,185.3639,"Calibration","B5",NA,0.123358084,-0.074050499,-0.309213373,-0.0541151,0.0021479,-0.9984401,0.1230743,-0.3779345,2.2954985,NA,0.044448,0.0019649,-0.9983385,0.1126539,0.3612708,NA,NA
"8",149.896,1.906992,1.803686,-1.945045,0.5621325,-0.8265736,0.02653956,0.008875107,291.6027,177.6392,185.2825,"Calibration","B5",NA,0.137558084,0.000649501,-0.390613373,-0.053905,0.0023756,-0.9984509,0.1361268,-0.3899891,NA,NA,0.0444321,0.0021665,-0.9983388,0.1242159,0.3621852,1.046768,NA
"9",149.9181,1.906716,1.803892,-1.945156,0.5621076,-0.8265825,0.02694133,0.008402482,291.6104,177.4482,185.4676,"Calibration","B5",NA,0.129858084,-0.190350499,-0.205513373,-0.0540405,0.0022901,-0.9984438,0.1312268,-0.3822156,0.8520194,NA,0.0441001,0.0021362,-0.9983536,0.1224798,0.381239,1.2219869,7.7599661
"10",149.9402,1.906577,1.803712,-1.945015,0.5621806,-0.826521,0.02744343,0.007929404,291.6052,177.2371,185.6811,"Calibration","B5",NA,0.135058084,-0.401450499,0.007986627,-0.0543435,0.0024408,-0.998427,0.1398612,-0.3648264,1.4570745,0.9182883,0.0438774,0.0023504,-0.998363,0.1347572,0.3940171,1.3897585,83.9836126
"11",149.9514,1.906456,1.803766,-1.94501,0.5620976,-0.8265795,0.02729453,0.008227305,291.6141,177.3418,185.5888,"Calibration","B5",NA,0.126158084,-0.296750499,-0.084313373,-0.0544288,0.0022551,-0.9984228,0.1292202,-0.359936,1.1710099,3.3432455,0.0442078,0.0021417,-0.9983489,0.122792,0.3750555,3.1859669,93.0341116
"12",149.9626,1.906328,1.803805,-1.944997,0.5622315,-0.826494,0.02695184,0.008772092,291.5909,177.5381,185.409,"Calibration","B5",NA,0.149358084,-0.100450499,-0.264113373,-0.0544739,0.0026071,-0.9984194,0.1493923,-0.3573415,1.5319632,23.1808951,0.0447181,0.0024419,-0.9983254,0.1400036,0.3457705,3.4737226,6.2851897
"13",149.985,1.906101,1.80386,-1.945065,0.5622503,-0.8264824,0.0266277,0.009619188,291.582,177.8121,185.1781,"Calibration","B5",NA,0.158258084,0.173549501,-0.495013373,-0.0548856,0.0026967,-0.9983967,0.1545213,-0.3337156,1.8485607,4.3348925,0.0457548,0.0024695,-0.9982784,0.1415861,0.2862661,3.1797877,-50.1169259
"14",150.0069,1.905843,1.80382,-1.944999,0.5623034,-0.8264372,0.02689913,0.009638531,291.5753,177.7682,185.2459,"Calibration","B5",NA,0.164958084,0.129649501,-0.427213373,-0.0553574,0.0028243,-0.9983703,0.1618336,-0.3066397,1.7288984,-7.9759016,0.0460874,0.0026226,-0.9982627,0.1503676,0.2671799,1.2720402,-48.0706705
"15",150.0292,1.90575,1.803814,-1.944912,0.562184,-0.8265119,0.02708641,0.009682878,291.592,177.7497,185.2836,"Calibration","B5",NA,0.148258084,0.111149501,-0.389513373,-0.0557149,0.0025367,-0.9983513,0.1453553,-0.2861246,1.4950211,-10.932812,0.0463752,0.0023531,-0.99825,0.1349113,0.2506613,1.0706805,-9.8896241
"16",150.0516,1.9054,1.803841,-1.945111,0.5620946,-0.8265802,0.0269109,0.009529307,291.6049,177.7432,185.2631,"Calibration","B5",NA,0.135358084,0.104649501,-0.410013373,-0.0552511,0.0023139,-0.9983776,0.1325884,-0.3127464,1.2401572,NA,0.0459301,0.0021176,-0.9982711,0.1214138,0.2762075,0.829888,12.0162085
"17",150.0735,1.905301,1.80377,-1.945033,0.5621397,-0.8265556,0.02649868,0.01013073,291.5938,177.9687,185.0531,"Calibration","B5",NA,0.146458084,0.330149501,-0.620013373,-0.0552427,0.0024563,-0.9983776,0.1407499,-0.3132255,NA,NA,0.04646,0.0021979,-0.9982465,0.126015,0.2457932,1.5916156,28.9808841
"18",150.0958,1.905187,1.803816,-1.944827,0.5622631,-0.826474,0.02644563,0.01008245,291.5769,177.9628,185.0506,"Calibration","B5",NA,0.163358084,0.324249501,-0.622513373,-0.0551028,0.0027525,-0.9983846,0.1577197,-0.3212514,2.1766905,NA,0.0463168,0.0024904,-0.9982524,0.142783,0.2540125,2.1085226,71.8445331
