"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",14.21623,1.908697,1.69312,-2.11281,-0.6675831,0.7442554,0.01250558,0.01613402,276.2227,176.1285,181.5473,"Calibration","B5",NA,2.602124633,0.083804399,-0.548647507,0.0400674,0.0168619,-0.9991027,0.9661129,0.5262534,NA,NA,-0.0407554,0.0166464,-0.9990207,0.9538243,-0.4749114,NA,NA
"2",14.23839,1.908512,1.692948,-2.113258,-0.6672795,0.7445222,0.01240464,0.01645896,276.2706,175.8242,181.8334,"Calibration","B5",NA,2.554224633,-0.220495601,-0.262547507,0.040344,0.0160673,-0.9991046,0.9205844,0.5104242,2.8419911,NA,-0.0411121,0.0158268,-0.9990194,0.9068562,-0.4544847,2.8465583,NA
"3",14.26044,1.908373,1.692899,-2.113594,-0.6671287,0.7446559,0.01303583,0.01602983,276.2897,176.609,181.0322,"Calibration","B5",NA,2.535124633,0.564304399,-1.063747507,0.040736,0.0156357,-0.9990956,0.8958528,0.4879544,2.386744,-20.0181399,-0.0412907,0.0154557,-0.9990179,0.8855879,-0.4442558,1.8851637,-21.8591445
"4",14.28269,1.908333,1.692888,-2.113815,-0.6669459,0.7448151,0.01332161,0.01600681,276.3166,176.8349,180.7849,"Calibration","B5",NA,2.508224633,0.790204399,-1.311047507,0.0411388,0.0151439,-0.9990867,0.8676708,0.4648725,1.9553131,-31.6064471,-0.0416309,0.0149788,-0.999011,0.8582641,-0.4247575,1.8825465,-19.070889
"5",14.30454,1.908379,1.692706,-2.113903,-0.6668912,0.7448593,0.01303562,0.01646112,276.3269,176.2874,181.3187,"Calibration","B5",NA,2.497924633,0.242704399,-0.777247507,0.0413033,0.0150259,-0.9990818,0.8609121,0.4554447,0.9977862,-30.5656174,-0.0419418,0.0148178,-0.9990004,0.8490366,-0.4069332,1.0517188,-17.6784125
"6",14.32724,1.908319,1.692725,-2.114165,-0.666968,0.7447885,0.01317285,0.01644057,276.3144,176.3939,181.2028,"Calibration","B5",NA,2.510424633,0.349204399,-0.893147507,0.0414827,0.0152308,-0.9990711,0.8726544,0.4451521,0.6048834,9.5174667,-0.0420899,0.015031,-0.998991,0.861255,-0.3984322,1.1122671,5.9434104
"7",14.34901,1.908049,1.692577,-2.114563,-0.6670339,0.7447259,0.01334585,0.01646326,276.3035,176.4926,181.0882,"Calibration","B5",NA,2.521324633,0.447904399,-1.007747507,0.0417728,0.0154094,-0.9990563,0.8828849,0.4285064,1.3960798,19.057095,-0.0423515,0.0152168,-0.9989771,0.871903,-0.3834199,1.3129755,8.9449786
"8",14.37128,1.908466,1.692665,-2.114042,-0.6671185,0.7446448,0.01324013,0.01678711,276.2916,176.162,181.4011,"Calibration","B5",NA,2.533224633,0.117304399,-0.694847507,0.0420367,0.0156576,-0.9990414,0.8971086,0.4133605,1.4355147,6.6123381,-0.042702,0.0154374,-0.9989588,0.88454,-0.3633097,1.5060667,7.4794176
"9",14.39377,1.908374,1.692688,-2.114052,-0.6672135,0.7445565,0.01339113,0.01680668,276.2762,176.246,181.3032,"Calibration","B5",NA,2.548624633,0.201304399,-0.792747507,0.0422893,0.0159141,-0.9990267,0.9118062,0.3988676,1.6931132,11.7472821,-0.0429309,0.0157017,-0.9989449,0.8996849,-0.3501703,1.6474922,15.8217566
"10",14.41511,1.90823,1.692693,-2.114168,-0.6673209,0.7444544,0.01367671,0.0168347,276.2583,176.4174,181.1064,"Calibration","B5",NA,2.566524633,0.372704399,-0.989547507,0.0427559,0.0162046,-0.9990021,0.928454,0.3720917,1.9500607,-27.2037236,-0.043347,0.0160061,-0.9989221,0.9171327,-0.326293,2.1885709,-60.847236
