"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",11.74122,1.902546,1.774193,-2.251302,0.4408603,-0.8959283,0.001189794,0.05434378,307.8063,189.0411,175.7166,"Calibration","B5",NA,0.18112392,-0.969597342,-0.687680066,-0.0495869,0.0015736,-0.9930151,0.090679,-1.4526277,NA,NA,0.098617,0.0035534,-0.9943702,0.2037454,1.5115288,NA,NA
"2",11.76336,1.902624,1.774361,-2.251276,0.4416178,-0.8955758,0.000572561,0.05401304,307.7147,189.0516,175.6236,"Calibration","B5",NA,0.27272392,-0.959097342,-0.780680066,-0.0481181,0.0031639,-0.9930835,0.1823255,-1.5373622,7.8180729,NA,0.0975264,0.0052072,-0.9944704,0.2985741,1.5743272,7.764204,NA
"3",11.7852,1.902813,1.774449,-2.251479,0.4423806,-0.8952344,0.000572561,0.05342693,307.615,188.9689,175.6547,"Calibration","B5",NA,0.37242392,-1.041797342,-0.749580066,-0.0475266,0.0047724,-0.9931056,0.2750218,-1.5714722,9.0263564,-75.459037,0.0965146,0.006923,-0.9945587,0.3969549,1.6325599,10.7512954,-65.6551676
"4",11.79661,1.902883,1.774488,-2.251502,0.4428241,-0.8950425,0.000701241,0.052966,307.5551,188.8898,175.7045,"Calibration","B5",NA,0.43232392,-1.120897342,-0.699780066,-0.0473083,0.0057004,-0.9931112,0.3284996,-1.5840489,6.6731305,-15.3591291,0.0958214,0.0079343,-0.9946182,0.4549442,1.6724478,7.6924807,-63.0392248
"5",11.8186,1.903087,1.77451,-2.251529,0.443869,-0.8945424,0.000809723,0.0526651,307.4198,188.8517,175.7243,"Calibration","B5",NA,0.56762392,-1.158997342,-0.679980066,-0.0471313,0.0079822,-0.9931038,0.4599954,-1.5942213,10.5329066,-193.6222123,0.0954276,0.0102774,-0.9946346,0.5892987,1.6950191,10.815137,-230.1362265
"6",11.82998,1.903224,1.774518,-2.251674,0.4441904,-0.8943786,0.000863168,0.05273607,307.3788,188.8659,175.7201,"Calibration","B5",NA,0.60862392,-1.144797342,-0.684180066,-0.0472546,0.0087077,-0.9930919,0.5018048,-1.5870877,4.1286002,-427.1881193,0.0956154,0.0109937,-0.9946089,0.6303778,1.6841542,3.961237,-440.0414502
"7",11.84123,1.903308,1.77454,-2.251814,0.4442326,-0.8943557,0.000791106,0.05277082,307.3743,188.8787,175.7041,"Calibration","B5",NA,0.61312392,-1.131997342,-0.700180066,-0.0471518,0.0088014,-0.993096,0.5072043,-1.5930197,0.848014,-100.3127953,0.0956186,0.0110821,-0.9946076,0.6354428,1.6839647,0.8359085,-99.6478021
"8",11.86358,1.903534,1.774436,-2.252258,0.4441199,-0.894437,0.001151609,0.05233116,307.383,188.772,175.8041,"Calibration","B5",NA,0.60442392,-1.238697342,-0.600180066,-0.0474256,0.008515,-0.9930853,0.4907017,-1.5772302,2.8814633,119.1346378,0.0951346,0.0108688,-0.9946563,0.6232123,1.7118607,2.5906377,92.4281812
"9",11.88597,1.903758,1.774354,-2.25269,0.443559,-0.8947352,0.001789902,0.051972,307.4465,188.6471,175.9538,"Calibration","B5",NA,0.54092392,-1.363597342,-0.450480066,-0.0483101,0.0072633,-0.9930527,0.4185672,-1.5262249,6.1792238,62.126403,0.0950161,0.0096733,-0.99468,0.5546587,1.7187566,4.971702,51.706241
"10",11.90807,1.903946,1.774243,-2.253014,0.4429006,-0.8950621,0.002244236,0.05193973,307.5257,188.5911,176.0471,"Calibration","B5",NA,0.46172392,-1.419597342,-0.357180066,-0.0491591,0.0058281,-0.9930204,0.3358567,-1.4772677,5.6701636,-64.548617,0.0953222,0.0082397,-0.9946636,0.472455,1.7011921,4.9068936,-57.0509063
