"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",126.7296,1.907346,1.802842,-2.128039,-0.5577481,0.8282157,0.04513557,-0.03063758,292.9117,195.0512,163.7501,"Calibration","B5",NA,0.039715,-0.0080535,-0.9928439,-0.4643734,-0.1868097,NA,NA,-0.0004332,-0.0075955,-0.9930043,-0.4382493,-0.4550806,NA,NA
"2",126.752,1.907451,1.803026,-2.127823,-0.5582092,0.8278843,0.04552953,-0.03061398,292.8569,195.1507,163.6163,"Calibration","B5",NA,0.0404439,-0.0069694,-0.9928226,-0.4018635,-0.228857,6.1856881,NA,-0.0008496,-0.0064432,-0.9930122,-0.3717633,-0.4791034,6.5112253,NA
"3",126.7635,1.907588,1.803174,-2.127753,-0.5584798,0.8277481,0.04507297,-0.03003165,292.8014,194.9632,163.7934,"Calibration","B5",NA,0.0403775,-0.0063383,-0.9928296,-0.3654713,-0.2250154,4.7953279,39.738325,-0.0012616,-0.0058252,-0.9930156,-0.3361046,-0.5028771,4.9164497,3.5168494
"4",126.7851,1.907746,1.803496,-2.127594,-0.5591453,0.8274214,0.04364854,-0.02872584,292.6626,194.481,164.2858,"Calibration","B5",NA,0.0395743,-0.0047625,-0.9928707,-0.2746078,-0.178644,9.1234827,7.3746866,-0.0017282,-0.0043424,-0.9930225,-0.2505472,-0.5298015,8.0637822,9.3960957
"5",126.7967,1.907794,1.803693,-2.12746,-0.5595275,0.8271984,0.04319254,-0.02839231,292.5974,194.3611,164.416,"Calibration","B5",NA,0.0392412,-0.0038472,-0.9928878,-0.2218321,-0.1594118,6.970196,-43.0797287,-0.0017191,-0.0034662,-0.9930259,-0.1999907,-0.5292707,6.5915375,-1.3830136
"6",126.8185,1.907889,1.804042,-2.127298,-0.560549,0.8265128,0.04297135,-0.02854749,292.4597,194.4553,164.3532,"Calibration","B5",NA,0.0388219,-0.00138,-0.9929109,-0.0795692,-0.1352038,9.1386138,0.3909845,-0.0010913,-0.0010512,-0.9930323,-0.0606502,-0.493053,9.2980428,14.3542981
"7",126.8402,1.907962,1.804141,-2.12704,-0.5613236,0.8259357,0.04346749,-0.02927016,292.3784,194.7837,164.0436,"Calibration","B5",NA,0.0389242,0.0005006,-0.9929077,0.0288666,-0.141104,6.9971116,-112.2947615,-0.0003601,0.00083,-0.993033,0.0478876,-0.4508639,7.2269292,-110.6497013
"8",126.8626,1.907998,1.804145,-2.127023,-0.5619962,0.8254873,0.04342419,-0.02907465,292.2839,194.7915,164.0234,"Calibration","B5",NA,0.0391484,0.0021049,-0.9928968,0.1213704,-0.1540454,4.1768892,-111.7327031,-0.0005493,0.0024474,-0.9930303,0.141209,-0.4617766,4.4077463,-88.9904129
"9",126.885,1.908081,1.804103,-2.127063,-0.5620045,0.8255609,0.04254094,-0.02811728,292.2492,194.4122,164.3966,"Calibration","B5",NA,0.0387577,0.0021054,-0.9929122,0.1213989,-0.1314984,1.9914865,-47.1379885,-0.0011435,0.0024093,-0.9930299,0.1390141,-0.4960615,3.2401587,-44.2404667
"10",126.8965,1.908129,1.804063,-2.127054,-0.5620611,0.8255559,0.04219371,-0.0276498,292.227,194.2453,164.5537,"Calibration","B5",NA,0.0387112,0.0022287,-0.9929136,0.1285109,-0.1288171,2.0292829,157.6134084,-0.0015186,0.0025257,-0.9930291,0.1457245,-0.5177035,2.8220591,117.8271299
"11",126.919,1.907965,1.803954,-2.127184,-0.561411,0.8259689,0.04252473,-0.02801281,292.3265,194.3298,164.4716,"Calibration","B5",NA,0.0387799,0.0006753,-0.9929132,0.0389388,-0.1327739,9.0479368,286.2646593,-0.0013691,0.000989,-0.993032,0.0570625,-0.5090789,8.9423009,274.3748477
"12",126.9307,1.907912,1.803902,-2.127257,-0.5608686,0.8262789,0.04318866,-0.02871028,292.4238,194.5595,164.2445,"Calibration","B5",NA,0.039035,-0.000613,-0.9929032,-0.0353458,-0.1474956,12.0968298,243.8453429,-0.001027,-0.0002681,-0.9930329,-0.0154668,-0.4893417,12.1801466,258.5183753
"13",126.9418,1.907895,1.80384,-2.127339,-0.5599811,0.8268035,0.04401545,-0.02966032,292.575,194.843,163.9709,"Calibration","B5",NA,0.0392336,-0.0027187,-0.9928919,-0.1567636,-0.1589674,14.6176569,-87.6402801,-0.0004977,-0.0023404,-0.9930306,-0.1350388,-0.4588,14.8474522,-88.6841831
"14",126.9537,1.90787,1.803814,-2.127392,-0.5592883,0.8272274,0.0444481,-0.03026298,292.6868,194.9942,163.8335,"Calibration","B5",NA,0.0391906,-0.0043598,-0.9928878,-0.2513882,-0.1564973,9.8293099,-213.311582,-7.96e-05,-0.0039765,-0.9930255,-0.2294357,-0.4346748,9.8772248,-243.4014061
"15",126.9759,1.907897,1.80372,-2.127255,-0.5581558,0.8280655,0.04346175,-0.02967853,292.8094,194.5923,164.2684,"Calibration","B5",NA,0.0380889,-0.0070652,-0.9929151,-0.407386,-0.0929599,9.2911583,-115.0165514,-8.16e-05,-0.0067753,-0.9930103,-0.3909202,-0.4347928,8.3423913,-156.0375964
"16",126.9985,1.907797,1.803867,-2.127055,-0.5578453,0.8284169,0.04163886,-0.02828952,292.7944,193.9391,164.9574,"Calibration","B5",NA,0.0366145,-0.0078161,-0.9929649,-0.4506858,-0.0078927,4.6402582,-152.1469797,-0.0003612,-0.0076647,-0.9930038,-0.4422399,-0.4509285,2.8519801,-41.9833212
"17",127.0209,1.907578,1.803922,-2.126708,-0.5579686,0.8282648,0.04217013,-0.02949836,292.8088,194.3264,164.6261,"Calibration","B5",NA,0.036149,-0.007469,-0.9929846,-0.4306722,0.0189725,2.4338152,18.3705804,0.0010412,-0.0073641,-0.9930056,-0.4248983,0.3700071,6.4129508,168.9721808
"18",127.0433,1.907394,1.804059,-2.126396,-0.5583349,0.827852,0.04377834,-0.03173101,292.8301,195.1531,163.851,"Calibration","B5",NA,0.036338,-0.006515,-0.9929846,-0.3756599,0.0080806,5.4632602,-28.7468546,0.0029513,-0.0064059,-0.9930084,-0.3696099,0.2597969,10.4219338,-169.9520092
"19",127.0547,1.907286,1.804127,-2.126203,-0.5585638,0.8276363,0.04434548,-0.03252916,292.8255,195.4564,163.5668,"Calibration","B5",NA,0.0364065,-0.0059368,-0.9929856,-0.3423231,0.0041383,3.2660608,-68.2204545,0.0036569,-0.0058307,-0.9930096,-0.3364199,0.2190855,4.506742,-291.6682944
"20",127.0773,1.90728,1.804275,-2.125859,-0.5588444,0.8274819,0.04375314,-0.03243925,292.7755,195.3671,163.6977,"Calibration","B5",NA,0.0355689,-0.0052443,-0.9930198,-0.3023912,0.0524724,4.5383477,46.7343616,0.0042066,-0.0052247,-0.9930108,-0.3014527,0.1873686,3.0499434,-48.9440992
"21",127.0989,1.907185,1.80432,-2.125554,-0.5591586,0.8273483,0.04268771,-0.03184784,292.7029,195.0838,164.0203,"Calibration","B5",NA,0.0345169,-0.0044856,-0.9930607,-0.2586456,0.1131814,5.3412811,NA,0.0044651,-0.0045676,-0.9930129,-0.2635406,0.1724564,2.3278968,-42.2761776
"22",127.1103,1.907138,1.804303,-2.125396,-0.5590771,0.8274127,0.04253708,-0.03180605,292.7102,195.0421,164.071,"Calibration","B5",NA,0.0343062,-0.0046771,-0.9930671,-0.2696844,0.1253332,NA,NA,0.0045543,-0.0047766,-0.9930115,-0.2755985,0.1673057,1.7450801,9.8956298
"23",127.1325,1.906974,1.804134,-2.125092,-0.5592037,0.8272505,0.0432732,-0.03279264,292.7257,195.4097,163.7241,"Calibration","B5",NA,0.034431,-0.0043364,-0.9930643,-0.2500391,0.1181341,1.4305224,NA,0.0053688,-0.0044375,-0.993009,-0.2560366,0.1203115,3.3194049,37.1492887
"24",127.1543,1.906773,1.804209,-2.12479,-0.5592925,0.8270987,0.04420184,-0.0338508,292.752,195.8211,163.3234,"Calibration","B5",NA,0.0347886,-0.0040881,-0.9930529,-0.2357224,0.0975039,2.759108,165.5670596,0.0060823,-0.0041696,-0.9930061,-0.2405757,0.0791453,3.3931553,123.5975321
"25",127.1761,1.906664,1.80432,-2.124416,-0.5598267,0.8267171,0.04443401,-0.03403628,292.689,195.9546,163.1861,"Calibration","B5",NA,0.0350315,-0.0028051,-0.9930488,-0.1617446,0.0834991,8.6492462,178.4678459,0.006199,-0.0028714,-0.99301,-0.1656753,0.0724122,8.7082573,171.8448395
"26",127.1873,1.906638,1.80442,-2.124226,-0.5604179,0.8263549,0.04408234,-0.03355724,292.5941,195.8402,163.2901,"Calibration","B5",NA,0.0350612,-0.0014076,-0.9930507,-0.0811633,0.0817918,9.6207999,-77.7925319,0.0058823,-0.0014729,-0.9930149,-0.0849806,0.0906873,9.8268871,-70.7509635
"27",127.1987,1.906607,1.804424,-2.124101,-0.5608341,0.8260896,0.04396209,-0.03329433,292.5312,195.7977,163.321,"Calibration","B5",NA,0.035208,-0.0004235,-0.9930465,-0.0244177,0.0733249,6.8582273,-112.5656676,0.0056407,-0.0004771,-0.9930173,-0.02753,0.1046246,7.0751598,-114.2430258
"28",127.2209,1.906391,1.804625,-2.123705,-0.5617986,0.8254728,0.04372538,-0.03263595,292.3851,195.6933,163.3907,"Calibration","B5",NA,0.0356696,0.0018536,-0.9930283,0.1068802,0.0466878,7.2400583,-47.0509549,0.004947,0.0018408,-0.9930194,0.1062085,0.144655,7.3613963,-76.5095311
