"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","FocusedObject","RayOrigin_x","RayOrigin_y","RayOrigin_z","RayDirection_x","RayDirection_y","RayDirection_z","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",38.08395,1.870046,1.765336,-1.009824,0.03811292,-0.04142053,0.9814252,-0.1834019,20.90584,174.4712,354.1458,"Calibration","B5",NA,"B5","1.849813","1.665656","-1.02778","-0.004555985","-0.03151058","-0.9994875",-0.0665429,0.0096891,0.9940798,0.5571877,-1.4828361,NA,NA,0.0584486,-0.0107215,0.9913273,-0.6185735,0.7821592,NA,NA
"2",38.10374,1.870067,1.765311,-1.009574,0.03820352,-0.04165729,0.9812921,-0.1840406,20.97817,174.4496,354.11,"Calibration","B5",NA,"B5","1.849855","1.665668","-1.027396","-0.003867449","-0.03247089","-0.9994581",-0.0670292,0.0084196,0.9940588,0.4841824,-1.4548527,5.7391776,NA,0.0585963,-0.0094469,0.9913315,-0.5450341,0.7906518,5.6358376,NA
"3",38.12616,1.869975,1.765299,-1.009311,0.03838932,-0.04151055,0.9811411,-0.1848384,21.0706,174.4236,354.1168,"Calibration","B5",NA,"B5","1.896716","1.663651","-1.025938","-0.03251784","-0.03695539","-0.9987792",-0.0667461,0.0067985,0.9940902,0.3909545,-1.4712183,7.6307586,85.7910983,0.0590907,-0.0078502,0.9913161,-0.4529101,0.8191771,7.816415,95.6829542
"4",38.14763,1.869897,1.765284,-1.00913,0.03865718,-0.04136509,0.9809058,-0.1860599,21.21179,174.384,354.1181,"Calibration","B5",NA,"B5","1.895043","1.663657","-1.025591","-0.03220504","-0.03924763","-0.9986998",-0.0664744,0.0043219,0.9941222,0.2485343,-1.4869309,9.5031991,83.6523661,0.0597857,-0.0054056,0.9912908,-0.3118667,0.8592896,9.836861,88.609274
"5",38.16989,1.869926,1.76531,-1.008963,0.03903541,-0.04125868,0.9806807,-0.1871879,21.34126,174.3309,354.1128,"Calibration","B5",NA,"B5","1.912296","1.662834","-1.024821","-0.04364806","-0.04212285","-0.9981545",-0.0662302,0.0020409,0.9941459,0.1173658,-1.5010352,11.2860645,-98.0898058,0.0606717,-0.0031598,0.9912466,-0.1823026,0.9104663,11.6869565,-138.0915526
"6",38.18128,1.869867,1.765316,-1.008867,0.03913301,-0.04143959,0.9805747,-0.1876826,21.39714,174.3107,354.0845,"Calibration","B5",NA,"B5","1.91279","1.662757","-1.024585","-0.04366768","-0.04338242","-0.9981026",-0.0665933,0.0010579,0.9941235,0.0608369,-1.4801111,8.1393219,-300.6335065,0.0608418,-0.0021747,0.9912389,-0.125464,0.9202894,7.5945738,-325.8093723
"7",38.19248,1.869864,1.765364,-1.008702,0.03921498,-0.04154357,0.9804794,-0.1881396,21.44918,174.2944,354.0661,"Calibration","B5",NA,"B5","1.912837","1.662729","-1.02439","-0.04444889","-0.04415425","-0.9980288",-0.0668088,0.0001441,0.9941094,0.0082844,-1.467696,4.4993822,-188.8835082,0.0610071,-0.001262,0.9912303,-0.07281,0.9298425,4.3205603,-209.6305221
"8",38.21481,1.869763,1.765431,-1.008471,0.03933942,-0.04191707,0.9804025,-0.1884313,21.48016,174.2683,354.0156,"Calibration","B5",NA,"B5","1.912638","1.662705","-1.023998","-0.04567431","-0.04428696","-0.9979722",-0.0675194,-0.0004099,0.9940613,-0.0235706,-1.4267344,3.3209745,-33.9243743,0.0611382,-0.0006943,0.9912228,-0.0400544,0.9374181,1.4860256,-78.426472
"9",38.2368,1.869566,1.765485,-1.008155,0.03943778,-0.04238653,0.9803821,-0.1884114,21.47451,174.2458,353.9567,"Calibration","B5",NA,"B5","1.881754","1.664125","-1.024123","-0.02662916","-0.04101058","-0.9987977",-0.0683979,-0.0003248,0.9940009,-0.018678,-1.3760997,2.9894456,23.6102214,0.0611537,-0.0007554,0.9912218,-0.0435837,0.9383127,0.828205,12.9181741
"10",38.25902,1.86948,1.765574,-1.00793,0.03951177,-0.04274815,0.9804106,-0.1881661,21.4434,174.2308,353.9135,"Calibration","B5",NA,"B5","1.886191","1.663959","-1.02376","-0.02913952","-0.04152089","-0.9986999",-0.0690533,0.0002066,0.9939559,0.0118823,-1.3383181,4.3736803,-42.6872273,0.061139,-0.0012671,0.9912221,-0.0731045,0.9374665,2.0669896,31.6277533
