"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",14.9786,1.915087,1.803626,-2.168581,0.4367463,-0.8920519,0.1074453,-0.04417562,309.6723,164.3078,201.1443,"Calibration",NA,NA,-0.1546119,0.0107712,-0.9702469,0.6281215,-0.1007377,NA,NA,0.0126121,0.0100401,-0.9697018,0.5931563,0.3708325,NA,NA
"2",14.99007,1.915194,1.803662,-2.168424,0.4370283,-0.8919248,0.1074703,-0.04389409,309.6319,164.3343,201.1435,"Calibration",NA,NA,-0.1549386,0.0113884,-0.9701878,0.6641146,-0.0813804,5.3467811,NA,0.0130522,0.0106935,-0.969689,0.6317608,0.396844,5.5875251,NA
"3",15.0014,1.91548,1.803787,-2.16806,0.4372117,-0.8918092,0.1077237,-0.04379382,309.6117,164.3207,201.1872,"Calibration",NA,NA,-0.155502,0.0117592,-0.9700932,0.685736,-0.0480644,3.7259064,-78.8842922,0.0133876,0.011155,-0.9696793,0.6590269,0.4166682,3.0682665,-117.7133954
"4",15.02391,1.915362,1.803666,-2.168118,0.4374893,-0.8916074,0.1081747,-0.04401849,309.5909,164.2355,201.2916,"Calibration",NA,NA,-0.1561666,0.012302,-0.9699797,0.7173901,-0.0087495,3.3948259,-13.8090348,0.0132954,0.0118126,-0.9696727,0.6978816,0.4112227,2.7739737,-1.2814891
"5",15.04579,1.915749,1.803737,-2.167654,0.4378387,-0.8914201,0.108344,-0.04392191,309.5491,164.2179,201.3314,"Calibration",NA,NA,-0.1566095,0.0130436,-0.9698986,0.760639,0.0175019,3.1123569,-23.7662946,0.0135139,0.0126131,-0.9696596,0.7451751,0.4241465,3.003952,-8.6711747
"6",15.0681,1.916166,1.803808,-2.167183,0.4381051,-0.8912719,0.1084801,-0.04393463,309.5193,164.1902,201.3692,"Calibration",NA,NA,-0.1568891,0.0136058,-0.9698456,0.7934252,0.0340941,2.3399251,-1.4022339,0.0135351,0.0132128,-0.9696513,0.7806059,0.4254058,2.3825462,9.0053661
"7",15.0902,1.916062,1.803597,-2.167243,0.4382516,-0.8910783,0.1091745,-0.04467657,309.5312,164.0122,201.5433,"Calibration",NA,NA,-0.1575386,0.0138194,-0.9697374,0.8058824,0.0724929,3.0431074,5.7212363,0.0127698,0.013558,-0.969657,0.8010014,0.3801847,3.39614,12.224676
"8",15.11236,1.915951,1.803456,-2.167406,0.4385809,-0.8908252,0.1097175,-0.04515876,309.5123,163.8759,201.6846,"Calibration",NA,NA,-0.1581674,0.0144555,-0.9696257,0.8429837,0.1097361,2.5915812,-12.7369697,0.012288,0.014304,-0.9696525,0.8450789,0.3517229,2.921592,-22.1447251
"9",15.13491,1.916317,1.803549,-2.167012,0.4387723,-0.8907442,0.1095907,-0.04520543,309.4878,163.8667,201.6784,"Calibration",NA,NA,-0.1579418,0.0148861,-0.969656,0.8680919,0.0964624,2.4766166,20.2514344,0.012054,0.0146815,-0.9696498,0.8673844,0.3379014,2.4057646,11.2102714
"10",15.15682,1.916583,1.803624,-2.166604,0.4391999,-0.8905271,0.1096295,-0.04523706,309.4373,163.8335,201.7113,"Calibration",NA,NA,-0.1580657,0.0158102,-0.9696212,0.9219899,0.1039263,3.4757362,24.5746816,0.0119204,0.0156021,-0.969637,0.9217782,0.3300177,3.3981862,25.6835695
"11",15.1794,1.916707,1.803657,-2.166359,0.4395331,-0.8903329,0.1098586,-0.04526604,309.4016,163.7919,201.7696,"Calibration",NA,NA,-0.1585104,0.0165057,-0.9695369,0.9625526,0.1303102,3.5558565,14.6666103,0.0119714,0.0163623,-0.9696239,0.9666953,0.3330427,3.5352867,15.7055737
"12",15.20151,1.917168,1.803854,-2.165626,0.4400152,-0.8900915,0.1099559,-0.04509437,309.3406,163.7831,201.8005,"Calibration",NA,NA,-0.1589132,0.017547,-0.9694528,1.0232816,0.1542901,4.1259614,-11.7510487,0.0122262,0.0174465,-0.9696018,1.0307595,0.3481128,4.0955404,-3.9545575
"13",15.22351,1.917613,1.804032,-2.1649,0.440371,-0.8899243,0.109965,-0.04489666,309.2928,163.7925,201.808,"Calibration",NA,NA,-0.159157,0.0183253,-0.9693983,1.0686767,0.168836,3.0416467,-39.4359347,0.0124862,0.0182438,-0.9695838,1.0778697,0.3634879,3.3640735,-25.8554323
"14",15.24567,1.917442,1.804058,-2.16496,0.4406769,-0.8897939,0.1099357,-0.04455081,309.2468,163.8314,201.7956,"Calibration",NA,NA,-0.1594432,0.0190043,-0.9693382,1.1082784,0.1858727,2.3860467,-36.6531699,0.0129886,0.0189498,-0.9695637,1.1195866,0.3931892,2.9549474,-31.2894828
"15",15.26797,1.917862,1.80425,-2.164321,0.4408168,-0.8897455,0.109866,-0.04430463,309.2227,163.8674,201.7743,"Calibration",NA,NA,-0.1595456,0.0193245,-0.969315,1.1269491,0.1919854,1.4110572,-36.6871224,0.0133252,0.0192736,-0.9695527,1.1387196,0.4130834,1.9711473,-61.9858291
"16",15.27931,1.917329,1.803927,-2.164886,0.4408571,-0.8897468,0.109745,-0.04417883,309.2126,163.8942,201.7478,"Calibration",NA,NA,-0.159441,0.0194307,-0.9693302,1.1331466,0.1858235,1.0747951,NA,0.0134377,0.0193547,-0.9695496,1.1435094,0.4197303,1.0655909,-46.7694432
"17",15.30122,1.917012,1.803759,-2.165162,0.4409099,-0.8897281,0.1097345,-0.04405436,309.203,163.9117,201.74,"Calibration",NA,NA,-0.1595331,0.0195506,-0.9693126,1.1401372,0.191289,NA,NA,0.013634,0.0194859,-0.9695442,1.1512619,0.4313368,0.7657783,7.3601543
