"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","xrotcsv","yrotcsv","zrotcsv","FocusedObject","RayOrigin_x","RayOrigin_y","RayOrigin_z","RayDirection_x","RayDirection_y","RayDirection_z","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a","eyepitch","eyeyaw"
"1",107.007,1.882166,1.805641,-1.080159,-0.5476005,0.8331507,0.07695011,-0.008503842,294.334,193.8224,160.5017,"Calibration","B5",NA,0.675234188,1.524343305,-0.726932194,"B5","1.895616","1.700265","-1.11163","-0.03186265","-0.023447","-0.9992172",0.1203536,0.0137549,-0.9886224,0.7912722,0.6542004,NA,NA,-0.0683548,0.0127109,-0.9882603,0.7351379,-0.864314,NA,NA,1.3435373,2.9945718
"2",107.0291,1.882153,1.805816,-1.080313,-0.5481516,0.8327959,0.07691506,-0.008066807,294.2509,193.7691,160.5226,"Calibration","B5",NA,0.758334188,1.471043305,-0.706032194,"B5","1.895447","1.700467","-1.112007","-0.03123059","-0.02187818","-0.9992727",0.1208201,0.015083,-0.9885462,0.8676815,0.6270281,5.9477804,NA,-0.0689521,0.0140338,-0.9882009,0.8116491,-0.8296106,6.1503432,NA,1.2536274,3.0308778
"3",107.0511,1.882047,1.805823,-1.080531,-0.5488048,0.8323691,0.0769306,-0.007525415,294.1526,193.7087,160.5378,"Calibration","B5",NA,0.856634188,1.410643305,-0.690832194,"B5","1.895304","1.700682","-1.112312","-0.03056145","-0.02008353","-0.9993311",0.1214922,0.0166567,-0.9884385,0.9582214,0.5878964,6.9193998,27.0511787,-0.0697623,0.0156195,-0.9881203,0.9033675,-0.7825372,7.1083473,22.1646865,1.1507789,3.0693103
"4",107.0735,1.881824,1.806043,-1.0807,-0.5495669,0.8318414,0.07721191,-0.007379451,294.0535,193.7884,160.4238,"Calibration","B5",NA,0.955734188,1.490343305,-0.804832194,"B5","1.89514","1.70092","-1.112662","-0.02993413","-0.01829778","-0.9993844",0.1222042,0.0184621,-0.9883186,1.0620932,0.5463941,7.1420074,-37.0978564,-0.0701762,0.0174968,-0.9880595,1.011955,-0.7584111,7.1259029,-40.5100231,1.0484441,3.1053357
"5",107.0956,1.881633,1.806101,-1.080944,-0.5502146,0.8314016,0.07735638,-0.00716377,293.9655,193.8215,160.3617,"Calibration","B5",NA,1.043734188,1.523443305,-0.866932194,"B5","1.894974","1.701122","-1.113031","-0.02972492","-0.01673328","-0.999418",0.122747,0.0200057,-0.9882213,1.150906,0.514716,5.2826559,-99.7528765,-0.0705825,0.0190788,-0.9880013,1.1034626,-0.7347293,5.3180394,-98.9851793,0.9587911,3.1173765
"6",107.118,1.881599,1.806219,-1.081183,-0.5505262,0.8311941,0.07738777,-0.006959078,293.9202,193.8087,160.3554,"Calibration","B5",NA,1.089034188,1.510643305,-0.873232194,"B5","1.894811","1.701197","-1.113389","-0.02925611","-0.0162586","-0.9994397",0.1230501,0.0207548,-0.9881682,1.1940031,0.4970297,2.6983186,-88.9000781,-0.0709053,0.0198376,-0.9879632,1.1473535,-0.7159455,2.715908,-83.1489129,0.9315902,3.144266
"7",107.1404,1.881505,1.806237,-1.08154,-0.5506542,0.8311024,0.07747874,-0.006768576,293.9004,193.7909,160.3501,"Calibration","B5",NA,1.108834188,1.492843305,-0.878532194,"B5","1.894613","1.70124","-1.113788","-0.02891023","-0.01628753","-0.9994493",0.1234177,0.0210634,-0.9881158,1.2117595,0.4756703,1.2999324,-15.0093374,-0.0712967,0.0201747,-0.9879282,1.1668541,-0.6932186,1.5929681,-10.5743581,0.933248,3.1640937
"8",107.1625,1.881325,1.806222,-1.081991,-0.5505347,0.8311809,0.07749975,-0.00660309,293.9127,193.7449,160.3805,"Calibration","B5",NA,1.096534188,1.446843305,-0.848132194,"B5","1.89443","1.701227","-1.11426","-0.02840065","-0.01702209","-0.9994517",0.1236137,0.020785,-0.9880972,1.1957406,0.4643435,2.0161775,72.4311909,-0.0716138,0.0199069,-0.9879107,1.1513624,-0.6748498,2.233482,74.6317999,0.975341,3.1932865
"9",107.1852,1.88129,1.806237,-1.082452,-0.5501348,0.8314514,0.07744768,-0.0064887,293.9619,193.6734,160.4463,"Calibration","B5",NA,1.047334188,1.375343305,-0.782332194,"B5","1.894325","1.701204","-1.114774","-0.02800439","-0.01795315","-0.9994466",0.1236022,0.0198403,-0.988118,1.14139,0.4651527,4.5688629,-9.5491706,-0.0718145,0.0189558,-0.9879149,1.0963453,-0.6632879,4.9638623,-14.0646816,1.028695,3.2159767
"10",107.1965,1.881066,1.806318,-1.08261,-0.5499849,0.8315354,0.07762199,-0.00634707,293.9813,193.6532,160.44,"Calibration","B5",NA,1.027934188,1.355143305,-0.788632194,"B5","1.894265","1.701187","-1.11499","-0.02763722","-0.01807651","-0.9994546",0.1240274,0.0194815,-0.9880719,1.1207423,0.4405491,3.0823316,-68.4264679,-0.0722598,0.0186501,-0.9878882,1.0786614,-0.6374903,3.2868244,-55.8765352,1.0357641,3.237022
