"","Time","X","Y","Z","wquat","xquat","yquat","zquat","xrot","yrot","zrot","Phase","GFO","Movement","FocusedObject","RayOrigin_x","RayOrigin_y","RayOrigin_z","RayDirection_x","RayDirection_y","RayDirection_z","Px","Py","Pz","pitch","yaw","V","Va","P2x","P2y","P2z","pitch2","yaw2","V2","V2a"
"1",66.49609,1.841778,1.8532,-1.159525,0.0410875,0.09018328,0.9568833,-0.2730441,32.00231,178.0143,10.19861,"Calibration","B5",NA,"B5","1.836316","1.737895","-1.179881","-0.008813709","-0.09122372","-0.9957914",0.1947931,-0.0062965,0.9801346,-0.3610068,0.9168105,NA,NA,0.1268556,0.0053836,0.9788235,0.3125142,0.8195028,NA,NA
"2",66.50758,1.841749,1.853107,-1.159564,0.04108967,0.09016097,0.9569448,-0.2728356,31.97754,178.0109,10.19475,"Calibration","B5",NA,"B5","1.836358","1.737993","-1.179953","-0.008476906","-0.09088293","-0.9958255",0.1947585,-0.0058652,0.9801443,-0.3362779,0.9188637,2.8543458,NA,0.1268791,0.0049535,0.9788227,0.2875461,0.8181429,2.894891,NA
"3",66.52957,1.841876,1.853125,-1.159622,0.04138328,0.09026743,0.9570376,-0.2724302,31.93273,177.9723,10.19616,"Calibration","B5",NA,"B5","1.836508","1.738072","-1.180043","-0.007822182","-0.09011227","-0.9959009",0.1951291,-0.0050942,0.9800748,-0.2920765,0.8972435,4.6405068,2.8121661,0.1275513,0.0041869,0.978739,0.2430473,0.7788216,5.7946252,-30.8245546
"4",66.5407,1.841884,1.853136,-1.159627,0.04160969,0.09047494,0.957063,-0.2722377,31.9127,177.9487,10.21412,"Calibration","B5",NA,"B5","1.836571","1.738111","-1.180092","-0.007446184","-0.09001525","-0.9959126",0.195649,-0.0047518,0.979973,-0.2724408,0.8668694,3.7990596,0.3755974,0.1281156,0.0038681,0.9786666,0.2245414,0.7457945,3.6408016,-78.7476352
"5",66.56279,1.841934,1.8532,-1.159602,0.04194976,0.09091076,0.9570192,-0.2721945,31.91213,177.9204,10.25827,"Calibration","B5",NA,"B5","1.836655","1.738119","-1.180197","-0.006684178","-0.08981255","-0.9959363",0.1966572,-0.0047497,0.9797714,-0.2723239,0.8079184,5.4856956,-69.827846,0.1289951,0.0039193,0.9785508,0.2275128,0.6943032,4.4364807,-38.5622627
"6",66.5741,1.841986,1.853216,-1.159629,0.04210647,0.09109873,0.957036,-0.2720483,31.89685,177.9056,10.27643,"Calibration","B5",NA,"B5","1.836719","1.738183","-1.180189","-0.006221187","-0.08928182","-0.995987",0.1971016,-0.0044875,0.9796833,-0.2572905,0.7819482,3.0426382,-87.1950394,0.1294108,0.0036824,0.9784969,0.2137616,0.6699702,3.1568175,-17.5487597
"7",66.59605,1.842259,1.853158,-1.159617,0.04235963,0.09125537,0.9571175,-0.2716693,31.85491,177.8744,10.28603,"Calibration","B5",NA,"B5","1.83689","1.738225","-1.180214","-0.005329256","-0.08852661","-0.9960595",0.1975456,-0.0037649,0.9795967,-0.2158596,0.7560111,3.956165,7.9781459,0.1300298,0.0029765,0.9784172,0.1727838,0.6337414,4.8699466,1.6557516
"8",66.60774,1.842327,1.853252,-1.159555,0.04254479,0.09138029,0.9571494,-0.2714859,31.83539,177.8531,10.2948,"Calibration","B5",NA,"B5","1.836991","1.738226","-1.180244","-0.004988255","-0.08817328","-0.9960927",0.197887,-0.0034308,0.979529,-0.1967033,0.7360558,3.6561734,12.2950608,0.1304722,0.0026539,0.9783592,0.1540591,0.6078406,3.99629,-8.8891038
"9",66.62907,1.842673,1.853238,-1.159542,0.04296823,0.09177504,0.9572338,-0.2709881,31.78173,177.8075,10.32876,"Calibration","B5",NA,"B5","1.837127","1.738255","-1.180298","-0.004142662","-0.08743493","-0.9961616",0.1988772,-0.0025085,0.9793313,-0.1438243,0.6781616,4.7280563,-21.9585585,0.1315553,0.001781,0.9782161,0.1033874,0.5444169,5.2111865,-2.5604185
"10",66.65118,1.842838,1.853234,-1.159639,0.04341003,0.09195825,0.9572887,-0.2706614,31.74811,177.7535,10.33523,"Calibration","B5",NA,"B5","1.837249","1.738285","-1.180336","-0.00314015","-0.08684965","-0.9962165",0.1994713,-0.0019387,0.9792117,-0.1111531,0.6434179,2.6459691,-59.699616,0.1325353,0.0012135,0.9780847,0.0704447,0.487024,3.8386417,-44.8025337
"11",66.67378,1.842942,1.853222,-1.159631,0.04369486,0.09207072,0.9573087,-0.2705065,31.73306,177.7192,10.3389,"Calibration","B5",NA,"B5","1.837339","1.738297","-1.180331","-0.002197051","-0.08666839","-0.9962348",0.1998418,-0.0016866,0.9791366,-0.0967018,0.6217396,2.0757767,33.267649,0.1331537,0.0009606,0.978001,0.0557608,0.4507983,3.2165302,34.7415625
"12",66.6957,1.842995,1.853224,-1.159569,0.04420395,0.09230195,0.9572948,-0.2703943,31.72577,177.6608,10.35003,"Calibration","B5",NA,"B5","1.837433","1.738278","-1.180232","-0.001519608","-0.0864693","-0.9962534",0.2005557,-0.0015779,0.9789909,-0.0904685,0.5799668,4.0872666,-54.4548129,0.1342502,0.0008511,0.9778512,0.0494074,0.3865542,5.3429934,-93.469738
"13",66.70712,1.843056,1.853177,-1.159506,0.04436882,0.09248081,0.9572693,-0.2703965,31.72825,177.6462,10.36732,"Calibration","B5",NA,"B5","1.837389","1.738231","-1.180215","-0.001232774","-0.08651471","-0.9962498",0.2009823,-0.0016257,0.9789034,-0.0932096,0.5549993,1.7955618,-95.1911128,0.1346543,0.0009179,0.9777956,0.0532811,0.3628748,2.1002883,NA
"14",66.72928,1.84304,1.853136,-1.159481,0.04459695,0.09225625,0.9572417,-0.2705333,31.74639,177.6099,10.33029,"Calibration","B5",NA,"B5","1.837487","1.738256","-1.180136","-0.000806806","-0.08687575","-0.9962188",0.2006742,-0.0019536,0.9789659,-0.1120068,0.5730209,2.0236425,38.0958905,0.1349419,0.0011771,0.9777556,0.0683321,0.3460184,NA,NA
"15",66.75139,1.843119,1.853171,-1.159362,0.04469107,0.09182204,0.9572612,-0.2705964,31.75379,177.5824,10.27057,"Calibration","B5",NA,"B5","1.837594","1.738264","-1.179955","-0.000837706","-0.08688809","-0.9962177",0.1999003,-0.0020917,0.9791239,-0.1199262,0.6183076,3.4806767,-71.3532488,0.134876,0.0012209,0.9777647,0.0708736,0.3498817,1.1284039,NA
"16",66.76268,1.843107,1.853214,-1.159318,0.04466189,0.09172242,0.9572896,-0.2705345,31.74588,177.5818,10.25844,"Calibration","B5",NA,"B5","1.837641","1.738279","-1.179898","-0.000871235","-0.08676354","-0.9962286",0.1996984,-0.001954,0.9791653,-0.1120293,0.6301232,1.1255169,-90.3138026,0.1347775,0.0010685,0.9777784,0.0620225,0.3556536,0.9676018,14.5196274
"17",66.78457,1.843167,1.85317,-1.159187,0.04477968,0.09163457,0.9573401,-0.270366,31.72691,177.5615,10.24211,"Calibration","B5",NA,"B5","1.837682","1.73835","-1.179738","-0.000734839","-0.08633994","-0.9962655",0.1996014,-0.0016299,0.9791857,-0.0934497,0.6358084,1.7379602,47.6770779,0.1349776,0.0007205,0.9777512,0.0418243,0.3439325,1.9150477,31.3723702
"18",66.80724,1.843232,1.853268,-1.159007,0.04483605,0.09188653,0.9573947,-0.270078,31.69398,177.5604,10.27181,"Calibration","B5",NA,"B5","1.837711","1.73843","-1.179593","-0.000802216","-0.08562427","-0.9963272",0.2001192,-0.001056,0.9790811,-0.0605433,0.6055208,3.2653726,15.7971744,0.1352626,0.0001969,0.977712,0.0114326,0.3272345,2.356265,16.874481
"19",66.82927,1.843421,1.853433,-1.15864,0.04474439,0.09206578,0.9574826,-0.2697199,31.65095,177.5749,10.29717,"Calibration","B5",NA,"B5","1.837741","1.73852","-1.179393","-0.000794741","-0.08495098","-0.9963848",0.2004226,-0.000301,0.9790192,-0.0172561,0.5877679,2.4771043,16.1586441,0.1352424,-0.0005057,0.9777147,-0.0293558,0.3284149,2.6709934,24.9828293
"20",66.85153,1.843424,1.853532,-1.158421,0.0447349,0.09199268,0.9575737,-0.2694231,31.61545,177.5702,10.28693,"Calibration","B5",NA,"B5","1.837808","1.738575","-1.179226","-0.001024429","-0.08418971","-0.9964492",0.2002901,0.0003165,0.9790465,0.018148,0.5955224,3.9929852,83.539331,0.1352308,-0.0011288,0.9777158,-0.0655232,0.32909,3.4652147,58.5800258
"21",66.87386,1.843345,1.853618,-1.158172,0.04438393,0.09125962,0.957789,-0.2689646,31.55547,177.5835,10.2027,"Calibration","B5",NA,"B5","1.837893","1.73863","-1.179104","-0.001318244","-0.08328312","-0.996525",0.1987313,0.001367,0.9793631,0.0783747,0.6867235,6.2032039,9.6510134,0.1342488,-0.0022742,0.9778491,-0.1320157,0.3866205,5.2846798,21.5700478
"22",66.89594,1.843406,1.853582,-1.158019,0.04423697,0.09103565,0.9579477,-0.2684992,31.49813,177.5891,10.17727,"Calibration","B5",NA,"B5","1.83798","1.73869","-1.178957","-0.001648054","-0.08255743","-0.996585",0.1982453,0.0023685,0.9794597,0.1357992,0.7151343,4.4439189,-164.0675591,0.1339251,-0.0032927,0.9778906,-0.1911395,0.4055635,4.4381182,-154.0379662
"23",66.90736,1.843431,1.853618,-1.157917,0.04417664,0.09113152,0.9579571,-0.2684431,31.49107,177.5998,10.1917,"Calibration","B5",NA,"B5","1.838026","1.738719","-1.178902","-0.001820083","-0.08222682","-0.996612",0.1983962,0.002495,0.9794289,0.14305,0.7063022,1.6065359,-86.5307289,0.1338718,-0.0033939,0.9778976,-0.1970122,0.4086812,1.3577413,-100.9215772
"24",66.92947,1.84342,1.853768,-1.15767,0.04404286,0.0911518,0.9580432,-0.2681511,31.45507,177.6146,10.19811,"Calibration","B5",NA,"B5","1.837974","1.738614","-1.17892","-0.001926205","-0.08159862","-0.9966634",0.1983729,0.0031276,0.9794321,0.1793177,0.7076472,3.2735392,78.4885097,0.1336766,-0.0040024,0.977922,-0.2323385,0.4201015,2.8588362,48.0675215
"25",66.95158,1.843479,1.853781,-1.157462,0.04406603,0.0914525,0.9581503,-0.2676616,31.39801,177.6172,10.23457,"Calibration","B5",NA,"B5","1.837911","1.738579","-1.17878","-0.001690385","-0.08098773","-0.9967136",0.1989717,0.0041235,0.9793068,0.2364176,0.6725742,5.0772978,28.8636933,0.1339589,-0.0049305,0.9778791,-0.2862123,0.4035266,3.4832871,3.0102803
"26",66.97407,1.843475,1.853703,-1.15737,0.04439551,0.092379,0.9580853,-0.2675215,31.38722,177.6071,10.34249,"Calibration","B5",NA,"B5","1.837927","1.738665","-1.178612","-0.00161383","-0.08088882","-0.9967218",0.2009069,0.0043083,0.9789107,0.2470127,0.5593156,4.5408273,33.4412323,0.1350986,-0.0049649,0.9777221,-0.2882106,0.3367462,2.9835063,12.363195
"27",66.99641,1.84346,1.853811,-1.157211,0.04442504,0.0921584,0.9581459,-0.2673758,31.36972,177.5936,10.31228,"Calibration","B5",NA,"B5","1.837984","1.73872","-1.17847","-0.00211913","-0.08069839","-0.9967363",0.2005109,0.0046092,0.9789907,0.2642676,0.582478,6.567874,172.7701496,0.1350581,-0.0053074,0.9777259,-0.308088,0.3391012,4.0323413,118.4822534
"28",67.01851,1.843437,1.853844,-1.157023,0.04365221,0.09027122,0.9583851,-0.2672893,31.34655,177.6234,10.09483,"Calibration","B5",NA,"B5","1.838004","1.738703","-1.178311","-0.002890698","-0.08039666","-0.9967588",0.1965262,0.0050227,0.979796,0.2879735,0.8155651,12.1990446,-95.6093378,0.1325998,-0.0060058,0.9780583,-0.348634,0.4831061,8.2316896,-22.5172002
"29",67.04031,1.843473,1.853762,-1.156857,0.04330813,0.08977282,0.9585199,-0.2670297,31.31095,177.6468,10.04161,"Calibration","B5",NA,"B5","1.837985","1.738766","-1.178167","-0.003940376","-0.0804476","-0.9967511",0.1954058,0.0056511,0.9800167,0.3240075,0.8810383,2.4757481,-122.3278201,0.1317227,-0.0066892,0.9781724,-0.3883031,0.5344476,3.1075961,NA
"30",67.06216,1.843562,1.853741,-1.156699,0.04296234,0.09051372,0.9584356,-0.267138,31.32196,177.7194,10.15046,"Calibration","B5",NA,"B5","1.837956","1.738784","-1.178047","-0.004706312","-0.08031973","-0.996758",0.1966165,0.0054821,0.9797755,0.3143164,0.8102569,6.87562,135.1850427,0.1314598,-0.0063511,0.97821,-0.3686788,0.5498663,NA,NA
"31",67.07365,1.843589,1.853739,-1.156595,0.04293649,0.09095689,0.9584456,-0.2669557,31.30112,177.7368,10.2082,"Calibration","B5",NA,"B5","1.837971","1.738802","-1.177982","-0.004940158","-0.08017884","-0.9967682",0.1974469,0.0058509,0.9796064,0.3354604,0.7616637,7.6684639,-63.600747,0.1316805,-0.0066287,0.9781785,-0.3847941,0.5369236,2.5008192,NA
"32",67.08472,1.843565,1.853744,-1.156484,0.04291462,0.09156185,0.9584002,-0.2669154,31.29753,177.7612,10.28729,"Calibration","B5",NA,"B5","1.837946","1.738788","-1.17789","-0.005212346","-0.08005378","-0.9967769",0.1985807,0.005921,0.9793767,0.3394785,0.6953407,5.4964807,-175.699587,0.1319732,-0.0065802,0.9781394,-0.3819794,0.5197831,1.1455565,-71.1835545
