TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Lhandxrot,Lhandyrot,Lhandzrot,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,Rhandxrot,Rhandyrot,Rhandzrot,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat,HMDxrot,HMDyrot,HMDzrot,vrtracker_xPos,vrtracker_yPos,vrtracker_zPos,vrtracker_wQuat,vrtracker_xQuat,vrtracker_yQuat,vrtracker_zQuat,vrtracker_xrot,vrtracker_yrot,vrtracker_zrot,rtracker_xPos,rtracker_yPos,rtracker_zPos,rtracker_wQuat,rtracker_xQuat,rtracker_yQuat,rtracker_zQuat,rtracker_xrot,rtracker_yrot,rtracker_zrot,FocusedObject,LeftBlink,RightBlink,RayOrigin_x,RayOrigin_y,RayOrigin_z,RayDirection_x,RayDirection_y,RayDirection_z,locRayDirection_x,locRayDirection_y,locRayDirection_z,ConvergenceDistance,foc_Objectpos_X,foc_Objectpos_Y,foc_Objectpos_Z
0,1.75,1,-1.64,0,0,1,0,0,180,0,1.25,1,-1.64,0,0,1,0,0,180,0,-0.3721631,1.009105,2.7637,0.261229,-0.05719442,0.9520085,0.1488893,341.7376,149.6135,358.1226,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive
0,1.75,1,-1.64,0,0,1,0,0,180,0,1.25,1,-1.64,0,0,1,0,0,180,0,-0.3722887,1.009153,2.763704,0.2612437,-0.0572,0.9520205,0.1487848,341.7491,149.6126,358.119,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2885985,1.681034,1.640228,0.04704025,-0.0892215,0.6300676,0.769962,281.8607,337.6618,191.2203,None,False,False,-0.3722887,1.009153,2.763704,0.4803977,0.3131786,-0.8192297,0,0,1,0,0,0,0
0.02,1.75,1,-1.64,0,0,1,0,0,180,0,1.25,1,-1.64,0,0,1,0,0,180,0,-0.3734407,1.009829,2.76364,0.2609947,-0.05695258,0.9520875,0.148888,341.7455,149.6383,358.1457,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2893372,1.680605,1.639615,0.04654954,-0.09151859,0.629591,0.7701121,281.9768,336.621,192.112,None,False,False,-0.3734407,1.009829,2.76364,0.4800204,0.3132374,-0.8194283,0,0,1,0,0,0,0
0.0453691,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3735642,1.009888,2.763598,0.2611049,-0.05696502,0.9520554,0.1488951,341.7442,149.6248,358.1467,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2897818,1.680363,1.639395,0.04627387,-0.09246887,0.6294002,0.7701712,282.027,336.171,192.5062,None,False,False,-0.3735642,1.009888,2.763598,0.4802091,0.3132605,-0.8193089,0,0,1,0,0,0,0
0.060877,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3735528,1.009895,2.763631,0.2609387,-0.05707034,0.9521028,0.1488432,341.7471,149.6476,358.1296,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2904954,1.680079,1.638895,0.04649773,-0.09338164,0.6290542,0.7703302,282.0836,335.9328,192.6508,None,False,False,-0.3735528,1.009895,2.763631,0.4798919,0.3132118,-0.8195134,0,0,1,0,0,0,0
0.0747773,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3738339,1.01002,2.763663,0.2610067,-0.05695321,0.9520806,0.1489109,341.743,149.6366,358.1466,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2909515,1.679976,1.638629,0.0466128,-0.09377424,0.6290064,0.7703146,282.0933,335.8146,192.7273,None,False,False,-0.3738339,1.01002,2.763663,0.4800369,0.3132807,-0.8194021,0,0,1,0,0,0,0
0.0925555,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3738816,1.010077,2.763654,0.2609663,-0.05696915,0.9520999,0.1488523,341.7491,149.6423,358.1421,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2919152,1.680115,1.637747,0.04686204,-0.09440839,0.6296551,0.7696918,282.0051,335.4815,192.989,None,False,False,-0.3738816,1.010077,2.763654,0.479972,0.3131786,-0.8194791,0,0,1,0,0,0,0
0.1148077,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3737707,1.010017,2.76364,0.2610379,-0.05689585,0.9520645,0.1489809,341.7368,149.6312,358.156,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.292963,1.680435,1.636826,0.04687409,-0.09560543,0.6305509,0.7688094,281.8998,334.7705,193.6021,None,False,False,-0.3737707,1.010017,2.76364,0.480097,0.3133828,-0.8193278,0,0,1,0,0,0,0
0.1368354,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3738091,1.010049,2.763638,0.2609855,-0.05699252,0.9520789,0.1489438,341.7381,149.6396,358.1427,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2939487,1.681452,1.635797,0.04612174,-0.09763451,0.6315783,0.7677559,281.8183,333.414,194.8549,None,False,False,-0.3738091,1.010049,2.763638,0.4799801,0.313361,-0.8194047,0,0,1,0,0,0,0
0.1481004,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3738129,1.010054,2.763629,0.2610463,-0.05700918,0.9520591,0.1489574,341.736,149.6323,358.1424,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2944646,1.682101,1.635438,0.0462659,-0.09838317,0.6319665,0.7673321,281.774,333.0409,195.1554,None,False,False,-0.3738129,1.010054,2.763629,0.4800791,0.3133965,-0.8193331,0,0,1,0,0,0,0
0.1702851,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3737592,1.010012,2.763596,0.2609665,-0.05699622,0.952083,0.1489492,341.7374,149.642,358.142,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2952981,1.683368,1.634469,0.04739049,-0.0987576,0.6332695,0.7661402,281.5624,332.9017,195.1741,None,False,False,-0.3737592,1.010012,2.763596,0.4799445,0.3133722,-0.8194212,0,0,1,0,0,0,0
0.1820388,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3738301,1.010034,2.763612,0.2610294,-0.05691881,0.9520826,0.1488715,341.7484,149.6335,358.1497,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2955749,1.684054,1.633991,0.04769475,-0.09911565,0.634248,0.7652652,281.4234,332.5828,195.4403,None,False,False,-0.3738301,1.010034,2.763612,0.4800958,0.3131908,-0.8194019,0,0,1,0,0,0,0
0.2039431,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3737495,1.009958,2.763676,0.2609873,-0.05691703,0.9520845,0.1489334,341.7416,149.6382,358.1511,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2961462,1.68517,1.632753,0.04806452,-0.1003695,0.6374086,0.7624475,280.9993,331.2472,196.6473,None,False,False,-0.3737495,1.009958,2.763676,0.4800102,0.3133036,-0.819409,0,0,1,0,0,0,0
0.2160459,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3737152,1.009926,2.76366,0.2610262,-0.05696812,0.9520888,0.1488181,341.7529,149.6352,358.1423,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2963104,1.685596,1.632155,0.04805898,-0.1012968,0.6393223,0.7607208,280.7568,330.2315,197.59,None,False,False,-0.3737152,1.009926,2.76366,0.4800846,0.3131164,-0.819437,0,0,1,0,0,0,0
0.2370994,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3737605,1.009917,2.763623,0.2610425,-0.05692875,0.9520656,0.1489531,341.7389,149.6314,358.1514,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2964869,1.686149,1.631236,0.04743735,-0.1036738,0.6433317,0.7570507,280.2935,327.5279,200.1546,None,False,False,-0.3737605,1.009917,2.763623,0.4800997,0.3133479,-0.8193396,0,0,1,0,0,0,0
0.2483969,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.373768,1.009913,2.763623,0.2610627,-0.05691718,0.9520574,0.1489744,341.7368,149.6286,358.1538,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2964039,1.686573,1.630878,0.0470758,-0.1048741,0.6458542,0.7547567,280.0027,325.8519,201.7647,None,False,False,-0.373768,1.009913,2.763623,0.4801351,0.3133822,-0.8193058,0,0,1,0,0,0,0
0.2598178,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3738697,1.009963,2.763629,0.2610475,-0.0569455,0.9520701,0.1489093,341.7433,149.6315,358.1482,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2963278,1.686675,1.630451,0.04715348,-0.1053824,0.6483411,0.7525456,279.6838,324.5895,202.9821,None,False,False,-0.3738697,1.009963,2.763629,0.4801115,0.3132751,-0.8193605,0,0,1,0,0,0,0
0.2709973,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.373879,1.00998,2.763633,0.2610589,-0.05689942,0.9520819,0.1488314,341.7534,149.6299,358.1513,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2962837,1.687006,1.630109,0.04738188,-0.1057466,0.6503766,0.7507216,279.4167,323.5788,203.9468,None,False,False,-0.373879,1.00998,2.763633,0.4801621,0.3131076,-0.8193949,0,0,1,0,0,0,0
0.293064,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3739736,1.010005,2.763679,0.2610677,-0.05687985,0.9520513,0.1490189,341.733,149.627,358.1596,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2959588,1.686911,1.629619,0.04909769,-0.1054349,0.6542521,0.7472799,278.8211,322.5091,204.9069,None,False,False,-0.3739736,1.010005,2.763679,0.4801473,0.3134462,-0.8192741,0,0,1,0,0,0,0
0.3055831,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3739913,1.010014,2.763694,0.2610365,-0.05680897,0.9520719,0.1489694,341.7407,149.63,358.1656,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2955973,1.686823,1.629577,0.04960221,-0.1056767,0.6556007,0.7460294,278.6298,321.8754,205.4812,None,False,False,-0.3739913,1.010014,2.763694,0.4801255,0.3133175,-0.8193361,0,0,1,0,0,0,0
0.3261554,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3739345,1.009947,2.763692,0.2610116,-0.05685472,0.9520693,0.1490119,341.7346,149.6335,358.1612,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2950184,1.686212,1.629628,0.04968669,-0.1067636,0.6578199,0.7439125,278.3772,320.0883,207.1747,None,False,False,-0.3739345,1.009947,2.763692,0.4800582,0.3134189,-0.8193368,0,0,1,0,0,0,0
0.3479634,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3738537,1.009913,2.763686,0.2610099,-0.05690641,0.9520855,0.1488919,341.7465,149.6356,358.1514,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2939851,1.685791,1.630167,0.04937199,-0.1073707,0.6585405,0.7432081,278.3231,319.2079,208.0315,None,False,False,-0.3738537,1.009913,2.763686,0.4800617,0.3132218,-0.8194101,0,0,1,0,0,0,0
0.3703894,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3736982,1.009839,2.763692,0.2609719,-0.05681207,0.9520943,0.1489382,341.7442,149.6383,358.163,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.293097,1.685389,1.631398,0.05063358,-0.1060233,0.6574003,0.7443253,278.3593,321.1173,206.1289,None,False,False,-0.3736982,1.009839,2.763692,0.4800167,0.3132592,-0.8194222,0,0,1,0,0,0,0
0.3926391,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3735101,1.009772,2.763681,0.261019,-0.05682303,0.9520807,0.1489378,341.7439,149.6326,358.1626,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2919359,1.684775,1.633226,0.05264968,-0.1043316,0.6537414,0.7476397,278.6931,324.7799,202.437,None,False,False,-0.3735101,1.009772,2.763681,0.4800962,0.3132654,-0.8193732,0,0,1,0,0,0,0
0.4147691,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3734989,1.009797,2.763651,0.2610416,-0.05671326,0.9520923,0.1488663,341.7552,149.6285,358.1734,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2904139,1.684227,1.635941,0.05369981,-0.1051169,0.647848,0.7525688,279.4637,327.3792,199.6806,None,False,False,-0.3734989,1.009797,2.763651,0.4801861,0.313078,-0.8193921,0,0,1,0,0,0,0
0.4372517,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3733566,1.009743,2.763661,0.2610488,-0.05679056,0.9520897,0.148841,341.7556,149.6292,358.1639,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2890363,1.684,1.638711,0.05542389,-0.1052592,0.6413183,0.7579971,280.2944,330.3214,196.5775,None,False,False,-0.3733566,1.009743,2.763661,0.4801781,0.3130702,-0.8193998,0,0,1,0,0,0,0
0.4596424,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3732491,1.009701,2.763664,0.2610767,-0.05673942,0.9520831,0.148854,341.7557,149.6248,358.1707,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2876387,1.683427,1.641645,0.05869167,-0.1038965,0.6335045,0.7644821,281.2452,334.3249,192.4075,None,False,False,-0.3732491,1.009701,2.763664,0.4802417,0.3130694,-0.8193629,0,0,1,0,0,0,0
0.4819335,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3731556,1.009642,2.763683,0.2610667,-0.05681953,0.9520751,0.1488913,341.7491,149.6271,358.1625,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2860458,1.682617,1.644436,0.06070826,-0.1026797,0.6265295,0.7702157,282.152,337.0447,189.6113,None,False,False,-0.3731556,1.009642,2.763683,0.4801904,0.3131788,-0.8193511,0,0,1,0,0,0,0
0.5039984,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3731411,1.009619,2.763684,0.2610765,-0.0568659,0.9520717,0.1488788,341.7491,149.6268,358.157,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2845225,1.682144,1.646825,0.06203529,-0.1020475,0.6215518,0.7742166,282.8146,338.6088,187.9817,None,False,False,-0.3731411,1.009619,2.763684,0.4801948,0.3131793,-0.8193484,0,0,1,0,0,0,0
0.5259873,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3732442,1.00964,2.763676,0.2610285,-0.05673761,0.9520897,0.1488967,341.751,149.6303,358.1713,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2830834,1.681691,1.648914,0.06322432,-0.101776,0.6173608,0.7775024,283.3771,339.7182,186.7893,None,False,False,-0.3732442,1.00964,2.763676,0.480149,0.3131463,-0.8193878,0,0,1,0,0,0,0
0.5485873,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.373318,1.009656,2.763695,0.2610901,-0.05686764,0.9520609,0.1489232,341.744,149.6248,358.1584,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2814941,1.681191,1.650339,0.0637766,-0.1023536,0.6153083,0.7790071,283.6599,339.9451,186.4656,None,False,False,-0.373318,1.009656,2.763695,0.4802095,0.3132631,-0.8193077,0,0,1,0,0,0,0
0.5701004,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3735175,1.00978,2.763699,0.2610435,-0.05680579,0.9520872,0.1488601,341.7531,149.63,358.1627,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2797458,1.681085,1.651309,0.06362177,-0.1037691,0.614422,0.7795318,283.8018,339.486,186.819,None,False,False,-0.3735175,1.00978,2.763699,0.4801601,0.3131132,-0.8193939,0,0,1,0,0,0,0
0.5814936,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3736024,1.009823,2.763696,0.2610637,-0.05677358,0.9520802,0.1488813,341.7516,149.6267,358.1674,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2788985,1.680867,1.651607,0.06373847,-0.1046636,0.6141983,0.7795789,283.8383,339.2115,187.0099,None,False,False,-0.3736024,1.009823,2.763696,0.4802022,0.313137,-0.8193601,0,0,1,0,0,0,0
0.592561,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3735657,1.009814,2.763714,0.2611534,-0.05687157,0.9520434,0.1489229,341.7438,149.617,358.1592,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2781529,1.680817,1.651774,0.06401023,-0.1052961,0.6141254,0.779529,283.8473,339.0584,187.0885,None,False,False,-0.3735657,1.009814,2.763714,0.4803198,0.3132665,-0.8192418,0,0,1,0,0,0,0
0.6149455,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3735318,1.00983,2.763731,0.2611041,-0.05675061,0.9520807,0.1488166,341.7595,149.6219,358.1688,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2767484,1.680485,1.652209,0.06509419,-0.1065177,0.6142405,0.7791826,283.8134,338.8812,187.0766,None,False,False,-0.3735318,1.00983,2.763731,0.4802935,0.3130066,-0.8193565,0,0,1,0,0,0,0
0.6273215,1.5,0,-1.64,0,0,1,0,0,180,0,1.5,0,-1.64,0,0,1,0,0,180,0,-0.3735099,1.009794,2.763733,0.2610327,-0.05683393,0.9520729,0.1489601,341.741,149.631,358.1623,-3.325104,2.645662,2.405671,0.2073435,0.08184011,0.9540684,-0.2001607,24.57425,156.4831,4.614116,0.2760201,1.680324,1.652273,0.06570122,-0.1072828,0.6145506,0.778782,283.7604,338.7148,187.131,None,False,False,-0.3735099,1.009794,2.763733,0.4801123,0.3133128,-0.8193456,0,0,1,0,0,0,0
