TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Lhandxrot,Lhandyrot,Lhandzrot,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,Rhandxrot,Rhandyrot,Rhandzrot,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat,HMDxrot,HMDyrot,HMDzrot
0,1.25,1,-1.64,0,0,1,0,0,180,0,0.75,1,-1.64,0,0,1,0,0,180,0,1.230512,0.9305904,-2.194487,0.0265652,-0.008432515,0.9995275,0.01296903,358.4887,176.9673,359.0733
0.0787651,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.230829,0.9331354,-2.190409,0.03218434,-0.00556167,0.9992776,0.01943344,357.7536,176.3217,359.4344
0.1867478,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.230498,0.9332169,-2.190321,0.03301086,-0.006043481,0.999265,0.01853014,357.8548,176.2275,359.3776
0.290423,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.229493,0.9331661,-2.189668,0.03176377,-0.007132698,0.9993235,0.01711169,358.0141,176.372,359.245
0.401752,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.229951,0.9326812,-2.188411,0.02281988,-0.01507815,0.9994886,0.01656876,358.0625,177.4126,358.3152
0.5102275,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.227695,0.9328889,-2.187989,0.02491512,-0.006462936,0.9996068,0.01112812,358.7068,177.1524,359.2913
0.6196726,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.230575,0.934882,-2.188642,0.03067445,-0.006501467,0.9993984,0.01482814,358.2787,176.4944,359.3072
0.7219239,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.232963,0.9363785,-2.189096,0.03501469,0.000778826,0.99924,0.01711043,358.0435,175.9835,0.157925
0.8358745,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.23192,0.9369385,-2.188275,0.03663204,0.0005818055,0.9991611,0.01829937,357.9068,175.798,0.1435257
0.9505886,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.232974,0.9375685,-2.187094,0.03294757,-3.064802E-06,0.9993087,0.01722542,358.0271,176.2221,0.06472224
1.05721,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.233397,0.9378214,-2.186955,0.03215944,0.001667686,0.9993282,0.01749771,358.002,176.3091,0.2556132
1.157244,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.233069,0.9380928,-2.186254,0.03094673,0.002726403,0.9993625,0.01759622,357.9942,176.4461,0.3748563
1.257702,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.233309,0.9383911,-2.185607,0.03089113,0.005033911,0.9993401,0.01843561,357.9062,176.4472,0.6421647
1.367963,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.232135,0.9379683,-2.185218,0.02914637,0.00184244,0.9994172,0.01767746,357.9812,176.6543,0.2702152
1.478814,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.230364,0.9368026,-2.185262,0.02630624,-0.0006760646,0.9995462,0.01466709,358.3177,176.9853,359.9668
1.589506,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.230226,0.9369723,-2.185046,0.02608619,0.0002324203,0.9995483,0.01492818,358.2906,177.009,0.07127728
1.700848,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.230335,0.937097,-2.184614,0.0264688,3.676196E-05,0.9995183,0.01620386,358.1439,176.9653,0.05338652
1.810757,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.229723,0.9367174,-2.184675,0.02447939,-0.001848681,0.9995822,0.01526253,358.2463,177.1968,359.831
1.921786,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.229411,0.9364893,-2.184693,0.02357399,-0.002513724,0.9996123,0.01460675,358.3198,177.3017,359.7514
2.021991,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.229802,0.9365972,-2.184421,0.02415079,-0.001163821,0.9995908,0.01528476,358.2457,177.2333,359.9089
2.133409,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.230012,0.9369364,-2.184276,0.02424848,-0.0009461837,0.9995818,0.01572865,358.1955,177.2217,359.9353
2.23374,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.229411,0.9363692,-2.184475,0.02352483,-0.00246021,0.9996137,0.01459845,358.3209,177.3073,359.7574
2.343604,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.229186,0.9361594,-2.184649,0.02396317,-0.002389904,0.9996167,0.01366411,358.428,177.2567,359.7637
2.453641,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.230129,0.9365325,-2.184953,0.02683262,-0.001042301,0.9995196,0.01548189,358.2233,176.9256,359.9282
2.553864,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.229533,0.9364802,-2.184806,0.02617018,-0.001117845,0.9995418,0.01517283,358.2585,177.0017,359.9174
2.654387,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.229237,0.9361858,-2.184861,0.02553644,-0.0004332358,0.9995739,0.01413311,358.3797,177.0732,359.9917
2.755828,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,1.22963,0.9363188,-2.184979,0.02571579,-0.000755698,0.9995615,0.01466256,358.3181,177.0532,359.9566
