TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Lhandxrot,Lhandyrot,Lhandzrot,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,Rhandxrot,Rhandyrot,Rhandzrot,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat,HMDxrot,HMDyrot,HMDzrot,vrtracker_xPos,vrtracker_yPos,vrtracker_zPos,vrtracker_wQuat,vrtracker_xQuat,vrtracker_yQuat,vrtracker_zQuat,vrtracker_xrot,vrtracker_yrot,vrtracker_zrot,rtracker_xPos,rtracker_yPos,rtracker_zPos,rtracker_wQuat,rtracker_xQuat,rtracker_yQuat,rtracker_zQuat,rtracker_xrot,rtracker_yrot,rtracker_zrot,FocusedObject,LeftBlink,RightBlink,RayOrigin_x,RayOrigin_y,RayOrigin_z,RayDirection_x,RayDirection_y,RayDirection_z,locRayDirection_x,locRayDirection_y,locRayDirection_z,ConvergenceDistance,foc_Objectpos_X,foc_Objectpos_Y,foc_Objectpos_Z
0,1.25,1,-1.64,0,0,1,0,0,180,0,0.75,1,-1.64,0,0,1,0,0,180,0,1.469292,1.236147,-1.183152,-0.4573295,0.03446183,0.8820801,0.107688,347.2029,235.059,357.7843,1,0,-1.64,0,0,1,0,0,180,0,1,0,-1.64,0,0,1,0,0,180,0,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive,inactive
0,1.25,1,-1.64,0,0,1,0,0,180,0,0.75,1,-1.64,0,0,1,0,0,180,0,1.469375,1.23608,-1.183334,-0.4557957,0.03401303,0.8828934,0.1076689,347.2248,234.8609,357.7616,1.30045,0.9106746,-2.402091,-0.2136036,-0.04004464,0.9658076,0.1413704,345.1692,206.0102,351.8079,1.366151,0.7219535,-1.38425,-0.005504004,0.03748314,0.9987599,-0.03230346,3.675993,180.7703,4.323287,B5,False,False,1.540731,1.272238,-1.206199,-0.2146932,0.1265539,-0.9684446,-0.001464844,0.03160095,0.9994965,1.452299,1,1.6,-3.5
0.02,1.25,1,-1.64,0,0,1,0,0,180,0,0.75,1,-1.64,0,0,1,0,0,180,0,1.49675,1.267379,-1.21817,-0.1096529,0.005859311,0.9928077,0.04769589,354.4917,192.602,0.06759758,1.300429,0.9106416,-2.402068,-0.2135891,-0.04003906,0.9658102,0.1413762,345.1683,206.0085,351.8086,1.366087,0.7220101,-1.384194,-0.005553864,0.03751632,0.9987587,-0.03229077,3.674299,180.7761,4.327268,B5,False,False,1.53143,1.270371,-1.199988,-0.2170802,0.1181914,-0.968967,0.0005187988,0.02255249,0.9997406,1.503151,1,1.6,-3.5
0.0512182,1.300348,0.9106087,-2.40218,-0.2136766,-0.04014688,0.965784,0.1413929,345.1699,206.0208,351.7944,1.366271,0.7218775,-1.384324,-0.005670052,0.03753192,0.9987586,-0.03225663,3.669871,180.7893,4.329449,1.496631,1.267439,-1.218201,-0.109805,0.005566637,0.9927657,0.04825157,354.432,192.6218,0.02626278,1.300395,0.9106392,-2.402177,-0.2136144,-0.04016151,0.9657966,0.1413957,345.1695,206.0136,351.7936,1.366341,0.7218152,-1.384367,-0.005696906,0.03766141,0.9987512,-0.03232998,3.678055,180.7932,4.344498,B5,False,False,1.493694,1.269624,-1.191252,-0.1900154,0.09925362,-0.9767501,-0.02796936,0.002929688,0.9996033,1.363044,1,1.6,-3.5
0.1064577,1.300472,0.9105667,-2.402205,-0.2136665,-0.04027307,0.9657844,0.1413689,345.1758,206.021,351.7808,1.366217,0.7218741,-1.384346,-0.006008348,0.03730348,0.9987551,-0.03256717,3.704173,180.8286,4.304799,1.496518,1.267353,-1.218194,-0.110172,0.00523641,0.9927227,0.04833692,354.4264,192.6662,359.9854,1.300448,0.9106146,-2.4021,-0.2136631,-0.04033108,0.9657731,0.141435,345.1699,206.0224,351.7723,1.366149,0.721891,-1.384303,-0.005977708,0.03702697,0.9987575,-0.03281353,3.732759,180.8251,4.273201,B5,False,False,1.531931,1.270461,-1.199959,-0.2342899,0.1109549,-0.9658081,0.01622009,0.0145874,0.9997559,0.5679097,1,1.6,-3.5
0.1277421,1.300503,0.9106113,-2.402074,-0.2135827,-0.04031234,0.9657939,0.1414196,345.1704,206.0123,351.7762,1.366189,0.721825,-1.384372,-0.005889643,0.0370891,0.9987566,-0.03278704,3.73005,180.8152,4.279979,1.49645,1.267238,-1.218276,-0.1112674,0.005138343,0.9926466,0.04739099,354.5355,192.7923,359.9801,1.300439,0.91059,-2.402063,-0.2135676,-0.04034899,0.965796,0.1414178,345.1715,206.0109,351.7722,1.366383,0.721672,-1.384484,-0.005844096,0.03719801,0.9987507,-0.03285121,3.737507,180.8106,4.292388,B5,False,False,1.531861,1.270386,-1.200242,-0.2260465,0.1113193,-0.9677255,0.007232666,0.01530457,0.9998474,1.097401,1,1.6,-3.5
0.1442311,1.300488,0.9105395,-2.402085,-0.2135794,-0.04038079,0.9658023,0.1413479,345.1802,206.0117,351.7704,1.366451,0.7216555,-1.384521,-0.005884017,0.03735578,0.9987451,-0.03283523,3.735377,180.8157,4.310639,1.496467,1.267193,-1.218389,-0.1116392,0.005139746,0.9926272,0.0469216,354.589,192.8347,359.9843,1.300488,0.9105395,-2.402085,-0.2135793,-0.04038092,0.9658023,0.1413479,345.1802,206.0117,351.7704,1.366451,0.7216555,-1.384521,-0.005879685,0.03735591,0.9987451,-0.03283487,3.735354,180.8152,4.310637,B5,False,True,1.532158,1.270652,-1.198985,-0.2486261,0.08752482,-0.9646286,0.02938843,-0.008102417,0.999527,0,1,1.6,-3.5
0.1625513,1.300502,0.9105394,-2.402058,-0.2135807,-0.04043859,0.9657961,0.1413713,345.1791,206.0131,351.7632,1.366364,0.7218436,-1.384456,-0.005896223,0.0375739,0.9987405,-0.03272463,3.722474,180.8175,4.335614,1.496458,1.26713,-1.218481,-0.1119385,0.005314175,0.992605,0.04665628,354.617,192.8681,0.006012965,1.300502,0.9105394,-2.402058,-0.2135806,-0.04043864,0.9657961,0.1413713,345.1791,206.013,351.7631,1.366364,0.7218436,-1.384456,-0.005891078,0.03757407,0.9987405,-0.03272463,3.722497,180.8169,4.335614,closed,True,True,closed,closed,closed,closed,closed,closed,closed
0.1887981,1.300422,0.9106238,-2.402077,-0.2135993,-0.04045337,0.9657918,0.1413692,345.1799,206.0154,351.7612,1.366148,0.7219699,-1.384321,-0.005915679,0.03752615,0.9987457,-0.03261614,3.710001,180.819,4.330082,1.496406,1.267134,-1.218516,-0.1120789,0.005384546,0.9925917,0.04659438,354.6232,192.8839,0.01408901,1.300432,0.9106784,-2.402089,-0.2135854,-0.04051686,0.965782,0.1414379,345.1737,206.0158,351.7522,1.366436,0.7217506,-1.384579,-0.006007547,0.03733237,0.9987528,-0.03260443,3.708422,180.8288,4.308155,closed,True,True,closed,closed,closed,closed,closed,closed,closed
0.2028475,1.300496,0.9106185,-2.402147,-0.2136272,-0.04054539,0.9657726,0.1414313,345.1756,206.0211,351.7484,1.366474,0.7217499,-1.384622,-0.006109899,0.03717392,0.9987578,-0.03261473,3.709294,180.84,4.290349,1.496403,1.267122,-1.21856,-0.1122027,0.005391829,0.9925857,0.04642491,354.6424,192.898,0.01644176,1.300496,0.9106185,-2.402147,-0.2136271,-0.04054536,0.9657726,0.1414313,345.1756,206.0211,351.7484,1.366474,0.7217499,-1.384622,-0.006107177,0.03717377,0.9987578,-0.03261471,3.709303,180.8397,4.29032,closed,True,True,closed,closed,closed,closed,closed,closed,closed
0.2198135,1.300415,0.9106275,-2.402211,-0.2136423,-0.04060573,0.9657692,0.141414,345.1792,206.0235,351.7418,1.366573,0.7216925,-1.384668,-0.00622133,0.03710659,0.9987637,-0.03248953,3.69453,180.852,4.282887,1.496377,1.266988,-1.218679,-0.112239,0.005442902,0.992592,0.04619422,354.6681,192.9016,0.02506533,1.300415,0.9106275,-2.402211,-0.2136422,-0.04060577,0.9657693,0.141414,345.1792,206.0235,351.7418,1.366573,0.7216925,-1.384668,-0.006218401,0.03710636,0.9987637,-0.03248974,3.694566,180.8517,4.28285,closed,True,True,closed,closed,closed,closed,closed,closed,closed
0.2353577,1.300428,0.9106072,-2.402191,-0.2136697,-0.04064631,0.9657557,0.1414537,345.1761,206.028,351.7356,1.366329,0.7217628,-1.384589,-0.006218887,0.03710432,0.9987642,-0.03247564,3.69295,180.8516,4.282601,1.496339,1.26689,-1.218814,-0.1122561,0.005484821,0.9926014,0.04594558,354.6959,192.9031,0.03297981,1.300428,0.9106072,-2.402191,-0.2136697,-0.04064649,0.9657556,0.1414537,345.1761,206.028,351.7356,1.366329,0.7217628,-1.384589,-0.006217203,0.03710416,0.9987642,-0.03247575,3.69297,180.8514,4.282577,closed,True,True,closed,closed,closed,closed,closed,closed,closed
0.2511657,1.300474,0.9104887,-2.402248,-0.2136626,-0.04064755,0.9657519,0.1414897,345.172,206.0277,351.7345,1.366401,0.7216454,-1.384644,-0.006231596,0.03652892,0.9987808,-0.03261319,3.709145,180.8515,4.216722,1.496276,1.266902,-1.218935,-0.1123974,0.005394062,0.9925866,0.04593131,354.6986,192.9199,0.02203999,1.300474,0.9104887,-2.402248,-0.2136626,-0.04064758,0.9657519,0.1414897,345.172,206.0277,351.7345,1.366401,0.7216454,-1.384644,-0.006227979,0.03652922,0.9987809,-0.03261288,3.709125,180.8511,4.216743,closed,True,True,closed,closed,closed,closed,closed,closed,closed
0.2732869,1.300363,0.9105138,-2.40205,-0.2136943,-0.04076758,0.9657323,0.1415416,345.1696,206.034,351.7188,1.366339,0.7216314,-1.384492,-0.006156434,0.03652434,0.9987733,-0.0328621,3.737984,180.844,4.216195,1.496295,1.266924,-1.219064,-0.1126338,0.005065573,0.9925567,0.04603542,354.691,192.9491,359.9819,1.300363,0.9105138,-2.40205,-0.2136943,-0.04076746,0.9657323,0.1415416,345.1696,206.034,351.7188,1.366339,0.7216314,-1.384492,-0.006153361,0.03652433,0.9987734,-0.03286232,3.738022,180.8436,4.216183,closed,True,True,closed,closed,closed,closed,closed,closed,closed
0.2954573,1.300395,0.9105504,-2.402088,-0.2136206,-0.04063708,0.9657522,0.1415538,345.1642,206.0235,351.7345,1.366376,0.7216899,-1.384506,-0.006116454,0.03720049,0.9987522,-0.03275202,3.724972,180.8414,4.293578,1.496206,1.266934,-1.21915,-0.1125398,0.004798386,0.992579,0.04581259,354.7199,192.9394,359.9548,1.300395,0.9105504,-2.402088,-0.2136205,-0.04063677,0.9657523,0.1415538,345.1642,206.0235,351.7345,1.366376,0.7216899,-1.384506,-0.006113274,0.03720082,0.9987523,-0.03275172,3.724951,180.8411,4.293603,None,False,False,1.531199,1.269568,-1.200525,-0.2865759,-0.000103489,-0.9580519,0.06504822,-0.09254456,0.993576,0.4858341,0,0,0
0.4651883,1.300548,0.9104908,-2.402143,-0.2137076,-0.04050044,0.9657471,0.141497,345.1677,206.0311,351.7504,1.365025,0.7222067,-1.384106,-0.005233903,0.03667359,0.9987569,-0.03335238,3.797935,180.7408,4.230388,1.49618,1.266877,-1.219158,-0.1123994,0.00483983,0.9926034,0.04562337,354.7409,192.9227,359.9627,1.300548,0.9104908,-2.402143,-0.2137075,-0.04050031,0.9657471,0.1414971,345.1677,206.0311,351.7504,1.365025,0.7222067,-1.384106,-0.005231963,0.03667334,0.9987569,-0.03335246,3.797953,180.7406,4.230352,None,False,False,1.474716,1.267856,-1.189273,-0.185278,-0.003690728,-0.9826683,-0.03567505,-0.09387207,0.9949341,0.5191101,0,0,0
0.4956926,1.30055,0.9105368,-2.402172,-0.2137578,-0.04057427,0.9657317,0.1415051,345.1692,206.0383,351.741,1.365009,0.7222656,-1.384052,-0.005216341,0.03633189,0.9987683,-0.03338683,3.80221,180.7377,4.191111,1.496642,1.266677,-1.219458,-0.1097097,0.005399938,0.9929448,0.04466815,354.8427,192.6076,0.05307746,1.30055,0.9105368,-2.402172,-0.2137577,-0.0405742,0.9657317,0.1415051,345.1692,206.0383,351.741,1.365009,0.7222656,-1.384052,-0.005211988,0.03633207,0.9987683,-0.03338685,3.802229,180.7372,4.191114,None,False,False,1.478333,1.267879,-1.190048,-0.1911291,-0.00244841,-0.9815485,-0.02844238,-0.09242249,0.9953003,0.5171373,0,0,0
0.5123877,1.300493,0.9106075,-2.402154,-0.2137066,-0.04053355,0.9657519,0.1414559,345.1732,206.0308,351.7478,1.364625,0.7223947,-1.383873,-0.005185804,0.03629969,0.9987626,-0.03359611,3.826339,180.7349,4.187509,1.49674,1.266665,-1.219558,-0.1088845,0.005449865,0.9930382,0.04460488,354.8493,192.5118,0.06387271,1.300493,0.9106075,-2.402154,-0.2137065,-0.04053359,0.9657519,0.1414558,345.1732,206.0308,351.7478,1.364625,0.7223947,-1.383873,-0.005184756,0.03629986,0.9987626,-0.03359574,3.826301,180.7348,4.187524,None,False,False,1.499918,1.268389,-1.194713,-0.2327358,-0.002206433,-0.9725208,0.01478577,-0.09213257,0.9956207,0.5076698,0,0,0
0.528621,1.300463,0.9105616,-2.402113,-0.2137692,-0.0406436,0.965721,0.1415412,345.1671,206.0412,351.7318,1.36444,0.7224879,-1.383836,-0.00514621,0.03632345,0.9987546,-0.03381438,3.851496,180.7314,4.190307,1.496813,1.266656,-1.219663,-0.1087255,0.005665543,0.993059,0.04450309,354.8582,192.4923,0.09061651,1.300463,0.9105616,-2.402113,-0.2137691,-0.04064373,0.965721,0.1415412,345.1671,206.0412,351.7318,1.36444,0.7224879,-1.383836,-0.005142914,0.03632346,0.9987546,-0.03381436,3.851508,180.731,4.190296,None,False,False,1.497909,1.268332,-1.194311,-0.2283587,-0.001865352,-0.9735728,0.010849,-0.0916748,0.9957275,0.4993731,0,0,0
0.5509891,1.30046,0.9105479,-2.402059,-0.2137643,-0.04077312,0.9657093,0.1415907,345.1648,206.0433,351.7156,1.36477,0.7223381,-1.384027,-0.005122244,0.03638317,0.9987478,-0.03395452,3.86761,180.7295,4.197217,1.496798,1.266619,-1.219687,-0.1083674,0.005920219,0.9931059,0.0442958,354.8787,192.4494,0.124161,1.30046,0.9105479,-2.402059,-0.2137643,-0.04077294,0.9657093,0.1415907,345.1648,206.0432,351.7156,1.36477,0.7223381,-1.384027,-0.005118226,0.0363831,0.9987478,-0.03395442,3.867617,180.729,4.197193,None,False,False,1.49199,1.268009,-1.193597,-0.2125817,0.0001867502,-0.977137,-0.004653931,-0.08947754,0.9959717,0.7415809,0,0,0
0.573151,1.300294,0.9105406,-2.402017,-0.2137942,-0.04076514,0.9656985,0.1416216,345.1614,206.0472,351.7151,1.364955,0.7222915,-1.38405,-0.004966109,0.03627849,0.9987567,-0.03382697,3.853726,180.7106,4.184463,1.496923,1.266602,-1.219849,-0.1079141,0.006087088,0.9931667,0.04401508,354.9088,192.3958,0.1490583,1.300294,0.9105406,-2.402017,-0.2137942,-0.04076527,0.9656985,0.1416216,345.1614,206.0472,351.7151,1.364955,0.7222915,-1.38405,-0.004963025,0.0362783,0.9987567,-0.03382713,3.853757,180.7103,4.184429,B8,False,False,1.532183,1.269088,-1.200402,-0.2217789,-0.03191058,-0.9745594,0.005523682,-0.1211853,0.9925995,0.9541864,1,1,-3.5
0.5954272,1.300285,0.9105226,-2.402057,-0.2138482,-0.0406238,0.9656971,0.1415903,345.1617,206.0512,351.7314,1.364637,0.7224541,-1.383797,-0.004997998,0.03639446,0.9987569,-0.03369236,3.838087,180.7141,4.19777,1.496965,1.266576,-1.219905,-0.107438,0.006224151,0.9932219,0.04391626,354.9184,192.34,0.1683882,1.300285,0.9105226,-2.402057,-0.2138481,-0.04062375,0.9656971,0.1415903,345.1617,206.0512,351.7314,1.364637,0.7224541,-1.383797,-0.004992959,0.03639477,0.9987569,-0.03369207,3.838074,180.7136,4.197786,B8,False,False,1.532562,1.269029,-1.199939,-0.1892998,-0.02956894,-0.9814638,-0.02693176,-0.118454,0.9925842,0.7618994,1,1,-3.5
0.6182165,1.300296,0.9105473,-2.401998,-0.2137616,-0.04052246,0.9657193,0.1415985,345.1574,206.0395,351.7441,1.36488,0.7222878,-1.383857,-0.004988676,0.03648474,0.9987517,-0.03375017,3.844684,180.7137,4.208161,1.496997,1.266557,-1.219963,-0.1068725,0.006174878,0.9933012,0.04350754,354.9657,192.2745,0.1706844,1.300296,0.9105473,-2.401998,-0.2137615,-0.04052256,0.9657193,0.1415985,345.1574,206.0395,351.7441,1.36488,0.7222878,-1.383857,-0.004988481,0.03648453,0.9987517,-0.03375018,3.844687,180.7137,4.208137,B8,False,False,1.531031,1.268912,-1.199798,-0.1917066,-0.02947083,-0.9809967,-0.02355957,-0.1179962,0.9927216,0.6983706,1,1,-3.5
0.6420567,1.300408,0.9105002,-2.401993,-0.2137954,-0.04049734,0.9657239,0.1415237,345.1654,206.042,351.7486,1.364734,0.72237,-1.383832,-0.005064606,0.0362527,0.9987563,-0.03385115,3.856103,180.7219,4.181904,1.497052,1.266539,-1.220082,-0.1062962,0.006134497,0.9933814,0.04309335,355.0135,192.2077,0.1740632,1.300408,0.9105002,-2.401993,-0.2137953,-0.04049718,0.9657239,0.1415238,345.1654,206.042,351.7487,1.364734,0.72237,-1.383832,-0.005061136,0.03625242,0.9987563,-0.03385136,3.856141,180.7215,4.181858,B8,False,False,1.477396,1.266998,-1.192762,-0.1186567,-0.03349422,-0.9923631,-0.09637451,-0.1208344,0.9879761,0.6695536,1,1,-3.5
0.6618719,1.300444,0.910509,-2.402023,-0.2137642,-0.04055921,0.965721,0.1415728,345.1613,206.0399,351.7406,1.364637,0.7223837,-1.383819,-0.005141722,0.03579566,0.9987704,-0.03391144,3.863022,180.7292,4.129767,1.497115,1.266529,-1.220212,-0.1056358,0.00619176,0.9934661,0.04275301,355.0518,192.1308,0.1880646,1.300444,0.910509,-2.402023,-0.2137642,-0.04055914,0.965721,0.1415728,345.1613,206.0399,351.7406,1.364637,0.7223837,-1.383819,-0.005140016,0.03579534,0.9987704,-0.03391161,3.863049,180.729,4.129724,B8,False,False,1.504001,1.267917,-1.19638,-0.1577847,-0.03121169,-0.9869643,-0.05606079,-0.1184235,0.9913635,0.6772251,1,1,-3.5
