TimeSinceStartup,Lhand_xPos,Lhand_yPos,Lhand_zPos,Lhand_wQuat,Lhand_xQuat,Lhand_yQuat,Lhand_zQuat,Rhand_xPos,Rhand_yPos,Rhand_zPos,Rhand_wQuat,Rhand_xQuat,Rhand_yQuat,Rhand_zQuat,HMD_xPos,HMD_yPos,HMD_zPos,HMD_wQuat,HMD_xQuat,HMD_yQuat,HMD_zQuat
0,-0.25,1,-2.4,1,0,0,0,0.25,1,-2.4,1,0,0,0,-0.390955,1.191272,-2.02757,0.8853922,-0.4641072,-0.02498071,0.007812372
0.0900266,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3978215,1.192351,-2.027633,0.8855172,-0.4628334,-0.03708231,0.01641779
0.1903576,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3976918,1.192938,-2.032242,0.8845181,-0.4647087,-0.03709885,0.01724251
0.3013408,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3986337,1.193898,-2.03845,0.8834485,-0.4667205,-0.03695382,0.01803444
0.4124432,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4013532,1.195095,-2.045115,0.8832107,-0.4663539,-0.04516768,0.02031891
0.5231787,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4048364,1.192867,-2.052269,0.8916916,-0.4490263,-0.05342101,0.02019402
0.6234612,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4105196,1.189017,-2.060175,0.9016058,-0.4271574,-0.06406335,0.02322689
0.727067,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4183124,1.185023,-2.06989,0.9104832,-0.4049605,-0.07830502,0.0299306
0.8280459,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4238708,1.181299,-2.083712,0.9176192,-0.3872393,-0.08455234,0.02952653
0.9380506,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4279763,1.17417,-2.101911,0.9275746,-0.3644723,-0.07579707,0.03193954
1.038553,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4301599,1.168702,-2.119566,0.9339279,-0.3484716,-0.06767559,0.04202823
1.149186,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4299742,1.168394,-2.135783,0.9368318,-0.3403456,-0.06463801,0.04830305
1.260617,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.425287,1.172003,-2.143007,0.9357825,-0.3447756,-0.05842409,0.04502918
1.360954,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4179597,1.174476,-2.140165,0.9411154,-0.334155,-0.03951942,0.03286997
1.471693,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.4082519,1.177529,-2.133191,0.9448609,-0.3271537,-0.004430255,0.01374221
1.582322,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3975351,1.176456,-2.129942,0.9447646,-0.3256158,0.03668262,-0.006979042
1.69343,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3871646,1.173257,-2.132784,0.9431954,-0.3254241,0.06397536,-0.01971876
1.793871,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3816402,1.175461,-2.140023,0.93653,-0.340822,0.07658289,-0.02978373
1.904551,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3774545,1.179954,-2.150445,0.9271971,-0.3614481,0.09133749,-0.03630932
2.015516,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3767408,1.181719,-2.161969,0.9237564,-0.368579,0.09938731,-0.03075416
2.12663,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.378548,1.182008,-2.175345,0.9237002,-0.3705281,0.09473504,-0.02263212
2.237851,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3785815,1.182351,-2.186634,0.924206,-0.3705287,0.08909895,-0.02476497
2.349185,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3799124,1.182215,-2.196318,0.9316264,-0.3523392,0.08594171,-0.0233115
2.459782,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3849412,1.180439,-2.211135,0.9404104,-0.3324537,0.06972992,-0.01551563
2.570736,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3891466,1.177922,-2.233596,0.945605,-0.3199143,0.05775374,-0.0122683
2.68213,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3916606,1.173681,-2.266021,0.9508743,-0.3049087,0.0525466,-0.01037787
2.792987,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.391411,1.171814,-2.306529,0.9514757,-0.3035355,0.04867995,-0.01380267
2.893096,0,0,-2.4,1,0,0,0,0,0,-2.4,1,0,0,0,-0.3898379,1.169556,-2.342355,0.9503981,-0.3061334,0.05086457,-0.02094509
